ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000675.SZ,20151027,20151027,20150930,1,1,3,,,0.0,0.0,,,,,,,,,,,,,,,,,,,22619606.46,,,,,,5035709.28,17583897.18,,,,,,,,,,,,-22619406.46,900.0,,,-22618506.46,,-22618506.46,-22618506.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
601099.SH,20151030,20151030,20150930,1,4,3,0.221,0.221,1913006551.74,1913006551.74,,,,958860277.19,696794569.05,87378.64,,,,,847270221.41,61663988.23,45543900.32,87378.64,-408430333.07,1104807184.73,-608805.69,330338.75,811090658.53,,,,151587294.5,,658248908.63,,1254455.4,,,,,,811090658.53,,,,,1101915893.21,3040046.2,22222.58,,1104933716.83,261901018.56,843032698.27,780453100.16,62579598.11,-35121834.89,807910863.38,745331265.27,62579598.11,1914261007.14,,,,,,,,,,,,,,,,,,,,,,0
600816.SH,20151028,20151028,20150930,1,2,3,0.7582,0.7582,1921398044.85,1921398044.85,170329370.37,,1671814485.01,1666097818.34,84971633.92,,,,,,,,,,70683716.85,14287917.07,,,390684849.5,,777.78,5716666.67,104753154.02,,283667607.28,,2264088.2,,,,,,390684849.5,,,,,1530713195.35,55835695.01,366180.47,,1586182709.89,372624748.26,1213557961.63,1213557961.63,,35268569.14,1248826530.77,1248826530.77,,1923662133.05,,,,,,,,,,,,,,,,,,,,,,0
600837.SH,20151029,20151029,20150930,1,4,3,1.06,1.06,26838735989.12,26838735989.12,,,,13381266014.16,7251204226.54,383835068.76,,,,,9842430883.02,1653962566.26,924059283.92,2264686165.66,-2853062935.73,9468469991.73,378361726.88,251962101.78,12025154323.07,,,,1576643078.83,,7608464937.47,,959195209.87,,,,,,12025154323.07,,,,1880851096.9,14813581666.05,214181729.87,12533524.74,6717174.76,15015229871.18,3323514046.09,11691715825.09,11064922102.63,626793722.46,1013349468.4,12705065293.49,11911296399.53,793768893.96,,,,,,,,,,,,,,,,,,,,,,,0
600369.SH,20151030,20151030,20150930,1,4,3,0.55,0.55,6707851271.71,6707851271.71,,,,3384243759.41,2590054586.55,-529157.49,,,,,1701466410.36,958694648.74,646243604.85,4129166.88,-659875151.93,3217362963.19,221845480.64,33095932.78,2982675184.87,,,,414031770.93,,2567596154.28,,-3611064.71,,,,,,2982675184.87,,,,4658324.37,3725176086.84,76973980.75,406661.51,,3801743406.08,697915521.87,3103827884.21,3109941477.78,-6113593.57,-1204910822.68,1898917061.53,1905030655.1,-6113593.57,6704240207.0,,,,,,,,,,,,,,,,,,,,,,0
600109.SH,20151029,20151029,20150930,1,4,3,0.577,0.577,4747247568.85,4747247568.85,,,,3403406013.25,698791709.66,2542017.21,,,,,2420468385.66,617004768.02,193084216.16,2542017.21,35429730.12,663390811.1,54048509.04,-2570848.77,2499000536.81,,,,267615169.52,,2219357155.99,,12028211.3,,,,,,2499000536.81,,,,,2248247032.04,20987137.88,1226433.93,,2268007735.99,585670992.5,1682336743.49,1683736023.53,-1399280.04,125596280.96,1807933024.45,1809327916.91,-1394892.46,4759275780.15,,,,,,,,,,,,,,,,,,,,,,0
002142.SZ,20151030,20151030,20150930,1,2,3,1.36,1.36,14124299000.0,14124299000.0,23805729000.0,,3218662000.0,2905747000.0,-429682000.0,12696000.0,,,,,,,,24766000.0,225263000.0,-145185000.0,,-522456000.0,7495546000.0,,12169565000.0,312915000.0,777481000.0,,4291672000.0,,2414323000.0,,,,,,7495546000.0,,,,12070000.0,6628753000.0,14592000.0,17749000.0,,6625596000.0,1281495000.0,5344101000.0,5320519000.0,23582000.0,436318000.0,5780419000.0,5756947000.0,23472000.0,9043076000.0,,,,,,,,,,,,,,,,,,,,,,0
000728.SZ,20151028,20151028,20150930,1,4,3,1.14,1.14,4568567811.42,4568567811.42,,,,2443294448.32,1312507644.72,4399513.9,,,,,2116283284.6,279720946.6,42112835.38,10246847.28,-364162398.93,1669442721.48,59161834.2,2827808.27,1635927499.37,,,,246557478.41,,1327271357.03,,56251330.55,,,,,,1635927499.37,,,,5847333.38,2932640312.05,2795278.24,2220156.73,,2933215433.56,696373386.15,2236842047.41,2236842047.41,,-274220678.26,1962621369.15,1962621369.15,,4624819141.97,,,,,,,,,,,,,,,,,,,,,,0
000686.SZ,20151029,20151029,20150930,1,4,3,1.14,1.14,5009469869.28,5009469869.28,,,,2727608355.93,1986318809.32,11182563.8,,,,,1965985639.24,297412295.89,77628421.84,11620394.17,-179221785.67,2153698179.63,90050689.7,659851.56,2128201370.73,,,,322581897.79,,1775461014.01,,29720628.56,,,,,,2128201370.73,,,,437830.37,2881268498.55,15648711.75,1841423.59,,2895075786.71,628180096.83,2266895689.88,2232487040.09,34408649.79,-92437954.12,2174457735.76,2140445213.68,34012522.08,5039190497.84,,,,,,,,,,,,,,,,,,,,,,0
601998.SH,20151028,20151028,20150930,1,2,3,0.7,0.7,107453000000.0,107453000000.0,161620000000.0,,27432000000.0,26068000000.0,4639000000.0,94000000.0,,,,,,,,94000000.0,240000000.0,2885000000.0,26000000.0,1420000000.0,63722000000.0,,84874000000.0,1364000000.0,7470000000.0,,27787000000.0,,28465000000.0,,,,,,63722000000.0,,,,,43731000000.0,200000000.0,89000000.0,,43842000000.0,10408000000.0,33434000000.0,32926000000.0,508000000.0,2193000000.0,35627000000.0,34892000000.0,735000000.0,,,,,,,,,,,,,,,,,,,,,,,0
