ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
600918.SH,20110719,20110719,20110630,1,4,2,,,1659758042.1,1659758042.1,,,,1509426735.3,,,,,,,1273126157.69,111289800.0,1109773.16,7135665.48,-46675394.39,-55291084.84,4722476.39,-203663.55,1235881050.04,,,,87353446.73,,1148527603.31,,,,,,,,1235881050.04,,,,,423876992.06,2489541.68,345600.93,,426020932.81,105731955.97,320288976.84,320067558.54,221418.3,,,,,,,,1167045667.53,1487113226.07,,,,,,,,,,,,,,1487113226.07,,,,0
601878.SH,20110718,20110718,20110630,1,4,2,,,673018112.74,673018112.74,,,,516943897.31,,,,,,,366412595.23,47393700.0,25722802.2,1302823.67,2078053.24,18751839.41,-3769321.89,,443029491.11,,,,29204240.56,,413581357.55,,,,,,,,443029491.11,,,,243893.0,229988621.63,1619229.7,869546.12,,230738305.21,59099899.65,171638405.56,171638405.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600369.SH,20110726,20110726,20110630,1,4,2,0.14,0.14,821285159.31,821285159.31,,,,586076141.76,,,,,,,297106970.53,234434108.89,16298484.34,1215385.89,-64572822.96,169480490.85,34425494.27,-955502.29,406276259.88,,,,45331202.46,,465255497.73,,-107035036.46,,,,,,406276259.88,,,,2724596.15,415008899.43,20823620.3,275024.84,,435557494.89,100522089.61,335035405.28,335035405.28,,1471031.45,336506436.73,336506436.73,,417733495.58,450445353.89,,,,,,,,,,,,,,,,,,,,,0
002926.SZ,20110715,20110715,20110630,1,4,2,,,886516264.63,886516264.63,,,,730335764.09,,,,,,,718624262.43,395000.0,9625299.04,2818429.27,-149757110.62,186691010.76,,-491506.24,450971628.37,,,,50585611.09,,398536511.51,,-5000.0,,,,,,450971628.37,,,,1854505.77,435544636.26,185112.51,488797.17,,435240951.6,59120864.7,376120086.9,376120086.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002797.SZ,20110719,20110719,20110630,1,4,2,,,499335896.8,499335896.8,,,,416219555.67,,,,,,,96279444.45,303535459.46,6375677.35,,-34922876.34,108362031.42,33252029.69,-2792060.0,294458314.03,,,,29475144.16,,264983169.87,,,,,,,,294458314.03,,,,,204877582.77,8830140.18,,,213707722.95,41359194.88,172348528.07,175785477.49,-3436949.42,,,,,204877582.77,204877582.77,,,,,,,,,,,,,,,,,,,,,0
000686.SZ,20110727,20110727,20110630,1,4,2,0.14,0.14,577894071.94,577894071.94,,,,496243612.51,,,,,,,418703333.93,19290694.0,23933437.23,5274571.22,-7657989.38,40257158.04,29011333.07,-290193.13,470183451.69,,,,31528124.63,,438674481.48,,-19154.42,,,,,,470183451.69,,,,,107710620.25,6288123.08,4653369.09,,109345374.24,20222164.89,89123209.35,88874046.37,249162.98,-73561335.92,15561873.43,15312710.45,249162.98,107710620.25,148512922.71,,,,,,,,,,,,,,,,,,,,,0
601990.SH,20110719,20110719,20110630,1,4,2,,,542159788.95,542159788.95,,,,436970624.04,,,,,,,344468832.67,83300326.0,9201465.37,20001223.44,-194762.58,6923917.37,,-489009.85,238880536.37,,,,27885787.44,,210994748.93,,,,,,,,238880536.37,,,,,303279252.58,1609559.72,295086.12,,304593726.18,76033034.87,228560691.31,228560691.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
002939.SZ,20110720,20110720,20110630,1,4,2,,,695155946.13,695155946.13,,,,606733055.52,,,,,,,325630970.43,14834587.86,2238074.85,2063568.92,4029951.48,16987573.75,62540785.11,,529843654.67,,,,37732162.2,,481715714.26,,-1063380.0,,,,,,529843654.67,,,,11459158.21,165312291.46,1424865.48,2260671.77,,164476485.17,40065537.39,124410947.78,82215240.06,42195707.72,,,,,,,,,,,,,,,,,,,,,,,,,,,0
601456.SH,20110719,20110719,20110630,1,4,2,,,450100310.09,450100310.09,,,,381594261.58,,,,,,,,65582000.0,28019228.37,11090.0,5472286.03,17852898.79,,-10620.0,216642634.45,,,,22306961.64,,188104841.9,,6230830.91,,,,,,216642634.45,,,,,233457675.64,1937898.0,2996471.28,,232399102.36,51953564.33,180445538.03,180445538.03,,,,,,,,,428641457.83,609086995.86,,,,,,,,,,,,,,609086995.86,,,,0
002945.SZ,20110720,20110720,20110630,1,4,2,,,321328610.35,321328610.35,,,,314350276.58,,,,,,,139933949.49,167910000.0,,21588171.47,-38590520.05,1523188.18,,-183403.03,252591856.74,,,,18823817.69,,233719409.65,,,,,,,,252591856.74,,,,48629.4,68736753.61,2097439.58,12109.34,,70822083.85,17573048.26,53249035.59,53249035.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
