ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
688737.SH,20210927,20210927,20201231,1,1,4,3.57,3.57,2577294090.68,2577294090.68,,,,,,,,,,,,,,,,,,,2341756903.09,2133523344.97,,,7317971.22,47159923.42,47725291.47,28210471.52,-3254649.18,,,,,,,,,,,247587168.15,2931343.54,1095641.63,,249422870.06,31105354.44,218317515.62,218351941.03,-34425.41,,218317515.62,218351941.03,-34425.41,279052288.85,295875911.58,,,,68831104.89,28573224.46,650526.59,,,,,,,,,,,,,,,1
688701.SH,20210827,20210827,20201231,1,1,4,0.46,0.46,340598376.22,340598376.22,,,,,,,,,,,,,,,,2577631.48,,,295518887.6,210867076.67,,,2719183.8,11009342.52,31084812.5,5552226.2,-1222511.91,,,,,,,,,,,52653070.35,22801.38,302347.57,,52373524.16,7095452.21,45278071.95,46745312.08,-1467240.13,,45278071.95,46745312.08,-1467240.13,56028810.57,61964464.6,,,,21385591.06,5452559.89,178967.0,,,,,,,,,,,,,,,1
688766.SH,20210802,20210802,20201231,1,1,4,3.2,3.2,717332010.98,717332010.98,,,,,,,,,,,,,,,,,,,633022303.53,546659461.92,,,1052333.65,16426381.86,18252463.33,-13704.52,929497.67,,,,,,,,,,,91628744.92,2337500.0,2813.0,,93963431.92,7923973.48,86039458.44,86039458.44,,,86039458.44,86039458.44,,91615040.4,99499880.8,,,,45971456.74,148384.35,3455574.39,,,,,,,,,,,,,,,1
301067.SZ,20210902,20210902,20201231,1,1,4,1.64,1.64,530512695.41,530512695.41,,,,,,,,,,,,,,,106999.0,388810.37,,,455350415.34,382342840.87,,,3257658.2,6610584.72,29119443.25,9486472.3,-1771086.78,,,,,,,,,,,77230501.34,42241.24,733723.24,,76539019.34,10132375.2,66406644.14,66406644.14,,,66406644.14,66406644.14,,86302689.55,96144902.15,,,,19961902.7,1410838.59,166496.35,,,,,,,,,,,,,,,1
301086.SZ,20210928,20210928,20201231,1,1,4,2.92,2.92,650696626.92,650696626.92,,,,,,,,,,,,,,,,36061.65,,,511238533.05,385581891.41,,,4755249.06,24479678.51,39211226.94,6659094.3,-6072196.24,,,,,,,,,,,149582133.41,0.49,300600.47,,149281533.43,17963538.25,131317995.18,131397317.87,-79322.69,,131317995.18,131397317.87,-79322.69,156324774.64,172810136.91,,,,38455556.79,3404973.44,122677.93,,,,,,,,,,,,,,,1
301080.SZ,20210924,20210924,20201231,1,1,4,1.93,1.93,246318612.85,246318612.85,,,,,,,,,,,,,,,9719.18,596906.86,,,113894955.19,19936301.31,,,440979.15,35753842.31,20074218.49,3047192.28,-3027817.85,,,,,,,,,,,133528265.62,130263.86,31537.05,,133626992.43,17937518.84,115689473.59,115882563.52,-193089.93,-2270511.26,113418962.33,113612052.26,-193089.93,135980673.51,143330811.61,,,,30650644.04,,204132.28,,,,,,,,,,,,,,,1
001219.SZ,20210922,20210922,20201231,1,1,4,1.19,1.19,480442705.35,480442705.35,,,,,,,,,,,,,,,748904.11,16931343.8,,,392194656.84,331167343.32,,,5728156.32,17879568.97,35661762.57,-434995.11,,,,,,,,,,,,106559814.76,104910.61,1361235.04,,105303490.33,26208303.61,79095186.72,79095186.72,,,79095186.72,79095186.72,,88444571.74,96614029.39,,,,1863494.13,,812307.94,,,,,,,,,,,,,,,1
301088.SZ,20210928,20210928,20201231,1,1,4,0.95,0.95,851367054.36,851367054.36,,,,,,,,,,,,,,,1820630.5,3161131.37,,,647589839.65,472125035.67,,,6399788.14,100643475.86,25468065.01,6064110.38,-24841612.76,,,,,,,,,,,214910276.72,28327.56,752938.74,,214185665.54,52120981.98,162064683.56,162064683.56,,,162064683.56,162064683.56,,215905398.42,218438119.02,,,,12060271.28,,204862.85,,,,,,,,,,,,,,,1
301089.SZ,20210929,20210929,20201231,1,1,4,1.19,1.19,527944253.59,527944253.59,,,,,,,,,,,,,,,,663600.16,17859.16,,400775753.61,303034474.87,,,6150358.43,10155845.84,47839634.82,13803179.49,-840162.91,,,,,,,,,,,136621986.06,14544.24,1193460.13,,135443070.17,22642464.32,112800605.85,112800605.85,,-5039369.56,107761236.29,107761236.29,,149994605.41,167990739.8,,,,18824804.16,13871347.59,1810232.61,,,,,,,,,,,,,,,1
301093.SZ,20210930,20210930,20201231,1,1,4,0.806,0.806,446322570.52,446322570.52,,,,,,,,,,,,,,,,,,,355410284.67,237116544.27,,,6136407.26,39117880.42,39110003.85,8353090.3,-1443407.62,,,,,,,,,,,96545758.29,7383.14,789427.61,,95763713.82,14405592.43,81358121.39,81358121.39,,,81358121.39,81358121.39,,103135372.79,142810083.84,,,,23663329.11,6798227.24,242478.15,,,,,,,,,,,,,,,1
688739.SH,20210930,20210930,20201231,1,1,4,2.45,2.45,1995575513.96,1995575513.96,,,,,,,,,,,,,,,51188417.04,38026406.76,,,1016783374.07,274323248.38,,,17052730.03,297300426.66,211650974.97,-2874912.19,-3223663.66,,,,,,,,,,,1083082934.41,4648249.6,24814291.79,,1062916892.22,144722926.86,918193965.36,918193965.36,,,918193965.36,918193965.36,,990864998.39,1056346383.18,,,,222367874.72,,4554821.95,,,,,,,,,,,,,,,1
301058.SZ,20210820,20210820,20201231,1,1,4,0.31,0.31,2041044562.13,2041044562.13,,,,,,,,,,,,,,,,1170123.26,,,1893774112.31,1649664529.2,,,12235180.0,17931333.8,121014521.58,-5044449.06,-8907670.94,,,,,,,,,,,154739420.19,9089779.12,8771831.59,,155057367.72,23098999.69,131958368.03,129060865.39,2897502.64,,131958368.03,129060865.39,2897502.64,155667289.17,189741547.92,,,,53154554.85,,6913046.22,,,,,,,,,,,,,,,1
301051.SZ,20210809,20210809,20201231,1,1,4,3.65,3.65,1332908654.75,1332908654.75,,,,,,,,,,,,,,,,,,,1105858741.18,884955103.27,,,5732058.57,48084842.76,100081165.08,2529808.4,-11211610.33,,,,,,,,,,,254635274.77,25475.0,151803.75,,254508946.02,35636413.67,218872532.35,218872532.35,,1507726.43,220380258.78,220380258.78,,258791092.24,319306971.72,,,,54906093.99,4834524.49,4720778.84,,,,,,,,,,,,,,,1
301062.SZ,20210826,20210826,20201231,1,1,4,0.32,0.32,774912109.29,774912109.29,,,,,,,,,,,,,,,,18230.41,-1265.9,,654083767.14,511918606.25,,,1431303.33,37738597.26,58682637.08,13813119.9,-2352278.79,,,,,,,,,,,124331397.74,10114.21,480964.33,,123860547.62,18245304.23,105615243.39,111156971.26,-5541727.87,,105615243.39,111156971.26,-5541727.87,139601301.25,181188378.35,,,,26333573.85,11673834.23,195156.64,,,,,,,,,,,,,,,1
688767.SH,20210820,20210820,20201231,1,1,4,5.44,5.44,865371453.85,865371453.85,,,,,,,,,,,,,,,,68955.27,,,356159262.68,218184293.31,,,9716036.64,38475678.14,23386021.94,16833005.11,-4884077.94,,,,,,,,,,,513082581.01,1300365.92,57183.55,,514325763.38,79359450.88,434966312.5,435146719.99,-180407.49,788933.1,435755245.6,435856759.78,-101514.18,529881484.43,535468951.71,,,,41324148.21,467113.58,1334712.25,,,,,,,,,,,,,,,1
301049.SZ,20210806,20210806,20201231,1,1,4,2.0,2.0,307545934.59,307545934.59,,,,,,,,,,,,,,,,,,,172715643.49,128005068.84,,,4504850.13,5681081.91,17050203.91,2124220.93,,,,,,,,,,,,156133323.22,,251776.35,,155881546.87,14302989.0,141578557.87,141578557.87,,,141578557.87,141578557.87,,158257544.15,177348952.61,,,,12986504.66,2117023.33,196258.48,,,,,,,,,,,,,,,1
001217.SZ,20210908,20210908,20201231,1,1,4,0.67,,1147553163.24,1147553163.24,,,,,,,,,,,,,,,,-36142.3,,,974002369.41,877909258.24,,,11630650.83,5243383.96,34269115.06,1383010.08,-2016483.66,,,,,,,,,,,186202495.34,8959930.63,1687564.69,,193474861.28,25526729.88,167948131.4,167948131.4,,,167948131.4,167948131.4,,187621647.72,282341956.84,,,,41111410.79,1429661.65,117072.85,,,,,,,,,,,,,,,1
301079.SZ,20210917,20210917,20201231,1,1,4,0.88,0.88,337857187.58,337857187.58,,,,,,,,,,,,,,,,,,,278388054.19,233188652.98,,,3049252.87,13097233.66,11850937.41,3122756.91,-104994.63,,,,,,,,,,,62196975.08,1198589.23,56132.18,,63339432.13,8158243.79,55181188.34,55181188.34,,,55181188.34,55181188.34,,65592080.39,74331127.07,,,,11201098.5,3024459.11,16085.5,,,,,,,,,,,,,,,1
