ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000047.SZ,20111027,20111027,20110930,1,1,3,,,0.0,0.0,,,,,,,,,,,,,,,,,,,28900966.08,,,,,,3722488.64,25178477.44,,,,,,,,,,,,-28900966.08,,,,-28900966.08,,-28900966.08,-28900966.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000660.SZ,20111028,20111028,20110930,1,1,3,,,11251210.93,11251210.93,,,,,,,,,,,,,,,,-14200000.0,,,506496.25,6512874.56,,,78751.43,1960457.36,-11420470.96,3374883.86,,,,,,,,,,,,-3455285.32,5554.0,18564.67,,-3468350.18,21889.62,-2769719.91,-2824432.03,54712.12,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000689.SZ,20111028,20111028,20110930,1,1,3,,,0.0,0.0,,,,,,,,,,,,,,,,,,,27695583.45,,,,,,275197.37,27420386.08,,,,,,,,,,,,-27695583.45,,,,-27695583.45,,-27695583.45,-27695583.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000675.SZ,20111027,20111027,20110930,1,1,3,,,0.0,0.0,,,,,,,,,,,,,,,,,,,21431555.63,,,,,,3626850.55,17804705.08,,,,,,,,,,,,-21215497.63,370591.0,99153.7,,-20726345.33,,-20726345.33,-20726345.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600837.SH,20111028,20111028,20110930,1,4,3,0.33,0.33,6949525753.13,6949525753.13,,,,4496543467.39,,,,,,,2547004628.15,738767967.57,715332598.68,18989251.92,-701234220.68,1541471364.08,50671419.75,62331421.47,3248396931.32,,,,302785633.1,,2897302370.26,,42558927.4,,,,,,3248396931.32,,,,5750000.56,3701128821.81,35821674.91,7128464.37,,3729822032.35,842240113.64,2887581918.71,2728596404.81,158985513.9,-1143549481.87,1744032436.84,1628054108.09,115978328.75,,,,,,,,,,,,,,,,,,,,,,,0
600369.SH,20111025,20111025,20110930,1,4,3,0.09,0.09,698581043.09,698581043.09,,,,794745043.44,,,,,,,417476185.56,278493588.41,30105686.47,3350821.59,-517741139.0,219013209.22,48371787.54,-1723772.46,608138808.8,,,,62080423.68,,649292392.61,,-107035036.46,,,,,,608138808.8,,,,3801028.97,90442234.29,150012210.81,399691.97,,240054753.13,38443595.3,201611157.83,201611157.83,,-129308599.28,72302558.55,72302558.55,,591546006.63,,,,,,,,,,,,,,,,,,,,,,0
601788.SH,20111025,20111025,20110930,1,4,3,0.4,0.4,3519945982.57,3519945982.57,,,,2661056937.62,,,,,,,1535048484.44,594945016.66,531063436.52,20201374.47,-265042569.63,410659038.77,72699999.7,-19727029.48,1792572625.41,,,,170253963.84,,1609021738.62,,7823376.29,,,,,,1792572625.41,,,,5473546.66,1727373357.16,89501385.9,2367144.19,,1814507598.87,393819278.25,1420688320.62,1374935301.04,45753019.58,-1089338728.61,331349592.01,289033217.16,42316374.85,3527769358.86,,,,,,,,,,,,,,,,,,,,,,0
601601.SH,20111019,20111019,20110930,1,3,3,0.82,0.82,122374000000.0,122374000000.0,,106474000000.0,,,,,121378000000.0,10340000000.0,4564000000.0,77000000.0,,,,676000000.0,-528000000.0,15811000000.0,16000000.0,-59000000.0,114257000000.0,,571000000.0,10339000000.0,2779000000.0,,13977000000.0,,1976000000.0,7060000000.0,29284000000.0,52360000000.0,2796000000.0,16000000.0,114257000000.0,4168000000.0,1199000000.0,3341000000.0,2378000000.0,8117000000.0,705000000.0,36000000.0,,8786000000.0,1704000000.0,7082000000.0,7018000000.0,64000000.0,-9810000000.0,-2728000000.0,-2628000000.0,-100000000.0,,,,,,,,,,,,,,,,,,,,,,,0
601628.SH,20111028,20111028,20110930,1,3,3,0.59,0.59,314826000000.0,314826000000.0,,262768000000.0,,,,,264217000000.0,187000000.0,1262000000.0,,,,,1888000000.0,-286000000.0,50899000000.0,1625000000.0,-443000000.0,295477000000.0,,,21069000000.0,913000000.0,,13979000000.0,,5996000000.0,27649000000.0,60922000000.0,155550000000.0,6428000000.0,,295477000000.0,69000000.0,7000000.0,44000000.0,3091000000.0,19349000000.0,48000000.0,60000000.0,,19337000000.0,2462000000.0,16875000000.0,16717000000.0,158000000.0,-38072000000.0,-21197000000.0,-21313000000.0,116000000.0,24163000000.0,,,,,,,,,,,,,,,,,,,,,,0
601099.SH,20111028,20111028,20110930,1,4,3,0.081,0.081,550442270.88,550442270.88,,,,393929030.69,,,,,,,235662850.69,138536180.0,,,-49366503.76,163582389.8,,-431857.53,373939873.74,,,,35951748.55,,337672014.42,,316110.77,,,,,,373939873.74,,,,,176502397.14,3552562.72,572285.39,,179482674.47,57419900.71,122062773.76,122062773.76,,,122062773.76,122062773.76,,550758381.65,,,,,,,,,,,,,,,,,,,,,,0
