ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
002323.SZ,20150129,20150129,20141231,1,1,4,0.1167,0.1167,391265341.72,391265341.72,,,,,,,,,,,,,,,,1444089.53,,,384065294.59,320404990.22,,,1993182.79,24693025.51,30893739.04,-1344761.01,7425118.04,,,,,,,,,,,8644136.66,6827195.34,457326.63,,15014005.37,2461990.3,12552015.07,12552015.07,,,12552015.07,12552015.07,,5855286.12,27367994.17,,,,,,,,,,,,,,,,,,,,,0
002538.SZ,20150122,20150122,20141231,1,1,4,0.49,0.49,2378362105.33,2378362105.33,,,,,,,,,,,,,,,,,,,2230488383.35,1966595493.58,,,2099009.46,102556130.31,115915579.05,44664158.54,-1341987.59,,,,,,,,,,,147873721.98,22377164.9,325048.89,10048.89,169925837.99,25857352.49,144068485.5,144068485.5,,,144068485.5,144068485.5,,192537880.52,286160443.65,,,,,,,,,,,,,,,,,,,,,0
600074.SH,20150126,20150126,20141231,1,1,4,0.029,0.029,739625931.02,739625931.02,,,,,,,,,,,,,,,,41242598.58,-1412099.87,,749809911.92,635508603.74,,,3930574.04,26397921.31,74308848.57,10273890.46,-609926.2,,,,,,,,,,,31058617.68,10682195.04,11438342.9,10384185.98,30302469.82,7549161.52,22753308.3,26420227.76,-3666919.46,,22753308.3,26420227.76,-3666919.46,89909.56,29296964.59,,,,,,,,,,,,,,,,,,,,,0
600393.SH,20150127,20150127,20141231,1,1,4,0.21,0.21,891304106.06,891304106.06,,,,,,,,,,,,,,,,,,,871266497.29,601612866.67,,,78409146.38,8487255.9,83433803.79,82908248.96,16415175.59,,,,,,,,,,,20037608.77,45578006.29,1521694.62,747187.11,64093920.44,6439669.55,57654250.89,61543900.14,-3889649.25,,57654250.89,61543900.14,-3889649.25,102945857.73,111860062.65,,,,,,,,,,,,,,,,,,,,,0
600513.SH,20150128,20150128,20141231,1,1,4,0.28,,668688165.82,668688165.82,0.0,0.0,0.0,,,,,,,,,,,,125977.95,5704349.26,5703926.76,0.0,620805197.09,320814279.56,0.0,0.0,8276468.06,230603752.7,51674727.66,7425589.53,2010379.58,0.0,0.0,0.0,0.0,0.0,,,,,,53713295.94,449583.72,1206087.15,449569.35,52956792.51,9063926.0,43892866.51,43995340.18,-102473.67,0.0,43892866.51,43995340.18,-102473.67,55308558.26,74358949.43,,,,,,,,,,,,,,,,,,,,,0
002107.SZ,20150115,20150115,20141231,1,1,4,0.22,0.22,315307987.25,315307987.25,,,,,,,,,,,,,,,,,,,286661881.88,83951172.78,,,6255149.45,173185718.95,23209846.82,-1031945.61,1091939.49,,,,,,,,,,,28646105.37,7956751.29,53656.84,53656.84,36549199.82,1200.0,36547999.82,36547999.82,,,36547999.82,36547999.82,,27614159.76,42280003.56,,,,,,,,,,,,,,,,,,,,,0
002245.SZ,20150128,20150128,20141231,1,1,4,0.4083,0.4027,1589852397.48,1517399947.11,71056190.37,,1396260.0,,,,,,,,,,,,,340545.65,-821840.65,,1366877086.7,1217294899.09,11267764.8,19129.95,4512999.68,27072185.36,72406606.99,14604669.48,19698831.35,,,,,,,,,,,223315856.43,26872331.75,1318600.81,1100223.93,248869587.37,43011243.17,205858344.2,170746741.45,35111602.75,,205858344.2,170746741.45,35111602.75,247020743.79,294876521.24,,,,,,,,,,,,,,,,,,,,,0
000908.SZ,20150128,20150128,20141231,1,1,4,0.55,0.55,1957430013.44,1957430013.44,,,,,,,,,,,,,,,,1038260.42,1038260.42,,1664877071.14,289087832.38,,,31169073.36,1084464466.13,223264630.91,28258398.38,8632669.98,,,,,,,,,,,293591202.72,16401952.94,3900465.05,597125.57,306092690.61,48675492.88,257417197.73,251029269.98,6387927.75,210000.0,257627197.73,251136369.98,6490827.75,320811340.68,351045747.53,,,,,,,,,,,,,,,,,,,,,0
002654.SZ,20150122,20150122,20141231,1,1,4,0.23,0.23,523260023.69,523260023.69,,,,,,,,,,,,,,,,,,,483331323.26,379094360.19,,,3417364.11,37358557.48,53874519.18,1990851.97,7595670.33,,,,,,,,,,,39928700.43,5307526.13,444405.6,216275.39,44791820.96,5639183.36,39152637.6,40404898.47,-1252260.87,,39152637.6,40404898.47,-1252260.87,41919552.4,75043334.15,,,,,,,,,,,,,,,,,,,,,0
300358.SZ,20150124,20150124,20141231,1,1,4,1.35,1.35,1005189784.75,1005189784.75,,,,,,,,,,,,,,,,,,,842160423.03,599331698.75,,,6991583.29,114948116.98,115409739.61,-1192812.41,6672096.81,,,,,,,,,,,163029361.72,21720068.0,1762438.88,552503.98,182986990.84,26080780.94,156906209.9,156906209.9,,,156906209.9,156906209.9,,161836549.31,188979119.78,,,,,,,,,,,,,,,,,,,,,0
