ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000047.SZ,20100428,20100428,20100331,1,1,1,,,0.0,0.0,,,,,,,,,,,,,,,,,,,9615290.94,,,,,,1222303.15,8392987.79,,,,,,,,,,,,-9615290.94,,,,-9615290.94,,-9615290.94,-9615290.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000556.SZ,20100427,20100427,20100331,1,1,1,,,0.0,0.0,,,,,,,,,,,,,,,,,,,498546.81,,,,,,214964.3,283582.51,,,,,,,,,,,,-498546.81,,,,-498546.81,,-498546.81,-498546.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000660.SZ,20100429,20100429,20100331,1,1,1,,,2855347.7,2855347.7,,,,,,,,,,,,,,,,,,,8483532.83,2092140.81,,,,304043.68,1167267.86,4920080.48,,,,,,,,,,,,-5628185.13,427.8,,,-5627757.33,,-5187596.99,-5143920.22,-43676.77,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000675.SZ,20100412,20100412,20100331,1,1,1,,,0.0,0.0,,,,,,,,,,,,,,,,,,,5221409.79,,,,,,-716336.12,5937745.91,,,,,,,,,,,,-4455622.79,2633.4,12167.25,,-4465156.64,,-4465156.64,-4465156.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600837.SH,20100428,20100428,20100331,1,4,1,0.12,0.12,2236715644.93,2236715644.93,,,,1697729885.97,,,,,,,1206702950.64,173001596.38,145528386.89,3530844.79,35537036.42,211111695.49,20357191.77,-2654112.43,903351238.75,,,,86973756.75,,815318067.1,,50546.29,,,,,,903351238.75,,,,1008868.61,1333364406.18,42727342.94,516397.36,,1375575351.76,317980146.16,1057595205.6,1011438221.25,46156984.35,334628817.97,1392224023.57,1349792759.18,42431264.39,,,,,,,,,,,,,,,,,,,,,,,0
600369.SH,20100430,20100430,20100331,1,4,1,0.07,0.07,356697065.48,356697065.48,,,,235747043.96,,,,,,,182464473.26,35478819.79,,849852.64,58394479.71,32061871.8,10758681.13,74815.86,181406200.09,,,,14878096.71,,165684527.77,,,,,,,,181406200.09,,,,843575.61,175290865.39,2134518.21,1145032.72,,176280350.88,45707358.81,130572992.07,130572992.07,,88004199.31,218577191.38,218577191.38,,356697065.48,,,,,,,,,,,,,,,,,,,,,,0
601788.SH,20100426,20100426,20100331,1,4,1,0.1,0.1,839269903.25,839269903.25,,,,852317497.47,,,,,,,653995992.98,30167404.0,168154100.49,10799397.2,-55005205.04,-127723294.8,,-113790.9,440129526.34,,,,47734853.73,,389842568.65,,64467.59,,,,,,440129526.34,,,,2487636.37,399140376.91,71543320.4,899216.44,,469784480.87,111726642.01,358057838.86,342948497.61,15109341.25,,,,,839334370.84,,,,,,,,,,,,,,,,,,,,,,0
601601.SH,20100430,20100430,20100331,1,3,1,0.33,,40397000000.0,40397000000.0,,34886000000.0,,,,,42357000000.0,4121000000.0,3350000000.0,12000000.0,,,,211000000.0,7000000.0,5322000000.0,-44000000.0,-29000000.0,36816000000.0,,,3102000000.0,819000000.0,,3989000000.0,,48000000.0,1003000000.0,8145000000.0,21427000000.0,450000000.0,3000000.0,36816000000.0,1030000000.0,831000000.0,1134000000.0,825000000.0,3581000000.0,23000000.0,11000000.0,,3593000000.0,738000000.0,2855000000.0,2813000000.0,42000000.0,-1297000000.0,1558000000.0,1540000000.0,18000000.0,,,,,,,,,,,,,,,,,,,,,,,0
601628.SH,20100429,20100429,20100331,1,3,1,0.36,0.36,128733000000.0,128733000000.0,,109990000000.0,,,,,110299000000.0,28000000.0,281000000.0,,,,,728000000.0,-340000000.0,18339000000.0,400000000.0,16000000.0,116359000000.0,,,7491000000.0,1059000000.0,,4141000000.0,,13000000.0,6090000000.0,14921000000.0,77868000000.0,4065000000.0,,116359000000.0,18000000.0,-13000000.0,5000000.0,721000000.0,12374000000.0,10000000.0,9000000.0,,12375000000.0,2123000000.0,10252000000.0,10214000000.0,38000000.0,-3862000000.0,6390000000.0,6352000000.0,38000000.0,11971000000.0,,,,,,,,,,,,,,,,,,,,,,0
601398.SH,20100430,20100430,20100331,1,2,1,0.12,0.12,87338000000.0,87338000000.0,106036000000.0,,19281000000.0,18256000000.0,593000000.0,-117000000.0,,,,,,,,-29000000.0,183000000.0,696000000.0,601000000.0,-169000000.0,33421000000.0,,37635000000.0,1025000000.0,5119000000.0,,24298000000.0,,3916000000.0,,,,,,33421000000.0,,,,88000000.0,53917000000.0,304000000.0,106000000.0,,54115000000.0,12390000000.0,41725000000.0,41547000000.0,178000000.0,3696000000.0,45421000000.0,45196000000.0,225000000.0,,,,,,,,,,,,,,,,,,,,,,,0
