ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
688670.SH,20210713,20210713,20210331,1,1,1,-0.09,-0.09,30044808.74,30044808.74,,,,,,,,,,,,,,,,180970.02,,,37585833.55,4193480.77,,,488320.03,11926985.88,12019462.52,3201320.23,-5805000.0,,,,,,,,,,,-6203032.12,5831.9,,,-6197200.22,-902467.53,-5294732.69,-5294732.69,,,-5294732.69,-5294732.69,,2669563.77,,,,,5815948.24,3379879.18,184761.12,,,,,,,,,,,,,,,1
601728.SH,20210730,20210730,20210331,1,1,1,0.08,0.08,106317000000.0,106317000000.0,,,,,,,,,,,,,,,-86000000.0,403000000.0,403000000.0,,97290000000.0,72929000000.0,,,387000000.0,12689000000.0,9140000000.0,546000000.0,-16000000.0,,,,,,,,,,,9758000000.0,292000000.0,1657000000.0,,8393000000.0,1889000000.0,6504000000.0,6441000000.0,63000000.0,-67000000.0,6437000000.0,6374000000.0,63000000.0,9899000000.0,,,,,713000000.0,745000000.0,156000000.0,,,,,,,,,,,,,,,1
600905.SH,20210609,20210609,20210331,1,1,1,0.0747,,3812417665.76,3812417665.76,,,,,,,,,,,,,,,,131573519.86,130523013.89,,2190047995.83,1353115799.43,,,31513086.56,,103648986.78,656925042.85,,,,,,,,,,,,1795208850.94,5214533.8,5650460.36,,1794772924.38,187319067.77,1607453856.61,1494905518.52,112548338.09,,1607453856.61,1494905518.52,112548338.09,2320514268.59,,,,,,652055324.3,3901493.99,,,,,,,,,,,,,,,1
301027.SZ,20210628,20210628,20210331,1,1,1,0.22,0.22,270229121.5,270229121.5,,,,,,,,,,,,,,,,-344227.28,-344227.28,,243765400.27,174418582.32,,,2564712.86,9785850.69,40791449.92,-554891.16,-1980228.45,,,,,,,,,,,28799252.08,5750.0,4113.48,,28800888.6,4770031.19,24030857.41,23914633.96,116223.45,,24030857.41,23914633.96,116223.45,30557651.6,,,,,11354184.13,1259536.32,1881004.65,,,,,,,,,,,,,,,1
688690.SH,20210603,20210603,20210331,1,1,1,0.0619,0.0619,66540427.86,66540427.86,,,,,,,,,,,,,,,,978195.96,389485.89,,43167402.5,14650770.6,,,1286403.8,9096721.28,7616663.56,-1520712.46,-1074796.76,,,,,,,,,,,25986412.41,65774.56,91753.8,,25960433.17,3785571.6,22174861.57,22054987.64,119873.93,6704.47,22181566.04,22061692.11,119873.93,24562300.75,,,,,9485882.77,76981.94,1464816.38,,,,,,,,,,,,,,,1
605287.SH,20210616,20210616,20210331,1,1,1,0.73,0.73,698041168.81,698041168.81,,,,,,,,,,,,,,,,22752.52,-185108.6,,644986121.82,612885313.73,,,4691642.93,3795475.57,27218555.59,13717481.28,3942895.29,,,,,,,,,,,67750352.22,983415.99,583969.8,,68149798.41,12219370.37,55930428.04,54476057.68,1454370.36,9403.62,55939831.66,54485461.3,1454370.36,77666668.08,,,,,13346248.38,9602684.45,2167234.1,,,,,,,,,,,,,,,1
688621.SH,20210601,20210601,20210331,1,1,1,0.34,0.34,95770787.75,95770787.75,,,,,,,,,,,,,,,,128646.03,,,71958804.9,43557345.23,,,97836.62,3479107.28,11703407.3,175316.48,,,,,,,,,,,,24750438.52,,8565.27,,24741873.25,3466124.92,21275748.33,20534823.01,740925.32,,21275748.33,20534823.01,740925.32,24795608.97,,,,,9655946.39,251602.08,95997.55,,,,,,,,,,,,,,,1
001219.SZ,20210610,20210610,20210331,1,1,1,0.24,0.24,94930411.56,94930411.56,,,,,,,,,,,,,,,762109.59,1643311.07,,,76142465.71,62912305.13,,,1207794.39,3625983.76,7990965.09,-271277.06,-326566.61,,,,,,,,,,,21248954.09,,,,21248954.09,5146799.11,16102154.98,16102154.98,,,16102154.98,16102154.98,,18898822.98,,,,,441519.59,,335458.11,,,,,,,,,,,,,,,1
000939.SZ,20210601,20210601,20210331,1,1,1,-0.1,-0.1,340522937.84,340522937.84,,,,,,,,,,,,,,,,,,,796354321.83,354035941.77,,,15473155.66,1124442.76,90880812.16,254299824.75,,,,,,,,,,,,-440014588.93,2512736.13,1782343.34,,-439284196.14,2697598.91,-441981795.05,-392516118.05,-49465677.0,,-441981795.05,-392516118.05,-49465677.0,,,,,,,,,,,,,,,,,,,,,,,0
301015.SZ,20210609,20210609,20210331,1,1,1,0.18,,1625788385.97,1625788385.97,,,,,,,,,,,,,,,4078558.44,1413885.53,4960849.63,,1516502174.87,1272705479.35,,,4619069.77,191820711.75,37163232.56,13773607.33,1376444.71,,,,,,,,,,,114718569.21,402800.4,511794.22,,114609575.39,29830386.8,84779188.59,86033443.6,-1254255.01,-598386.34,84180802.25,85530292.32,-1349490.07,121926063.84,,,,,,14060973.35,1024156.62,,,,,,,,,,,,,,,1
