ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
002939.SZ,20150717,20150717,20150630,1,4,2,,,2739992859.82,2739992859.82,,,,1442167745.87,,,,,,,1071189104.11,235166435.37,132296276.73,3398184.84,52067547.12,1041627648.42,165735742.78,,1168146463.8,,,,166400091.11,,994182171.55,,6849568.28,,,,,,1168146463.8,,,,714632.86,1571846396.02,2381754.36,613339.88,,1573614810.5,367808997.85,1205805812.65,1203775366.38,2030446.27,,,,,1579410597.16,1579410597.16,,,,,,,,,,,,,,,,,,,,,0
601066.SH,20150720,20150720,20150630,1,4,2,,,8840341128.37,8840341128.37,,,,5829678598.91,,,,,,,4898532508.52,667728154.58,230993840.25,11783120.48,5697445.64,1866845441.77,,-4637686.61,3363253879.44,,,,536684068.31,,2805758244.69,,17263488.25,,,,,,3363253879.44,,,,3548078.19,5477087248.93,5094665.85,1161713.72,,5481020201.06,1359896639.49,4121123561.57,4116964500.28,4159061.29,163503455.31,4284627016.88,4280456480.59,4170536.29,5497898815.37,5578822214.06,,,,,,,,,,,,,,,,,,,,,0
601236.SH,20150706,20150706,20150630,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462661900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
601009.SH,20150729,20150729,20150630,1,2,2,1.2,1.2,10915231000.0,10915231000.0,18570369000.0,,1856456000.0,1792871000.0,167939000.0,131889000.0,,,,,,,,164931000.0,-289906000.0,493747000.0,172949000.0,-167791000.0,6306319000.0,,9648990000.0,63585000.0,835881000.0,,2314533000.0,,3122863000.0,,,,,,6306319000.0,,,,33042000.0,4608912000.0,32653000.0,8515000.0,,4633050000.0,1032026000.0,3601024000.0,3567538000.0,33486000.0,37432000.0,3638456000.0,3604978000.0,33478000.0,7758227000.0,7923976000.0,,,,,,,,,,,,,,,,,,,,,0
600901.SH,20150713,20150713,20150630,1,2,2,,,666923275.09,666923275.09,965789457.24,,227443478.0,221917699.0,1040946.74,1040946.74,,,,,,,,1279696.1,,,,,201187353.54,,522063577.25,5525779.0,15972911.66,,26723533.87,,158252158.65,,,,,,201187353.54,,,,238749.36,465735921.55,34198483.18,,,499934404.73,129551782.35,370382622.38,370382622.38,,,,,,624226829.56,624226829.56,,,,,,,,,,,,,,,,,,,,,0
601995.SH,20150716,20150716,20150630,1,4,2,,,4022677553.66,4022677553.66,,,,2590508667.88,,,,,,,,,,142929617.54,190744934.53,1157319458.99,,32862063.81,2606391706.53,,,,183244509.85,,2431219830.5,,-8072633.82,,,,,,2606391706.53,,,,,1416285847.13,27257045.98,10536604.52,,1433006288.59,354731475.55,1078274813.04,1078274813.04,,8882723.93,1087157536.97,1087157536.97,,,,,,,,,,,,,,,,,,,,,,,,1
002374.SZ,20150722,20150722,20150630,1,1,2,0.15,0.15,619199747.03,619199747.03,,,,,,,,,,,,,,,,4399795.02,,,565629393.75,484116614.86,,,11849190.02,11024769.66,44688355.32,1389538.41,12560925.48,,,,,,,,,,,57970148.3,2986273.0,530248.11,59595.91,60426173.19,8523324.74,51902848.45,50679733.65,1223114.8,,51902848.45,50679733.65,1223114.8,54959891.69,91230619.43,,,,,,,,,,,,,,,,,,,,,0
002421.SZ,20150725,20150725,20150630,1,1,2,0.0766,0.0766,613987192.37,613987192.37,,,,,,,,,,,,,,,,,,,559871335.98,445334313.92,,,16862446.63,46583207.54,53658986.42,-10471263.86,7903645.33,,,,,,,,,,,54115856.39,6218755.48,38414.09,38414.09,60296197.78,10843289.67,49452908.11,43994528.05,5458380.06,,49452908.11,43994528.05,5458380.06,43644592.53,58739131.55,,,,,,,,,,,,,,,,,,,,,0
002388.SZ,20150728,20150728,20150630,1,1,2,0.01,0.01,247336741.29,247336741.29,,,,,,,,,,,,,,,,87332.16,-44969.38,,245375242.28,202600371.4,,,1178170.09,12630865.5,23275287.6,5443349.81,247197.88,,,,,,,,,,,2048831.17,1308255.12,28225.33,,3328860.96,1660496.92,1668364.04,1410402.07,257961.97,,1668364.04,1410402.07,257961.97,7404848.82,14066288.47,,,,,,,,,,,,,,,,,,,,,0
300174.SZ,20150730,20150730,20150630,1,1,2,0.1485,0.1485,294079094.56,294079094.56,,,,,,,,,,,,,,,,10680224.74,,,295100354.7,240814613.44,,,1114830.49,21675565.6,31747912.56,-444063.87,191496.48,,,,,,,,,,,9658964.6,21719343.34,911620.1,396100.5,30466687.84,2087424.89,28379262.95,20201971.05,8177291.9,,28379262.95,20201971.05,8177291.9,-1465324.01,18742843.68,,,,,,,,,,,,,,,,,,,,,0
