ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
600328.SH,20250715,20250715,20250630,1,1,2,0.0359,0.0359,5997720819.24,5997720819.24,,,,,,,,,,,,,,,,2842641.25,,,5905638152.17,5344216795.99,,,78293408.3,96857774.47,215481523.83,23562323.17,-26488049.02,,,,,,,,,,,129701425.84,1524210.73,16785974.4,,114439662.17,41390882.64,73048779.53,52715518.5,20333261.03,,73048779.53,52715518.5,20333261.03,148888250.7,686663956.27,,,,106977883.87,18722886.71,4806524.27,,,,,,,,,,,,,,,1
430372.BJ,20250716,20250716,20250630,1,1,2,2.81,2.81,529174948.56,529174948.56,,,,,,,,,,,,,,,,913819.9,,,176042330.25,145309682.74,,,5749463.96,1438685.63,8512716.58,-2462800.71,137576.5,,,,,,,,,,,355669661.75,,335000.0,,355334661.75,50103836.33,305230825.42,305230825.42,,,305230825.42,305230825.42,,,,,,,17679354.04,447384.0,3226355.9,,,,,,,,,,,,,,,1
605228.SH,20250719,20250719,20250630,1,1,2,0.15,0.15,815726941.63,815726941.63,,,,,,,,,,,,,,,296164.38,918415.62,,,749640176.63,623154111.07,,,6547782.9,6925656.05,53387146.26,8679479.79,-2875051.28,,,,,,,,,,,73520063.27,148144.85,294234.57,,73373973.55,9096002.42,64277971.13,64277971.13,,307528.25,64585499.38,64585499.38,,80616042.21,160531607.77,,,,39625465.46,12409220.17,3111695.06,,,,,,,,,,,,,,,1
000673.SZ,20250719,20250719,20250630,1,1,2,-0.03,-0.03,57990312.1,57990312.1,,,,,,,,,,,,,,,,,,,96712998.68,52560465.64,,,105619.27,2137705.62,10029431.02,483683.23,,,,,,,,,,,,-38707050.41,2.0,25179.0,,-38732227.41,-25742.48,-38706484.93,-37726896.28,-979588.65,225375.8,-38481109.13,-37501520.48,-979588.65,,,,,,93080.0,486112.5,13329.96,,,,,,,,,,,,,,,1
002107.SZ,20250722,20250722,20250630,1,1,2,0.08,0.08,425358485.78,425358485.78,,,,,,,,,,,,,,,,820176.99,,,381073877.39,109473266.18,,,7272990.07,214620640.12,34110587.74,-2178617.97,-1545569.11,,,,,,,,,,,47190237.58,109973.15,273876.55,,47026334.18,5848669.96,41177664.22,44676392.95,-3498728.73,,41177664.22,44676392.95,-3498728.73,44191442.62,60004522.94,,,,20317040.72,36330.2,2225057.59,,,,,,,,,,,,,,,1
002997.SZ,20250722,20250722,20250630,1,1,2,1.08,1.08,1662378418.7,1662378418.7,,,,,,,,,,,,,,,-416953.93,32127587.69,25951540.46,,1406822608.92,1234433203.92,,,14335099.47,12258739.94,62305232.53,-745913.98,-7244159.14,,,,,,,,,,,299620724.7,969042.65,901676.85,,299688090.5,39550554.48,260137536.02,226964108.04,33173427.98,1213849.74,261351385.76,228177957.78,33173427.98,274185050.81,367122718.98,,,,64627691.0,3231539.8,2053377.3,,,,,,,,,,,,,,,1
300125.SZ,20250722,20250722,20250630,1,1,2,-0.3917,-0.3917,59929889.77,59929889.77,,,,,,,,,,,,,,,,35719.96,-79662.5,,155356878.45,64023609.88,,,1610305.73,1131979.68,14105318.41,18271055.92,-55590136.61,,,,,,,,,,,-94585965.7,0.01,10194137.13,,-104780102.82,-420596.94,-104359505.88,-104827748.03,468242.15,,-104359505.88,-104827748.03,468242.15,-21297965.98,-6497842.31,,,,,18270166.67,4370.87,,,,,,,,,,,,,,,1
300604.SZ,20250722,20250722,20250630,1,1,2,0.68,0.68,2166848184.49,2166848184.49,,,,,,,,,,,,,,,,59737517.06,-516881.17,,1885302659.89,976667528.62,,,19340454.55,118744406.05,186685176.8,43333731.4,-70258719.2,,,,,,,,,,,425691816.11,329065.31,637988.23,,425382893.19,-763125.63,426146018.82,427021797.76,-875778.94,44736318.44,470882337.26,471758116.2,-875778.94,409211669.23,470851208.34,,,,473105176.48,23630544.12,11940983.63,,,,,,,,,,,,,,,1
300708.SZ,20250722,20250722,20250630,1,1,2,0.17,0.17,1594038176.66,1594038176.66,,,,,,,,,,,,,,,,85368.12,,,1468384203.38,1374717051.89,,,3858779.03,8578685.98,20778465.69,-15988045.71,-7979346.73,,,,,,,,,,,127063993.53,189236.28,85.34,,127253144.47,10284277.94,116968866.53,116968866.53,,,116968866.53,116968866.53,,110990579.7,210445797.89,,,,63998365.07,104657.11,15587728.55,,,,,,,,,,,,,,,1
603162.SH,20250722,20250722,20250630,1,1,2,0.1,0.1,1800311278.01,1800311278.01,,,,,,,,,,,,,,,7287.67,937170.01,,,1710938898.92,1609743646.43,,,3434873.77,32167249.05,28901441.2,32606381.4,,,,,,,,,,,,90656258.72,134682.83,12143.32,,90778798.23,3912721.95,86866076.28,86866076.28,,-13428745.49,73437330.79,73437330.79,,122318182.44,426180325.84,,,,,38861283.09,6159606.48,,,,,,,,,,,,,,,1
603838.SH,20250722,20250722,20250630,1,1,2,-0.0506,-0.0506,173729613.67,173729613.67,,,,,,,,,,,,,,,-83405.51,3828957.43,,,195815851.44,170018378.45,,,2641555.45,4887534.43,11860894.7,-390763.02,-3450192.18,,,,,,,,,,,-15604818.09,112275.22,529641.74,,-16022184.61,1412875.2,-17435059.81,-16200587.94,-1234471.87,,-17435059.81,-16200587.94,-1234471.87,-19741133.03,-3283594.08,,,,4377065.52,8809.41,103350.31,,,,,,,,,,,,,,,1
