ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
603300.SH,20221011,20221011,20220930,1,1,3,0.35,0.34,2323808214.29,2323808214.29,,,,,,,,,,,,,,,,4019560.5,4158480.5,,1808019483.51,1171784876.32,,,5006220.62,182390912.64,128167083.56,219129241.17,,,,,,,,,,,,550328625.06,1198357.3,1904282.73,,549622699.63,78220632.34,471402067.29,433879331.93,37522735.36,,471402067.29,433879331.93,37522735.36,758848848.25,,,,,44892814.86,217866842.59,445339.72,,,,,,,,,,,,,,,1
605507.SH,20221019,20221019,20220930,1,1,3,1.29,1.29,4113348595.7,4113348595.7,,,,,,,,,,,,,,,,19069417.27,-871483.86,,3299202866.09,2945939930.19,,,22377645.47,39150135.91,209278659.96,-67552195.26,-9785681.04,,,,,,,,,,,840332164.25,928597.25,10824639.85,,830436121.65,109079846.88,721356274.77,721064644.06,291630.71,,721356274.77,721064644.06,291630.71,763496232.76,,,,,135060342.49,13000834.66,17367592.66,,,,,,,,,,,,,,,1
600557.SH,20221010,20221010,20220930,1,1,3,0.49,0.49,3125491631.19,3125491631.19,,,,,,,,,,,,,,,,3329199.8,21059.73,,2808128758.49,915378213.43,,,53107990.89,1284631235.44,122059355.76,-5239101.37,,,,,,,,,,,,343447023.13,3151912.21,10038624.8,,336560310.54,52586297.41,283974013.13,281337758.33,2636254.8,,283974013.13,281337758.33,2636254.8,333694739.68,,,,,437120488.39,1406212.21,7376283.82,,,,,,,,,,,,,,,1
603185.SH,20221010,20221010,20220930,1,1,3,7.37,7.172,17486252559.32,17486252559.32,,,,,,,,,,,,,,,310242400.0,58723455.05,-18329665.15,,14791548797.5,13337119160.63,,,47729128.43,16849526.99,324493050.37,76998942.09,-25230.25,,,,,,,,,,,3164521757.02,123001.18,1223931.14,,3163420827.06,332800976.47,2830619850.59,2830619850.59,,,2830619850.59,2830619850.59,,2872726940.26,,,,,985808231.09,107250288.01,35468975.08,,,,,,,,,,,,,,,1
002597.SZ,20221018,20221018,20220930,1,1,3,2.38,2.31,5528377869.21,5528377869.21,,,,,,,,,,,,,,,-87546877.49,45099370.66,-2399721.29,,3955456119.71,3619657277.89,,,42942813.05,40375127.76,105601480.84,-60025324.6,-11438367.84,,,,,,,,,,,1574919215.45,1984516.05,7001666.91,,1569902064.59,237724051.12,1332178013.47,1332560950.56,-382937.09,4087992.84,1336266006.31,1336648943.4,-382937.09,1568260878.68,,,,,167628721.18,53450545.8,45928431.14,,,,,,,,,,,,,,,1
603392.SH,20221018,20221018,20220930,1,1,3,4.44,4.44,8650520680.6,8650520680.6,,,,,,,,,,,,,,,3894794.5,15439281.18,,,4059931743.12,901850870.62,,,38270535.34,2514900159.09,150193660.63,-51751853.54,-23443732.66,,,,,,,,,,,4708960941.43,1075151.89,3989995.91,,4706046097.41,666737501.45,4039308595.96,3943806575.29,95502020.67,,4039308595.96,3943806575.29,95502020.67,4661300200.01,,,,,379701991.3,5774141.51,21698375.14,,,,,,,,,,,,,,,1
000404.SZ,20221015,20221015,20220930,1,1,3,0.2081,0.2081,9913459539.93,9913459539.93,,,,,,,,,,,,,,,-36361264.65,54425305.31,3664611.04,,9695312604.69,9028759888.76,,,21527314.57,94402273.11,199545079.27,-74280264.03,-19234425.24,,,,,,,,,,,252853151.61,2932762.16,1810707.27,,253975206.5,26889286.18,227085920.32,144866680.55,82219239.77,1166536.95,228252457.27,146033217.5,82219239.77,188046235.8,,,,,345341863.33,30129801.9,63040946.43,,,,,,,,,,,,,,,1
603809.SH,20221015,20221015,20220930,1,1,3,0.43,0.4213,1072265746.21,1072265746.21,,,,,,,,,,,,,,,,-5920962.87,-5951827.5,,889319462.77,690754810.53,,,15984353.35,14442590.42,64933635.12,25124710.75,-1250219.14,,,,,,,,,,,194886284.39,638160.77,1795811.41,,193728633.75,20311467.75,173417166.0,165894468.74,7522697.26,,173417166.0,165894468.74,7522697.26,227555521.89,,,,,76875135.14,23905276.23,2042437.84,,,,,,,,,,,,,,,1
603659.SH,20221015,20221015,20220930,1,1,3,1.64,1.64,11413731237.04,11413731237.04,,,,,,,,,,,,,,,,13518849.82,13217757.41,,8770667503.23,7261203557.38,,,69521756.77,167392399.66,502202563.16,-42575959.61,-143101735.07,,,,,,,,,,,2771889045.92,7310039.16,6407750.38,,2772791334.7,324793156.78,2447998177.92,2273294135.78,174704042.14,2059677.27,2450057855.19,2275353813.05,174704042.14,2859278105.05,,,,,640690165.69,103756188.0,97360891.53,,,,,,,,,,,,,,,1
688722.SH,20221019,20221019,20220930,1,1,3,0.6,0.6,457994138.24,457994138.24,,,,,,,,,,,,,,,9447410.83,1333419.49,,,326319078.13,274124678.28,,,4368397.55,9247179.9,19922259.96,-3547925.56,-944445.09,,,,,,,,,,,159954270.18,,1553657.72,,158400612.46,24161650.92,134238961.54,134238961.54,,,134238961.54,134238961.54,,146569959.39,,,,,21302352.43,97227.44,2667729.86,,,,,,,,,,,,,,,1
688711.SH,20221018,20221018,20220930,1,1,3,0.44,0.44,614761895.69,614761895.69,,,,,,,,,,,,,,,1091112.67,3797567.81,,,564846903.69,480915257.97,,,146471.89,13944507.0,20097779.1,3845180.62,-335592.77,,,,,,,,,,,65133422.17,35589.37,350792.17,,64818219.37,3666405.39,61151813.98,61250787.39,-98973.41,,61151813.98,61250787.39,-98973.41,64425515.08,,,,,41435256.99,5893339.01,2355467.72,,,,,,,,,,,,,,,1
688399.SH,20221019,20221019,20220930,1,1,3,27.71,27.71,4293492259.77,4293492259.77,,,,,,,,,,,,,,,12794063.54,-1874779.15,-1874779.15,,2430185219.38,1688922290.77,,,25855176.15,361551422.61,119828389.87,-22546307.25,-52377901.63,,,,,,,,,,,1899074637.91,93979.03,2523865.6,,1896644751.34,272290805.31,1624353946.03,1624353946.03,,,1624353946.03,1624353946.03,,1915650168.4,,,,,168206047.23,4521784.09,28922110.49,,,,,,,,,,,,,,,1
300371.SZ,20221019,20221019,20220930,1,1,3,0.5514,0.5514,353249677.52,353249677.52,,,,,,,,,,,,,,,-118169.87,1631703.49,,,268522417.7,176799482.03,,,5808913.07,37722043.23,25035339.72,-287129.45,-1589110.61,,,,,,,,,,,106359913.68,,65121.92,,106294791.76,14437746.02,91857045.74,91857045.74,,-75.91,91856969.83,91856969.83,,106097026.96,,,,,22593579.01,15646.05,457752.22,,,,,,,,,,,,,,,1
300855.SZ,20221019,20221019,20220930,1,1,3,0.62,0.61,728939189.24,728939189.24,,,,,,,,,,,,,,,-1126538.82,10104466.67,,,551929905.09,471476633.6,,,3594455.7,5010691.26,35205414.78,-872499.15,-1409672.65,,,,,,,,,,,198682031.58,39337.01,71907.02,,198649461.57,13678085.92,184971375.65,184971375.65,,,184971375.65,184971375.65,,190241277.23,,,,,35930009.52,968992.26,1309694.49,,,,,,,,,,,,,,,1
002519.SZ,20221019,20221019,20220930,1,1,3,0.1243,0.1243,902963502.74,902963502.74,,,,,,,,,,,,,,,-10216571.92,7494858.82,,,810963198.26,569402483.89,,,11358829.18,33428925.49,88666284.33,-5575615.73,-5742720.5,,,,,,,,,,,151462666.8,309326.52,509805.93,,151262187.39,10617746.75,140644440.64,140050156.5,594284.14,,140644440.64,140050156.5,594284.14,108736462.28,,,,,100631734.2,,5309840.35,,,,,,,,,,,,,,,1
603132.SH,20221018,20221018,20220930,1,1,3,0.32,0.32,872435059.32,872435059.32,,,,,,,,,,,,,,,,,,,520452491.06,300847527.15,,,37270471.14,618198.93,103186994.64,48045442.82,,,,,,,,,,,,358207250.83,58441.44,335961.09,,357929731.18,50972658.43,306957072.75,306957072.75,,,306957072.75,306957072.75,,406211527.23,,,,,30478939.47,60304167.24,12323141.96,,,,,,,,,,,,,,,1
600330.SH,20221018,20221018,20220930,1,1,3,0.655,0.655,3408105280.66,3408105280.66,,,,,,,,,,,,,,,,341274258.73,-586053.03,,3090274542.11,2492366934.22,,,16593692.82,94622742.09,200674751.2,17365096.97,-9448523.86,,,,,,,,,,,707351399.76,1346879.85,1751316.55,,706946963.06,48864457.69,658082505.37,652452813.18,5629692.19,-168134623.26,489947882.11,484318189.92,5629692.19,394371740.54,,,,,245046292.96,30697505.76,4110460.34,,,,,,,,,,,,,,,1
000519.SZ,20221018,20221018,20220930,1,1,3,0.6327,0.6327,4839488171.1,4839488171.1,,,,,,,,,,,,,,,,9216011.26,,,3813703244.95,3228106590.63,,,31083021.51,41162707.23,315567563.74,-74760210.18,728402.0,,,,,,,,,,,1048065288.73,8408431.35,1460765.68,,1055012954.4,173977150.74,881035803.66,881035803.66,0.0,-10559.75,881025243.91,881025243.91,,960882907.01,,,,,272746910.34,1988134.48,72745693.49,,,,,,,,,,,,,,,1
