ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000838.SZ,20220718,20220718,20220630,1,1,2,-0.1478,-0.1478,2137304124.69,2137304124.69,,,,,,,,,,,,,,,0.0,55517.08,,,2273933452.81,1521998984.76,,,100523504.27,136904569.59,49903732.21,5385065.26,-459308908.3,,,,,,,,,,,-135650939.76,1986641.43,899629.13,,-134563927.46,48403329.71,-182967257.17,-162671230.55,-20296026.62,,-182967257.17,-162671230.55,-20296026.62,-130427483.31,-122506925.53,,,,309652.36,14284680.33,8879042.96,,,,,,,,,,,,,,,1
601168.SH,20220723,20220723,20220630,1,1,2,0.68,0.68,17043446671.0,17043446671.0,,,,,,,,,,,,,,,11511331.0,156432570.0,130731922.0,,14335229699.0,12739748552.0,,,395855816.0,17363824.0,388561112.0,386319393.0,-224257464.0,,,,,,,,,,,2896356274.0,6834357.0,6600745.0,,2896589886.0,414851125.0,2481738761.0,1611695534.0,870043227.0,6963220.0,2488701981.0,1618658754.0,870043227.0,3106007042.0,4031141351.0,,,,219076307.0,387723878.0,15971899.0,,,,,,,,,,,,,,,1
000990.SZ,20220723,20220723,20220630,1,1,2,0.1234,0.1234,6483731510.0,6483731510.0,,,,,,,,,,,,,,,8680.23,-47578108.93,-50346377.88,,6220058020.63,5480169620.4,,,33191123.49,54418365.3,418723897.19,78792823.93,,,,,,,,,,,,229048941.86,8916594.38,10318798.9,,227646737.34,27356498.96,200290238.38,149917110.93,50373127.45,2755925.62,203046164.0,152673036.55,50373127.45,355678346.49,688251202.82,,,,128274550.75,107446499.01,28187592.83,,,,,,,,,,,,,,,1
300378.SZ,20220723,20220723,20220630,1,1,2,0.13,0.13,814483915.04,814483915.04,,,,,,,,,,,,,,,,934349.3,-1467584.47,,784524382.28,301805641.71,,,5957052.07,246490567.49,118632828.98,-1488828.98,,,,,,,,,,,,48538005.51,743012.54,97616.76,,49183401.29,13870668.6,35312732.69,34463078.32,849654.37,12702103.12,48014835.81,46344259.72,1670576.09,46114827.23,83586050.14,,,,105365879.9,2247382.1,4560958.16,,,,,,,,,,,,,,,1
003022.SZ,20220723,20220723,20220630,1,1,2,0.34,0.34,3937951149.69,3937951149.69,,,,,,,,,,,,,,,356515.08,73729.7,-213931.25,,3500184335.04,3026135896.02,,,27776098.28,19896159.3,202639091.73,66364694.32,-1526810.09,,,,,,,,,,,540656762.17,2621111.24,1018734.85,,542259138.56,82387083.27,459872055.29,456784861.26,3087194.03,,459872055.29,456784861.26,3087194.03,606537153.31,892267934.22,,,,157734605.23,81727366.78,21003287.13,,,,,,,,,,,,,,,1
688382.SH,20220722,20220722,20220630,1,1,2,-0.49,,,,,,,,,,,,,,,,,,,,,,225146897.53,,,,19927.0,,22306202.28,-16194184.01,22851.43,,,,,,,,,,,-225067784.14,,179539.05,,-225247323.19,,-225247323.19,-225247323.19,,-454251.94,-225701575.13,-225701575.13,,-241284819.58,-241284819.58,,,,219037803.69,,,,,,,,,,,,,,,,,1
600732.SH,20220728,20220728,20220630,1,1,2,0.29,0.29,15985395319.9,15985395319.9,,,,,,,,,,,,,,,-7848891.81,-15835972.82,,,15428935966.56,14501628211.28,,,28713126.1,17532968.32,176047454.27,139174408.15,-5441018.22,,,,,,,,,,,617282138.23,3959273.83,13316306.31,,607925105.75,11555758.13,596369347.62,595994601.26,374746.36,,596369347.62,595994601.26,374746.36,779955454.78,1266412799.5,,,,560171462.61,160554059.77,23867899.44,,,,,,,,,,,,,,,1
688253.SH,20220727,20220727,20220630,1,1,2,1.06,1.06,249793959.59,249793959.59,,,,,,,,,,,,,,,190997.26,1586740.28,,,141522416.64,88659975.74,,,3476218.09,18581477.31,16518390.41,-23744876.94,-594077.9,,,,,,,,,,,123178526.16,86663.73,2423962.77,,120841227.12,12272570.31,108568656.81,108568992.34,-335.53,,108568656.81,108568992.34,-335.53,98237163.45,98237163.45,,,,34110995.17,168734.61,1277315.87,,,,,,,,,,,,,,,1
000892.SZ,20220728,20220728,20220630,1,1,2,0.0306,0.0306,358562665.47,358562665.47,,,,,,,,,,,,,,,,-464846.47,-464846.47,,311736873.02,228433137.12,,,629792.75,27348606.2,29338252.36,-10148560.3,-3453716.47,,,,,,,,,,,52735476.53,68207.78,51240237.16,,1563447.15,-29755662.72,31319109.87,29660673.6,1658436.27,,31319109.87,29660673.6,1658436.27,46490493.08,74279021.34,,,,560742.56,2376799.15,3467291.03,,,,,,,,,,,,,,,1
603416.SH,20220729,20220729,20220630,1,1,2,0.97,0.97,677483656.03,677483656.03,,,,,,,,,,,,,,,-2905310.97,13747757.15,,,563512446.22,423034050.46,,,4658516.89,48618688.97,29571204.39,-2798810.9,-657010.58,,,,,,,,,,,150288427.65,214643.37,50742.28,,150452328.74,14779888.15,135672440.59,135652728.63,19711.96,-81902.44,135590538.15,135579016.44,11521.71,136647167.65,153092602.44,,,,58450568.31,87942.34,1599571.83,,,,,,,,,,,,,,,1
