ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
002107.SZ,20260120,20260120,20251231,1,1,4,0.17,0.17,816952424.84,816952424.84,,,,,,,,,,,,,,,,1763146.58,,,720135721.64,201114648.37,,,14347228.55,407251977.03,66129923.71,-3940332.87,-1950661.77,,,,,,,,,,,103598043.94,494594.69,1713065.74,,102379572.89,13588501.27,88791071.62,95715292.65,-6924221.03,,88791071.62,95715292.65,-6924221.03,97894564.49,129399656.69,,,,36394805.27,62306.1,4042283.59,,,,,,,,,,,,,,,1
874400.BJ,20260117,20260117,20251231,1,1,4,0.88,0.88,301652029.28,301652029.28,,,,,,,,,,,,,,,262059.2,4138849.98,-240421.9,,218545736.02,123965491.61,,,2909318.62,38593785.52,25589423.52,-107272.02,-4925976.6,,,,,,,,,,,90323366.51,65.14,67963.39,,90255468.26,12281804.99,77973663.27,77752717.4,220945.87,,77973663.27,77752717.4,220945.87,,,,,,22959549.71,9224.81,514991.1,,,,,,,,,,,,,,,1
873794.BJ,20260123,20260123,20251231,1,1,4,1.34,1.34,345286102.13,345286102.13,,,,,,,,,,,,,,,,38613.82,,,254997406.75,165709869.47,,,4155950.72,35804461.02,28976394.58,192774.06,-96927.99,,,,,,,,,,,97919094.93,280920.75,455556.95,,97744458.73,11928567.6,85815891.13,85815891.13,,,85815891.13,85815891.13,,,,,,,19498105.93,11571.43,302943.79,,,,,,,,,,,,,,,1
834081.BJ,20260129,20260129,20251231,1,1,4,3.15,3.15,971329967.15,971329967.15,,,,,,,,,,,,,,,,-14335.3,144292.09,,811437099.91,658289621.77,,,6308213.9,16418704.99,70025803.77,-1145046.4,-13340534.95,,,,,,,,,,,165408792.63,1320763.34,438226.89,,166291329.08,18834746.3,147456582.78,147456582.78,,-567583.41,146888999.37,146888999.37,,,,,,,43270404.96,2568478.92,3720098.7,,,,,,,,,,,,,,,1
833137.BJ,20260130,20260130,20251231,1,1,4,1.42,1.42,716739948.07,716739948.07,,,,,,,,,,,,,,,,-456702.55,,,632358689.66,572033400.1,,,3398902.49,1594942.01,22290528.43,2163475.98,-7013830.8,,,,,,,,,,,88327784.23,454152.33,263932.16,,88518004.4,8466404.59,80051599.81,80051599.81,,,80051599.81,80051599.81,,,,,,,26920426.09,2140452.31,222987.66,,,,,,,,,,,,,,,1
300803.SZ,20260131,20260131,20251231,1,1,4,0.38,0.37,2146176538.0,1539469001.0,101283485.0,,505424052.0,505424052.0,,,,,,,,,,,-7936630.0,228670411.0,-2116622.0,,2158502009.0,193288406.0,,,11108667.0,1110736291.0,650136211.0,28253212.0,,,,,,,,,,,,211179607.0,38558.0,5908000.0,,205310165.0,-20284493.0,225594658.0,227916215.0,-2321557.0,-9812766.0,215781892.0,218103449.0,-2321557.0,17713250.0,118528595.0,,,,164474020.0,17579356.0,825448.0,,,,,,,,,,,,,,,1
688230.SH,20260203,20260203,20251231,1,1,4,0.9,0.9,393607502.95,393607502.95,,,,,,,,,,,,,,,2992746.27,38075490.56,2065949.34,,327700366.49,264341326.02,,,2625541.37,9006020.84,19299509.16,-642779.62,-2026203.23,,,,,,,,,,,114445603.03,37061.3,276.92,,114482387.41,8329461.84,106152925.57,106152925.57,,,106152925.57,106152925.57,,72628670.69,82561142.04,,,,31070863.06,32391.53,1614105.65,,,,,,,,,,,,,,,1
874481.BJ,20260203,20260203,20251231,1,1,4,1.95,1.95,239419027.05,239419027.05,,,,,,,,,,,,,,,,,,,159321473.05,78696959.06,,,1069167.53,46299345.11,19972801.11,-1111089.04,-1735039.41,,,,,,,,,,,85055628.62,10696.8,17801.55,,85048523.87,10228004.57,74820519.3,74820519.3,,-229283.3,74591236.0,74591236.0,,,,,,,11922817.72,264304.15,2680251.31,,,,,,,,,,,,,,,1
873697.BJ,20260204,20260204,20251231,1,1,4,1.94,1.94,801683250.87,801683250.87,,,,,,,,,,,,,,,,,,,725741131.18,515459155.73,,,2960040.48,94454292.5,24691061.55,2806872.93,-3848582.64,,,,,,,,,,,78483929.82,60334.19,350064.19,,78194199.82,-759717.98,78953917.8,79143413.54,-189495.74,-535841.2,78418076.6,78633423.35,-215346.75,,,,,,79075454.23,534149.53,352035.14,,,,,,,,,,,,,,,1
874546.BJ,20260206,20260206,20251231,1,1,4,2.8,2.8,1025711886.5,1025711886.5,,,,,,,,,,,,,,,,1018377.75,,,875689520.42,747851739.28,,,7444412.26,8534735.73,58565522.99,-259684.37,-2431772.17,,,,,,,,,,,160984752.57,89430.34,301645.91,,160772537.0,17397486.46,143375050.54,143048986.14,326064.4,,143375050.54,143048986.14,326064.4,,,,,,49188346.83,2896749.44,2935410.24,,,,,,,,,,,,,,,1
