ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
600816.SH,20160118,20160118,20151231,1,2,4,1.0482,1.0482,2954767340.15,2954767340.15,265999234.1,,2331343662.15,2317751653.01,371017230.82,0.0,,,,,,,,,180544162.05,190473068.77,,,649132301.27,,777.78,13592009.14,156995765.51,,489664525.05,,2472010.71,,,,,,649132301.27,,,,,2305635038.88,56296063.49,495431.95,99251.48,2361435670.42,639287203.61,1722148466.81,1722148466.81,,-4270579.49,1717877887.32,1717877887.32,,2292042251.96,2299366321.36,,,,,,,,,,,,,,,,,,,,,0
002359.SZ,20160125,20160125,20151231,1,1,4,0.0273,0.0273,661564256.45,661564256.45,,,,,,,,,,,,,,,,56147.52,,,651491247.35,505388626.41,,,3279506.08,43371701.79,79347730.18,9833123.23,10270559.66,,,,,,,,,,,10129156.62,1523142.91,487686.61,217811.27,11164612.92,-125255.47,11289868.39,11398259.66,-108391.27,,11289868.39,11398259.66,-108391.27,19906132.33,62171915.45,,,,,,,,,,,,,,,,,,,,,0
600722.SH,20160129,20160129,20151231,1,1,4,0.3593,0.3593,600026066.11,600026066.11,,,,,,,,,,,,,,,,422124227.88,-233677.69,,703214655.93,548221710.59,,,2702006.05,12431285.96,69733012.18,61608535.62,8518105.53,,,,,,,,,,,318935638.06,5672523.46,72762065.32,22050.0,251846096.2,-1648097.57,253494193.77,244449588.22,9044605.55,,253494193.77,244449588.22,9044605.55,-41580054.2,64707180.27,,,,,,,,,,,,,,,,,,,,,0
600829.SH,20160130,20160130,20151231,1,1,4,0.2396,0.2396,8909315338.14,8909315338.14,,,,,,,,,,,,,,,,,,,8689219923.09,7921418145.06,,,21628399.02,191743227.89,467886083.09,13213798.95,73330269.08,,,,,,,,,,,220095415.05,10295714.88,1010145.12,449654.44,229380984.81,96838223.05,132542761.76,138916248.95,-6373487.19,,132542761.76,138916248.95,-6373487.19,243601179.97,294942085.74,,,,,,,,,,,,,,,,,,,,,0
600063.SH,20160129,20160129,20151231,1,1,4,0.07,0.07,3484643313.2,3484643313.2,,,,,,,,,,,,,,,-17796996.89,34038846.97,,,3393706344.99,2826648064.89,,,13977500.55,100788093.21,317216334.79,122701841.64,12374509.91,,,,,,,,,,,107178818.29,33511834.64,2771492.39,1632675.35,137919160.54,28687935.55,109231224.99,109231224.99,,-444693366.13,-335462141.14,-335462141.14,,217311589.88,576573488.98,,,,,,,,,,,,,,,,,,,,,0
000583.SZ,20160127,20160127,20151231,1,1,4,-0.27,-0.27,,,,,,,,,,,,,,,,,,,,,62098346.11,,,,,,2656553.42,59462517.44,-20724.75,,,,,,,,,,,-62098346.11,,,,-62098346.11,,-62098346.11,-62098346.11,,,-62098346.11,-62098346.11,,-2656553.42,-2654203.42,,,,,,,,,,,,,,,,,,,,,0
002192.SZ,20160122,20160122,20151231,1,1,4,0.06,0.06,232451228.88,232451228.88,,,,,,,,,,,,,,,,,,,220855947.33,151656546.16,,,1340043.17,5307496.89,55131568.53,11204035.41,-3783742.83,,,,,,,,,,,11595281.55,8215548.8,408395.76,250990.18,19402434.59,3462344.92,15940089.67,8903994.53,7036095.14,,15940089.67,8903994.53,7036095.14,22799316.96,34903234.37,,,,,,,,,,,,,,,,,,,,,0
000838.SZ,20160116,20160116,20151231,1,1,4,0.3913,0.3913,667877093.3,667877093.3,,,,,,,,,,,,,,,,258092.14,,,623646401.84,435264047.05,,,79899862.21,57169529.31,47012078.94,4083604.12,217280.21,,,,,,,,,,,44488783.6,16708362.71,39880.99,,61157265.32,-16357983.5,77515248.82,83877292.52,-6362043.7,,77515248.82,83877292.52,-6362043.7,48314295.58,55017849.52,,,,,,,,,,,,,,,,,,,,,0
000836.SZ,20160123,20160123,20151231,1,1,4,0.3585,0.3585,1607973181.04,1607973181.04,,,,,,,,,,,,,,,,9237101.61,,,1725353012.23,1499940996.9,,,9517732.24,25133293.17,120176268.81,60742076.79,9842644.32,,,,,,,,,,,-108142729.58,276680956.3,393407.63,210031.79,168144819.09,34902872.8,133241946.29,137817404.05,-4575457.76,,133241946.29,137817404.05,-4575457.76,-56637754.4,9122343.89,,,,,,,,,,,,,,,,,,,,,0
600116.SH,20160126,20160126,20151231,1,1,4,0.64,0.64,1315752891.93,1315752891.93,,,,,,,,,,,,,,,1780698.63,25231136.37,13938902.86,,1147257256.82,935004567.91,,,19526864.93,272269.44,98375921.53,56127926.14,37949706.87,,,,,,,,,,,195507470.11,33412160.51,5071495.58,2570242.52,223848135.04,42380648.81,181467486.23,207183529.37,-25716043.14,-22017273.6,159450212.63,185561137.02,-26110924.39,258559563.34,373130454.98,,,,,,,,,,,,,,,,,,,,,0
