ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000818.SZ,20240403,20240403,20240331,1,1,1,0.07,0.07,1626762691.36,1626762691.36,,,,,,,,,,,,,,,,413524.15,,,1561884355.95,1434459079.29,,,11567550.2,14136532.12,47612616.05,12540770.61,8057310.32,,,,,,,,,,,87613951.36,2006491.51,718291.77,,88902151.1,15248963.2,73653187.9,50604570.31,23048617.59,92675.32,73745863.22,50651834.72,23094028.5,91683887.5,,,,,46632590.39,6182362.31,-5178982.21,,,,,,,,,,,,,,,1
002383.SZ,20240412,20240412,20240331,1,1,1,-0.0449,-0.0449,267127935.89,267127935.89,,,,,,,,,,,,,,,,-1000489.09,-1224186.46,,305254767.16,155718131.44,,,3816353.47,33116332.54,74501419.51,13786541.59,0.0,,,,,,,,,,,-33512558.0,477746.06,406902.67,,-33441714.61,3264575.55,-36706290.16,-33276306.45,-3429983.71,-257249.78,-36963539.94,-33358898.78,-3604641.16,-18750023.91,,,,,24341589.32,20153665.99,2384172.16,,,,,,,,,,,,,,,1
002536.SZ,20240412,20240412,20240331,1,1,1,0.21,0.21,1240409962.15,1240409962.15,,,,,,,,,,,,,,,1964069.44,-1959950.08,,,1125387848.57,986259578.6,,,7632422.8,21704123.83,55971494.22,-5312512.28,,,,,,,,,,,,128041308.84,10017.47,65162.82,,127986163.49,11014165.25,116971998.24,118994724.84,-2022726.6,-367662.83,116604335.41,118627062.01,-2022726.6,122692168.6,,,,,59132741.4,1528861.82,3335793.94,,,,,,,,,,,,,,,1
002644.SZ,20240410,20240410,20240331,1,1,1,0.036,0.036,274329503.97,274329503.97,,,,,,,,,,,,,,,,-2609200.0,-2609200.0,,253782843.61,189023844.72,,,3569146.32,27980563.19,18774078.11,-446907.81,0.0,,,,,,,,,,,22999318.64,4222.26,400834.8,,22602706.1,3961129.93,18641576.17,18387224.27,254351.9,,18641576.17,18387224.27,254351.9,25161435.12,,,,,6885069.0,,,,,,,,,,,,,,,,,1
002697.SZ,20240412,20240412,20240331,1,1,1,0.12,0.12,2670986298.23,2670986298.23,,,,,,,,,,,,,,,,40829088.93,38235418.08,,2538293793.08,1875137973.26,,,12200302.13,592089221.32,33040025.27,25826400.67,,,,,,,,,,,,184610181.45,555777.39,194682.56,,184971276.28,21602619.67,163368656.61,163376974.3,-8317.69,,163368656.61,163376974.3,-8317.69,168684555.7,,,,,,11556510.53,2496116.58,,,,,,,,,,,,,,,1
300076.SZ,20240410,20240410,20240331,1,1,1,-0.0002,-0.0002,38766840.24,38766840.24,,,,,,,,,,,,,,,2479933.3,563861.67,,,42126359.85,29634384.99,,,249607.0,5685060.4,5451823.32,-343555.73,,,,,,,,,,,,-297357.0,39823.01,,,-257533.99,-13021.45,-244512.54,-95088.05,-149424.49,,-244512.54,-95088.05,-149424.49,-3684707.7,,,,,1245760.86,35110.94,390968.62,,,,,,,,,,,,,,,1
600674.SH,20240412,20240412,20240331,1,1,1,0.2665,0.2665,257836440.72,257836440.72,,,,,,,,,,,,,,,,1328251324.93,1324927183.05,,291742040.03,143664770.7,,,6280373.61,3080209.8,35809990.44,104214931.21,,,,,,,,,,,,1295365664.33,1648795.49,5917.55,,1297008542.27,12214389.29,1284794152.98,1272927837.95,11866315.03,81600000.0,1366394152.98,1354527837.95,11866315.03,71329270.61,,,,,6890007.7,103436423.11,1244856.49,,,,,,,,,,,,,,,1
600873.SH,20240409,20240409,20240331,1,1,1,0.26,0.26,6486560309.24,6486560309.24,,,,,,,,,,,,,,,260000.32,3912130.43,-593307.53,,5754966816.91,5232609548.22,,,54100872.32,109209195.68,302966862.94,-34763973.39,,,,,,,,,,,,885853023.13,839433.54,11161236.8,,875531219.87,123826654.08,751704565.79,751704565.79,,10898041.98,762602607.77,762602607.77,,846448657.63,,,,,90844311.14,23644161.14,34617303.5,,,,,,,,,,,,,,,1
603058.SH,20240409,20240409,20240331,1,1,1,0.097,0.096,224351811.57,224351811.57,,,,,,,,,,,,,,,-1496698.46,616168.42,616168.42,,173051974.08,133623000.34,,,1912758.96,2839447.9,18874431.61,1107341.66,,,,,,,,,,,,50880062.1,116566.1,153741.29,,50842886.91,7484293.97,43358592.94,40493153.35,2865439.59,-8818938.21,34539654.73,31674215.14,2865439.59,52935773.98,,,,,9081124.25,1630913.65,297308.34,,,,,,,,,,,,,,,1
603102.SH,20240412,20240412,20240331,1,1,1,0.54,0.54,188638808.65,188638808.65,,,,,,,,,,,,,,,,248630.14,,,150895359.33,112896245.1,,,1210855.7,19576295.66,8698346.95,-3508023.48,-4078059.64,,,,,,,,,,,39864164.04,16485.64,123863.9,,39756785.78,4906328.74,34850457.04,34850457.04,,,34850457.04,34850457.04,,40185570.06,,,,,7382842.54,20848.38,3499926.2,,,,,,,,,,,,,,,1
