ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000047.SZ,20121027,20121027,20120930,1,1,3,,,0.0,0.0,,,,,,,,,,,,,,,,,,,28807536.55,,,,,,3629078.75,25178457.8,,,,,,,,,,,,-28807536.55,,,,-28807536.55,,-28807536.55,-28807536.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000675.SZ,20121030,20121030,20120930,1,1,3,,,0.0,0.0,,,,,,,,,,,,,,,,,,,25089767.27,,,,,,7272796.13,17816971.14,,,,,,,,,,,,-20084366.1,925193.97,1893121.58,,-21052293.71,,-21052293.71,-21052293.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
001217.SZ,20121025,20121025,20120930,1,1,3,,,451900000.0,451900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
600816.SH,20121030,20121030,20120930,1,2,3,0.2853,0.2853,268426330.21,268426330.21,27318406.12,,251302936.56,221033647.67,1897560.0,,,,,,,,,,,1897560.0,,,107175622.78,16410793.46,,30269288.89,16804541.29,57043237.09,9063997.49,358902.71,7494150.74,,,,,,107175622.78,,,,,161250707.43,11073521.0,93391.2,61561.26,172230837.23,46974596.63,125256240.6,129548599.45,-4292358.85,,125256240.6,129548599.45,-4292358.85,138834471.99,,,,,,,,,,,,,,,,,,,,,,0
600837.SH,20121030,20121030,20120930,1,4,3,0.27,0.27,6893961740.63,6893961740.63,,,,3409509129.87,,,,,,,1771283398.04,571414877.87,653272523.72,18120845.49,258722532.05,1599055215.64,47451834.43,115153059.11,3614679419.43,,,,210691085.78,,2904046927.25,,488356386.81,,,,,,3614679419.43,,,,11585019.59,3279282321.2,94134254.69,8202274.79,,3365214301.1,765646846.69,2599567454.41,2440324656.46,159242797.95,93890453.08,2693457907.49,2527756987.07,165700920.42,,,,,,,,,,,,,,,,,,,,,,,0
600369.SH,20121030,20121030,20120930,1,4,3,0.09,0.09,811821464.72,811821464.72,,,,462542388.96,,,,,,,271329101.41,125597059.08,25426202.78,29403989.88,206875752.65,-27191994.9,74796657.26,759499.89,568238677.88,,,,47895322.94,,510510421.15,,,,,,,,568238677.88,,,,9832933.79,243582786.84,2445287.65,1326624.48,,244701450.01,42442422.89,202259027.12,202259027.12,,130775528.31,333034555.43,333034555.43,,811821464.72,,,,,,,,,,,,,,,,,,,,,,0
601601.SH,20121029,20121029,20120930,1,3,3,0.36,0.36,132062000000.0,132062000000.0,,114565000000.0,,,,,127047000000.0,9188000000.0,3294000000.0,128000000.0,,,,819000000.0,66000000.0,16606000000.0,,6000000.0,128121000000.0,,1633000000.0,11469000000.0,3068000000.0,,16238000000.0,,4175000000.0,9301000000.0,35834000000.0,49825000000.0,2855000000.0,26000000.0,128121000000.0,4977000000.0,232000000.0,2909000000.0,3448000000.0,3941000000.0,67000000.0,45000000.0,,3963000000.0,799000000.0,3164000000.0,3135000000.0,29000000.0,4561000000.0,7725000000.0,7621000000.0,104000000.0,,,,,,,,,,,,,,,,,,,,,,,0
601628.SH,20121027,20121027,20120930,1,3,3,0.26,0.26,320504000000.0,320504000000.0,,261013000000.0,,,,,263056000000.0,289000000.0,1754000000.0,,,,,2289000000.0,-1336000000.0,58477000000.0,2161000000.0,61000000.0,313087000000.0,,,20699000000.0,926000000.0,,15473000000.0,,29024000000.0,29951000000.0,63323000000.0,148136000000.0,1097000000.0,,313087000000.0,79000000.0,49000000.0,111000000.0,4697000000.0,7417000000.0,43000000.0,66000000.0,,7394000000.0,-196000000.0,7590000000.0,7428000000.0,162000000.0,19667000000.0,27257000000.0,27090000000.0,167000000.0,34219000000.0,,,,,,,,,,,,,,,,,,,,,,0
601099.SH,20121027,20121027,20120930,1,4,3,0.005,0.005,349748063.75,349748063.75,,,,263959443.15,,,,,,,150838013.7,98995454.0,,,-62054143.79,114801071.08,,68727.06,315098723.82,,,,24293279.34,,290477455.9,,327988.58,,,,,,315098723.82,,,,,34649339.93,2791566.67,3314537.01,,34126369.59,25957861.2,8168508.39,8168508.39,,654336.89,8822845.28,8822845.28,,350076052.33,,,,,,,,,,,,,,,,,,,,,,0
600109.SH,20121026,20121026,20120930,1,4,3,0.231,0.231,1136310255.37,1136310255.37,,,,857302612.61,,,,,,,353015913.77,370349817.7,,309045.98,42930050.35,123770950.33,-15759132.72,43856.09,825352480.92,,,,59881806.27,,765292635.57,,,,,,,,825352480.92,,,,178039.08,310957774.45,3774240.25,43469.6,,314688545.1,83645401.01,231043144.09,230915912.12,127231.97,,231043144.09,230915912.12,127231.97,1136310255.37,,,,,,,,,,,,,,,,,,,,,,0
002142.SZ,20121029,20121029,20120930,1,2,3,1.16,1.16,7625162000.0,7625162000.0,12814629000.0,,772378000.0,658123000.0,265943000.0,24000000.0,,,,,,,,24183000.0,243734000.0,30358000.0,,-32149000.0,3426406000.0,,6113716000.0,114255000.0,499371000.0,,2446469000.0,,480384000.0,,,,,,3426406000.0,,,,183000.0,4198756000.0,16601000.0,14618000.0,,4200740000.0,866123000.0,3334617000.0,3334617000.0,,-64437000.0,3270180000.0,3270180000.0,,8105546000.0,,,,,,,,,,,,,,,,,,,,,,0
000728.SZ,20121030,20121030,20120930,1,4,3,0.19,0.19,1156120175.71,1156120175.71,,,,532443706.84,,,,,,,444489918.13,63348480.66,10296098.8,7426625.65,15428459.8,244374862.64,54920000.56,1877175.74,705629957.94,,,,42140951.71,,661625237.25,,111853.11,,,,,,705629957.94,,,,1751915.87,450490217.77,1744085.46,2313867.87,,449920435.36,79295366.38,370625068.98,370625068.98,,-108161168.9,262463900.08,262463900.08,,1156232028.82,,,,,,,,,,,,,,,,,,,,,,0
000686.SZ,20121025,20121025,20120930,1,4,3,0.21,0.21,867299201.78,867299201.78,,,,617153474.2,,,,,,,382405814.88,153085750.0,25777904.79,13612544.1,62764322.5,78834361.15,40611541.92,88204.66,719435740.14,,,,39459463.29,,680903149.58,,-3378093.61,,,,,,719435740.14,,,,2451220.88,147863461.64,15685189.79,403532.27,,163145119.16,20049622.48,143095496.68,142616281.43,479215.25,-819255.39,142276241.29,141797026.04,479215.25,863921108.17,,,,,,,,,,,,,,,,,,,,,,0
601998.SH,20121030,20121030,20120930,1,2,3,0.58,0.58,66282000000.0,66282000000.0,103448000000.0,,8796000000.0,8158000000.0,2406000000.0,262000000.0,,,,,,,,262000000.0,-47000000.0,1064000000.0,-30000000.0,1127000000.0,29922000000.0,,47730000000.0,638000000.0,4909000000.0,,18391000000.0,,6622000000.0,,,,,,29922000000.0,,,,,36360000000.0,152000000.0,65000000.0,,36447000000.0,8903000000.0,27544000000.0,27226000000.0,318000000.0,128000000.0,27672000000.0,27211000000.0,461000000.0,,,,,,,,,,,,,,,,,,,,,,,0
601988.SH,20121026,20121026,20120930,1,2,3,0.38,0.37,269435000000.0,269435000000.0,380743000000.0,,53730000000.0,49930000000.0,16354000000.0,5563000000.0,,,,,,,,19270000000.0,-152000000.0,8655000000.0,492000000.0,2288000000.0,126576000000.0,,191299000000.0,3800000000.0,17043000000.0,,82200000000.0,,13626000000.0,,,,,,126576000000.0,,,,13707000000.0,142859000000.0,396000000.0,196000000.0,,143059000000.0,31640000000.0,111419000000.0,106363000000.0,5056000000.0,5963000000.0,117382000000.0,111045000000.0,6337000000.0,,,,,,,,,,,,,,,,,,,,,,,0
600015.SH,20121026,20121026,20120930,1,2,3,1.34,1.34,29372287606.61,29372287606.61,55262918715.95,,3343422844.5,3041951288.07,279149432.17,-5383392.06,,,,,,,,11729437.0,8889984.51,54187945.56,,221454894.16,17150846048.12,,29228844658.64,301471556.43,2309741548.6,,11978243625.65,,2845748044.81,,,,,,17150846048.12,,,,17112829.06,12221441558.49,34323959.48,16756228.53,,12239009289.44,3059183675.09,9179825614.35,9180388508.49,-562894.14,-207990405.08,8971835209.27,8972398103.41,-562894.14,32218035651.42,,,,,,,,,,,,,,,,,,,,,,0
601939.SH,20121029,20121029,20120930,1,2,3,0.63,0.63,341276000000.0,341276000000.0,448166000000.0,,71923000000.0,69921000000.0,6154000000.0,598000000.0,,,,,,,,4775000000.0,-284000000.0,3730000000.0,16000000.0,2110000000.0,136541000000.0,,187142000000.0,2002000000.0,22483000000.0,,86761000000.0,,23120000000.0,,,,,,136541000000.0,,,,4177000000.0,204735000000.0,1216000000.0,445000000.0,,205506000000.0,46987000000.0,158519000000.0,158191000000.0,328000000.0,-1454000000.0,157065000000.0,156747000000.0,318000000.0,,,,,,,,,,,,,,,,,,,,,,,0
601077.SH,20121026,20121026,20120930,1,2,3,0.45,,9850829000.0,9850829000.0,16489928000.0,,285156000.0,250781000.0,38372000.0,38364000.0,,,,,,,,38364000.0,,8000.0,,,4381263000.0,,6947565000.0,34375000.0,,,,,297412000.0,,,,,,4381263000.0,,,,,5469566000.0,,,,5469566000.0,1296928000.0,4172638000.0,4162406000.0,10232000.0,18649000.0,4191287000.0,4181055000.0,10232000.0,,,,,,,,,,,,,,,,,,,,,,,0
601688.SH,20121027,20121027,20120930,1,4,3,0.24,,4512502271.91,4512502271.91,,,,2648864128.58,,,,,,,2099853548.18,487443654.42,61566925.98,89796373.81,-53331570.26,982341607.18,152514154.26,657387.62,2796546292.27,,,,223203513.78,,2544033919.41,,,,,,,,2796546292.27,,,,29308859.08,1715955979.64,20698759.19,19487720.93,,1717167017.9,337891900.1,1379275117.8,1345255939.39,34019178.41,13008839.02,1392283956.82,1358014651.71,34269305.11,4512502271.91,,,,,,,,,,,,,,,,,,,,,,0
000750.SZ,20121027,20121027,20120930,1,4,3,0.09,0.09,1099457674.31,1099457674.31,,,,820882843.44,,,,,,,518215279.02,108336574.14,11952008.47,5207179.27,99466594.83,147127147.68,,92506.82,860245903.78,,,,58382824.8,,800682672.57,,,,,,,,860245903.78,,,,1180406.41,239211770.53,2856944.87,766362.76,,241302352.64,59980424.7,181321927.94,159247069.68,22074858.26,11093621.54,192415549.48,167877967.26,24537582.22,1099457674.31,,,,,,,,,,,,,,,,,,,,,,0
