ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
000627.SZ,20170720,20170720,20170630,1,3,2,0.15,0.15,38216562800.08,38216562800.08,,34256312537.45,,,,,34263321927.78,3889924.6,3119465.73,,,,,212429602.26,1724000.0,3466404287.97,26105703.29,-860122.27,36954529398.7,,,820396383.94,26362557.07,,1156866853.43,,990397.09,11389171191.16,1071191162.1,21423517327.06,27852416.35,,36954529398.7,-4726506.1,-1298979.52,-6142729.1,793856191.14,1262033401.38,3703341.93,1724239.94,,1264012503.37,3614098.47,1260398404.9,625816685.69,634581719.21,-874749764.28,385648640.62,-248933078.59,634581719.21,36211946608.55,36289147009.33,,,,,,,,,,,,,,,,,,,,,0
002939.SZ,20170719,20170719,20170630,1,4,2,,,1502859099.71,1502859099.71,,,,717220462.45,520717631.07,2373745.41,,,,,313412493.05,247596822.03,119441420.58,2770988.98,32009457.35,486334428.31,100221661.66,,913924534.35,,,,10083917.61,,896217057.31,,7226315.86,,,,,,913924534.35,,,,397243.57,588934565.36,22753596.55,61823.82,,611626338.09,121302176.58,490324161.51,487133453.06,3190708.45,-53243430.41,437080731.1,433948434.49,3132296.61,596558124.79,596558124.79,,,,,,,,,,,,,,,,,,,,,0
600901.SH,20170710,20170710,20170630,1,2,2,,,1066872060.07,1066872060.07,1509893221.31,,291072990.68,280019951.79,4695038.1,-817344.03,,,,,,,,1546140.1,2547645.15,2964736.98,,,288609200.88,,730099635.26,11053038.89,1990788.7,,79752924.35,,204502003.7,,,,,,288609200.88,,,,2363484.13,778262859.19,823243.84,628355.72,,778457747.31,195047093.88,583410653.43,583410653.43,,,,,,985128347.02,985128347.02,,,,,,,,,,,,,,,,,,,,,0
300059.SZ,20170729,20170729,20170630,1,1,2,0.0609,0.0609,1093917464.35,478902277.71,196628135.82,,418387050.82,,,,,,,,,,,,-24082018.24,97724552.03,32867385.25,-240550.0,892348848.29,200789542.97,,,12736441.24,146153383.34,541015757.92,-21211214.51,12864937.33,,,,,,,,,,,277592848.47,6968002.2,2274758.73,211351.06,282286091.94,23065657.33,259220434.61,260101015.71,-880581.1,-4653970.09,254566464.52,255450646.6,-884182.08,189157755.51,292316217.16,,,,,,,,,,,,,,,,,,,,,0
002402.SZ,20170728,20170728,20170630,1,1,2,0.12,0.12,922664334.21,922664334.21,,,,,,,,,,,,,,,,11016265.05,-289219.23,,819670105.24,711223265.28,,,6345606.95,20843020.63,68280134.86,8977617.35,4000460.17,,,,,,,,,,,114010494.02,3147330.71,1074478.96,34405.86,116083345.77,11084213.72,104999132.05,101959925.8,3039206.25,60831.49,105059963.54,102020757.29,3039206.25,111971846.32,129483106.73,,,,,,,,,,,,,,,,,,,,,0
300050.SZ,20170728,20170728,20170630,1,1,2,0.15,0.15,334359980.16,334359980.16,,,,,,,,,,,,,,,,36023699.27,23699.27,,311600915.85,190169951.98,,,3331205.83,27868255.52,84838968.05,-4727574.22,10120108.69,,,,,,,,,,,58782763.58,17434764.32,75549.86,72296.76,76141978.04,8134248.91,68007729.13,72751741.05,-4744011.92,-592289.43,67415439.7,72159451.62,-4744011.92,18031490.09,51933622.14,,,,,,,,,,,,,,,,,,,,,0
002387.SZ,20170725,20170725,20170630,1,1,2,-0.2085,-0.2085,12256496.75,12256496.75,,,,,,,,,,,,,,,,,,,110229539.63,10145175.14,,,2990624.78,,80768847.55,23800967.87,-7476075.71,,,,,,,,,,,-97973042.88,87551.98,,,-97885490.9,,-97885490.9,-97885490.9,,,-97885490.9,-97885490.9,,-74172075.01,-63196997.46,,,,,,,,,,,,,,,,,,,,,0
002847.SZ,20170728,20170728,20170630,1,1,2,0.35,0.35,366657375.98,366657375.98,,,,,,,,,,,,,,,,,,,330240413.5,191223251.42,,,4353343.54,104126347.96,29058520.31,1171620.64,307329.63,,,,,,,,,,,36416962.48,15567885.0,424666.71,,51560180.77,10109271.15,41450909.62,41620169.4,-169259.78,,41450909.62,41620169.4,-169259.78,37588583.12,50187074.77,,,,,,,,,,,,,,,,,,,,,0
002549.SZ,20170728,20170728,20170630,1,1,2,0.0212,0.0212,176299196.27,176299196.27,,,,,,,,,,,,,,,,,,,168240357.1,103891301.95,,,2118823.58,20656497.53,40435683.42,961880.34,176170.28,,,,,,,,,,,13027178.02,3383703.29,1079195.86,1079088.56,15331685.45,1495453.67,13836231.78,13210993.74,625238.04,,13836231.78,13210993.74,625238.04,13989058.36,56946202.1,,,,,,,,,,,,,,,,,,,,,0
601678.SH,20170721,20170721,20170630,1,1,2,0.3,0.3,3071627689.12,3071627689.12,,,,,,,,,,,,,,,,4642491.1,1501284.93,,2600743885.93,2266307810.54,,,45179047.97,116539429.58,123878352.86,44831284.67,4007960.31,,,,,,,,,,,476789427.61,2465870.74,921601.82,77845.51,478333696.53,111999936.99,366333759.54,361598055.84,4735703.7,20561029.06,386894788.6,382159084.9,4735703.7,516978221.18,712346865.67,,,,,,,,,,,,,,,,,,,,,0
603668.SH,20170713,20170713,20170630,1,1,2,0.16,,441962480.56,441962480.56,,,,,,,,,,,,,,,,1913900.98,,,397763437.1,334530909.54,,,1946207.0,16408354.17,35258274.31,3810791.9,5808900.18,,,,,,,,,,,46112944.44,8613479.87,456025.03,13271.86,54270399.28,7970671.96,46299727.32,46476035.8,-176308.48,-2654083.75,43645643.57,43821952.05,-176308.48,48009835.36,56601762.69,,,,,,,,,,,,,,,,,,,,,0
300557.SZ,20170728,20170728,20170630,1,1,2,0.02,0.02,75782155.97,75782155.97,,,,,,,,,,,,,,,,1243890.41,,,86570731.08,51839464.1,,,620583.77,15950736.99,18982302.58,-1566166.11,743809.75,,,,,,,,,,,-9544684.7,11088813.64,1224.57,1224.57,1542904.37,351189.78,1191714.59,1202923.59,-11209.0,,1191714.59,1202923.59,-11209.0,-12354741.22,-10149703.96,,,,,,,,,,,,,,,,,,,,,0
002299.SZ,20170725,20170725,20170630,1,1,2,0.0161,0.0161,4327161181.66,4327161181.66,,,,,,,,,,,,,,,-91500.0,3830900.16,3588295.16,,4400408947.72,4108587156.28,,,8150595.9,104787679.2,59715149.43,97578638.63,21589728.28,,,,,,,,,,,-22124973.52,2018156.39,2213829.25,1720279.13,-22320646.38,-110786.33,-22209860.05,17875618.34,-40085478.39,,-22209860.05,17875618.34,-40085478.39,71714264.95,450264176.54,,,,,,,,,,,,,,,,,,,,,0
002301.SZ,20170728,20170728,20170630,1,1,2,0.2,0.2,1340622307.57,1340622307.57,,,,,,,,,,,,,,,,10339151.84,,,1273186876.19,1072379175.31,,,5806245.03,102487134.34,81233779.1,7757183.58,3523358.83,,,,,,,,,,,85387822.09,7296991.22,217364.95,106621.16,92467448.36,11236474.42,81230973.94,80282095.13,948878.81,1936800.75,83167774.69,82218895.88,948878.81,82805853.83,113693624.91,,,,,,,,,,,,,,,,,,,,,0
601015.SH,20170728,20170728,20170630,1,1,2,0.1,,5097160616.16,5097160616.16,,,,,,,,,,,,,,,,6836993.63,,,4959356130.35,4655186807.06,,,10099167.9,208224037.3,38575534.7,71116367.68,-23845784.29,,,,,,,,,,,144641479.44,669234.06,40205.0,40205.0,145270508.5,28752280.01,116518228.49,92650648.8,23867579.69,,116518228.49,92650648.8,23867579.69,208920853.49,358670482.77,,,,,,,,,,,,,,,,,,,,,0
002772.SZ,20170729,20170729,20170630,1,1,2,0.1757,0.171,319753062.98,319753062.98,,,,,,,,,,,,,,,,19105306.5,-693972.24,,283962764.7,224563521.95,,,1781203.06,38202512.87,20542938.9,-1438280.58,310868.5,,,,,,,,,,,54895604.78,10022502.78,1001440.01,,63916667.55,,63916667.55,63843351.06,73316.49,663010.6,64579678.15,64506361.66,73316.49,34352017.7,75184077.14,,,,,,,,,,,,,,,,,,,,,0
300468.SZ,20170725,20170725,20170630,1,1,2,0.27,0.27,197343300.02,197343300.02,,,,,,,,,,,,,,,,,,,167515897.44,98520826.92,,,263908.52,1187489.76,68840491.69,-2039042.31,742222.86,,,,,,,,,,,29827402.58,173227.97,94626.63,,29906003.92,1868052.71,28037951.21,28037951.21,,-725269.53,27312681.68,27312681.68,,27788360.27,30207269.55,,,,,,,,,,,,,,,,,,,,,0
603338.SH,20170725,20170725,20170630,1,1,2,0.92,0.92,552663656.03,552663656.03,,,,,,,,,,,,,,,,2256590.47,,,382998366.57,310162919.83,,,4889284.32,25300145.37,33110489.2,5246359.35,4289168.5,,,,,,,,,,,175007399.93,1763036.06,,,176770435.99,27246732.19,149523703.8,149523703.8,,,149523703.8,149523703.8,,177997168.81,189666847.29,,,,,,,,,,,,,,,,,,,,,0
