ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20211021,20211021,20210930,2,1,3,,,,,126314000000.0,48738000000.0,,,,,,171951000000.0,,8211000000.0,,38679000000.0,395720000000.0,,16350000000.0,18147000000.0,341294000000.0,,,50850000000.0,,28977000000.0,521528000000.0,-125808000000.0,,357583000000.0,25073000000.0,533000000.0,,383189000000.0,5933000000.0,407095000000.0,,,,413028000000.0,-29839000000.0,,,,789120000000.0,,625691000000.0,8803000000.0,,,636493000000.0,152627000000.0,-1142000000.0,-4162000000.0,278950000000.0,274788000000.0,,,,,,,,,,,,,,,,,,,,,,,,,158000000.0,,,,,,,,,0
000002.SZ,20211029,20211029,20210930,1,1,3,,,348389989194.38,,,,,,,,,,,,,22258964771.53,370648953965.91,267381940331.37,15391884313.78,52246335378.76,,,,,,34409106904.69,369429266928.6,1219687037.31,5339954707.73,261760761.16,1784263737.18,44257343.72,2121597922.47,9551834472.26,4467650241.53,18054936871.45,14176552999.15,414762939.48,,37113903051.61,-27562068579.35,58920440094.18,14977364163.0,,101750656077.61,-20577954520.2,65635323283.84,34504399036.42,11528475127.21,2225469570.47,122382289588.59,-20631633510.98,-22643692.75,-46996658745.77,185662379706.96,138665720961.19,27852851820.43,27852851820.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000004.SZ,20211027,20211027,20210930,1,1,3,,,108234159.22,1774834.17,,,,,,,,,,,,7305000.78,117313994.17,73396387.28,51813401.15,16406661.6,,,,,,29741125.23,171357575.26,-54043581.09,90000000.0,,418885.28,5020.0,600.0,90424505.28,1208738.31,5045000.0,,90000000.0,,96253738.31,-5829233.03,,,,,-41296192.0765,10000000.0,130095.84,,9882.54,10139978.38,-10139978.38,,-70012792.5,180002141.74,109989349.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000005.SZ,20211029,20211029,20210930,1,1,3,,,302776084.7,327638.93,,,,,,,,,,,,152477772.42,455581496.05,278220775.59,42813240.9,14567597.13,,,,,,182732818.03,518334431.65,-62752935.6,195466434.0,,,2000.0,,195468434.0,7467886.54,,,,,7467886.54,188000547.46,46000000.0,,,46000000.0,-138846264.9781,144934832.49,14132169.94,,,159067002.43,-113067002.43,-50663.46,12129945.97,98468249.66,110598195.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20211029,20211029,20210930,1,1,3,,,2594664115.95,,,,,,,,,,,,,18958902782.22,21553566898.17,6894210781.78,130554684.71,496397260.65,,,,,,17717026794.02,25238189521.16,-3684622622.99,,3203363153.43,,4600.0,,3203367753.43,2809754.71,1558000000.0,,,,1560809754.71,1642557998.72,2754670000.0,499700000.0,207698820.2,3466968820.2,-2020323269.5798,1507870000.0,484092658.87,29196.4,49833552.49,2041796211.36,1425172608.84,,-616892015.43,1872491277.28,1255599261.85,4900000.0,4900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000007.SZ,20211029,20211029,20210930,1,1,3,,,133031622.0,2932219.16,,,,,,,,,,,,6800560.47,142764401.63,125710209.9,13416625.98,3659349.58,,,,,,10655058.38,153441243.84,-10676842.21,,10175439.15,,,,10175439.15,1840681.42,,400497.49,,,2241178.91,7934260.24,20579800.0,,20000000.0,49579800.0,,4091573.4,273636.9,,14660573.64,19025783.94,30554016.06,,27811434.09,51044725.23,78856159.32,9000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000008.SZ,20211029,20211029,20210930,1,1,3,,,1634358859.63,32264721.2,,,,,,,,,,,,184194481.19,1850818062.02,1023839012.12,415069396.74,140891234.48,,,,,,356900558.41,1936700201.75,-85882139.73,,825680993.92,8637421.01,466477.35,,834784892.28,265565574.82,912596234.97,,2000000.0,,1180161809.79,-345376917.51,2656780743.46,,,2656780743.46,,2344196111.13,126033463.53,2889600.0,5758666.67,2475988241.33,180792502.13,-171609.13,-250638164.24,716214452.48,465576288.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000009.SZ,20211026,20211026,20210930,1,1,3,,,9684743048.05,147768207.24,,,,,,,,42339137.17,,,,916182420.91,10846109965.2,7565413477.74,1335759540.59,745308813.12,,,,7339903.45,,1275995467.7,10929817202.6,-83707237.4,36717011.0,3610691971.63,10373204.66,156755076.47,1367348756.4,5181886020.16,1202455494.97,4307955947.05,156827539.35,35750000.0,,5702988981.37,-521102961.21,5346799808.51,,,5465694174.34,-2900165013.4853,5176624687.5,774270854.95,137186029.02,89991458.22,6040887000.67,-575192826.33,32772247.9,-1147230777.04,6396094937.39,5248864160.35,118894365.83,118894365.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000010.SZ,20211027,20211027,20210930,1,1,3,,,589352640.41,6938885.72,,,,,,,,,,,,100203075.73,696494601.86,599991227.95,34567022.4,15389861.82,,,,,,245903227.8,895851339.97,-199356738.11,,150000.0,,8021769.86,25752365.95,33924135.81,356040.0,387000.0,,6996378.75,,7739418.75,26184717.06,251000000.0,,48400000.0,299400000.0,-127870478.2007,46334000.0,31055677.34,,100011271.62,177400948.96,121999051.04,,-51172970.01,66715062.7,15542092.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000011.SZ,20211030,20211030,20210930,1,1,3,,,4042420125.09,27939475.62,,,,,,,,,,,,203438724.3,4273798325.01,2887214350.83,531706928.53,1263721854.47,,,,,,134165769.18,4816808903.01,-543010578.0,,,,26112.57,,26112.57,14930846.83,,1822663.42,,,16753510.25,-16727397.68,,,,140000.0,-415618860.2382,100000.0,386900067.44,,,387000067.44,-386860067.44,-526623.85,-947124666.97,4168154911.83,3221030244.86,140000.0,140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
