ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20230309,20230309,20221231,2,1,4,45516000000.0,,,,411157000000.0,43317000000.0,,,,,,248891000000.0,,20737000000.0,,53676000000.0,777778000000.0,,21741000000.0,27713000000.0,332903000000.0,21405000000.0,,74373000000.0,,30036000000.0,643206000000.0,134572000000.0,,491914000000.0,38427000000.0,291000000.0,,530632000000.0,3543000000.0,509231000000.0,,,,512774000000.0,17858000000.0,,,,679189000000.0,20809664559.0624,825906000000.0,11887000000.0,,,840594000000.0,-161405000000.0,6079000000.0,-2896000000.0,225222000000.0,222326000000.0,,,,-35000000.0,1957000000.0,732000000.0,711000000.0,,,-101000000.0,,-4482000000.0,,-4648000000.0,,,-463015000000.0,490377000000.0,,134572000000.0,,,,-2896000000.0,52697000000.0,,71341000000.0,2650000000.0,,4162000000.0,3685000000.0,218164000000.0,221537000000.0,0
000002.SZ,20230331,20230331,20221231,1,1,4,37550909305.14,2615174791.68,323535426593.95,,,,,,,,,,,,,42137975137.88,365673401731.83,250245271176.23,20032554697.91,54255527650.2,,,,,,38389598729.05,362922952253.39,2750449478.44,2924091826.86,7641027227.97,6883638442.44,77833706.51,1639404846.29,19165996050.07,12826705982.86,10158297399.91,8773530830.85,437733033.32,,32196267246.94,-13030271196.87,112299123706.29,30052220000.0,308000000.0,157032761130.04,-34091365052.7268,100872402686.18,33167699516.93,9594500793.65,3778666804.47,153593842269.75,3438918860.29,557113906.23,-6283788951.91,140708459264.4,134424670312.49,14373417423.75,14373417423.75,,449818225.19,3585086826.96,862750402.59,2496568219.3,,,-12758542.64,,-4917066.15,-4093678038.58,-2832335888.37,-149578930.45,196480396802.66,4432582267.29,-241467041249.9,,2750449478.44,,,,-6283788951.91,,,481915638.66,2355556715.06,,134424670312.49,140708459264.4,,,0
000003.SZ,20230429,20230429,20221231,1,1,4,5447262.11,,21550472.03,1692.76,,,,,,,,,,,,1425869.9,22978034.69,3777691.61,8872514.96,253858.11,,,,,,5770765.91,18674830.59,4303204.1,,,,,165000.0,165000.0,4095200.0,,,,,4095200.0,-3930200.0,,,,,-2418097.41,,,,,,0.0,,373004.1,1817511.96,2190516.06,,,,,226119.59,2343.0,1162926.89,,,,,,,,,12143.9,8049126.12,-599912.94,,4303204.1,,,,373004.1,,,-9996804.57,,,2190516.06,1817511.96,,,1
000004.SZ,20230429,20230429,20221231,1,1,4,-595951692.72,314669.63,143466102.03,2023827.14,,,,,,,,,,,,11238765.81,156728694.98,64068996.92,73091321.85,16408450.35,,,,,,36202302.0,189771071.12,-33042376.14,450550000.0,,1317696.29,,,451867696.29,866729.82,,,450550000.0,,451416729.82,450966.47,,,,,-30462483.72,,,,3868125.45,3868125.45,-3868125.45,,-36459535.12,164284483.78,127824948.66,,,,570303218.1,1061074.92,10031273.58,,,,,-700.0,,-1317696.29,-20357678.81,-608812.5,14542566.37,-68081793.1,52782544.08,,-33042376.14,,,,-36459535.12,,,,4240650.6,,127824948.66,164284483.78,,,1
000005.SZ,20230429,20230429,20221231,1,1,4,-160949763.19,-9820936.86,348380454.76,1325051.82,,,,,,,,,,,,136693184.21,486398690.79,209119163.66,70047608.78,48543988.41,,,,,,148675655.61,476386416.46,10012274.33,29245000.0,,72840000.0,40000.0,,102125000.0,20208444.44,,,45532609.67,,65741054.11,36383945.89,80986930.42,,,80986930.42,-421173598.7,141000000.0,10167757.36,,2928222.43,154095979.79,-73109049.37,46636.71,-26666192.44,92092121.84,65425929.4,,,,28077602.84,5181987.75,4460046.94,2785160.14,,,-1909.85,28025.0,,-73944068.09,-4787347.37,-410497.08,3752292.5,-244844921.21,355014591.72,,10012274.33,,,,-26666192.44,,,104414625.95,9448629.01,,65425929.4,92092121.84,,,1
000006.SZ,20230428,20230428,20221231,1,1,4,448042133.28,237825685.89,6600454823.91,196587063.96,,,,,,,,,,,,398748050.42,7195789938.29,2811586924.57,173990758.43,1139829151.09,,,,,,754917548.98,4880324383.07,2315465555.22,,445655827.75,,1482.52,,445657310.27,16969661.4,644000000.0,,,,660969661.4,-215312351.13,3022709075.5,,2320000.0,3025819075.5,1623405434.6912,2586177592.64,584546887.42,398424.61,92108762.04,3262833242.1,-237014166.6,,1863139037.49,2613856258.66,4476995296.15,790000.0,790000.0,,54195107.23,40780817.38,,7372253.08,,,,63251.66,-498630.14,-76134893.82,20912139.2,183020.42,-649570116.23,82738089.89,2128421114.49,,2315465555.22,,,,1863139037.49,,,1566522.83,19415599.74,,4476995296.15,2613856258.66,,,1
000007.SZ,20230429,20230429,20221231,1,1,4,-6328383.24,-551270.83,247140211.2,6311700.77,,,,,,,,,,,,128200917.05,381652829.02,36533312.84,20262399.64,3904031.95,,,,,,164124448.91,224824193.34,156828635.68,113000000.0,4267840.51,104543.24,1697345.2,,119069728.95,6160578.59,1896390.51,,,,8056969.1,111012759.85,11922290.93,,,11922290.93,102142547.08,171775602.33,397831.45,,4241649.93,176415083.71,-164492792.78,1315601.14,104664203.89,58929997.25,163594201.14,,,,,4876638.37,24172.41,2436746.95,,,-177147.22,687.4,-493949.09,717282.44,-1608.4,,-5844428.27,73290601.67,83571019.18,,156828635.68,,,,104664203.89,,,1278050.47,4030223.84,,163594201.14,58929997.25,,,1
000008.SZ,20230422,20230422,20221231,1,1,4,-847260813.31,174688347.91,2462940317.81,55048473.09,,,,,,,,,,,,193678026.65,2711666817.55,1101126662.85,540733169.57,121744792.5,,,,,,374740421.84,2138345046.76,573321770.79,,745399045.74,65534657.0,54490568.6,,865424271.34,193668245.98,732944000.0,20020000.0,,,946632245.98,-81207974.64,2914070141.47,,207993848.07,3122063989.54,418236024.47,3901667875.03,156869615.57,,36562511.88,4095100002.48,-973036012.94,-252336.92,-481174553.71,982993142.68,501818588.97,,,,602456659.61,48037140.46,67842602.29,7737401.5,,,-10788726.46,164445.34,0.0,-65067451.57,-61811129.44,-6547754.76,-28246138.94,246676751.59,419404203.46,,573321770.79,,,,-481174553.71,,,,26036233.11,,501818588.97,982993142.68,,,0
000009.SZ,20230415,20230415,20221231,1,1,4,2468012094.35,559356696.26,23034585699.15,341046768.13,,,,,,,,36058849.78,,,,566249831.53,24166597299.15,19041589518.74,2593054145.12,1068395531.76,,,,5492806.68,,1167589150.24,23876121152.54,290476146.61,,6329231675.28,57057780.46,10458930.86,,6396748386.6,3689154522.3,6764759052.28,,,,10453913574.58,-4057165187.98,14751628561.98,,532000000.0,16446847031.47,-1708131132.6027,9597924531.98,1185830260.02,418865581.11,247945970.88,11031700762.88,5415146268.59,88914911.57,1737372138.79,6114461219.78,7851833358.57,1163218469.49,1163218469.49,,161095240.55,617352913.3,70993175.32,63391930.26,,,-2637995.84,10402962.17,17212221.78,-1119448410.52,-92214596.52,77923596.74,-2078812366.8,-6100262656.53,5211296141.94,,290476146.61,,,,1737372138.79,,,127733420.85,133918183.57,,7797428511.07,6063901176.51,54404847.5,50560043.27,0
000010.SZ,20230428,20230428,20221231,1,1,4,-686577607.77,115330435.29,986908813.61,48268.19,,,,,,,,,,,,9197474.98,996154556.78,1381024259.11,58964173.55,54487517.19,,,,,,110847032.84,1605322982.69,-609168425.91,,,,24002.0,,24002.0,1109848.84,87627900.0,,,,88737748.84,-88713746.84,163500000.0,,113453287.18,1000597928.71,-605746751.19,63568000.0,25783987.81,,227823543.27,317175531.08,683422397.63,,-14459775.12,21602526.24,7142751.12,723644641.53,,,583313977.08,5656138.43,112072.56,2816748.66,,,128861.48,154028.2,,,-1785604.02,-392917.98,19530317.37,475964552.88,-1106606800.73,,-609168425.91,,,,-14459775.12,,,,4796240.36,,7142751.12,21602526.24,,,0
