ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20240420,20240420,20240331,2,1,1,,,,,79797000000.0,,,,,,,59601000000.0,,9400000000.0,,26849000000.0,221752000000.0,,8251000000.0,3837000000.0,98651000000.0,,,19900000000.0,,10929000000.0,243134000000.0,-21382000000.0,,115917000000.0,7709000000.0,17000000.0,,123643000000.0,241000000.0,115091000000.0,,,,115332000000.0,8311000000.0,,294764000000.0,,294764000000.0,,268539000000.0,2742000000.0,,,271963000000.0,22801000000.0,923000000.0,10653000000.0,298219000000.0,308872000000.0,,,,,,,,,,,,,,,,,,,,,,,,,25735000000.0,,,,,,,,,0
000002.SZ,20240430,20240430,20240331,1,1,1,,,47787749206.4,,,,,,,,,,,,,6002171764.19,53789920970.59,38583505151.08,5386272137.89,10705932863.89,,,,,,8535630245.74,63211340398.6,-9421419428.01,494096118.3,1448995410.74,1824516912.02,11608886.25,335252684.86,4114470012.17,1172948803.29,484859998.57,213594146.22,23183496.35,,1894586444.43,2219883567.74,14540215204.51,,,14605422204.51,-19543261563.4994,15590112688.06,4457155433.17,1283975060.61,657702690.58,23550004905.11,-8944582700.6,26216537.78,-16119902023.09,96942577448.5,80822675425.41,65207000.0,65207000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000004.SZ,20240430,20240430,20240331,1,1,1,,,28711165.69,,,,,,,,,,,,,1848169.06,30559334.75,4708934.74,20710675.61,2669398.47,,,,,,7356497.64,35445506.46,-4886171.71,8000000.0,,10586.3,,,8010586.3,222884.77,,,33000000.0,,33222884.77,-25212298.47,,,,,,,,,,,,,-30098470.18,92434852.98,62336382.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000005.SZ,20240514,20240514,20240331,1,1,1,,,150450537.36,49940.59,,,,,,,,,,,,12118314.36,162618792.31,130737931.83,9866267.83,1522871.17,,,,,,15163938.39,157291009.22,5327783.09,,,,,,,3158300.0,,,,,3158300.0,-3158300.0,6000000.0,,,6000000.0,-10002059.96,,1880838.64,,,1880838.64,4119161.36,,6288644.45,26608875.86,32897520.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20240427,20240427,20240331,1,1,1,,,462616215.6,,,,,,,,,,,,,264057277.56,726673493.16,407755948.8,30722073.42,223113957.69,,,,,,383648069.35,1045240049.26,-318566556.1,,,,,,,10432212.04,46000000.0,,,,56432212.04,-56432212.04,244277728.48,,,244727728.48,,181528283.2,46583739.6,,20693102.81,248805125.61,-4077397.13,,-379076165.27,3566231752.7,3187155587.43,450000.0,450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000007.SZ,20240429,20240429,20240331,1,1,1,,,45297731.6,1738719.57,,,,,,,,,,,,9329649.81,56366100.98,8512752.27,5917988.03,1477910.96,,,,,,13967979.04,29876630.3,26489470.68,,,59037.01,,,59037.01,7236.31,,,,,7236.31,51800.7,2668233.9,,,2668233.9,-12317410.9802,32925898.72,112872.45,,644324.42,33683095.59,-31014861.69,108606.97,-4364983.34,193063849.27,188698865.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000008.SZ,20240430,20240430,20240331,1,1,1,,,457572764.27,7252155.48,,,,,,,,,,,,40935968.46,505760888.21,262325988.45,187347119.9,68666150.58,,,,,,124090536.45,642429795.38,-136668907.17,,2536394.2,,28783125.14,,31319519.34,9000157.13,,,,,9000157.13,22319362.21,1286125874.98,,281439636.47,1567565511.45,-109971480.21,1367966941.45,35691329.31,,12384221.03,1416042491.79,151523019.66,1837104.93,39010579.63,347432073.82,386442653.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000009.SZ,20240430,20240430,20240331,1,1,1,,,5018816204.4,158873330.43,,,,,,,,342003.92,,,,188523801.69,5377310860.15,3064127439.52,607878179.58,394034537.06,,,,,,365917328.05,4431957484.21,945353375.94,236000.0,402577374.9,2565625.5,5977952.91,,411356953.31,1434388203.05,1204849646.56,152332038.58,,,2791569888.19,-2380212934.88,3236190899.43,,,3488226580.8,-2831972947.5081,803271278.71,134816446.72,,158336903.06,1096424628.49,2391801952.31,-4462132.0,952480261.37,8654096699.59,9606576960.96,252035681.37,252035681.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000010.SZ,20240427,20240427,20240331,1,1,1,,,133714400.53,3625.72,,,,,,,,,,,,963141.87,134681168.12,131782000.83,10858338.69,1068977.4,,,,,,5309990.18,149019307.1,-14338138.98,,,,200.0,,200.0,257110.0,410000.0,,,,667110.0,-666910.0,,,250000.0,250000.0,19284624.13,,513045.96,,477224.46,990270.42,-740270.42,,-15745319.4,23047377.6,7302058.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000011.SZ,20240427,20240427,20240331,1,1,1,,,472839015.15,845965.43,,,,,,,,,,,,80217308.32,553902288.9,751509531.44,262566993.68,127420092.22,,,,,,60266083.63,1201762700.97,-647860412.07,,,,0.0,,0.0,1226930.22,0.0,,,,1226930.22,-1226930.22,394087970.55,,,394087970.55,,90000200.0,48749969.49,,8985031.41,147735200.9,246352769.65,9181.92,-402725390.72,2733139135.12,2330413744.4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
