ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20240816,20240816,20240630,2,1,2,25879000000.0,,,,254637000000.0,,,,,,,115675000000.0,,10000000.0,,104272000000.0,508784000000.0,,11997000000.0,12207000000.0,50631000000.0,,,45760000000.0,,14206000000.0,395062000000.0,113722000000.0,,274831000000.0,19185000000.0,81000000.0,,294097000000.0,631000000.0,265373000000.0,,,,266004000000.0,28093000000.0,,,,452944000000.0,,579663000000.0,18881000000.0,,,599825000000.0,-146881000000.0,1032000000.0,-4034000000.0,298219000000.0,294185000000.0,,,,2000000.0,830000000.0,397000000.0,304000000.0,,,-1000000.0,,-2205000000.0,,3412000000.0,,,-207272000000.0,282854000000.0,,113722000000.0,,,,-4034000000.0,47135000000.0,,23151000000.0,1155000000.0,,3339000000.0,3687000000.0,290846000000.0,294532000000.0,0
000002.SZ,20240831,20240831,20240630,1,1,2,-8520745012.81,2204759370.04,103845517758.89,,,,,,,,,,,,,9231254801.31,113076772560.2,69446220711.83,9663405012.15,20759480033.61,,,,,,18383992613.71,118253098371.3,-5176325811.1,1275728989.76,1700352013.68,2554993308.1,2466269676.22,1231945512.24,9229289500.0,2467999941.47,1524603811.44,243351584.15,17813379.48,,4253768716.54,4975520783.46,59993297687.56,,,60235231909.19,-12879090960.1,52377662979.41,9180599809.14,2539872703.71,1330372056.68,67093801230.64,-6858569321.45,102957923.36,-6956416425.73,96942577448.5,89986161022.77,241934221.63,241934221.63,,2011490431.19,2179957189.54,732948064.24,378073810.93,,,2546208491.27,,9035244.16,-1714485990.33,-91732789.13,76165780.44,87062444219.8,-21575383409.79,-73715053957.61,,-5176325811.1,,,,-6956416425.73,,,2097093337.36,1142899409.6,,89986161022.77,96942577448.5,,,1
000003.SZ,20240831,20240831,20240630,1,1,2,-811246.91,,5590741.25,,,,,,,,,,,,,843403.85,6434145.1,1584185.21,3959945.48,252973.31,,,,,,671440.91,6468544.91,-34399.81,,,,,,,2490.0,,,,,2490.0,-2490.0,,,,,-86.28,,,,,,,,-36889.81,1579403.34,1542513.53,,,,,105561.24,,182033.34,,,,,,,,,,365651.85,-230146.66,,-34399.81,,,,-36889.81,,,353747.33,,,1542513.53,1579403.34,,,1
000004.SZ,20240823,20240823,20240630,1,1,2,-19843952.23,,53113662.09,,,,,,,,,,,,,2794523.57,55908185.66,17588447.09,38590626.08,4004240.76,,,,,,13852734.49,74036048.42,-18127862.76,100000000.0,,271130.64,,1000.0,100272130.64,1698234.15,,,100000000.0,,101698234.15,-1426103.51,,,,245000.0,-15039673.39,,,,2624196.48,2624196.48,-2379196.48,,-21933162.75,89900771.34,67967608.59,245000.0,,,4981795.22,357684.43,3635438.28,,,,,,,-272130.64,-806861.7,,-3659256.63,-1823616.55,-2502817.36,,-18127862.76,,,,-21933162.75,,,,1805854.42,,67967608.59,89900771.34,,,1
000005.SZ,20240831,20240831,20240630,1,1,2,-14846571.7,4084864.98,195253286.73,307710.84,,,,,,,,,,,,18934866.19,214495863.76,173827315.43,16464021.05,3793259.81,,,,,,26720109.45,220804705.74,-6308841.98,,,,,,,3315700.0,,,,,3315700.0,-3315700.0,34000000.0,,,34000000.0,-38154926.22,28000000.0,2485056.79,,,30485056.79,3514943.21,14230.12,-6095368.65,26608875.86,20513507.21,,,,777067.48,3794602.52,2209709.06,1003590.1,,,0.0,0.0,0.0,-31140965.3,-1325.57,-170048.39,67154136.66,-39149352.07,-19254268.55,,-6308841.98,,,,-6095368.65,,,19006880.56,4075055.74,,20513507.21,26608875.86,,,1
000006.SZ,20240830,20240830,20240630,1,1,2,-415002227.32,107731708.02,1357033035.43,27946131.75,,,,,,,,,,,,237392805.25,1622371972.43,831265890.25,62316335.1,358243474.03,,,,,,404519675.87,1656345375.25,-33973402.82,,46318047.1,,,,46318047.1,10411921.21,131000000.0,,,,141411921.21,-95093874.11,311143143.15,500000000.0,,811593143.15,-193204147.2,1409651030.19,124277683.16,,26776653.93,1560705367.28,-749112224.13,,-878179501.06,3566231408.64,2688051907.58,450000.0,,,389528496.67,21510418.59,,3361625.46,,,,3427.56,-478005.37,-11002040.93,1575613.0,49426.82,2669029708.04,-116595130.46,-2696493546.99,,-33973402.82,,,,-878179501.06,,,3571124.59,9235999.5,,2688051907.58,3566231408.64,,,1
000007.SZ,20240831,20240831,20240630,1,1,2,1991657.94,249247.66,86488194.7,2843607.04,,,,,,,,,,,,14471636.17,103803437.91,15063323.26,10926892.97,10257773.09,,,,,,22485776.87,58733766.19,45069671.72,,,96274.41,615000.0,,711274.41,11476.49,,,,,11476.49,699797.92,5130964.1,,,5130964.1,-5896655.4718,58488171.99,645608.35,,1771600.31,60905380.65,-55774416.55,276124.6,-9728822.31,193063849.27,183335026.96,,,,,2493099.98,10149.72,521202.42,,,-43400.94,62.5,,-96274.41,427840.76,-464600.94,-5704612.46,3092833.41,40770643.65,,45069671.72,,,,-9728822.31,,,,1858403.76,,183335026.96,193063849.27,,,1
000008.SZ,20240830,20240830,20240630,1,1,2,-187519131.03,77993251.44,778318787.16,12924595.12,,,,,,,,,,,,72898777.15,864142159.43,484317198.29,325891207.33,86380740.03,,,,,,149746401.13,1046335546.78,-182193387.35,,2691156.97,,28932692.49,,31623849.46,13685855.5,,,,,13685855.5,17937993.96,2116745874.98,,426732425.78,2543478300.76,-66687386.17,2103826657.92,66389136.34,,230418580.28,2400634374.54,142843926.22,2271517.91,-19139949.26,347432073.82,328292124.56,,,,72580745.43,19965840.21,24445416.23,2433736.24,,,198625.46,99333.44,,-40488152.8,-12161607.87,-4740507.76,-97953706.35,214695150.18,-270501184.71,,-182193387.35,,,,-19139949.26,,,,18758804.54,,328292124.56,347432073.82,,,1
000009.SZ,20240830,20240830,20240630,1,1,2,587513213.73,321308346.79,9398114461.84,219830125.63,,,,,,,,863414.54,,,,448603873.57,10084110412.37,6959124337.43,1253987205.56,782192010.95,,,,,,820203204.57,9815506758.51,268603653.86,4322038.18,1168485696.07,8061712.86,6393613.26,,1187263060.37,2109058760.81,2610590412.95,152846316.14,,,4872495489.9,-3685232429.53,5066722379.11,,,5318758060.48,-1098064769.474,2207030698.62,518411240.47,234212304.45,594748019.95,3320189959.04,1998568101.44,40450388.97,-1377610285.26,8654096699.59,7276486414.33,252035681.37,252035681.37,,92645701.05,500736633.57,46697284.71,28918700.94,,,132250.28,4216594.67,70172287.86,76014608.94,-29195784.65,-29385046.45,-470138263.03,-665361008.99,-336716018.71,,268603653.86,,,,-1377610285.26,,,-27180477.86,73885887.67,,7276486414.33,8649565599.59,,4531100.0,1
000010.SZ,20240831,20240831,20240630,1,1,2,-130008259.76,32376949.49,162061284.53,17501.08,,,,,,,,,,,,1217631.48,163296417.09,160046818.5,12874076.65,2256413.81,,,,,,7241538.75,182418847.71,-19122430.62,,,,3480.0,,3480.0,260610.0,,,425000.0,,685610.0,-682130.0,,,1750000.0,1750000.0,-23232021.98,,2049879.85,,1106697.84,3156577.69,-1406577.69,,-21211138.31,23046415.69,1835277.38,,,,48796501.51,2331861.83,56036.28,118286.96,,,4459.61,8796.71,,,,-184165.37,-9992005.25,-46094120.3,82465237.59,,-19122430.62,,,,-21211138.31,,,,997990.08,,1835277.38,23046415.69,,,1
