ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20210202,20210202,20201231,2,1,4,28928000000.0,,,,335675000000.0,11012000000.0,,,,,,218484000000.0,,20442000000.0,,46996000000.0,653612000000.0,,17829000000.0,24525000000.0,405611000000.0,,,80185000000.0,,23657000000.0,669773000000.0,-16161000000.0,,661967000000.0,36942000000.0,377000000.0,,699286000000.0,3490000000.0,679852000000.0,,,,683342000000.0,15944000000.0,,,,806570000000.0,132639162104.805,690400000000.0,9904000000.0,,,703169000000.0,103401000000.0,-3292000000.0,99892000000.0,179058000000.0,278950000000.0,,,,807000000.0,1531000000.0,1059000000.0,630000000.0,,,26000000.0,,716000000.0,,-3688000000.0,,,-483076000000.0,382515000000.0,,-16161000000.0,,,,99892000000.0,,,69611000000.0,2663000000.0,,3805000000.0,5459000000.0,275145000000.0,173599000000.0,0
000002.SZ,20210331,20210331,20201231,1,1,4,59298116444.53,5145102736.17,472283130715.82,,,,,,,,,,,,,36078780855.97,508361911571.79,318470472700.42,15561462921.17,59397255641.48,,,,,,61744698064.91,455173889327.98,53188022243.81,17257903571.86,4636886080.38,3903163650.08,62313156.81,4704049890.99,30564316350.12,7208297858.47,12937284477.77,4143334783.53,478332102.3,,24767249222.07,5797067128.05,106113680208.76,8963038000.0,,153935663151.01,28998635554.3378,110431890971.91,34716050996.39,7474053653.85,29406279570.31,186439923089.84,-32504259938.83,-557101198.03,25923728235.0,159738651471.96,185662379706.96,38858944942.25,31693649391.52,,1980818041.07,2650922637.73,313020411.07,1896823032.06,,,-48381265.04,,-5333532.39,-13511869972.98,-4116268905.2,-50857427.98,-38165029254.17,3636963382.13,31815394142.5,,53188022243.81,,,,25923728235.0,,,224461716.05,2124140058.26,,185662379706.96,159738651471.96,,,0
000003.SZ,20210501,20210501,20201231,1,1,4,-687904.04,,11550787.12,,,,,,,,,,,,,4306253.2,15857040.32,2825751.8,10283608.2,673879.11,,,,,,1881256.17,15664495.28,192545.04,,,,,,,,,,,,,,,,,,994175.41,,,,,,,,192545.04,2830266.18,3022811.22,,,,,254307.28,3879.0,132588.0,,,,,,,,,1329.32,2604866.44,-816509.85,,192545.04,,,,192545.04,,,-1300011.11,,,3022811.22,2830266.18,,,1
000004.SZ,20210428,20210428,20201231,1,1,4,61990293.98,324101.42,183634239.76,1323381.98,,,,,,,,,,,,24968417.59,209926039.33,84378465.69,57053481.91,10999459.34,,,,,,53520706.42,205952113.36,3973925.97,250000000.0,20800000.0,1799054.38,,4833613.99,277432668.37,8777822.64,,,250000000.0,,258777822.64,18654845.73,10000000.0,,,10000000.0,44757608.74,,324101.42,,,324101.42,9675898.58,,32304670.28,147697471.46,180002141.74,,,,59694427.5,1214185.54,5371065.66,36192.1,,,,1945.96,,-1983013.55,-6179056.64,-608812.5,-4911172.57,-120782025.68,9805794.75,,3973925.97,,,,32304670.28,,,,,,180002141.74,147697471.46,,,1
000005.SZ,20210430,20210430,20201231,1,1,4,-386796160.83,27966183.24,547349986.73,,,,,,,,,,,,,108102936.46,655452923.19,386979843.75,70208827.14,20578683.07,,,,,,61311958.95,539079312.91,116373610.28,,20924971.71,40000000.0,5622717.51,,66547689.22,44532104.47,1000.0,,,,44533104.47,22014584.75,286500000.0,,3164451.99,289664451.99,-361689946.19,362357492.49,23996118.07,,8696894.97,395050505.53,-105386053.54,3187.55,33005329.04,65462920.62,98468249.66,,,,603812663.86,6440397.15,4623870.1,1675225.18,,,-1022199.84,,-13.36,-316416017.92,-2047516.51,-269919.29,7032648.51,154268515.76,-64942685.77,,116373610.28,,,,33005329.04,,,67808987.63,,,98468249.66,65462920.62,,,0
000006.SZ,20210331,20210331,20201231,1,1,4,902890101.9,177335630.82,2204641316.2,956216.58,,,,,,,,,,,,98040068.79,2303637601.57,1515576628.52,162658217.43,693905882.71,,,,,,99002368.21,2471143096.87,-167505495.3,,11844347723.75,,113500.0,,11844461223.75,5263129.73,12365000000.0,,,,12370263129.73,-525801905.98,208000000.0,,,208000000.0,-675825895.9456,171190000.0,450470581.82,,456131.5,622116713.32,-414116713.32,-231641.0,-1107655755.6,2980147032.88,1872491277.28,,,,,38815396.26,,5559653.04,,,-59114.27,66962.6,-720736.9,-406205293.03,-43185097.62,-1239416.52,169605735.57,19468007.89,-1022249819.69,,-167505495.3,,,,-1107655755.6,,,-7872208.18,,,1872491277.28,2980147032.88,,,1
000007.SZ,20210429,20210429,20201231,1,1,4,-123038365.96,,44524593.25,,,,,,,,,,,,,7263416.24,51788009.49,9144597.95,15431178.74,7427621.25,,,,,,23143676.39,55147074.33,-3359064.84,35100000.0,207418819.82,,20000000.0,,262518819.82,1305186.64,250567553.66,,,,251872740.3,10646079.52,,,,,210286622.67,,,,,,,,7287014.68,43757710.55,51044725.23,,,,773844.74,4458100.9,63300.0,483661.44,,,-15040.0,8914.94,2616155.81,53378907.03,416532.58,,-1289302.04,10154424.7,-23850032.96,,-3359064.84,,,,7287014.68,,,72510829.46,,,51044725.23,43757710.55,,,0
000008.SZ,20210420,20210420,20201231,1,1,4,-891970904.84,128459525.93,3042557688.63,60371606.4,,,,,,,,,,,,313363582.98,3416292878.01,1590668849.37,595318821.95,250018096.6,,,,,,460247937.15,2896253705.07,520039172.94,,630084006.9,5840818.04,25627751.0,22172300.0,683724875.94,217494713.04,2707426982.0,284353201.9,,,3209274896.94,-2525550021.0,5203494939.9,,,5213152909.9,-283489355.83,3518164183.77,144021316.73,6612000.0,11006861.5,3673192362.0,1539960547.9,-230773.8,-465781073.96,1181995526.44,716214452.48,9657970.0,9657970.0,,716732268.17,45953065.05,54674985.64,8885390.48,,,-1387835.54,308947.51,-624668.95,9504236.65,-27770231.35,-4541436.63,-424183621.37,802142523.23,103856928.96,,520039172.94,0.0,0.0,0.0,-465781073.96,,,,0.0,,716214452.48,1181995526.44,0.0,0.0,1
000009.SZ,20210327,20210327,20201231,1,1,4,1067788613.28,595006511.77,9469433293.94,122647966.77,,,,,,,,73841598.68,,,,400043481.51,10065966340.9,4997970804.04,1472728033.43,1392877785.72,23631751.53,,,13239460.59,,1510376335.69,9410824171.0,655142169.9,105869201.44,8663783858.49,9540023.09,23260826.54,546676582.37,9349130491.93,1032595297.06,8045231782.9,46688723.81,,,9124515803.77,224614688.16,6050204245.5,,20000000.0,7762377620.5,69091818.1226,6474507562.84,892218372.86,114427818.46,65433061.89,7432158997.59,330218622.91,-54374505.26,1155600975.71,5240493961.68,6396094937.39,1692173375.0,1692173375.0,,143530550.12,449343370.23,55734287.52,58226148.45,,,-7652402.71,5129033.08,-510294065.07,-557518271.87,96916334.15,15920610.82,-35852728.14,-1190783671.26,205216045.96,,655142169.9,,,,1155600975.71,,,256108768.93,,,5966760050.99,5080077839.39,429334886.4,160416122.29,0
000010.SZ,20210421,20210421,20201231,1,1,4,76354376.87,84422127.9,642795384.35,17326526.33,,,,,,,,,,,,123321357.19,783443267.87,867977810.17,65013447.05,94031333.61,,,,,,117218578.6,1144241169.43,-360797901.56,,,,35701000.0,60228312.86,95929312.86,1019309.72,4900000.0,,,,5919309.72,90010003.14,,,1287103085.16,1287103085.16,244025110.9504,75318924.6,29015908.03,,925200000.0,1029534832.63,257568252.53,,-13219645.89,79802915.44,66583269.55,,,,46454847.83,8990648.78,186578.96,3802531.57,,,,396.0,-18420880.0,-27177176.35,-13701321.51,-7069876.73,-2906564.78,-621105931.95,108803432.12,,-360797901.56,,,,-13219645.89,,,,,,66583269.55,79802915.44,,,1
