ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20180420,20180420,20180331,2,1,1,,,,,59227000000.0,14245000000.0,,,,,,44500000000.0,,,,20940000000.0,183047000000.0,,6649000000.0,2578000000.0,78639000000.0,,,15658000000.0,,6870000000.0,141605000000.0,41442000000.0,,113266000000.0,7281000000.0,,,120547000000.0,27000000.0,117298000000.0,,,,117325000000.0,3222000000.0,,199253000000.0,,199253000000.0,,187200000000.0,1551000000.0,,,188751000000.0,10502000000.0,-1302000000.0,53864000000.0,137023000000.0,190887000000.0,,,,,,,,,,,,,,,,,,,,,,,,,13944000000.0,,,,,,,,,0
000002.SZ,20180426,20180426,20180331,1,1,1,,,80706452702.94,,,,,,,,,,,,,17518154173.96,98224606876.9,56873481622.65,3643485379.71,10789870562.18,,,,,,54671422538.42,125978260102.96,-27753653226.06,636279861.06,390009293.91,195743631.21,163780.5,85584279.01,1307780845.69,860647952.8,48539198865.94,787201700.99,1427070000.05,,51614118519.78,-50306337674.09,27400806144.4,,,31480041986.82,-79336719468.369,29129613487.21,3674863859.12,234575521.67,,33436949841.22,-1956907854.4,-347088333.59,-80363987088.14,164326007371.3,83962020283.16,4079235842.42,4079235842.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000003.SZ,20180427,20180427,20180331,1,1,1,-4563640.66,,10123889.26,,,,,,,,,,,,,914025.39,11037914.65,6790448.68,7068560.46,332031.84,,,,,,2953966.99,17145007.97,-6107093.32,86291.03,10000000.0,,,,10086291.03,49428.91,,,,,49428.91,10036862.12,,,,,2045843.98,,,,,,,-101392.29,3828376.51,20839063.19,24667439.7,,,,,78893.5,759.75,52488.97,,,,,,-86291.03,,,7732.43,-4233805.99,2636769.71,,-6107093.32,,,,3828376.51,,,,,,24667439.7,20839063.19,,,0
000004.SZ,20180428,20180428,20180331,1,1,1,,,79869755.7,,,,,,,,,,,,,7373177.69,87242933.39,10934576.94,3834966.65,13618646.12,,,,,,49981261.97,78369451.68,8873481.71,,,,,,,218715.58,,,,,218715.58,-218715.58,,,,21000000.0,3575429.4326,,,,,,21000000.0,,29654766.13,105814980.84,135469746.97,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000005.SZ,20180421,20180421,20180331,1,1,1,,,193182266.29,11207.06,,,,,,,,,,,,63106829.21,256300302.56,75972339.56,10100311.22,5029879.3,,,,,,162293912.93,253396443.01,2903859.55,,,,,,,775306.93,,,,,775306.93,-775306.93,276500000.0,,,276500000.0,-46796032.15,267500000.0,8666677.31,,,276166677.31,333322.69,,2461875.31,49405704.97,51867580.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000006.SZ,20180427,20180427,20180331,1,1,1,,,165928417.48,,,,,,,,,,,,,595125990.21,761054407.69,366953414.38,36444584.92,37740201.19,,,,,,469705064.78,910843265.27,-149788857.58,0.0,0.0,352049.55,,,352049.55,39565.04,,,,,39565.04,312484.51,150000000.0,,,150000000.0,-252998370.8826,1942900000.0,107928159.04,,,2050828159.04,-1900828159.04,-167024.2,-2050471556.31,2941952030.25,891480473.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000007.SZ,20180428,20180428,20180331,1,1,1,,,9540733.85,,,,,,,,,,,,,2843952.13,12384685.98,775055.87,2358491.67,2358355.11,,,,,,11322622.91,16814525.56,-4429839.58,,700021.0,,,,700021.0,,723031.85,,,,723031.85,-23010.85,,,,,4300770.8,,,,,,,,-4452850.43,8843626.97,4390776.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000008.SZ,20180428,20180428,20180331,1,1,1,,,385937267.75,21206343.53,,,,,,,,,,,,7613271.1,414756882.38,220766857.46,173864452.86,162048777.82,,,,,,273290057.43,829970145.57,-415213263.19,424971.54,2626901638.83,9542690.03,254550.0,,2637123850.4,9948941.17,2190432900.0,,81219739.6,,2281601580.77,355522269.63,,,,,118847635.8153,230254237.28,12523293.76,,1011621.99,243789153.03,-243789153.03,-92129.7,-303572276.29,1025942755.05,722370478.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000009.SZ,20180428,20180428,20180331,1,1,1,,,1802654988.78,4155773.46,,,,,,,,13195205.45,,,,551164647.91,2371170615.6,924861549.01,282949360.08,270341770.84,726538.75,,,2352624.34,,789176282.79,2270408125.81,100762489.79,6321859.11,882777506.56,3193482.96,590995.12,,892883843.75,359299922.03,849720424.75,,,,1209020346.78,-316136503.03,1741059992.98,,,1768245492.98,-786579342.2715,1823997748.86,145887972.11,,,1969885720.97,-201640227.99,-15330309.44,-432344550.67,3717560727.35,3285216176.68,27185500.0,27185500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000010.SZ,20180427,20180427,20180331,1,1,1,,,223262080.5,,,,,,,,,,,,,77282900.34,300544980.84,234759632.83,23260514.14,16530063.41,,,,,,109314738.2,383864948.58,-83319967.74,,,3567.12,,,3567.12,100987.0,,,,,100987.0,-97419.88,138000000.0,,30000000.0,168000000.0,-95064894.32,131000000.0,7741762.93,,46777000.0,185518762.93,-17518762.93,,-100936150.55,166696058.8,65759908.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
