ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20220818,20220818,20220630,2,1,2,22088000000.0,,,,298156000000.0,,,,,,,123815000000.0,,8954000000.0,,63014000000.0,523144000000.0,,13088000000.0,16378000000.0,195267000000.0,13779000000.0,,34288000000.0,,13690000000.0,372661000000.0,150483000000.0,,267658000000.0,20217000000.0,104000000.0,,287979000000.0,616000000.0,298016000000.0,,,,298632000000.0,-10653000000.0,,,,381613000000.0,,535451000000.0,5288000000.0,,,542038000000.0,-160425000000.0,3078000000.0,-17517000000.0,225222000000.0,207705000000.0,,,,-49000000.0,964000000.0,321000000.0,349000000.0,,,-55000000.0,,-3248000000.0,,-1088000000.0,,,-211420000000.0,308923000000.0,,150483000000.0,,,,-17517000000.0,38202000000.0,,,,,3596000000.0,3685000000.0,204109000000.0,221537000000.0,0
000002.SZ,20220831,20220831,20220630,1,1,2,18102741280.26,223723514.69,161579624843.31,,,,,,,,,,,,,22176844898.75,183756469742.06,113919165943.15,10956147039.32,34499892964.72,,,,,,16093243301.71,175468449248.9,8288020493.16,1638697069.15,1337702798.16,2208054980.8,44212827.69,992381755.46,6221049431.26,5146208131.47,1879618259.3,3833056917.98,214668315.74,,11073551624.49,-4852502193.23,60692775492.93,11477306440.35,453220000.0,75318542715.75,-963649520.1373,62953253864.41,9847380416.68,3853745108.23,2504527251.14,82056665999.43,-6738123283.68,501867687.95,-2800737295.8,140708459264.4,137907721968.6,2695240782.47,2695240782.47,,,1586589224.12,1702304949.05,,,,-8300014.44,,-18534686.03,-620246126.77,-1198891332.92,-89519053.61,60823911320.14,2023504634.05,-75503741074.67,,8288020493.16,,,,-2800737295.8,,,241561476.6,1022916382.69,,137907721968.6,140708459264.4,,,1
000003.SZ,20220830,20220830,20220630,1,1,2,-526457.3,,5088677.21,,,,,,,,,,,,,100030.84,5188708.05,3957108.54,992699.16,190574.12,,,,,,184661.97,5325043.79,-136335.74,,,,,,,,,,,,,,,,,,316.99,,,,,,,,-136335.74,1817511.96,1681176.22,,,,,113984.69,804.0,181526.85,,,,,,,,,-313.88,-182486.57,278707.02,,-136335.74,,,,-136335.74,,,,,,1681176.22,1817511.96,,,1
000004.SZ,20220825,20220825,20220630,1,1,2,-35986066.44,,64280315.37,1692990.91,,,,,,,,,,,,7549061.98,73522368.26,39457019.51,32983844.66,12827414.42,,,,,,21854483.87,107122762.46,-33600394.2,196000000.0,,799165.54,,,196799165.54,346326.54,,,196000000.0,,196346326.54,452839.0,,,,,-33785375.38,,,,1047516.43,1047516.43,-1047516.43,,-34195071.63,164284483.78,130089412.15,,,,6783934.66,567477.6,4965375.49,,,,,,,-32811.47,-4734214.13,-304406.25,,42384066.5,-48840418.84,,-33600394.2,,,,-34195071.63,,,,1596668.68,,130089412.15,164284483.78,,,1
000005.SZ,20220827,20220827,20220630,1,1,2,4135757.09,4269573.63,135082245.64,158951.82,,,,,,,,,,,,128644224.62,263885422.08,92596884.09,29224364.01,43102365.01,,,,,,68311035.95,233234649.06,30650773.02,4692501.0,350000.0,35.99,,,5042536.99,4571551.45,350000.0,,30139250.14,,35060801.59,-30018264.6,17000000.0,,,17000000.0,-34645363.99,50950000.0,4860236.39,,,55810236.39,-38810236.39,10254.02,-38167473.95,92092121.84,53924647.89,,,,-888795.68,1859229.11,2229398.47,389708.57,,,,,,-39493197.58,-317746.38,-243080.71,43629884.88,77221160.84,-55915686.43,,30650773.02,,,,-38167473.95,,,3939530.4,4812680.9,,53924647.89,92092121.84,0.0,0.0,1
000006.SZ,20220825,20220825,20220630,1,1,2,240396824.58,119188605.69,2230702055.1,66646083.33,,,,,,,,,,,,520121874.62,2817470013.05,1503850468.12,68711653.49,523093544.21,,,,,,479365103.28,2575020769.1,242449243.95,,,,,,,5112247.44,,,,,5112247.44,-5112247.44,1681389057.69,324805000.0,,2006194057.69,-308750169.5219,779608408.33,414987364.73,,46585823.11,1241181596.17,765012461.52,,1002349458.03,2613856258.66,3616205716.69,,,,,20048421.52,,3209364.38,,,,12126.87,,-36478960.06,29958980.39,6921.28,-42651981.94,-28286996.54,-73843505.57,,242449243.95,,,,1002349458.03,,,1406581.14,9319465.98,,3616205716.69,2613856258.66,,,1
000007.SZ,20220830,20220830,20220630,1,1,2,-11987048.29,441368.24,127048910.95,3244958.8,,,,,,,,,,,,182147978.42,312441848.17,117684004.49,12429863.68,2068670.11,,,,,,92950403.14,225132941.42,87308906.75,,2424674.73,,120000.0,,2544674.73,2829049.88,,,,,2829049.88,-284375.15,1402721.6,,,1402721.6,89515421.02,3151963.37,449044.26,,2295870.12,5896877.75,-4494156.15,,82530375.45,58897322.17,141427697.62,,,,,2382236.42,10294.71,667967.76,,,-12801.78,687.4,-476729.09,768600.95,-15679.93,,703267.62,74581920.53,17381614.64,,87308906.75,,,,82530375.45,,,849472.22,2013735.35,,141427697.62,58897322.17,,,1
000008.SZ,20220831,20220831,20220630,1,1,2,-85324974.43,82152894.8,1066372517.16,27389311.17,,,,,,,,,,,,101841180.22,1195603008.55,417278840.54,296912822.96,62525147.2,,,,,,180019472.94,956736283.64,238866724.91,,720800000.0,13893034.73,15076062.6,,749769097.33,105926029.56,700000000.0,,,,805926029.56,-56156932.23,1422309983.33,,,1422309983.33,129994602.04,1923680586.34,57979765.92,,5711613.1,1987371965.36,-565061982.03,87979.88,-382264209.47,982993142.68,600728933.21,,,,-28086613.36,23989256.35,38947282.19,4312051.54,,,-3233223.03,-500.0,0.0,-61465576.57,128462.8,-1794595.87,-35564509.5,251471341.51,40340683.95,,238866724.91,,,,-382264209.47,,,,12994744.53,,600728533.21,982992742.68,,,1
000009.SZ,20220823,20220823,20220630,1,1,2,1017712779.43,259489952.21,9705189253.1,143027776.6,,,,,,,,22312609.14,,,,632914086.41,10563208952.77,8199486252.25,1142100230.5,598448259.01,,,,4237331.89,,836993833.12,10781265906.77,-218056954.0,4312000.0,1729038445.38,19278540.74,1592722.96,,1754221709.08,1862457346.05,1990544266.59,,,,3853001612.64,-2098779903.56,6544962258.42,,,6755589447.85,-1264605506.9871,3891872634.96,352413589.03,91210396.44,62528893.11,4306815117.1,2448774330.75,10029539.84,141967013.03,6114461219.78,6256428232.81,210627189.43,210627189.43,,86481651.92,278781432.94,33920853.29,23585733.17,,,-489381.91,5578833.46,-41659419.48,-112456995.46,-35688908.8,-25259433.74,-2464228055.35,-2483065773.17,3099898451.52,,-218056954.0,,,,141967013.03,,,,62629670.45,,6154257932.76,6063901176.51,102170300.05,50560043.27,1
000010.SZ,20220829,20220829,20220630,1,1,2,11851230.06,37330132.94,794923060.38,52618.44,,,,,,,,,,,,22433464.86,817409143.68,1106378218.09,37641957.6,49897802.79,,,,,,194405680.85,1388323659.33,-570914515.65,,,,,,,109848.84,,,,,109848.84,-109848.84,,,407800000.0,1131444641.53,-175395940.7289,86955983.84,13631997.41,,129875210.5,230463191.75,900981449.78,,329957085.29,21601965.36,351559050.65,723644641.53,,,-5031183.13,2770432.88,56036.28,1145504.96,,,-21616718.69,0.0,0.0,0.0,536425.11,-196234.96,2730747.33,321685838.85,-924160838.72,,-570914515.65,,,,329957085.29,,,,1984111.44,,351559050.65,21601965.36,,,1
