ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20100429,20100429,20100331,2,1,1,,,,,29562150000.0,,1836116000.0,,,,,5525798000.0,,,,1514769000.0,39561183000.0,,1501590000.0,577282000.0,12519645000.0,,,2057478000.0,,1059854000.0,30951546000.0,8609637000.0,,53067191000.0,305625000.0,,,53372816000.0,104051000.0,60019631000.0,,,,60123682000.0,-6750866000.0,,,,,,,370025000.0,,,370025000.0,-370025000.0,,1488746000.0,54703483000.0,56192229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000002.SZ,20100427,20100427,20100331,1,1,1,,,12391917310.91,,,,,,,,,,,,,1019658672.78,13411575983.69,15201450722.95,609565535.89,2003606662.17,,,,,,2397177184.25,20211800105.26,-6800224121.57,34627248.99,,,124484.0,,34751732.99,22032730.53,1114037238.71,313882526.28,,,1449952495.52,-1415200762.53,5227976678.62,,,6009129773.03,-16473464004.8145,1893605139.72,572002620.24,3150000.0,,2465607759.96,3543522013.07,-2202651.15,-4674105522.18,22002774937.38,17328669415.2,781153094.41,781153094.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000004.SZ,20100426,20100426,20100331,1,1,1,,,26687811.55,,,,,,,,,,,,,7805710.94,34493522.49,17968265.39,3308158.2,4636601.04,,,,,,3753443.51,29666468.14,4827054.35,,,,,,,315063.3,,,,,315063.3,-315063.3,,,,19200000.0,4037664.5062,19500000.0,129947.5,,,19629947.5,-429947.5,,4082043.55,79725918.76,83807962.31,19200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000005.SZ,20100430,20100430,20100331,1,1,1,,,9540148.9,,,,,,,,,,,,,5936332.5,15476481.4,,2500780.49,2102190.98,,,,,,8614535.19,13217506.66,2258974.74,,,,,,,,,,,,,,30000000.0,,,30000000.0,-19198122.83,24000000.0,862474.74,,,24862474.74,5137525.26,,7396500.0,44027632.17,51424132.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000006.SZ,20100421,20100421,20100331,1,1,1,,,364513611.8,,,,,,,,,,,,,25549135.69,390062747.49,328189221.43,9710195.1,77438034.64,,,,,,29554065.76,444891516.93,-54828769.44,,13429220.0,,60000.0,26514583.0,40003803.0,2478366.0,,,27500.0,,2505866.0,37497937.0,360000000.0,,,360000000.0,-492880704.1392,0.0,58100775.0,,,58100775.0,301899225.0,,284568392.56,761375636.44,1045944029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000007.SZ,20100427,20100427,20100331,1,1,1,,,29197364.45,,,,,,,,,,,,,10124604.32,39321968.77,8130550.56,8239789.61,2388698.22,,,,,,22542962.39,41302000.78,-1980032.01,,,,,,,,,,,,,,,,31465.02,31465.02,-6987143.71,750000.0,184687.07,,,934687.07,-903222.05,,-2883254.06,28461165.43,25577911.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000008.SZ,20100423,20100423,20100331,1,1,1,,,1323268.76,,,,,,,,,,,,,1370302.69,2693571.45,1432512.0,378004.65,175623.37,,,,,,232823.8,2218963.82,474607.63,12420000.0,249590.0,24913.43,,,12694503.43,16796.0,451980.0,,,,468776.0,12225727.43,,,,,12253363.85,,,,,,,,12700335.06,31710818.5,44411153.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000009.SZ,20100430,20100430,20100331,1,1,1,,,1204134512.51,3184996.52,,,,,,,,,,,,238352912.34,1445672421.37,634725758.31,56186526.29,159214280.58,,,,,,299829035.44,1149955600.62,295716820.75,1747760.52,291884653.11,707805.33,123166.9,,294463385.86,18539520.41,416828035.08,4994642.21,,,440362197.7,-145898811.84,1434300000.0,,,1440300000.0,-347949220.1695,497377997.0,41661176.27,,131423.21,539170596.48,901129403.52,-4472.27,1050942940.16,1563158886.94,2614101827.1,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000010.SZ,20100423,20100423,20100331,1,1,1,,,34725214.57,,,,,,,,,,,,,1068036.9,35793251.47,23649149.2,5235874.77,5830133.82,,,,,,7050657.69,41765815.48,-5972564.01,,3301726.03,,,,3301726.03,203735.0,,,,,203735.0,3097991.03,,,,0.0,-2331660.89,4231750.0,150520.37,,,4382270.37,-4382270.37,,-7256843.35,24928531.6,17671688.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000011.SZ,20100426,20100426,20100331,1,1,1,,,350943343.07,,,,,,,,,,,,,21973574.72,372916917.79,268908977.84,40955550.93,48163198.4,,,,,,34387275.59,392415002.76,-19498084.97,,1550000.0,,172530.0,,1722530.0,14447943.0,,,,,14447943.0,-12725413.0,212000000.0,,,212000000.0,-265717107.8231,351380000.0,9629609.8,,659500.0,361669109.8,-149669109.8,-6964.33,-181899572.1,830055588.25,648156016.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
