ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20121026,20121026,20120930,2,1,3,,,,,248889240000.0,24668709000.0,,,,,,48979107000.0,,,,2025731000.0,396749023000.0,,5527595000.0,6283474000.0,83028516000.0,50008135000.0,,29296296000.0,,11709302000.0,313966909000.0,82782114000.0,,139805549000.0,8062359000.0,,,147867908000.0,328143000.0,184130056000.0,,,,187033176000.0,-39165268000.0,,,,,,,889863000.0,,,889863000.0,-889863000.0,-11705000.0,42715278000.0,67906367000.0,110621645000.0,,,,,,,,,,,,,,,,,,,,,,,,,16784634000.0,,,,,,,,,0
000002.SZ,20121024,20121024,20120930,1,1,3,,,77182824768.44,,,,,,,,,,,,,12501967613.07,89684792381.51,53534269666.8,2445781948.01,14432062417.68,,,,,,22763229522.51,93175343555.0,-3490551173.49,457101183.72,4000000.0,164871840.7,872394.45,,626845418.87,112265654.26,350450000.0,2065370118.27,121042407.29,,2649128179.82,-2022282760.95,30520605879.3,,,31412255879.83,-6081984573.5635,21328938430.61,6030771133.86,420794978.98,,27359709564.47,4052546315.36,-14016274.96,-1474303894.04,33614111522.85,32139807628.81,891650000.53,891650000.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000004.SZ,20121026,20121026,20120930,1,1,3,,,59768150.83,332158.23,,,,,,,,,,,,6379238.51,66479547.57,32901241.41,12823460.17,11313343.98,,,,,,12633451.5,69671497.06,-3191949.49,,,,5524.0,,5524.0,17655008.4,,,,,17655008.4,-17649484.4,,,,0.0,-67027283.8345,,,,,0.0,0.0,,-20841433.89,57128374.05,36286940.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000005.SZ,20121027,20121027,20120930,1,1,3,,,28985598.45,,,,,,,,,,,,,266182760.47,295168358.92,13326334.77,11390618.83,8648951.0,,,,,,172912675.75,206278580.35,88889778.57,,,,,,0.0,,,,,,0.0,0.0,66200000.0,,,66200000.0,-35798889.07,21200000.0,1446599.74,,142623507.3,165270107.04,-99070107.04,,-10180328.47,16292748.16,6112419.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000006.SZ,20121020,20121020,20120930,1,1,3,,,2885707175.11,,,,,,,,,,,,,131086536.99,3016793712.1,741984679.7,61433810.02,501699104.41,,,,,,175969354.09,1481086948.22,1535706763.88,189371706.69,64648.54,7271707.55,11910.0,,196719972.78,900338.98,,,189371706.69,,190272045.67,6447927.11,1074790000.0,,,1074790000.0,1464705151.0566,1615875000.0,146459935.05,,,1762334935.05,-687544935.05,32737.88,854642493.82,672515276.04,1527157769.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000007.SZ,20121020,20121020,20120930,1,1,3,,,209331897.33,,,,,,,,,,,,,282287555.31,491619452.64,208369653.82,28362790.19,13998632.88,,,,,,135183809.44,385914886.33,105704566.31,,,,450.0,,450.0,404375.27,,,,,404375.27,-403925.27,153332000.0,,,153332000.0,85324178.0187,10079600.0,2984656.73,,60000000.0,73064256.73,80267743.27,,185568384.31,104624897.91,290193282.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000008.SZ,20121027,20121027,20120930,1,1,3,,,7347492.48,,,,,,,,,,,,,670161.14,8017653.62,2091656.0,1970796.05,709872.84,,,,,,4679293.99,9451618.88,-1433965.26,,7000000.0,47525.08,,,7047525.08,920.0,2000000.0,,,,2000920.0,5046605.08,,,,0.0,1502418.38,,,,,0.0,0.0,,3612639.82,35292488.41,38905128.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000009.SZ,20121027,20121027,20120930,1,1,3,,,2969918355.74,28448002.42,,,,,,,,,,,,401208282.8,3399574640.96,1982859019.11,312499771.52,308181178.16,,,,,,503572583.12,3107112551.91,292462089.05,19045787.24,320788644.53,1647942.07,12362634.49,127500000.0,481345008.33,427916291.82,240750478.95,,,,668666770.77,-187321762.44,2510031800.0,,,2521031800.0,-88209674.1355,1603479079.0,327368654.09,3958739.44,,1930847733.09,590184066.91,-277069.72,695047323.8,1153601342.03,1848648665.83,11000000.0,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000010.SZ,20121027,20121027,20120930,1,1,3,,,143599808.48,,,,,,,,,,,,,773627.54,144373436.02,92234716.54,24697260.57,11667194.16,,,,,,19877834.49,148477005.76,-4103569.74,,20000.0,,58000.0,,78000.0,2271828.66,,,,,2271828.66,-2193828.66,25800000.0,,,25800000.0,-12057082.13,14931250.0,1934216.7,,,16865466.7,8934533.3,,2637134.9,8926287.29,11563422.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000011.SZ,20121031,20121031,20120930,1,1,3,,,1585210179.74,,,,,,,,,,,,,18018232.63,1603228412.37,496469948.9,177842182.24,248831302.47,,,,,,92162672.95,1015306106.56,587922305.81,,,9705931.45,735231.0,,10441162.45,2419479.97,,,,,2419479.97,8021682.48,186000000.0,,,186000000.0,552253899.7594,317145212.01,38061321.24,,1584500.0,356791033.25,-170791033.25,38954.51,425191909.55,469313741.57,894505651.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
