ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20120309,20120309,20111231,2,1,4,10390491000.0,,,,126046578000.0,,,,,,,40511111000.0,,17605091000.0,,4334376000.0,299272651000.0,,5287265000.0,5115777000.0,67003852000.0,46446640000.0,,22663033000.0,,6081952000.0,313712024000.0,-14439373000.0,,198003471000.0,6590988000.0,10030000.0,,235962674000.0,849801000.0,226275601000.0,,,,227125402000.0,8837272000.0,,3650000000.0,,6340052000.0,33777295201.8767,,562195000.0,,,562195000.0,5777857000.0,-417197000.0,-241441000.0,68147808000.0,67906367000.0,,,,2148574000.0,467599000.0,286890000.0,165949000.0,,,-2468000.0,,-21138000.0,,-768970000.0,26299000.0,,-235443537000.0,213713502000.0,,-14439373000.0,,,,-241441000.0,,,,,,2235565000.0,836549000.0,65670802000.0,67311259000.0,0
000002.SZ,20120313,20120313,20111231,1,1,4,11599606211.77,509812978.62,103648873001.82,,,,,,,,,,,,,6894667980.25,110543540982.07,84918243555.06,2480848005.23,14698127348.02,,,,,,5056897501.84,107154116410.15,3389424571.92,637601626.55,207894484.1,18757998.26,1115844.63,,865369953.54,261560892.0,1195068075.6,4075842283.38,985466442.61,,6517937693.59,-5652567740.05,23574576259.94,,,27479520259.94,-20415447567.636,19974613437.08,6698048516.13,1426449140.2,,26672661953.21,806858306.73,-26539031.04,-1482823892.44,35096935415.75,33614111523.31,3904944000.0,3904944000.0,,64627174.84,113447760.84,10168803.99,13710234.31,,,-2900631.43,,2868565.33,-699715008.48,-675434048.69,35383126.9,-64093766132.86,-3636173971.49,60041553796.43,,3389424571.92,,,,-1482823892.44,,,,,,33614111523.31,35096935415.75,,,0
000003.SZ,20130427,20130427,20111231,1,1,4,-13722698.98,10529251.71,6775185.6,,,,,,,,,,,,,398248.94,7173434.54,,4409771.92,398920.26,,,,,,2382918.2,7191610.38,-18175.84,,,,,,,31750.0,,,,,31750.0,-31750.0,,,,,270350565.4,,,,,,,,-49925.84,4735874.17,4685948.33,,,,,1664289.97,,,,,,,,,,,-28435.6,351117.28,1188299.78,,-18175.84,,,,-49925.84,,,,,,4685948.33,4735874.17,,,0
000004.SZ,20120421,20120421,20111231,1,1,4,9193067.82,,76353833.73,,,,,,,,,,,,,31727773.01,108081606.74,28028141.28,14970655.22,10728683.8,,,,,,34988386.55,88715866.85,19365739.89,,,,20000.0,,20000.0,7340797.82,,,,,7340797.82,-7320797.82,,,,,11821932.2423,,,,,,,,12044942.07,45083431.98,57128374.05,,,,-331634.12,4878794.12,733047.44,,,,35215.87,,,205961.95,,,1933089.72,823481.13,1894715.96,,19365739.89,,,,12044942.07,,,,,,57128374.05,45083431.98,,,0
000005.SZ,20120424,20120424,20111231,1,1,4,11414651.25,25909731.26,78490154.66,,,,,,,,,,,,,71786406.74,150276561.4,32561175.33,38988047.47,10394265.71,,,,,,33559705.07,115503193.58,34773367.82,,,,641322.52,,641322.52,9236655.26,,,,,9236655.26,-8595332.74,21200000.0,,131000000.0,152200000.0,63878821.9325,114885907.5,65986449.57,,,180872357.07,-28672357.07,-131908.28,-2626230.27,12845212.94,10218982.67,,,,1290225.6,8166745.88,,9128942.77,,,-14130166.81,517258.05,,-2332812.75,283222.53,,-594300.93,-69593957.09,64713828.06,,34773367.82,,,,-2626230.27,,,,,,10218982.67,12845212.94,,,0
000006.SZ,20120418,20120418,20111231,1,1,4,434117007.89,63385505.19,3123758843.42,,,,,,,,,,,,,69474081.58,3193232925.0,1228707888.71,69216226.43,577232661.81,,,,,,119510872.65,1994667649.6,1198565275.4,,,10193262.6,4760.0,,10198022.6,2425178.87,,,,,2425178.87,7772843.73,304655000.0,,,304655000.0,-358788485.9589,2284000000.0,218821642.54,0.0,,2502821642.54,-2198166642.54,-194451.4,-992022974.81,1664538250.85,672515276.04,,,,-1917016.8,15816293.55,554922.82,1248940.78,,,120904.57,,,-10193262.6,-84397565.34,,-609993246.89,-24449292.68,1414272084.91,,1198565275.4,,,,-992022974.81,,,,,,672515276.04,1664538250.85,,,0
000007.SZ,20120223,20120223,20111231,1,1,4,8310538.62,3842009.06,179428280.3,,,,,,,,,,,,,6111031.73,185539312.03,55976885.43,37673648.3,55573298.04,,,,,,53291185.38,202515017.15,-16975705.12,,,,,,,723368.0,,,,,723368.0,-723368.0,,,,316760000.0,-149255202.7119,183372317.57,17886436.85,,,201258754.42,115501245.58,,97802172.46,6822725.45,104624897.91,316760000.0,,,80200.26,4817440.93,27307.9,11167783.92,,,-151.6,,,,5940.34,,269897.02,1228033.42,-54753215.53,8028510.54,-16975705.12,,,,97802172.46,,,,,,104624897.91,6822725.45,,,0
000008.SZ,20120303,20120303,20111231,1,1,4,-539451.82,,14301879.99,,,,,,,,,,,,,359509.94,14661389.93,10344742.05,2559102.78,1067459.43,,,,,,1720156.59,15691460.85,-1030070.92,,243863.03,59003.12,1029.9,,303896.05,91336.22,7337000.0,,,,7428336.22,-7124440.17,,,,,-8885570.73,,,,,,,,-8154511.09,43446999.5,35292488.41,,,,62472.1,1593547.87,16144.4,,,,7717.48,,,88593.85,,,-133052.78,-1969870.01,-156172.01,,-1030070.92,,,,-8154511.09,,,,,,35292488.41,43446999.5,,,0
000009.SZ,20120426,20120426,20111231,1,1,4,380435408.28,138684171.36,3504700744.29,16264162.6,,,,,,,,,,,,755972497.32,4276937404.21,3404677996.55,358633757.47,403196239.62,,,,,,938591412.92,5105099406.56,-828162002.35,36337323.0,1376751590.03,7311503.9,13972450.39,49602265.99,1483975133.31,465624254.61,1181986037.05,130839218.72,,,1778449510.38,-294474377.07,2349685000.0,,,2430885000.0,-2033485239.9192,1424877431.0,335406541.94,5863280.35,,1760283972.94,670601027.06,80290.08,-451955062.28,1605556404.31,1153601342.03,81200000.0,81200000.0,,15654548.97,83350743.21,6319089.56,15087532.94,,,-1899502.92,498485.07,132238535.33,-304848798.89,-31247951.26,-66862713.6,-1423894312.7,-510297385.65,655056178.87,83563969.08,-828162002.35,,,,-451955062.28,,,,,,1141561880.09,1579290118.96,12039461.94,26266285.35,0
000010.SZ,20120427,20120427,20111231,1,1,4,8836865.33,1445058.54,183618718.52,,,,,,,,,,,,,6069236.04,189687954.56,89321047.21,52231441.38,13084902.49,,,,,,28534084.64,183171475.72,6516478.84,,61744.99,6240.0,11000.0,,78984.99,9513030.86,4500000.0,,,,14013030.86,-13934045.87,22800000.0,,,22800000.0,-1801161.7492,22800000.0,1445058.54,,,24245058.54,-1445058.54,,-8862625.57,19001037.46,10138411.89,,,,2865563.87,3464480.9,228426.75,,,,-8657.6,4032.3,1753340.0,-945324.03,-675104.37,-205492.62,-264043.24,-30805852.95,20092136.72,731049.24,6516478.84,,,,-8862625.57,,,,,,10138411.89,19001037.46,,,0
