ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20220427,20220427,20220331,2,1,1,,,,,186820000000.0,59701000000.0,,,,,,62357000000.0,,3442000000.0,,47146000000.0,359715000000.0,,9111000000.0,3763000000.0,107036000000.0,10108000000.0,,16614000000.0,,5025000000.0,212588000000.0,147127000000.0,,131168000000.0,8830000000.0,79000000.0,,140077000000.0,204000000.0,144830000000.0,,,,145034000000.0,-4957000000.0,,223444000000.0,,223444000000.0,,281719000000.0,3030000000.0,,,285397000000.0,-61953000000.0,-477000000.0,79740000000.0,225222000000.0,304962000000.0,,,,,,,,,,,,,,,,,,,,,,,,,8374000000.0,,,,,,,,,0
000002.SZ,20220429,20220429,20220331,1,1,1,,,78074578714.58,,,,,,,,,,,,,17850059263.39,95924637977.97,62233592317.83,6118500022.42,14671419054.25,,,,,,26160316475.85,109183827870.35,-13259189892.38,1111539046.51,758463771.22,805975997.18,12772508.6,877153403.94,3565904727.45,1050321819.24,511101941.88,608956983.45,17112130.78,,2187492875.35,1378411852.1,26366622895.61,9976020000.0,5000000000.0,42997597345.86,-21281855319.7804,26489981869.2,3177293551.95,390149116.6,847253586.36,34631030005.09,8366567340.77,256315862.21,-3257894837.3,140708459264.4,137450564427.1,1654954450.25,1654954450.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000004.SZ,20220430,20220430,20220331,1,1,1,,,42346731.48,1688195.66,,,,,,,,,,,,7693760.52,51728687.66,33501916.68,16529645.9,8388840.21,,,,,,21722519.87,80142922.66,-28414235.0,97000000.0,,248257.97,,,97248257.97,118672.57,,,132000000.0,,132118672.57,-34870414.6,,,,,-64358757.01,,,,459404.7,459404.7,-459404.7,,-63744054.3,169448113.76,105704059.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000005.SZ,20220427,20220427,20220331,1,1,1,,,74227856.48,84491.35,,,,,,,,,,,,29006200.46,103318548.29,57882028.82,11808799.93,1590031.68,,,,,,45954134.73,117234995.16,-13916446.87,,,,,,,4516442.82,,,,,4516442.82,-4516442.82,5000000.0,,,5000000.0,-73926121.6211,29550000.0,2549361.49,,,32099361.49,-27099361.49,,-45532251.18,92092121.84,46559870.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20220428,20220428,20220331,1,1,1,,,897965756.6,,,,,,,,,,,,,324574638.87,1222540395.47,624778596.36,35760718.08,442905519.77,,,,,,241389038.8,1344833873.01,-122293477.54,,0.0,,,,0.0,2407634.26,0.0,,,,2407634.26,-2407634.26,390013472.54,,0.0,390013472.54,-613518785.4237,151450000.0,96761963.3,,20714800.84,268926764.14,121086708.4,,-3614403.4,2613856258.66,2610241855.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000007.SZ,20220430,20220430,20220331,1,1,1,,,63490819.14,1310742.9,,,,,,,,,,,,534597.71,65336159.75,60397407.1,7822015.69,1114918.85,,,,,,2499583.57,71833925.21,-6497765.46,,1224369.37,,,,1224369.37,18046.9,,,,,18046.9,1206322.47,2552502.0,,,2552502.0,,4739227.0,65896.27,,732908.25,5538031.52,-2985529.52,,-8276972.51,58897322.17,50620349.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000008.SZ,20220430,20220430,20220331,1,1,1,,,564978720.7,7705322.36,,,,,,,,,,,,46535151.9,619219194.96,234830030.68,171474006.56,51996322.96,,,,,,98392491.32,556692851.52,62526343.44,,400000000.0,11309647.12,26115.0,,411335762.12,61091234.47,400000000.0,,,,461091234.47,-49755472.35,1083319550.0,,,1083319550.0,-166510192.83,1402090055.56,31096375.58,,1000000.0,1434186431.14,-350866881.14,-323539.15,-338419549.2,982993142.68,644573593.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000009.SZ,20220428,20220428,20220331,1,1,1,,,4172909054.54,42306019.29,,,,,,,,10233787.1,,,,276194042.2,4512263714.73,3692570272.47,519779447.83,326360437.48,,,,1919518.5,,445712061.22,4986341737.5,-474078022.77,10031000.0,733697823.44,,1376167.1,,745104990.54,898032010.61,1465772604.98,,928900.0,,2364733515.59,-1619628525.05,3610628423.22,,,3686128423.22,-2151586349.5977,2065027491.5,117155025.26,,23525736.43,2205708253.19,1480420170.03,-5772621.45,-619058999.24,6114461219.78,5495402220.54,75500000.0,75500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000010.SZ,20220428,20220428,20220331,1,1,1,,,633980111.54,72387.29,,,,,,,,,,,,2969056.57,637021555.4,416499653.74,26580216.29,9982090.54,,,,,,113164218.99,566226179.56,70795375.84,,,,,,,104798.84,,,,,104798.84,-104798.84,,,76150000.0,76150000.0,155319752.5185,8034000.0,6719339.65,,135317594.0,150070933.65,-73920933.65,,-3230356.65,22906437.1,19676080.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000011.SZ,20220427,20220427,20220331,1,1,1,,,505056812.76,523079.87,,,,,,,,,,,,393205832.81,898785725.44,949559047.62,258508367.52,242002874.71,,,,,,211104452.42,1661174742.27,-762389016.83,,,,,,,1300024.45,240634030.0,,,,241934054.45,-241934054.45,86200000.0,,,86200000.0,-785337767.7617,,48154777.5,,1101998.11,49256775.61,36943224.39,-438124.09,-967817970.98,1963966564.41,996148593.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000012.SZ,20220429,20220429,20220331,1,1,1,,,2975194851.0,6174213.0,,,,,,,,,,,,45200715.0,3026569779.0,1997455533.0,592412995.0,232790434.0,,,,,,101853755.0,2924512717.0,102057062.0,,1149600000.0,8095668.0,978036.0,,1158673704.0,784088536.0,1148160000.0,,5319802.0,,1937568338.0,-778894634.0,489156004.0,,,489156004.0,-1051138757.8856,100000000.0,144617231.0,,23817019.0,268434250.0,220721754.0,68620.0,-456047198.0,2756477572.0,2300430374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000014.SZ,20220423,20220423,20220331,1,1,1,,,140247736.6,6478253.29,,,,,,,,,,,,25817178.74,172543168.63,116195079.08,17536749.08,26270597.33,,,,,,10333520.61,170335946.1,2207222.53,,,,,,,121800.0,,,,,121800.0,-121800.0,60000000.0,,,60000000.0,-9518086.475,,2175474.91,,1002989.3,3178464.21,56821535.79,,58906958.32,236417626.07,295324584.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000016.SZ,20220428,20220428,20220331,1,1,1,,,8562218536.27,74729863.58,,,,,,,,,,,,350880406.46,8987828806.31,8525783311.94,608845622.58,87268734.6,,,,,,396859936.13,9618757605.25,-630928798.94,607115559.96,43513336.72,19721203.55,723375.0,25434651.84,696508127.07,868492619.15,178342076.16,,237564897.73,,1284399593.04,-587891465.97,6063777376.75,,42697575.48,6141486952.23,-2207451418.33,4923815316.07,227296185.99,,193931979.72,5345043481.78,796443470.45,1805449.9,-420571344.56,5968347219.03,5547775874.47,35012000.0,35012000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000017.SZ,20220429,20220429,20220331,1,1,1,,,55844910.44,3529.86,,,,,,,,,,,,7532827.46,63381267.76,60349320.0,2086036.96,431259.14,,,,,,9444978.17,72311594.27,-8930326.51,,,,,,,,,,,,,,,,,,-10833567.86,,,,142878.9,142878.9,-142878.9,,-9073205.41,33246957.92,24173752.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000018.SZ,20220901,20220901,20220331,1,1,1,,,880000.0,,,,,,,,,,,,,572857.36,1452857.36,778000.0,555841.2,0.0,,,,,,2049449.06,3383290.26,-1930432.9,,,,,,,,,,,,,,,,,,358.42,,,,,0.0,0.0,,-1930432.9,2629173.56,698740.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000019.SZ,20220426,20220426,20220331,1,1,1,,,2274595769.33,410312.59,,,,,,,,,,,,86691520.11,2361697602.03,1860657953.43,131556978.91,44400768.25,,,,,,108665002.05,2145280702.64,216416899.39,78.69,170000000.0,529827.79,570.0,,170530476.48,58607315.8,145000000.0,,,,203607315.8,-33076839.32,841454144.67,,,841454144.67,122234582.6709,943234984.7,14870798.42,,4764212.49,962869995.61,-121415850.94,-934.41,61923274.72,49370080.2,111293354.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000020.SZ,20220426,20220426,20220331,1,1,1,,,159664080.04,2511993.28,,,,,,,,,,,,29650302.42,191826375.74,90853085.52,14647621.69,8362654.62,,,,,,20765719.15,134629080.98,57197294.76,,,15892.78,156850.0,,172742.78,1100781.83,,,,,1100781.83,-928039.05,13341918.0,,-13000000.0,341918.0,38202834.9281,34754209.0,1643674.55,,,36397883.55,-36055965.55,-12938.38,20200351.78,32802562.9,53002914.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000021.SZ,20220430,20220430,20220331,1,1,1,,,3699852843.94,53292342.75,,,,,,,,,,,,156926059.39,3910071246.08,3686211883.35,723813852.04,51215280.09,,,,,,239961207.87,4701202223.35,-791130977.27,,5266818.0,,18605475.79,,23872293.79,456515059.74,189000000.0,,,,645515059.74,-621642765.95,9663818031.94,,24153403.86,9687971435.8,-1793674308.2565,8486529235.23,29612224.22,,1353492000.0,9869633459.45,-181662023.65,-3292126.55,-1597727893.42,4946495533.09,3348767639.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000023.SZ,20220429,20220429,20220331,1,1,1,,,160747990.53,376908.84,,,,,,,,,,,,29780970.52,190905869.89,103764624.42,19932080.41,6899916.76,,,,,,50329962.8,180926584.39,9979285.5,,,,230000.0,,230000.0,432739.56,,,,,432739.56,-202739.56,103000000.0,,49300000.0,152300000.0,-113877834.79,170187500.0,2036083.34,,2925633.42,175149216.76,-22849216.76,,-13072670.82,238518034.32,225445363.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
