ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20231025,20231025,20230930,2,1,3,,,,,142173000000.0,62227000000.0,,,,,,192773000000.0,,,,25781000000.0,439590000000.0,,18115000000.0,26113000000.0,156072000000.0,383000000.0,,58498000000.0,,19156000000.0,323660000000.0,115930000000.0,,313439000000.0,27943000000.0,146000000.0,,341528000000.0,2173000000.0,289326000000.0,,,,291499000000.0,50029000000.0,,,,648989000000.0,,727434000000.0,10581000000.0,,,740012000000.0,-91023000000.0,3453000000.0,78389000000.0,222326000000.0,300715000000.0,,,,,,,,,,,,,,,,,,,,,,,,,45232000000.0,,,,,,,,,0
000002.SZ,20231028,20231028,20230930,1,1,3,,,219906922116.7,,,,,,,,,,,,,16580731737.97,236487653854.67,162003174599.44,15617043494.62,40558587356.5,,,,,,18073524803.23,236252330253.79,235323600.88,2300940342.46,3298279306.03,3990150100.05,15368428.08,674910482.96,10279648659.58,4955488575.74,5343104151.26,2062701624.06,131537093.05,,12492831444.11,-2213182784.53,72660794933.67,9963600000.0,,89224185478.92,-36602790762.53,77146516760.46,28646203115.89,18111634388.97,1920436913.52,120558236402.95,-31334050924.03,131645608.06,-33180264499.62,134424670312.49,101244405812.87,6599790545.25,3135604940.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000004.SZ,20231028,20231028,20230930,1,1,3,,,91063468.17,410466.19,,,,,,,,,,,,5013041.2,96486975.56,52743069.57,55888915.53,4012304.36,,,,,,23242213.3,135886502.76,-39399527.2,90000000.0,,675414.14,,,90675414.14,265082.42,5004.0,,90000000.0,,90270086.42,405327.72,,,,1210000.0,,,,,2903149.62,2903149.62,-1693149.62,,-40687349.1,127824948.66,87137599.56,1210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000005.SZ,20231028,20231028,20230930,1,1,3,,,168764359.75,38914.14,,,,,,,,,,,,39457812.04,208261085.93,141043637.18,44172990.72,5422862.57,,,,,,52600261.19,243239751.66,-34978665.73,19812800.0,,,,,19812800.0,4739662.89,3575993.01,,10513827.76,,18829483.66,983316.34,30200000.0,,,30200000.0,-124650881.38,38950000.0,4141166.64,,,43091166.64,-12891166.64,20490.04,-46866025.99,65425929.4,18559903.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000006.SZ,20231027,20231027,20230930,1,1,3,,,2941938881.3,14708329.88,,,,,,,,,,,,761018253.24,3717665464.42,2402363833.94,101437815.94,538251014.68,,,,,,706722705.51,3748775370.07,-31109905.65,,1085962458.09,,900.0,,1085963358.09,13327293.21,940000000.0,,,,953327293.21,132636064.88,1615466418.89,1499500000.0,2280000.0,3117846418.89,-89494005.76,2809925190.49,406826760.16,4526.86,20409033.1,3237160983.75,-119314564.86,,-17788405.63,4476995296.15,4459206890.52,600000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000007.SZ,20231031,20231031,20230930,1,1,3,,,162951192.61,5362418.51,,,,,,,,,,,,34872762.71,203186373.83,23158574.17,16562851.92,4272116.27,,,,,,36766113.61,80759655.97,122426717.86,,1017993.06,160993.05,1130000.0,,2308986.11,147428.17,8100000.0,,,,8247428.17,-5938442.06,8534190.27,,,8534190.27,-9503495.23,117179544.34,672879.84,,2281266.42,120133690.6,-111599500.33,-559824.39,4328951.08,163594201.14,167923152.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000008.SZ,20231028,20231028,20230930,1,1,3,,,1465916304.36,25699228.71,,,,,,,,,,,,152039319.34,1643654852.41,956613017.63,438917261.83,112467661.17,,,,,,319710295.44,1827708236.07,-184053383.66,,453977295.22,1581315.07,12395.0,,455571005.29,88231985.52,450000000.0,,,,538231985.52,-82660980.23,2969612950.25,,10980056.46,2980593006.71,-404152443.97,2820878502.19,115908661.1,,26161602.22,2962948765.51,17644241.2,-1021082.04,-250091204.73,501818588.97,251727384.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000009.SZ,20231031,20231031,20230930,1,1,3,,,22892339033.12,288235109.24,,,,,,,,8301218.2,,,,793165719.88,24044648618.72,15791369328.4,1984693079.53,1268336805.25,,,,1219108.38,,1074459620.73,20120077942.29,3924570676.43,1531117.77,2686705230.13,33691540.19,51376428.45,17352500.0,2790656816.54,1947760072.06,2759854016.25,,32330833.69,,4739944922.0,-1949288105.46,5690705457.92,,,6086231876.96,-1238598246.1143,6981008093.6,899038508.04,215593145.78,182951831.83,8062998433.47,-1976766556.51,31333863.17,29849877.63,7851833358.57,7881683236.2,395526419.04,395526419.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000010.SZ,20231028,20231028,20230930,1,1,3,,,191785125.52,1051094.45,,,,,,,,,,,,9706431.83,202542651.8,154923907.83,29319597.68,3076619.05,,,,,,28511866.08,215831990.64,-13289338.84,,,,16000.0,,16000.0,,,,,,,16000.0,,,23471723.31,55166723.31,322335119.61,898000.0,8509616.78,,4622218.46,14029835.24,41136888.07,,27863549.23,7142801.24,35006350.47,31695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000011.SZ,20231030,20231030,20230930,1,1,3,,,1722297276.09,14416704.33,,,,,,,,,,,,240994365.07,1977708345.49,1746506968.56,723393519.67,224226839.66,,,,,,223220070.52,2917347398.41,-939639052.92,,,63120.0,78255.52,,141375.52,4084842.48,1816919.56,,,,5901762.04,-5760386.52,841843775.18,,,841843775.18,-946892782.573,32326662.0,357864492.62,,20426594.23,410617748.85,431226026.33,1642658.54,-512530754.57,1509693857.48,997163102.91,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000012.SZ,20231031,20231031,20230930,1,1,3,,,12804613983.0,142833477.0,,,,,,,,,,,,241778916.0,13189226376.0,8894605626.0,1639320393.0,723844134.0,,,,,,307209951.0,11564980104.0,1624246272.0,37246122.0,20000000.0,1151742.0,330178.0,,58728042.0,3356862925.0,20000000.0,696000.0,,,3377558925.0,-3318830883.0,2766410839.0,,12000000.0,2846410839.0,-1789457259.0443,2430592680.0,748477707.0,,46582943.0,3225653330.0,-379242491.0,5115862.0,-2068711240.0,4594018251.0,2525307011.0,68000000.0,68000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000014.SZ,20231031,20231031,20230930,1,1,3,,,921831451.48,2057055.57,,,,,,,,,,,,13362627.95,937251135.0,144660570.83,34268446.65,275684197.76,,,,,,200127008.33,654740223.57,282510911.43,,,,3100.0,,3100.0,11998928.9,,,,,11998928.9,-11995828.9,,,,,-92297407.38,338000000.0,45456365.15,,4103932.39,387560297.54,-387560297.54,457.53,-117044757.48,599505558.67,482460801.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
000016.SZ,20231031,20231031,20230930,1,1,3,,,14031821909.5,168724402.85,,,,,,,,,,,,865953981.35,15066500293.7,12657096771.12,1356531982.05,361381640.24,,,,,,1013931725.05,15388942118.46,-322441824.76,568418046.33,1120024435.49,105809502.45,6336467.5,18818889.67,1819407341.44,1369507381.23,6000000.0,,508612408.68,,1884119789.91,-64712448.47,7922161074.27,,543206827.09,8467184118.17,-3452206526.76,6835894584.88,665357095.47,735000.0,715175678.04,8216427358.39,250756759.78,37092762.35,-99304751.1,5461912010.9,5362607259.8,1816216.81,1816216.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000017.SZ,20231031,20231031,20230930,1,1,3,,,583081972.5,,,,,,,,,,,,,19907425.37,602989397.87,607900711.82,5533619.97,11085555.22,,,,,,18456536.34,642976423.35,-39987025.48,,,,,,,168764.97,,,,,168764.97,-168764.97,,,,,-17667806.9543,,,,,,,,-40155790.45,50922869.35,10767078.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000018.SZ,20231201,20231201,20230930,1,1,3,,,,,,,,,,,,,,,,5719002.32,5719002.32,,4802667.83,,,,,,,7571348.0,12374015.83,-6655013.51,,,,,,,,,,,,,,,,,,-4440567.78,,,,,,,,-6655013.51,6981960.25,326946.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000019.SZ,20231028,20231028,20230930,1,1,3,,,4804377778.1,1345795.03,,,,,,,,,,,,376848080.93,5182571654.06,3515767316.72,313641654.34,146235143.8,,,,,,498822494.09,4474466608.95,708105045.11,,1058726511.34,3893237.81,2069460.15,,1064689209.3,107234979.03,1543000000.0,,280.0,,1650235259.03,-585546049.73,1915923301.73,,,1916413301.73,4059294.7333,1632409374.77,315453972.47,,14613272.64,1962476619.88,-46063318.15,3433603.83,79929281.06,53095469.26,133024750.32,490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000020.SZ,20231030,20231030,20230930,1,1,3,,,455969318.44,79314.83,,,,,,,,,,,,4320495.77,460369129.04,375287685.61,39182627.58,21593804.48,,,,,,35061923.72,471126041.39,-10756912.35,25000000.0,,207317.3,1692395.0,8639.0,26908351.3,690573.25,,,25000000.0,,25690573.25,1217778.05,18053704.5,,,18053704.5,-12126632.5464,49000000.0,713995.93,0.0,,49713995.93,-31660291.43,392315.13,-40807110.6,55541593.9,14734483.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000021.SZ,20231027,20231027,20230930,1,1,3,,,9826741042.16,231215479.15,,,,,,,,,,,,256847908.49,10314804429.8,7283284570.96,1414438635.46,459341742.66,,,,,,366925369.75,9523990318.83,790814110.97,,12991105.13,85397418.9,6629564.4,,105018088.43,906182118.33,36200000.0,,,,942382118.33,-837364029.9,12463618890.0,,3820204937.61,16295323827.61,-332697391.7387,13905201040.0,359057281.8,16875000.0,3538742750.29,17803001072.09,-1507677244.48,24371125.97,-1529856037.44,2969459262.73,1439603225.29,11500000.0,11500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
000023.SZ,20231031,20231031,20230930,1,1,3,,,128125447.77,409149.79,,,,,,,,,,,,72258549.68,200793147.24,118954053.89,37245695.52,6908441.92,,,,,,39147991.99,202256183.32,-1463036.08,281448441.67,,1409.72,490.29,,281450341.68,17179.0,4000.0,,274001000.0,,274022179.0,7428162.68,,,,,-93828382.17,16871043.34,4649506.63,,4681114.1,26201664.07,-26201664.07,,-20236537.47,135169616.57,114933079.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
