ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000001.SZ,20110225,20110225,20101231,2,1,4,6283816000.0,,,,116507521000.0,2218199000.0,,,,,,21206937000.0,,,,3069659000.0,150974006000.0,,3747634000.0,2885964000.0,46575944000.0,18764827000.0,,8579821000.0,,3446806000.0,129227711000.0,21746295000.0,,110133550000.0,3275000000.0,9954000.0,,113418504000.0,837901000.0,127241139000.0,,,,128079040000.0,-14660536000.0,,,,6931130000.0,-9585073368.6693,,548862000.0,,,572564000.0,6358566000.0,,13444325000.0,54703483000.0,68147808000.0,,,,1488116000.0,322211000.0,52458000.0,117783000.0,,,-602000.0,,-18000000.0,,-329069000.0,9073000.0,,-110151738000.0,126727703000.0,,21746295000.0,,,,13444325000.0,2344137000.0,,,,,836549000.0,779169000.0,67311259000.0,53924314000.0,0
000002.SZ,20110308,20110308,20101231,1,1,4,8839610505.04,504227742.57,88119694493.3,,,,,,,,,,,,,2976047156.82,91095741650.12,66645895259.85,1848827752.37,9381585316.9,,,,,,10982177869.55,88858486198.67,2237255451.45,2032857298.14,282454288.12,367769277.76,462241.52,17179172.33,2700722277.87,261938551.22,2183848057.74,1364056191.97,1082538787.4,,4892381588.33,-2191659310.46,27070090551.02,,,29049111986.1,9389373135.3647,11985374651.54,4039207571.75,638540999.59,,16024582223.29,13024529762.81,24034574.57,13094160478.37,22002774937.38,35096935415.75,1979021435.08,1979021435.08,,-545451004.03,95989556.85,8877446.37,11940206.82,,,190379.16,,15054493.43,-777931240.02,-367647073.96,-35168088.98,-35529232749.19,-20484611050.22,50032678243.72,,2237255451.45,,,,13094160478.37,,,,,,35096935415.75,22002774937.38,,,0
000003.SZ,20110428,20110428,20101231,1,1,4,-17014527.26,10520361.87,6786230.6,,,,,,,,,,,,,800451.72,7586682.32,,3450065.78,242461.2,,,,,,6251083.1,9943610.08,-2356927.76,,,,,,,,,,,,,,,,,,-98191505.09,,,,,,,,-2356927.76,,,,,,,5140504.78,,,,,,,,,,,14552.51,130818.4,-1148638.06,,-2356927.76,,,,-2356927.76,,,,,,4735874.17,7092801.93,,,0
000004.SZ,20110423,20110423,20101231,1,1,4,20201272.92,129947.5,110274149.03,,,,,,,,,,,,,16065206.95,126339355.98,85161931.84,13531998.39,14116881.95,,,,,,25266123.38,138076935.56,-11737579.58,,,,442240.0,,442240.0,22917199.7,,,,,22917199.7,-22474959.7,,,,19200000.0,-25368799.638,19500000.0,129947.5,,,19629947.5,-429947.5,,-34642486.78,79725918.76,45083431.98,19200000.0,,,-2658568.37,4031842.42,666158.1,1747666.71,,,111458.34,,,103114.81,,,24197773.23,5939232.31,-66207477.55,,-11737579.58,,,,-34642486.78,,,,,,45083431.98,79725918.76,,,0
000005.SZ,20110430,20110430,20101231,1,1,4,4888566.86,17171325.32,139583263.77,,,,,,,,,,,,,46182811.84,185766075.61,50795727.86,30884731.79,49171989.51,,,,,,48787411.9,179639861.06,6126214.55,,,,,,,7632035.61,,,,,7632035.61,-7632035.61,,,8509300.0,8509300.0,-21650905.27,19698331.5,3302451.26,,,23000782.76,-14491482.76,,-15997303.82,28842516.76,12845212.94,,,,2790199.28,8469914.03,,13299456.95,,,-15000.0,,,355018.61,-1995732.18,,-17605166.92,-26968151.5,5735784.1,,6126214.55,,,,-15997303.82,,,,,,12845212.94,28842516.76,,,0
000006.SZ,20110331,20110331,20101231,1,1,4,496465075.46,101157022.11,2833953054.1,,,,,,,,,,,,,13201432.82,2847154486.92,1287246531.0,54178528.6,327954515.49,,,,,,90951789.65,1760331364.74,1086823122.18,,13429220.0,2541702.2,84911.07,26567580.0,42623413.27,9080448.01,61371.0,,,,9141819.01,33481594.26,1430000000.0,,,1430000000.0,2416743062.1053,1350000000.0,295270294.22,,1728000.0,1646998294.22,-216998294.22,-143807.81,903162614.41,761375636.44,1664538250.85,,,,-201737923.6,20912240.56,,1748385.15,,,8425.07,3999.69,,-29109282.2,-13176100.32,,-133126319.89,-20306392.89,863983993.04,,1086823122.18,,,,903162614.41,,,,,,1664538250.85,761375636.44,,,0
000007.SZ,20110423,20110423,20101231,1,1,4,21700158.05,26532372.7,143808337.67,,,,,,,,,,,,,57775384.74,201583722.41,46607608.26,32795963.08,10671329.92,,,,,,83642818.69,173717719.95,27866002.46,,,,,,,406073.0,,,,,406073.0,-406073.0,,,152000000.0,152000000.0,103263541.9206,154526388.32,46571981.12,,,201098369.44,-49098369.44,,-21638439.98,28461165.43,6822725.45,,,,-21546568.5,7892794.24,33701.17,11241179.4,,,3260.99,986148.84,,,21579.38,,867744.29,37225740.61,-26455634.71,-30636474.0,27866002.46,,,,-21638439.98,,,,,,6822725.45,28461165.43,,,0
000008.SZ,20110225,20110225,20101231,1,1,4,888948.26,,10527637.52,,,,,,,,,,,,,1925181.44,12452818.96,6415257.0,1440940.78,3471547.35,,,,,,1546142.97,12873888.1,-421069.14,12420000.0,534590.0,36099.78,,,12990689.78,326999.64,506440.0,,,,833439.64,12157250.14,,,,,10678716.9784,,,,,,,,11736181.0,31710818.5,43446999.5,,,,-214219.02,1567500.89,,,,,,,,-36099.78,,,-154575.17,-207919.59,-2264704.73,,-421069.14,,,,11736181.0,,,,,,43446999.5,31710818.5,,,0
000009.SZ,20110323,20110323,20101231,1,1,4,441594065.86,117219797.79,2828270248.49,5424484.82,,,,,,,,,,,,1040726753.21,3874421486.52,2997930667.34,278117478.08,402077636.83,,,,,,782644021.24,4460769803.49,-586348316.97,587100.0,2487514816.49,56376811.33,8888823.68,144694287.63,2698061839.13,210268126.57,3241573709.93,10936364.89,,,3462778201.39,-764716362.26,2414243950.0,,,2651278950.0,-1288324425.9469,1049297520.0,186406593.6,31271607.42,,1235704113.6,1415574836.4,-3339550.25,61170606.92,1544385797.39,1605556404.31,237035000.0,237035000.0,,46826985.16,79511508.62,8514903.96,12428226.29,,,1767687.51,44757.09,21891855.76,-273099159.26,-959337.21,42311586.18,-1978283712.58,116050351.81,777140283.66,691882.39,-586348316.97,,,,61170606.92,,,,,,1579290118.96,1544385797.39,26266285.35,,0
000010.SZ,20110429,20110429,20101231,1,1,4,3832468.48,994504.43,158579184.97,,,,,,,,,,,,,2919023.07,161498208.04,110874945.55,24503094.47,12367480.79,,,,,,20722147.74,168467668.55,-6969460.51,,8487627.7,4600.0,,,8492227.7,4133267.6,,,,,4133267.6,4358960.1,14950000.0,,,14950000.0,-419958.4173,14500000.0,3366993.73,,,17866993.73,-2916993.73,,-5527494.14,24528531.6,19001037.46,,,,739797.24,4757056.84,213319.48,-138081.6,,,,,-934087.37,2281007.09,-97414.75,-1378747.38,2563874.87,-5021506.46,-14781651.38,,-6969460.51,,,,-5527494.14,,,,,,19001037.46,24528531.6,,,0
