symbol,datetime,open,high,low,close,volume,amount
920076.BJ,2026-01-22,33.11,34.34,27.68,28.06,161517.37,483136.18
920076.BJ,2026-01-23,27.5,32.48,27.08,29.6,133829.24,397851.21
920076.BJ,2026-01-26,29.23,31.55,28.5,28.59,102655.12,303111.19
920076.BJ,2026-01-27,27.4,27.5,25.91,26.62,79293.4,211186.14
920076.BJ,2026-01-28,26.3,26.8,26.1,26.15,45207.77,118862.91
920076.BJ,2026-01-29,25.93,26.04,25.33,25.37,42168.43,108085.55
920076.BJ,2026-01-30,25.01,25.7,25.01,25.09,20860.71,52794.4
920076.BJ,2026-02-02,25.14,25.34,24.8,24.93,20398.5,50953.7
920076.BJ,2026-02-03,25.3,25.42,24.87,25.14,14378.49,36084.1
920076.BJ,2026-02-04,25.24,25.68,25.0,25.15,17131.23,43272.06
920076.BJ,2026-02-05,25.01,25.17,24.11,24.27,18569.78,45701.39
920076.BJ,2026-02-06,24.2,24.46,24.15,24.25,9051.54,22020.9
920076.BJ,2026-02-09,24.41,24.42,24.18,24.29,12672.47,30773.98
920076.BJ,2026-02-10,24.3,24.3,23.68,23.72,15254.3,36439.1
920076.BJ,2026-02-11,23.67,23.88,23.62,23.64,11794.99,27979.81
920076.BJ,2026-02-12,23.64,23.83,23.56,23.69,10115.2,24016.84
920076.BJ,2026-02-13,23.6,23.98,23.55,23.71,13801.5,32759.07
920076.BJ,2026-02-24,23.85,23.9,23.66,23.75,11194.76,26585.74
920076.BJ,2026-02-25,23.77,24.29,23.72,24.25,22398.49,53995.08
920076.BJ,2026-02-26,24.53,24.95,24.29,24.39,29682.12,73216.25
920076.BJ,2026-02-27,24.2,24.64,23.95,24.41,16206.22,39308.59
920076.BJ,2026-03-02,24.01,24.09,23.36,23.52,19058.63,45156.99
920076.BJ,2026-03-03,23.57,23.89,23.35,23.62,13061.61,30882.22
920076.BJ,2026-03-04,23.55,23.75,22.96,23.05,13703.91,31916.28
920076.BJ,2026-03-05,23.23,23.42,23.07,23.07,5620.23,13063.65
920076.BJ,2026-03-06,23.09,23.24,22.8,23.16,6016.41,13876.55
920076.BJ,2026-03-09,22.97,22.98,22.43,22.57,8906.35,20176.63
920076.BJ,2026-03-10,22.62,23.15,22.59,23.15,7362.47,16875.98
920076.BJ,2026-03-11,23.15,23.61,23.0,23.33,9793.71,22902.0
920076.BJ,2026-03-12,23.32,23.56,23.03,23.2,6835.05,15918.4
920076.BJ,2026-03-13,23.1,23.65,23.09,23.3,8899.73,20819.33
920076.BJ,2026-03-16,23.33,23.41,22.98,23.07,5166.15,11934.42
920076.BJ,2026-03-17,23.09,24.49,23.08,24.15,31567.84,75677.6
920076.BJ,2026-03-18,24.28,24.48,23.8,24.05,22594.35,54576.61
920076.BJ,2026-03-19,23.75,24.29,23.42,23.53,15260.67,36435.59
920076.BJ,2026-03-20,23.42,23.62,22.58,22.62,14288.19,33070.62
920076.BJ,2026-03-23,22.5,22.51,20.63,20.9,12566.62,26852.64
920076.BJ,2026-03-24,21.28,21.52,20.68,21.24,8069.88,16986.8
920076.BJ,2026-03-25,21.21,21.45,21.11,21.37,6236.43,13282.05
920076.BJ,2026-03-26,21.37,21.59,21.07,21.2,3996.46,8535.89
920076.BJ,2026-03-27,20.91,21.4,20.91,21.27,4596.58,9763.61
920076.BJ,2026-03-30,20.97,21.49,20.66,21.39,6386.26,13465.57
920076.BJ,2026-03-31,21.44,21.44,20.83,20.85,5088.9,10753.06
920076.BJ,2026-04-01,21.1,21.34,20.95,21.15,3823.13,8075.0
920076.BJ,2026-04-02,21.71,21.74,20.82,20.91,8168.6,17384.69
920076.BJ,2026-04-03,21.14,21.14,19.65,19.79,11876.7,23932.11
920076.BJ,2026-04-07,19.79,20.1,19.71,19.8,4376.93,8675.18
920076.BJ,2026-04-08,20.1,20.6,20.06,20.6,8995.3,18280.91
920076.BJ,2026-04-09,20.62,20.62,20.1,20.15,4278.86,8679.2
920076.BJ,2026-04-10,20.34,20.57,20.25,20.34,4510.79,9219.77
920076.BJ,2026-04-13,20.19,20.45,20.13,20.3,3400.37,6893.14
920076.BJ,2026-04-14,20.4,20.53,20.33,20.41,1711.4,3499.31
920076.BJ,2026-04-15,20.44,20.72,20.44,20.56,4648.97,9567.12
920076.BJ,2026-04-16,20.56,20.67,20.33,20.66,4969.34,10164.83
920076.BJ,2026-04-17,20.91,21.58,20.46,21.29,16391.34,34590.71
920076.BJ,2026-04-20,21.2,22.0,21.17,21.5,21513.54,46703.65
920076.BJ,2026-04-21,21.5,21.5,20.56,20.66,14029.04,29302.94
920076.BJ,2026-04-22,20.92,21.46,20.8,21.24,15359.31,32604.66
920076.BJ,2026-04-23,21.12,21.38,20.39,20.6,12746.42,26486.39
920076.BJ,2026-04-24,20.55,20.64,20.12,20.14,7129.43,14447.2
920076.BJ,2026-04-27,20.11,20.23,19.8,20.22,5220.86,10440.81
920076.BJ,2026-04-28,20.18,20.23,19.84,19.96,4246.6,8496.74
920076.BJ,2026-04-29,20.46,21.0,20.35,20.99,13577.81,28161.67
920076.BJ,2026-04-30,21.0,21.6,20.8,21.3,12761.46,27099.43
920076.BJ,2026-06-05,13.68,14.36,13.54,14.34,16116.0,22785.25
920076.BJ,2026-06-08,14.35,15.19,14.22,14.7,35152.0,52003.72
920076.BJ,2026-06-09,14.57,14.73,14.2,14.51,16424.54,23690.29
920076.BJ,2026-06-10,14.51,14.68,13.72,13.86,22590.47,31822.81
920076.BJ,2026-06-11,13.78,13.85,12.99,13.06,16132.98,21380.29
920076.BJ,2026-06-12,13.18,13.41,13.05,13.18,9795.44,12963.48
920076.BJ,2026-06-15,13.19,13.35,13.08,13.2,7931.08,10480.17
920076.BJ,2026-06-16,13.38,13.38,12.86,12.9,16960.63,22117.3
920076.BJ,2026-06-17,12.8,12.9,12.5,12.73,19614.07,24919.25
920076.BJ,2026-06-18,12.8,14.42,12.7,13.69,50701.94,69744.81
920076.BJ,2026-06-22,13.58,13.79,13.1,13.78,29167.0,39238939.13
920076.BJ,2026-06-23,13.82,14.79,13.82,13.99,29475.0,42076212.93
920076.BJ,2026-06-24,13.89,14.03,13.34,13.5,20650.0,28148745.37
920076.BJ,2026-06-25,13.59,13.59,12.99,13.07,11236.0,14766527.83
920076.BJ,2026-06-26,13.09,13.1,12.62,12.72,9743.0,12440545.75
920076.BJ,2026-06-29,12.61,12.81,12.32,12.59,8615.0,10750084.62
920076.BJ,2026-06-30,12.53,12.77,12.32,12.34,9320.0,11665716.65
920076.BJ,2026-07-01,12.36,12.68,12.15,12.66,10841.0,13520158.85
920076.BJ,2026-07-03,12.52,12.85,12.44,12.79,9725.79,12297.62
920076.BJ,2026-07-06,12.78,12.94,12.58,12.64,5882.44,7478.31
920076.BJ,2026-07-07,12.6,12.79,12.36,12.45,5852.82,7324.65
920076.BJ,2026-07-08,12.53,12.55,12.3,12.3,3409.29,4217.27
920076.BJ,2026-07-09,12.28,12.72,12.18,12.63,8907.98,11141.13
920076.BJ,2026-07-10,12.61,12.97,12.35,12.85,11464.95,14667.99
920076.BJ,2026-07-13,12.86,12.89,12.46,12.58,5662.66,7100.09
920076.BJ,2026-07-14,12.54,12.64,12.33,12.62,8613.97,10786.53
920076.BJ,2026-07-15,12.55,12.88,12.55,12.77,5583.6,7097.31
920076.BJ,2026-07-16,12.77,12.87,12.55,12.82,5747.59,7336.85
920076.BJ,2026-07-17,12.73,12.88,12.48,12.5,8165.21,10340.39
920076.BJ,2026-07-20,12.5,12.61,12.11,12.35,6673.64,8249.88
920076.BJ,2026-07-21,12.3,12.3,11.54,12.22,11228.26,13418.97
920076.BJ,2026-07-22,12.09,12.38,11.9,12.01,4558.01,5524.76
920076.BJ,2026-07-23,12.07,12.26,11.89,12.21,5827.58,7045.56
920076.BJ,2026-07-24,12.09,12.09,11.87,11.9,5043.59,6025.93
920076.BJ,2026-07-27,11.9,12.25,11.7,12.21,5992.26,7227.5
920076.BJ,2026-07-28,12.07,12.5,12.07,12.29,6899.43,8463.65
920076.BJ,2026-07-29,12.34,12.7,12.27,12.64,8239.55,10283.98
920076.BJ,2026-07-30,12.91,12.91,12.51,12.57,6508.93,8226.37
920076.BJ,2026-07-31,12.65,12.68,12.52,12.58,9015.86,11361.81
920076.BJ,2026-08-03,12.6,12.62,12.47,12.6,4275.98,5367.36
920076.BJ,2026-08-04,12.63,12.66,12.55,12.6,5664.71,7136.41
920076.BJ,2026-08-05,12.62,12.76,12.56,12.72,7306.21,9250.49
920076.BJ,2026-08-06,12.73,12.84,12.56,12.74,6137.01,7813.97
920076.BJ,2026-08-07,12.73,13.07,12.58,12.93,7750.16,9969.77
920076.BJ,2026-08-10,13.05,13.05,12.9,12.94,4144.34,5378.07
920076.BJ,2026-08-11,12.94,12.97,12.71,12.73,4329.79,5557.2
920076.BJ,2026-08-12,12.7,12.84,12.62,12.8,2998.38,3824.54
920076.BJ,2026-08-13,12.85,12.95,12.75,12.75,5020.47,6440.05
920076.BJ,2026-08-14,12.73,12.75,12.61,12.68,2844.76,3600.04
920076.BJ,2026-08-17,12.68,12.95,12.63,12.82,4021.18,5154.7
920076.BJ,2026-08-18,12.88,13.25,12.78,13.1,13203.13,17269.25
920076.BJ,2026-08-19,13.1,13.1,12.66,12.67,5492.55,7030.37
920076.BJ,2026-08-20,12.69,12.84,12.67,12.78,3427.94,4361.36
920076.BJ,2026-08-21,12.67,12.72,12.41,12.65,3705.86,4674.81
920076.BJ,2026-08-24,12.6,12.76,12.56,12.68,3516.31,4431.31
920076.BJ,2026-08-25,12.63,12.78,12.62,12.75,3245.17,4130.49
920076.BJ,2026-08-26,12.66,13.0,12.66,12.86,6120.3,7867.5
920076.BJ,2026-08-27,12.97,12.97,12.77,12.83,4538.28,5832.84
920076.BJ,2026-08-28,12.83,12.97,12.8,12.96,6830.95,8802.2
920076.BJ,2026-08-31,12.88,13.06,12.78,12.98,6664.35,8622.06
920076.BJ,2026-09-01,12.91,13.23,12.91,13.17,8557.45,11178.03
920076.BJ,2026-09-02,13.14,13.65,13.04,13.5,27707.54,37342.68
920076.BJ,2026-09-03,13.4,13.46,13.06,13.17,11520.11,15226.93
920076.BJ,2026-09-04,13.36,13.36,13.05,13.13,7466.38,9852.66
