symbol,datetime,open,high,low,close,volume,amount
588400.SH,2026-06-05,1.322,1.336,1.262,1.273,328095.0,42742.12
588400.SH,2026-06-08,1.187,1.248,1.187,1.219,454401.0,56017.33
588400.SH,2026-06-09,1.246,1.276,1.225,1.274,330551.0,41435.37
588400.SH,2026-07-07,1.332,1.35,1.31,1.325,23600800.0,991700000.0
588400.SH,2026-07-08,1.325,1.357,1.297,1.319,20952200.0,1020480000.0
588400.SH,2026-07-13,1.401,1.428,1.335,1.335,27774400.0,1067940000.0
588400.SH,2026-07-13,1.314,1.335,1.265,1.278,31397800.0,1121460000.0
588400.SH,2026-07-13,1.314,1.335,1.265,1.278,31556800.0,1132610000.0
588400.SH,2026-07-15,1.276,1.317,1.243,1.313,32441900.0,1529560000.0
588400.SH,2026-07-15,1.276,1.317,1.243,1.313,32441900.0,1529560000.0
588400.SH,2026-07-15,0.0,1.314,1.314,1.314,0.0,0.0
