symbol,datetime,open,high,low,close,volume,amount
920821.BJ,2020-03-18,27.53,35.01,27.53,32.26,280.0,899.06
920821.BJ,2020-03-19,39.55,39.55,33.66,34.5,130.0,445.15
920821.BJ,2020-03-20,34.5,34.86,34.5,34.86,80.0,277.44
920821.BJ,2020-04-09,34.86,34.86,34.86,34.86,1.0,3.49
920821.BJ,2020-04-28,35.01,35.03,34.99,34.99,164.0,573.94
920821.BJ,2020-04-29,35.0,38.0,35.0,38.0,15.0,54.0
920821.BJ,2020-04-30,38.0,38.0,38.0,38.0,10.0,38.0
920821.BJ,2020-05-06,36.0,36.0,36.0,36.0,30.0,108.0
920821.BJ,2020-06-01,17.6,17.6,17.6,17.6,10.0,17.6
920821.BJ,2020-06-02,17.0,17.66,17.0,17.66,17.0,29.36
920821.BJ,2020-06-03,17.92,17.92,17.92,17.92,1.0,1.79
920821.BJ,2020-06-05,18.88,18.88,18.88,18.88,1.0,1.89
920821.BJ,2020-06-08,20.18,21.12,20.18,21.12,7.0,14.22
920821.BJ,2020-06-10,21.89,21.92,21.89,21.92,2.0,4.38
920821.BJ,2020-06-11,22.88,25.09,22.88,25.09,3.0,7.11
920821.BJ,2020-06-12,25.0,25.0,25.0,25.0,1.98,4.95
920821.BJ,2020-06-18,24.98,24.99,24.0,24.0,25.0,62.06
920821.BJ,2020-06-22,24.0,24.0,24.0,24.0,13.0,31.2
920821.BJ,2020-06-23,22.0,22.0,22.0,22.0,3.0,6.6
920821.BJ,2020-06-24,21.1,22.0,21.1,21.28,20.0,43.15
920821.BJ,2020-06-29,24.98,28.18,24.98,27.5,33.98,89.29
920821.BJ,2020-06-30,28.0,31.0,28.0,31.0,24.88,72.74
920821.BJ,2020-07-01,33.0,38.0,33.0,37.97,22.35,76.54
920821.BJ,2020-07-02,38.38,39.99,38.38,39.99,47.0,182.48
920821.BJ,2020-07-03,44.08,44.97,43.76,43.76,22.0,96.64
920821.BJ,2020-07-06,46.87,49.54,46.85,48.98,36.57,173.34
920821.BJ,2020-07-07,54.0,55.87,54.0,55.86,12.0,66.67
920821.BJ,2020-07-08,58.88,58.88,55.8,58.85,10.0,58.56
920821.BJ,2020-07-09,60.0,60.0,58.5,58.67,52.0,305.79
920821.BJ,2020-07-10,60.0,60.0,60.0,60.0,7.0,42.0
920821.BJ,2020-07-13,58.18,58.18,56.99,56.99,19.0,109.06
920821.BJ,2020-07-14,56.89,56.89,56.79,56.79,7.0,39.76
920821.BJ,2020-07-15,58.5,58.5,58.0,58.0,13.0,75.55
920821.BJ,2020-07-16,48.0,56.88,48.0,56.88,20.0,96.89
920821.BJ,2020-07-17,58.0,58.0,48.1,54.99,18.94,105.86
920821.BJ,2020-07-20,54.99,54.99,54.8,54.8,9.0,49.39
920821.BJ,2020-07-21,54.0,54.0,54.0,54.0,4.0,21.6
920821.BJ,2020-07-24,54.0,54.0,54.0,54.0,3.0,16.2
920821.BJ,2020-07-27,40.0,40.0,40.0,40.0,22.5,90.0
920821.BJ,2020-07-28,40.0,54.89,25.26,54.89,4.01,16.06
920821.BJ,2020-08-05,59.89,59.89,59.89,59.89,1.0,5.99
920821.BJ,2020-08-11,44.99,44.99,44.84,44.84,9.0,40.39
920821.BJ,2020-08-12,40.89,40.89,40.83,40.83,11.0,44.92
920821.BJ,2020-08-14,35.0,35.5,35.0,35.46,29.0,102.77
920821.BJ,2020-08-17,33.58,36.0,33.58,36.0,19.0,64.09
920821.BJ,2020-08-18,37.96,37.96,37.89,37.89,13.1,49.64
920821.BJ,2020-08-19,35.68,37.0,35.68,37.0,42.91,158.11
920821.BJ,2020-08-20,39.67,39.67,39.67,39.67,1.0,3.97
920821.BJ,2020-08-26,42.88,45.7,42.88,45.7,2.0,8.86
