ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
00007.HK,2002,2,2002-09-30,2002-09-30,30649987.20,,28051272.20,-2162767.30,,-435947.70,,2026-07-09 09:09:21.575488+08:00,
00007.HK,2002,4,2002-03-31,2002-03-31,-58265876.00,,-54379433.00,-5003676.00,,8890119.00,,2026-07-09 01:13:07.607193+08:00,
00010.HK,2002,4,2002-06-30,2002-06-30,390406860.00,,-546845360.00,454254980.00,,-1391507200.00,,2026-07-09 01:13:07.929292+08:00,
00018.HK,2002,2,2002-09-30,2002-09-30,305683133.00,,85131782.00,-31128362.90,,-189422988.10,,2026-07-09 09:09:23.325194+08:00,
00018.HK,2002,4,2002-03-31,2002-03-31,575818493.00,,342810161.00,41157251.00,,-274165583.00,,2026-07-09 01:13:08.952004+08:00,
00021.HK,2002,2,2002-06-30,2002-06-30,3393920.00,,-149226420.00,-152620340.00,,,,2026-07-09 09:09:23.667663+08:00,
00021.HK,2002,4,2002-12-31,2002-12-31,15279840.00,,-413298450.00,-428578290.00,,,,2026-07-09 01:13:09.421472+08:00,
00022.HK,2002,2,2002-09-30,2002-09-30,136642556.10,,109331652.50,-38979664.30,,11668760.70,,2026-07-09 09:09:23.834565+08:00,
00022.HK,2002,4,2002-03-31,2002-03-31,551416554.00,,700041434.00,406619762.00,,-257994882.00,,2026-07-09 01:13:09.972119+08:00,
00025.HK,2002,4,2002-03-31,2002-03-31,55920005.00,,-21955273.00,-333589010.00,,255713732.00,,2026-07-09 01:13:35.003361+08:00,
00025.HK,2002,2,2002-09-30,2002-09-30,54651506.80,,121428936.00,-30235253.50,,90431039.20,,2026-07-09 09:09:25.016981+08:00,
00026.HK,2002,4,2002-06-30,2002-06-30,39525380.20,,347194834.20,459836917.80,,-152167463.80,,2026-07-09 01:13:35.110327+08:00,
00029.HK,2002,2,2002-12-31,2002-12-31,116551224.00,,-41567531.40,-143989147.80,,-14180540.40,,2026-07-09 09:09:25.403998+08:00,
