ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2024,2,2024-08-16,5.4242,NaN,NaN,0.4564,,NaN,0.4697,0.1378,1.9380,91.6255,11.9410,NaN,NaN,-12.9534,-12.9534,,NaN,21.2268,2026-04-19 21:14:31.274445+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2024,3,2024-10-19,8.2528,8.2568,NaN,0.7011,,39748000000.00,-2.4018,-2.5493,0.2372,91.4641,11.7152,NaN,NaN,-12.5766,-12.5766,,1.9400,21.6699,2026-04-19 21:14:33.071752+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2024,4,2025-03-15,9.2038,9.2720,NaN,0.7838,,44838000000.00,-4.6989,-5.1630,-4.1912,91.4228,11.6588,NaN,NaN,-10.9315,-10.9315,,2.1500,21.8951,2026-04-19 21:14:35.104892+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2024,1,2024-04-20,3.1176,3.1122,NaN,0.2639,,14906000000.00,1.0071,0.8602,2.2600,91.5248,11.7991,NaN,NaN,-14.0317,-14.0317,,0.6600,21.4178,2026-04-19 21:14:29.379536+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2024,4,2025-04-01,-21.8230,-20.0214,-2.9938,-3.4899,10.1731,-45393719289.83,-256.0381,-258.3153,-506.8052,73.6558,3.7959,1.2760,0.5542,-26.3157,-26.3157,,-4.1700,16.9870,2026-04-19 21:14:35.104892+08:00,2026-05-04 20:25:54.183986+08:00
000002.SZ,2024,2,2024-08-31,-4.0013,-3.0918,-0.4087,-0.5821,8.1152,-7613049208.23,-138.0042,-138.9177,-199.8179,72.9370,3.6951,1.3710,0.5821,-28.9278,-28.9278,,-0.8309,20.2568,2026-04-19 21:14:31.274445+08:00,2026-05-04 20:25:48.074460+08:00
000002.SZ,2024,1,2024-04-30,-0.1444,-0.6680,0.1106,0.0223,10.8216,-1674616092.64,-83.3843,-83.4733,-125.0356,72.7070,3.6639,1.3847,0.5471,-10.0474,-10.0474,,-0.0305,21.0074,2026-04-19 21:14:29.379536+08:00,2026-05-04 20:25:45.423016+08:00
000002.SZ,2024,3,2024-10-31,-7.4008,-5.9672,-0.8311,-1.1459,9.5021,-14467604594.34,-151.9886,-153.8096,-231.7280,72.4164,3.6253,1.3535,0.5819,-24.2548,-24.2548,,-1.5132,19.6233,2026-04-19 21:14:33.071752+08:00,2026-05-04 20:25:51.213313+08:00
000003.SZ,2024,2,2024-08-31,-2.2241,NaN,-1.8179,-1.8178,15.8649,NaN,63.1719,65.5348,65.5348,18.2240,1.2229,0.5060,0.5060,2.2115,2.2115,,NaN,0.0901,2026-04-19 21:14:31.274445+08:00,2026-05-04 20:25:48.074460+08:00
000003.SZ,2024,4,2025-06-26,-28.1413,-34.6861,-18.8909,-18.8814,19.8393,-5490223.62,-77.9522,-71.4959,-45.7933,152.1648,NaN,0.5128,0.5128,18.7964,18.7964,,-0.0056,-0.0131,2026-04-19 21:14:35.104892+08:00,2026-05-04 20:25:54.183986+08:00
000004.SZ,2024,4,2025-04-29,-101.3321,-95.7065,-43.8556,-37.8710,76.9011,-124233068.26,0.8181,10.1908,16.2157,76.5710,4.2682,0.8692,0.8433,-10.3483,-10.3483,,-0.9936,0.4837,2026-04-19 21:14:35.104892+08:00,2026-05-04 20:25:54.183986+08:00
000004.SZ,2024,2,2024-08-23,-10.2137,-10.4061,-5.1850,-4.9016,80.8376,-19362847.12,27.5824,27.6979,31.9467,56.0186,2.2737,1.5309,1.5066,16.1035,16.1035,,-0.1436,1.3338,2026-04-19 21:14:31.274445+08:00,2026-05-04 20:25:48.074460+08:00
000004.SZ,2024,1,2024-04-30,-5.6533,-5.6621,-2.7950,-2.7478,82.5541,-10769137.80,-23.5073,-23.2737,-44.7719,54.7430,2.2096,1.5796,1.5731,-27.3135,-27.3135,,-0.0812,1.3961,2026-04-19 21:14:29.379536+08:00,2026-05-04 20:25:45.423016+08:00
000004.SZ,2024,3,2024-10-26,-20.1658,-18.6755,-10.3392,-9.3677,72.9569,-33179019.71,10.0388,0.2789,-1.7813,59.2518,2.4541,1.4247,1.4158,-5.7799,-5.7799,,-0.2706,1.2067,2026-04-19 21:14:33.071752+08:00,2026-05-04 20:25:51.213313+08:00
