ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2023,1,2023-04-25,3.3133,3.2831,NaN,0.2710,,14469000000.00,12.4174,13.4886,13.6342,91.8117,12.2125,NaN,NaN,-2.4001,-2.4001,,0.6500,19.4168,2026-04-19 21:14:21.308616+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2023,3,2023-10-25,8.8025,8.7876,NaN,0.7314,,39568000000.00,5.9445,6.2478,8.1181,91.5550,11.8413,NaN,NaN,-7.6889,-7.6889,,1.9400,20.4018,2026-04-19 21:14:25.286366+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2023,4,2024-03-15,10.2436,10.2383,NaN,0.8517,,46431000000.00,0.7882,0.8122,2.0630,91.5461,11.8289,NaN,NaN,-8.4471,-8.4471,,2.2500,20.7351,2026-04-19 21:14:27.444750+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2023,2,2023-08-24,5.7258,5.6873,NaN,0.4692,,25216000000.00,14.2198,14.9372,14.9357,91.7813,12.1674,NaN,NaN,-3.7078,-3.7078,,1.2000,19.6914,2026-04-19 21:14:23.306265+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2023,1,2023-04-29,0.5917,0.2642,0.2987,0.1619,15.4473,645628377.53,3.0412,3.6753,1.1555,77.1952,4.3850,1.3220,0.4938,9.2663,9.2663,,0.1251,20.6201,2026-04-19 21:14:21.308616+08:00,2026-05-04 20:25:35.100137+08:00
000002.SZ,2023,4,2024-03-29,4.9294,3.9693,1.9955,1.2542,15.2350,9793841193.09,-43.7781,-43.1284,-46.3929,73.2243,3.7347,1.3997,0.5458,-7.5618,-7.5618,,1.0300,21.0201,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000002.SZ,2023,2,2023-08-31,4.0122,3.5376,1.3055,0.8815,18.8665,8702699763.64,-16.1049,-15.0148,-19.4331,76.0928,4.1828,1.3495,0.4970,-2.9112,-2.9112,,0.8400,20.8979,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000002.SZ,2023,3,2023-10-28,5.4970,4.8267,1.8011,1.2355,17.5806,11960563865.35,-24.6638,-23.9555,-20.3112,75.2762,4.0447,1.3712,0.5049,-14.0268,-14.0268,,1.1585,21.1981,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
000003.SZ,2023,2,2023-09-01,-6.0791,-6.4014,-5.1023,-5.0996,9.7870,-2478609.47,-209.9389,-347.1042,-347.1042,16.5269,1.1980,0.5935,0.5934,5.4831,5.4831,,-0.0059,0.0938,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000003.SZ,2023,4,2024-05-01,-7.8552,-7.8740,-6.5254,-6.5210,9.4739,-3022752.44,-164.3468,-155.3585,-155.3585,18.3134,1.2242,0.5869,0.5869,1.9570,1.9570,,-0.0075,0.0922,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000004.SZ,2023,4,2024-04-30,-57.2888,-50.4584,-35.8637,-32.3867,57.6005,-138275037.95,74.9996,71.2660,73.6163,53.1094,2.1326,1.6630,1.6570,-33.8902,-33.8902,,-1.1835,1.4774,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000004.SZ,2023,2,2023-08-24,-8.2491,-8.4307,-5.3140,-5.2170,62.5410,-28541136.70,29.4442,30.3672,21.0533,36.2785,1.5693,2.4822,2.4757,41.0661,41.0661,,-0.2102,2.4432,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000004.SZ,2023,3,2023-10-28,-10.5105,-10.6985,-7.7157,-6.6934,73.1746,-35829401.56,36.6285,37.8522,37.9911,36.7159,1.5802,2.4085,2.4020,-4.3632,-4.3632,,-0.2652,2.3969,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
000004.SZ,2023,1,2023-04-29,-2.1294,-2.1881,-1.6485,-1.3785,60.8712,-7631803.06,30.3450,30.3304,40.9210,35.5774,1.5523,2.5620,2.5557,88.7098,88.7098,,-0.0559,2.5975,2026-04-19 21:14:21.308616+08:00,2026-05-04 20:25:35.100137+08:00
000005.SZ,2023,1,2023-04-29,-0.2313,-0.2360,-0.0946,-0.1579,5.6297,-2858879.15,-579.0686,-571.3817,-278.9991,48.3229,1.9351,1.9110,1.8947,-3.7162,-3.7162,,-0.0026,1.1429,2026-04-19 21:14:21.308616+08:00,2026-05-04 20:25:35.100137+08:00
000005.SZ,2023,2,2023-08-30,-0.1758,0.0694,-0.0338,-0.1529,15.5866,840321.51,-139.5997,-232.1324,-131.6804,49.2024,1.9686,1.8532,1.8362,-11.6666,-11.6666,,-0.0020,1.1414,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000005.SZ,2023,4,2024-05-14,-17.9094,-17.9078,-8.1847,-8.2216,13.3440,-199292153.79,-121.8051,-27.8230,-27.7159,54.1307,2.1801,1.6617,1.6486,-31.5014,-31.5014,,-0.1883,0.9571,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000005.SZ,2023,3,2023-10-28,-0.6934,-0.1688,-0.2442,-0.4471,16.7136,-2038881.77,-175.2984,-271.7845,-183.1392,48.9857,1.9602,1.8825,1.8658,-26.9093,-26.9093,,-0.0079,1.1360,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
000006.SZ,2023,2,2023-08-25,0.1082,0.0825,0.3991,0.0255,34.3734,6470172.45,-98.1698,-97.9926,-96.1899,69.9310,3.3257,1.7513,0.3975,-57.4572,-57.4572,,0.0063,5.7655,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000006.SZ,2023,4,2024-04-27,-10.7927,-10.8275,-1.3205,-3.4471,39.1101,-805243774.58,-172.5878,-172.6918,-291.2813,71.2887,3.4829,1.7350,0.3785,-24.0339,-24.0339,,-0.5946,5.1646,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000006.SZ,2023,1,2023-04-29,-0.1531,-0.1697,0.1137,-0.0493,37.5656,-13400978.65,-134.6206,-134.3110,-127.2009,68.0816,3.1330,2.0294,0.4890,-24.4035,-24.4035,,-0.0090,5.8443,2026-04-19 21:14:21.308616+08:00,2026-05-04 20:25:35.100137+08:00
000006.SZ,2023,3,2023-10-27,-0.0156,-0.0509,0.5314,-0.0154,38.6830,-3987855.36,-101.1488,-100.7705,-100.6096,70.4933,3.3891,1.8980,0.4325,-44.3017,-44.3017,,-0.0009,5.7583,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
000007.SZ,2023,1,2023-04-29,-0.2569,2.2675,-0.1690,-0.1803,21.9064,2049834.93,262.1546,91.6732,94.7749,71.2794,3.4818,1.9196,1.6743,-10.1507,-10.1507,,-0.0007,0.2606,2026-04-19 21:14:21.308616+08:00,2026-05-04 20:25:35.100137+08:00
000007.SZ,2023,2,2023-08-30,12.5657,NaN,2.8306,2.7650,17.8797,NaN,870.6016,195.1207,221.4911,68.8728,3.2126,2.0378,1.8378,-1.1256,-1.1256,,NaN,0.2963,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000007.SZ,2023,4,2024-04-29,33.2621,14.2334,10.0786,9.7012,21.5492,15391890.02,391.3840,877.9656,773.5048,65.3408,2.8852,2.1600,1.9298,-2.0151,-2.0151,,0.1038,0.3630,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000007.SZ,2023,3,2023-10-31,11.3060,7.1323,2.4418,2.2221,17.8688,6842859.05,5169.5846,193.0210,221.4223,69.9465,3.3274,2.0089,1.7787,-9.9813,-9.9813,,0.0313,0.2926,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
000008.SZ,2023,1,2023-04-28,-0.7556,-0.7823,0.1394,-0.2710,36.7599,-34113015.62,51.2849,52.1498,35.8222,61.1467,2.5738,0.8484,0.6816,100.0801,100.0801,,-0.0121,1.5996,2026-04-19 21:14:21.308616+08:00,2026-05-04 20:25:35.100137+08:00
000008.SZ,2023,4,2024-04-16,-20.8947,-21.2293,-6.1376,-7.5282,24.4123,-841536290.84,6.5544,7.2120,2.1252,65.7040,2.9158,0.7586,0.6345,41.6647,41.6647,,-0.3100,1.3076,2026-04-19 21:14:27.444750+08:00,2026-05-04 20:25:43.257057+08:00
000008.SZ,2023,2,2023-08-26,-1.9288,-1.9823,0.0203,-0.7329,33.4892,-85919807.04,1.2152,3.0417,0.7532,62.2338,2.6479,0.8552,0.6791,41.7741,41.7741,,-0.0307,1.5803,2026-04-19 21:14:23.306265+08:00,2026-05-04 20:25:37.867453+08:00
000008.SZ,2023,3,2023-10-28,-3.3798,-3.4708,-0.1789,-1.3095,34.0358,-149320643.07,17.4111,18.2988,16.9767,60.9295,2.5595,0.8377,0.6496,38.1274,38.1274,,-0.0534,1.5565,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
000009.SZ,2023,3,2023-10-31,7.1503,5.9845,4.3064,2.9042,19.8638,567893306.84,1.9929,2.7452,17.8938,59.5930,2.4748,1.8665,1.2047,9.0249,8.9282,,0.2631,3.8171,2026-04-19 21:14:25.286366+08:00,2026-05-04 20:25:40.537942+08:00
