ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2002,4,2003-04-24,11.6886,12.0325,,0.3019,,444943105.00,-59.4457,13.8821,7.4223,97.7324,44.0995,,,-3.0036,-3.0036,,,1.9400,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000002.SZ,2002,4,2003-03-18,11.7580,11.9662,6.9407,5.4161,24.0793,389191474.65,5.6359,3.6184,2.3208,58.2944,2.3978,2.5126,0.5724,2.6777,2.6777,,,5.3580,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000003.SZ,2002,4,2004-04-30,,,-17.1721,-24.8336,28.2462,,-1059.3290,-2220.2326,-2220.2326,363.7778,,0.1936,0.0589,-43.4508,-43.4508,,,,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000004.SZ,2002,4,2003-04-16,5.7751,5.8745,5.4624,3.3823,46.9235,5679089.17,97.1729,-33.7307,-49.6799,52.9541,2.1256,1.5026,1.3362,95.5742,95.5742,,,1.1610,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000005.SZ,2002,4,2003-04-15,-8.1442,-7.4748,-4.6487,-5.0037,29.4927,-76720242.48,-38.0245,-35.9518,-25.4853,46.3339,1.8634,0.6002,0.3604,-18.1518,-18.1518,,,1.3700,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000006.SZ,2002,4,2003-04-26,-0.6436,7.8319,1.1671,0.1293,15.6830,89405085.36,-67.3153,-81.4116,-106.5495,71.5047,3.5094,1.2918,0.6187,2.9652,2.9652,,,4.8730,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000007.SZ,2002,4,2003-04-12,12.7202,18.4666,4.2603,0.7600,64.2886,31868838.29,-49.1629,-53.7354,-37.2994,77.3324,4.4116,0.7426,0.4467,-33.0851,-33.0851,,,1.3900,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000008.SZ,2002,4,2003-04-09,,,-13.1457,-12.0188,50.9464,-9123756.00,89.8650,89.1159,91.4064,146.2868,,0.0293,0.0259,-72.3951,-72.3951,,,-0.4400,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000009.SZ,2002,4,2003-04-19,1.1615,3.1211,2.7181,0.8485,28.9093,36493870.92,185.6447,4.4028,-48.9903,69.1098,3.2373,1.4256,0.3718,19.9117,19.9117,,,1.1900,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000010.SZ,2002,4,2003-04-19,7.7458,7.7402,9.6184,6.9576,28.4659,12134436.06,1160.3427,952.0472,591.9178,52.2747,2.0953,1.6140,1.2908,24.4954,24.4954,,,1.1076,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000011.SZ,2002,4,2003-04-19,11.1007,11.5079,3.5119,1.3694,33.0026,35892303.95,-72.1483,-57.9634,-59.8380,87.0435,7.7181,1.1047,0.3419,-23.5263,-23.5263,,,0.6240,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000012.SZ,2002,4,2003-04-04,8.6999,8.1450,7.3666,6.2283,38.5755,152895947.00,17.8480,24.2548,7.9406,33.5463,1.5048,0.7806,0.3932,1.4906,1.4906,,,2.8200,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000013.SZ,2002,4,2003-04-25,,,-44.3084,-56.0226,15.2913,-136618467.76,77.7264,69.3970,71.6397,371.9514,,0.1174,0.0851,-15.1107,-15.1107,,,-6.9100,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000014.SZ,2002,4,2003-01-24,17.0034,17.0953,5.8750,5.1743,21.7900,36104608.09,-2.8033,-3.1015,-3.1015,66.8176,3.0136,2.3699,0.8217,2.1810,2.1810,,,2.5700,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000015.SZ,2002,4,2003-04-26,,,-6.6960,-38.8179,,-65562202.31,34.8686,34.8285,34.8285,855.7428,,0.0167,0.0167,,,,,-7.9330,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000016.SZ,2002,4,2003-04-21,1.2173,0.9800,0.9879,0.6505,15.1593,28653362.49,99.7451,107.9204,105.1227,54.5333,2.1994,1.4030,0.7238,19.1688,19.1688,,,4.9060,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000017.SZ,2002,4,2003-04-26,,,4.9092,1.2243,11.3691,-34771726.86,98.2857,100.2547,100.2913,487.0939,,0.1212,0.0595,38.0033,38.0033,,,-4.1359,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000018.SZ,2002,4,2003-04-08,0.4382,0.4454,0.9072,0.3159,12.4960,1370000.00,41.6565,53.4297,60.2010,18.0081,1.2196,2.8056,1.7086,8.6935,8.6935,,,1.8225,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000019.SZ,2002,4,2003-03-13,3.5880,-2.5320,3.2575,2.5342,21.8651,-7621492.25,13.1791,-7.8109,3.2402,36.2227,1.5680,1.1432,1.0305,26.4510,26.4510,,,1.5070,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000020.SZ,2002,4,2003-04-18,1.8332,1.4539,2.6988,1.1536,6.7759,4250974.43,231.7012,209.8433,209.8433,38.6274,1.6294,0.9031,0.6592,55.6340,55.6340,,,1.0400,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000021.SZ,2002,4,2003-04-24,2.6671,4.5055,2.6512,1.2501,7.0806,102589132.43,573.8539,500.1098,461.8462,54.7199,2.2085,1.4791,1.3268,57.6779,57.6779,,,3.1160,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000023.SZ,2002,4,2003-04-19,4.0014,-10.6391,3.6168,1.3258,16.5713,-21188077.85,68.9194,113.4365,118.0858,67.7747,3.1032,0.6170,0.6081,41.5688,41.5688,,,1.5700,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
000024.SZ,2002,4,2003-03-18,10.3018,10.9693,6.8049,5.3731,14.6361,257484344.00,24.2486,15.2089,38.2107,50.1864,2.0075,1.3803,0.3881,16.0603,16.0603,,,5.1310,2026-05-07 00:32:36.985886+08:00,2026-05-07 00:32:36.985997+08:00
