ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2022,2,2022-08-18,2022-08-18,150483000000.00,NaN,-17517000000.00,-10653000000.00,267658000000.00,-160425000000.00,NaN,2026-04-19 18:16:23.844024+08:00,2026-05-04 19:53:41.984704+08:00
000001.SZ,2022,3,2022-10-25,2022-10-25,92518000000.00,NaN,-33505000000.00,13614000000.00,385544000000.00,-145383000000.00,NaN,2026-04-19 18:16:25.513592+08:00,2026-05-04 19:55:04.764509+08:00
000001.SZ,2022,4,2023-03-09,2023-03-09,134572000000.00,NaN,-2896000000.00,17858000000.00,491914000000.00,-161405000000.00,NaN,2026-04-19 18:16:27.441595+08:00,2026-05-05 13:08:59.922551+08:00
000001.SZ,2022,1,2022-04-27,2022-04-27,147127000000.00,NaN,79740000000.00,-4957000000.00,131168000000.00,-61953000000.00,NaN,2026-04-19 18:16:21.922536+08:00,2026-05-04 19:55:02.870246+08:00
000002.SZ,2022,2,2022-08-31,2022-08-31,8288020493.16,161579624843.31,-2800737295.80,-4852502193.23,1337702798.16,-6738123283.68,2695240782.47,2026-04-19 18:16:23.844024+08:00,2026-05-04 19:53:41.984704+08:00
000002.SZ,2022,3,2022-10-29,2022-10-29,-4175709127.55,237535120322.40,-24903349312.11,-11153809141.65,1591976362.96,-10463739068.95,11711379120.83,2026-04-19 18:16:25.513592+08:00,2026-05-04 19:55:04.764509+08:00
000002.SZ,2022,4,2023-03-31,2023-03-31,2750449478.44,323535426593.95,-6283788951.91,-13030271196.87,7641027227.97,3438918860.29,14373417423.75,2026-04-19 18:16:27.441595+08:00,2026-05-05 13:08:59.922551+08:00
000002.SZ,2022,1,2022-04-29,2022-04-29,-13259189892.38,78074578714.58,-3257894837.30,1378411852.10,758463771.22,8366567340.77,1654954450.25,2026-04-19 18:16:21.922536+08:00,2026-05-04 19:55:02.870246+08:00
000003.SZ,2022,4,2023-04-29,2023-04-29,4303204.10,21550472.03,373004.10,-3930200.00,NaN,0.00,NaN,2026-04-19 18:16:27.441595+08:00,2026-05-05 13:08:59.922551+08:00
000003.SZ,2022,2,2022-08-30,2022-08-30,-136335.74,5088677.21,-136335.74,NaN,NaN,NaN,NaN,2026-04-19 18:16:23.844024+08:00,2026-05-04 19:53:41.984704+08:00
000004.SZ,2022,1,2022-04-30,2022-04-30,-28414235.00,42346731.48,-63744054.30,-34870414.60,NaN,-459404.70,NaN,2026-04-19 18:16:21.922536+08:00,2026-05-04 19:55:02.870246+08:00
000004.SZ,2022,4,2023-04-29,2023-04-29,-33042376.14,143466102.03,-36459535.12,450966.47,NaN,-3868125.45,NaN,2026-04-19 18:16:27.441595+08:00,2026-05-05 13:08:59.922551+08:00
000004.SZ,2022,3,2022-10-28,2022-10-28,-38679605.74,91397291.02,-39713110.97,241016.45,NaN,-1274521.68,NaN,2026-04-19 18:16:25.513592+08:00,2026-05-04 19:55:04.764509+08:00
000004.SZ,2022,2,2022-08-25,2022-08-25,-33600394.20,64280315.37,-34195071.63,452839.00,NaN,-1047516.43,NaN,2026-04-19 18:16:23.844024+08:00,2026-05-04 19:53:41.984704+08:00
000005.SZ,2022,2,2022-08-27,2022-08-27,30650773.02,135082245.64,-38167473.95,-30018264.60,350000.00,-38810236.39,NaN,2026-04-19 18:16:23.844024+08:00,2026-05-04 19:53:41.984704+08:00
000005.SZ,2022,3,2022-10-31,2022-10-31,3538306.79,203447604.67,-77486583.23,-39970105.07,350000.00,-41067595.08,NaN,2026-04-19 18:16:25.513592+08:00,2026-05-04 19:55:04.764509+08:00
000005.SZ,2022,1,2022-04-27,2022-04-27,-13916446.87,74227856.48,-45532251.18,-4516442.82,NaN,-27099361.49,NaN,2026-04-19 18:16:21.922536+08:00,2026-05-04 19:55:02.870246+08:00
