ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2024,1,2024-04-20,2024-04-20,-21382000000.00,NaN,10653000000.00,8311000000.00,115917000000.00,22801000000.00,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000001.SZ,2024,4,2025-03-15,2025-03-15,63336000000.00,NaN,-41273000000.00,-31859000000.00,609720000000.00,-73933000000.00,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000001.SZ,2024,3,2024-10-19,2024-10-19,137158000000.00,NaN,-19507000000.00,-10539000000.00,436288000000.00,-145532000000.00,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000001.SZ,2024,2,2024-08-16,2024-08-16,113722000000.00,NaN,-4034000000.00,28093000000.00,274831000000.00,-146881000000.00,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000002.SZ,2024,1,2024-04-30,2024-04-30,-9421419428.01,47787749206.40,-16119902023.09,2219883567.74,1448995410.74,-8944582700.60,65207000.00,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000002.SZ,2024,4,2025-04-01,2025-04-01,3799847632.35,200998272604.11,-12933185592.93,10809129605.13,3628291924.18,-27672998604.87,484321515.25,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000002.SZ,2024,3,2024-10-31,2024-10-31,-4847650023.78,,-19614946215.94,5631503842.75,,-20405847983.68,,2026-05-04 14:40:54.858381+08:00,
000002.SZ,2024,2,2024-08-31,2024-08-31,-5176325811.10,,-6956416425.73,4975520783.46,,-6858569321.45,,2026-05-04 14:40:54.853645+08:00,
000004.SZ,2024,3,2024-10-26,2024-10-26,-23819330.03,84667840.71,-29691727.13,-3446566.28,NaN,-2425830.82,345000.00,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000004.SZ,2024,4,2025-04-29,2025-04-29,-16671888.17,,-19511976.28,80602.30,,-2920489.48,,2026-05-04 14:40:55.293894+08:00,
000004.SZ,2024,2,2024-08-23,2024-08-23,-18127862.76,53113662.09,-21933162.75,-1426103.51,NaN,-2379196.48,245000.00,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000004.SZ,2024,1,2024-04-30,2024-04-30,-4886171.71,28711165.69,-30098470.18,-25212298.47,NaN,NaN,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000005.SZ,2024,1,2024-05-14,2024-05-14,5327783.09,150450537.36,6288644.45,-3158300.00,NaN,4119161.36,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000006.SZ,2024,3,2024-10-31,2024-10-31,108026213.13,,-1270924870.83,-103827688.46,,-1275123395.50,,2026-05-04 14:40:55.717039+08:00,
000006.SZ,2024,2,2024-08-30,2024-08-30,-33973402.82,,-878179501.06,-95093874.11,,-749112224.13,,2026-05-04 14:40:55.712941+08:00,
000006.SZ,2024,1,2024-04-27,2024-04-27,-318566556.10,462616215.60,-379076165.27,-56432212.04,NaN,-4077397.13,450000.00,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000006.SZ,2024,4,2025-04-26,2025-04-26,1114966173.23,3566371143.31,-894603517.16,-109521644.68,150721814.23,-1900048045.71,450000.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000007.SZ,2024,4,2025-04-25,2025-04-25,199918045.57,360441783.94,-91079019.61,-3501248.67,10200000.00,-288038595.36,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000007.SZ,2024,1,2024-04-29,2024-04-29,26489470.68,45297731.60,-4364983.34,51800.70,NaN,-31014861.69,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000007.SZ,2024,3,2024-10-31,2024-10-31,20583581.13,,-80423251.53,-13402887.35,,-88002657.71,,2026-05-04 14:40:56.183222+08:00,
000007.SZ,2024,2,2024-08-31,2024-08-31,45069671.72,,-9728822.31,699797.92,,-55774416.55,,2026-05-04 14:40:56.180435+08:00,
000008.SZ,2024,4,2025-04-19,2025-04-19,365014115.29,2063479986.60,326455904.08,65571222.69,4564093.77,-105806730.54,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000008.SZ,2024,2,2024-08-30,2024-08-30,-182193387.35,,-19139949.26,17937993.96,,142843926.22,,2026-05-04 14:40:56.805907+08:00,
000008.SZ,2024,1,2024-04-30,2024-04-30,-136668907.17,457572764.27,39010579.63,22319362.21,2536394.20,151523019.66,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000008.SZ,2024,3,2024-10-31,2024-10-31,-122957298.46,,88022711.09,5744593.17,,203577411.38,,2026-05-04 14:40:56.810486+08:00,
000009.SZ,2024,1,2024-04-30,2024-04-30,945353375.94,5018816204.40,952480261.37,-2380212934.88,402577374.90,2391801952.31,252035681.37,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000009.SZ,2024,4,2025-04-16,2025-04-16,1662423468.08,19000332448.10,-2046354994.94,-5128306849.43,4157172432.77,1401230263.85,434412488.57,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000009.SZ,2024,3,2024-10-31,2024-10-31,559442721.25,,-1550166539.85,-4361087358.55,,2179551748.19,,2026-05-04 14:40:57.224873+08:00,
000009.SZ,2024,2,2024-08-30,2024-08-30,268603653.86,,-1377610285.26,-3685232429.53,,1998568101.44,,2026-05-04 14:40:57.223145+08:00,
000010.SZ,2024,1,2024-04-27,2024-04-27,-14338138.98,133714400.53,-15745319.40,-666910.00,NaN,-740270.42,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000010.SZ,2024,2,2024-08-31,2024-08-31,-19122430.62,,-21211138.31,-682130.00,,-1406577.69,,2026-05-04 14:40:57.647917+08:00,
000010.SZ,2024,4,2025-04-29,2025-04-29,68941971.36,,62947228.18,-755606.00,,-5239137.18,,2026-05-04 14:40:57.652756+08:00,
000010.SZ,2024,3,2024-10-31,2024-10-31,-16527422.88,,-20343285.88,-755607.00,,-3060256.00,,2026-05-04 14:40:57.650650+08:00,
000011.SZ,2024,1,2024-04-27,2024-04-27,-647860412.07,472839015.15,-402725390.72,-1226930.22,NaN,246352769.65,0.00,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000011.SZ,2024,4,2025-03-29,2025-03-29,-1423998174.52,2539665135.96,-1122339250.82,-11759531.47,NaN,312367653.27,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000011.SZ,2024,3,2024-10-31,2024-10-31,-1752947755.94,,-1571007852.30,-6950775.86,,189441247.34,,2026-05-04 14:40:58.062153+08:00,
000011.SZ,2024,2,2024-08-28,2024-08-28,-736827101.44,1009820783.16,-865658773.93,-2840739.35,NaN,-126125135.93,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000012.SZ,2024,1,2024-04-29,2024-04-29,180305094.00,4143720335.00,-139697211.00,-861075530.00,40000000.00,535338090.00,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000012.SZ,2024,4,2025-04-28,2025-04-28,1756923649.00,16772575368.00,316611731.00,-2283592545.00,572800000.00,834412074.00,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000012.SZ,2024,3,2024-10-30,2024-10-30,1352827714.00,12544628953.00,1506175.00,-1764343837.00,262800000.00,407503666.00,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000012.SZ,2024,2,2024-08-26,2024-08-26,993284145.00,8467658366.00,426377690.00,-1515159927.00,140000000.00,937592707.00,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000014.SZ,2024,3,2024-10-31,2024-10-31,-102624364.71,,-159703658.43,-669451.59,,-56409915.34,,2026-05-04 14:40:58.906162+08:00,
000014.SZ,2024,1,2024-04-26,2024-04-26,-30356870.86,52062500.99,-32264687.38,-422399.00,NaN,-1485419.78,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000014.SZ,2024,4,2025-03-29,2025-03-29,-141734897.42,129590373.95,-200345809.31,-879809.76,NaN,-57731175.34,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000014.SZ,2024,2,2024-08-30,2024-08-30,-63737390.40,,-119322176.28,-496203.75,,-55088655.34,,2026-05-04 14:40:58.903243+08:00,
000016.SZ,2024,2,2024-08-31,2024-08-31,-439338365.13,,-1296409839.47,-315227824.59,,-548853897.53,,2026-05-04 14:40:59.356536+08:00,
000016.SZ,2024,3,2024-10-31,2024-10-31,-390967445.57,,-2862466491.60,-382182109.74,,-2088444824.07,,2026-05-04 14:40:59.359863+08:00,
000016.SZ,2024,4,2025-04-15,2025-04-15,173888842.99,10525465272.93,-2891606873.10,-31205198.03,441500809.51,-3042920715.39,167597297.30,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000016.SZ,2024,1,2024-04-29,2024-04-29,-571044205.67,1797484722.81,263366631.51,-265479143.12,NaN,1101905265.20,256756.76,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000017.SZ,2024,2,2024-08-27,2024-08-27,-51328808.82,208540289.21,-29549551.05,-68793.99,NaN,21848051.76,9750000.00,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000017.SZ,2024,4,2025-04-22,2025-04-22,-17152733.19,628120766.22,26650820.17,-1500689.67,10000.00,45304243.03,24745000.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000017.SZ,2024,3,2024-10-30,2024-10-30,-58990458.24,342227547.20,-38422021.63,-1279615.15,NaN,21848051.76,9750000.00,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000017.SZ,2024,1,2024-04-27,2024-04-27,-29196176.31,97006776.77,-29196176.31,NaN,NaN,NaN,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000019.SZ,2024,4,2025-04-29,2025-04-29,-15317619.38,,-77810324.25,-8802419.07,,-53795896.60,,2026-05-04 14:40:59.770987+08:00,
000019.SZ,2024,1,2024-04-26,2024-04-26,253168024.67,1262002743.35,-128517561.89,-157422187.64,120621806.51,-224277809.56,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000019.SZ,2024,3,2024-10-29,2024-10-29,522608987.73,4278433656.24,-82194451.24,-188139951.62,235621806.51,-416675884.91,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000019.SZ,2024,2,2024-08-27,2024-08-27,-158531444.41,2416339686.68,-158523960.13,7279212.52,315621806.51,-7288740.77,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000020.SZ,2024,1,2024-04-23,2024-04-23,1532923.61,187810856.78,894690.07,-906861.52,NaN,0.00,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000020.SZ,2024,3,2024-10-26,2024-10-26,-12133184.12,583441933.58,-13822288.68,-1859489.33,NaN,0.00,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000020.SZ,2024,4,2025-04-22,2025-04-22,109141743.81,841143346.40,40136789.30,-15835043.80,275000000.00,-54441065.78,0.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000020.SZ,2024,2,2024-08-27,2024-08-27,-613862.75,397271323.42,-1681459.73,-1397339.70,NaN,0.00,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000021.SZ,2024,1,2024-04-30,2024-04-30,452284899.16,3741292313.46,703685843.84,-402472418.47,375882.00,609829545.65,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000021.SZ,2024,4,2025-04-25,2025-04-25,2428401907.74,13661258220.58,-165757231.11,-1349441046.13,11868922.00,-1380820278.50,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000021.SZ,2024,2,2024-08-30,2024-08-30,1353705517.30,,603355927.73,-726010336.79,,-39840376.38,,2026-05-04 14:41:00.189366+08:00,
000021.SZ,2024,3,2024-10-30,2024-10-30,1917497482.96,10913763075.01,27332036.51,-1260582602.38,375882.00,-650557009.07,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000023.SZ,2024,2,2024-08-30,2024-08-30,-31834637.33,45710365.66,-33757210.80,29361.99,NaN,-1951935.46,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000023.SZ,2024,1,2024-04-30,2024-04-30,2720538.78,34360146.48,1675886.12,-2300.00,NaN,-1042352.66,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000025.SZ,2024,4,2025-03-28,2025-03-28,390288813.85,4572552357.58,141052580.94,-192636002.03,820139644.49,-56600230.88,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000025.SZ,2024,1,2024-04-25,2024-04-25,-23101927.41,1161557090.09,55718693.33,1407394.38,90000000.00,77413226.36,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000025.SZ,2024,3,2024-10-24,2024-10-24,41287547.06,3312937049.79,-15079059.01,-81903527.58,715566279.67,25548831.31,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000025.SZ,2024,2,2024-08-21,2024-08-21,107309488.92,2365424815.77,-4323672.93,-136462605.64,418023375.56,24828865.44,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000026.SZ,2024,2,2024-08-21,2024-08-21,136530796.52,2242943860.28,-100273144.58,-83646605.14,NaN,-153122505.66,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000026.SZ,2024,4,2025-03-14,2025-03-14,536730960.29,4337357146.69,14325023.78,-110891500.82,NaN,-411345519.74,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000026.SZ,2024,1,2024-04-25,2024-04-25,-964281.20,1147315290.57,-75495870.87,-14330594.44,NaN,-60159120.75,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000026.SZ,2024,3,2024-10-26,2024-10-26,317367961.38,3305394563.13,33071808.00,-98590281.55,NaN,-185591339.00,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000027.SZ,2024,2,2024-08-23,2024-08-23,6387287569.20,19299366207.89,985841524.56,-8056130621.46,2102628820.50,2732573410.68,146218818.60,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000027.SZ,2024,4,2025-04-18,2025-04-18,9611803315.56,42963700868.51,-4197661192.32,-11714726566.42,4604124801.03,-2026728710.95,96426581.73,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000027.SZ,2024,1,2024-04-30,2024-04-30,2180417805.80,9169592638.52,3562166811.03,-4462635043.78,1104417601.37,5850898364.88,473744180.68,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000027.SZ,2024,3,2024-10-31,2024-10-31,7452064736.86,,1581604729.83,-7685966100.99,,1834449377.51,,2026-05-04 14:41:00.600595+08:00,
000028.SZ,2024,4,2025-04-08,2025-04-08,3271468297.03,79383613590.36,1288350074.52,-150685609.43,20614176.96,-1831236148.02,2000000.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000028.SZ,2024,3,2024-10-29,2024-10-29,1281092108.09,56070519821.74,-777563840.97,-71232357.10,20614176.96,-1986223401.30,2000000.00,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000028.SZ,2024,2,2024-08-29,2024-08-29,929377508.78,37138131730.83,-288042430.76,-169407386.27,16060380.38,-1046788297.37,2000000.00,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000028.SZ,2024,1,2024-04-26,2024-04-26,-634145768.90,16287280704.30,-567089929.21,-51986965.23,16060380.38,119039993.93,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000029.SZ,2024,1,2024-04-27,2024-04-27,-90276362.78,86201937.03,-92381986.70,-33225.03,NaN,-2130696.57,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000029.SZ,2024,2,2024-08-24,2024-08-24,-108449532.06,241759518.54,-251595688.62,-39264136.06,NaN,-103884505.69,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000029.SZ,2024,3,2024-10-31,2024-10-31,-137652034.71,,-282016123.72,-39296253.52,,-104983340.46,,2026-05-04 14:41:01.427803+08:00,
000029.SZ,2024,4,2025-03-22,2025-03-22,-127403949.79,448831107.10,-338236158.91,-89680922.03,NaN,-121250684.41,NaN,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000030.SZ,2024,2,2024-08-28,2024-08-28,-173370998.77,5946614711.79,-363840306.04,250880136.71,NaN,-439142486.62,NaN,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000030.SZ,2024,4,2025-04-18,2025-04-18,469872166.96,12858578540.39,195155430.90,123806173.53,NaN,-397393878.99,10005800.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000030.SZ,2024,3,2024-10-30,2024-10-30,-362453360.05,8910733430.74,-726692039.71,173486872.04,NaN,-535363226.38,NaN,2026-04-19 18:16:40.760013+08:00,2026-05-05 13:32:14.593956+08:00
000030.SZ,2024,1,2024-04-22,2024-04-22,-584508738.63,2684492972.44,-684002756.47,-27031195.02,NaN,-71474062.13,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000031.SZ,2024,2,2024-08-31,2024-08-31,1945060327.19,,-853532561.37,-1178186571.65,,-1622296142.29,,2026-05-04 14:41:02.280410+08:00,
000031.SZ,2024,4,2025-04-19,2025-04-19,6617322861.11,28924811278.97,-2199956922.13,491176853.98,230429169.52,-9314361186.93,1402450000.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000031.SZ,2024,1,2024-04-30,2024-04-30,-1432579002.56,6193517735.31,-1373332843.11,-1301123596.31,10503200.00,1362057305.39,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000031.SZ,2024,3,2024-10-31,2024-10-31,3279374577.21,,-2957244568.31,487660299.66,,-6921774315.06,,2026-05-04 14:41:02.284717+08:00,
000032.SZ,2024,1,2024-04-30,2024-04-30,-1912104795.25,13269457659.10,-199788708.11,-119662906.03,0.00,1834762458.13,48000000.00,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000032.SZ,2024,3,2024-10-30,2024-10-30,-2363152042.15,,-426197378.57,178144525.67,,1756198737.59,,2026-05-04 14:41:02.695784+08:00,
000032.SZ,2024,4,2025-04-25,2025-04-25,820791360.47,48709204155.06,2332579872.64,-42087716.95,230847694.49,1548695514.22,341060000.00,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000032.SZ,2024,2,2024-08-28,2024-08-28,-2841337600.80,23251686439.98,-513200576.99,7238619.23,122969220.61,2323232096.46,118060000.00,2026-04-19 18:16:38.949783+08:00,2026-05-05 13:32:06.112267+08:00
000034.SZ,2024,1,2024-04-27,2024-04-27,-251673348.67,31598508724.47,14785852.08,-189130688.34,NaN,437289687.87,NaN,2026-04-19 18:16:36.942371+08:00,2026-05-05 13:31:57.526965+08:00
000034.SZ,2024,3,2024-10-31,2024-10-31,2166857170.00,,-810505904.97,-387844295.90,,-2620279708.39,,2026-05-04 14:41:03.131018+08:00,
000034.SZ,2024,4,2025-03-29,2025-03-29,2504566070.05,147923890891.96,116887545.52,-398960967.80,NaN,-2039257607.13,159116339.12,2026-04-19 18:16:42.579661+08:00,2026-05-05 13:32:22.282510+08:00
000034.SZ,2024,2,2024-08-31,2024-08-31,149744168.08,,-147478702.19,-347169314.54,,35774834.92,,2026-05-04 14:41:03.128056+08:00,
