ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2007,4,2008-03-20,2008-03-20,,10807502000.00,10807502000.00,7085560000.00,,,4207494000.00,,3721942000.00,3771775000.00,1121872000.00,2649903000.00,2649903000.00,1.2700,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2007,2,2007-08-16,2007-08-16,,4890715000.00,4890715000.00,3208940000.00,NaN,NaN,1858239000.00,NaN,1681775000.00,1689924000.00,565941000.00,1123983000.00,1123983000.00,0.5400,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2007,3,2007-10-23,2007-10-23,,7767194000.00,7767194000.00,4990767000.00,NaN,NaN,2937531000.00,NaN,2776427000.00,2782990000.00,909373000.00,1873617000.00,1873617000.00,0.9000,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2007,1,2007-04-26,2007-04-26,,2352128927.00,2352128927.00,1534110415.00,NaN,NaN,887958694.00,NaN,818018513.00,821272421.00,286188763.00,535083658.00,535083658.00,0.2700,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2007,3,2007-10-30,2007-10-30,,14173465879.06,14173465879.06,11200738055.08,7516309610.30,711143642.86,986294628.00,279083915.36,2976200412.24,2953668641.14,863070196.71,2090598444.43,1916886797.17,0.2900,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2007,4,2008-03-21,2008-03-21,,35526611301.94,35526611301.94,28059491714.41,20607338964.44,1194543702.00,1763765823.49,359500074.40,7652897499.73,7641605685.33,2324104867.51,5317500817.82,4844235494.21,0.7300,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2007,2,2007-08-28,2007-08-28,,11096520942.19,11096520942.19,8546748043.72,6046315357.92,406959103.69,586131153.70,178146913.56,2541192210.72,2526544293.49,725679313.34,1800864980.15,1667999940.76,0.2500,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2007,1,2007-04-30,2007-04-30,,4114138824.22,4114138824.22,3282171995.22,2280512837.18,184099938.25,279078879.96,25926857.04,829587980.15,830747201.63,214638289.46,616108912.17,612349282.31,0.1400,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2007,2,2008-08-29,2008-08-29,,7742910.34,7742910.34,53822173.97,2627699.55,3533976.46,9049596.55,37970209.88,-41315794.55,-41353895.63,NaN,-32825677.44,-32548662.64,NaN,2026-05-05 13:30:21.519220+08:00,
000003.SZ,2007,4,2008-04-30,2008-04-30,1,6875041.73,6875041.73,96198833.03,2265365.56,NaN,16880927.70,76294999.35,-78390917.61,-78302928.80,NaN,-77957712.37,-77957712.37,-0.2340,2026-05-05 13:08:18.813293+08:00,
000004.SZ,2007,1,2007-04-28,2007-04-28,,9609034.82,9609034.82,9053180.34,4750940.86,1180762.86,2692947.25,353175.91,555854.48,655954.48,149084.97,506869.51,103604.63,0.0010,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2007,4,2008-04-24,2008-04-24,,40449541.51,40449541.51,49813351.05,24730508.86,3404677.51,15608519.27,1127523.96,-9619521.35,-8979084.51,1022886.03,-10001970.54,-9267271.29,-0.1104,2026-05-05 01:07:42.722056+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2007,3,2007-10-27,2007-10-27,,26335205.97,26335205.97,30497390.45,14703960.78,2532211.61,11862487.75,1010562.65,-4162184.48,-3946840.73,492472.43,-4439313.16,-5262126.68,-0.0630,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2007,2,2007-08-24,2007-08-24,,16825952.46,16825952.46,20078216.85,8713395.22,2669468.00,7761663.97,665641.00,-3252264.39,-3152164.39,374022.62,-3526187.01,-3797809.08,-0.0450,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2007,2,2007-08-27,2007-08-27,,158241966.82,158241966.82,134126488.25,72817451.70,31826094.39,14620265.06,7175815.97,24115478.57,78118324.10,4454534.19,73019008.26,73019008.26,0.0800,2026-05-05 13:30:21.519220+08:00,
000005.SZ,2007,4,2008-04-26,2008-06-06,1,299031612.41,299031612.41,256936265.15,110904273.99,19977773.27,59726981.41,43777398.50,69334507.18,105161119.87,18328971.76,86832148.11,86832148.11,0.0900,2026-05-05 13:08:18.813293+08:00,
000005.SZ,2007,1,2007-04-30,2007-04-30,,130864681.03,130864681.03,97040226.14,77208855.80,784255.49,11176714.59,1470953.72,33496709.89,33496590.27,NaN,39849992.41,39849992.41,0.0400,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:43:25.920193+08:00
000005.SZ,2007,3,2007-10-29,2007-10-29,,193974131.57,193974131.57,167408968.55,90853668.14,33208321.74,23961267.69,9573861.07,26095892.64,95038831.83,4454534.20,90189663.90,90189663.90,0.0990,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:43:28.008377+08:00
000006.SZ,2007,1,2007-04-21,2007-04-21,,106531614.58,106531614.58,91572552.90,64058422.96,7904219.52,13689848.83,-282044.58,14959061.68,15074140.60,1673514.71,13400625.89,13656578.55,0.0500,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2007,2,2007-08-16,2007-08-16,,203598984.56,203598984.56,182140210.37,122008684.00,14399289.04,28504389.62,-696518.45,84228034.12,87978809.01,9697428.15,78281380.86,78862697.98,0.3110,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2007,3,2007-10-30,2007-10-30,,362050937.39,362050937.39,288780300.95,200273339.05,17623764.80,41060621.64,-4583808.28,136048988.37,138983586.05,10046711.67,128936874.38,129481602.79,0.5110,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2007,4,2008-03-29,2009-04-25,,1024038256.70,1024038256.70,814452300.52,453586750.68,24648193.33,80816873.55,77738880.46,279508037.44,287810561.17,40920136.91,246890424.26,252217999.72,0.4973,2026-05-05 01:07:43.499199+08:00,2026-05-05 19:43:59.601658+08:00
000007.SZ,2007,3,2007-10-27,2007-10-27,,124705652.73,124705652.73,157687917.87,27744035.16,51035123.57,36157132.82,27443391.18,-32704827.77,-23605427.82,651294.77,-24256722.59,-19867228.59,-0.1070,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2007,2,2007-08-25,2007-08-25,,67701458.81,67701458.81,91394945.74,14163990.79,32230833.91,23441487.89,18763194.81,-23416049.56,-23462067.04,1112607.06,-24574674.10,-20124020.72,-0.1090,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2007,1,2007-04-27,2007-04-27,,33336574.57,33336574.57,44576448.20,6437624.32,14898712.40,13603728.79,7898639.83,-11244685.06,-11218425.75,228488.81,-11446914.56,-9708945.17,-0.0500,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2007,4,2008-04-22,2008-04-22,,185307680.02,185307680.02,234642781.12,50989713.72,64088193.65,52290560.81,41912770.50,-952350.91,11094995.72,2411355.12,8683640.60,11553947.37,0.0625,2026-05-05 01:07:44.233790+08:00,2026-05-05 19:44:00.030982+08:00
000008.SZ,2007,4,2008-03-21,2008-03-21,,9905634.80,9905634.80,13170657.11,8425389.36,,1533858.86,-40035.76,2292767.77,2292767.77,610530.87,1682236.90,1682236.90,0.0200,2026-05-05 01:07:44.981129+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2007,3,2007-10-26,2007-10-26,,7125699.60,7125699.60,8032129.64,6396591.21,NaN,1519754.37,-30174.07,2391378.09,2391378.09,211320.18,2180057.91,2180057.91,0.0296,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2007,1,2007-04-20,2007-04-20,,2451589.14,2451589.14,2499374.08,1821022.93,NaN,642136.80,-19410.45,1007426.63,1007426.63,3727.46,1003699.17,1003699.17,0.0100,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2007,2,2007-07-27,2007-07-27,,4484321.94,4484321.94,5243486.06,4130012.05,NaN,1042137.34,-24947.19,1114743.89,1114743.89,19825.05,1094918.84,1094918.84,0.0149,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:44:00.558967+08:00
000009.SZ,2007,1,2007-04-26,2007-04-26,,341501491.60,341501491.60,349535157.78,239168040.77,33886284.36,46268301.59,23919355.09,91733381.71,92721322.65,10257486.58,82463836.07,43744388.48,0.0460,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2007,3,2007-10-27,2007-10-27,,1013010378.71,1013010378.71,1075146579.85,637974585.55,151883351.28,152696121.42,99346599.82,312928569.13,307922458.10,36299216.81,271623241.29,159991445.56,0.1670,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2007,4,2008-03-08,2008-03-08,,1948492215.22,1948492215.22,2039389799.35,1339469781.43,205311375.45,258941699.13,112347337.12,391486426.65,389271140.72,57709666.48,331561474.24,230388925.41,0.2400,2026-05-05 01:07:45.726898+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2007,2,2007-08-23,2007-08-23,,808026134.96,808026134.96,856107753.74,584298877.96,85918893.20,103238770.04,63945219.68,216700817.49,213917713.09,27036387.59,186881325.50,108691284.01,0.1100,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:44:01.019752+08:00
000010.SZ,2007,2,2007-08-07,2007-08-07,,41211343.86,41211343.86,38667974.45,22004385.00,5850919.68,10255671.55,190096.92,2370705.24,-1733893.50,847191.65,-2581085.15,-5061074.98,-0.0300,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2007,4,2008-04-29,2008-04-29,,129789980.36,129789980.36,131486687.48,82576112.04,17171597.51,18749806.48,804006.65,-1328178.25,-21295463.43,2770824.21,-24066287.64,-28868925.82,-0.2000,2026-05-05 01:07:46.480853+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2007,1,2007-04-24,2007-04-24,,13993958.94,13993958.94,15393538.31,7306925.29,2965162.39,4902694.44,114490.01,-1504901.99,-1520124.34,6529.16,-1526653.50,-1551733.81,-0.0100,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:44:01.581471+08:00
000010.SZ,2007,3,2007-10-31,2007-10-31,,54672316.73,54672316.73,52330345.24,29829687.48,7967606.17,14264661.97,-60709.31,2342700.66,-4834061.50,886458.07,-5720519.57,-8405114.22,-0.0600,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:44:01.581471+08:00
000011.SZ,2007,4,2008-04-15,2008-04-15,,332985105.29,332985105.29,413449519.44,261196620.14,15923457.32,86870710.57,26413569.23,-50291856.39,-29055405.80,-1674189.82,-27381215.98,-27377663.77,-0.0505,2026-05-05 01:07:47.217095+08:00,2026-05-05 13:08:18.813293+08:00
000011.SZ,2007,1,2007-04-30,2007-04-30,,63516477.63,63516477.63,77494909.20,50364365.43,3279143.00,19197013.84,1644339.39,-6518944.23,-5683489.36,282005.45,-5965494.81,-5965494.81,-0.0110,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:43:25.920193+08:00
000011.SZ,2007,2,2007-08-14,2007-08-14,,149851407.46,149851407.46,182306949.41,121813029.64,5976799.72,43347948.65,6772331.87,-15989310.15,-15275994.26,195115.03,-15471109.29,-15471109.29,-0.0286,2026-05-05 13:30:21.519220+08:00,
000011.SZ,2007,3,2007-10-31,2007-10-31,,235841869.18,235841869.18,288578214.74,190589267.31,9855233.59,64952649.27,14618913.77,-29562721.93,-29066177.71,256217.96,-29322395.67,-29322395.67,-0.0541,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:43:28.008377+08:00
000012.SZ,2007,4,2008-03-19,2008-03-19,,4187962628.00,4187962628.00,3572913316.00,2909573117.00,251276789.00,292019143.00,64918116.00,642983465.00,634467082.00,67212115.00,567254967.00,431484803.00,0.4100,2026-05-05 01:07:47.944970+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2007,1,2007-04-24,2007-04-24,,798797894.00,798797894.00,718325456.00,543752767.00,66891241.00,65466317.00,36928389.00,80520828.00,79175300.00,8976508.00,70198792.00,54791213.00,0.0500,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2007,2,2007-08-14,2007-08-14,,1827324414.00,1827324414.00,1596297007.00,1284184630.00,121492320.00,126837912.00,53503272.00,231027407.00,220411465.00,28549624.00,191861841.00,149311395.00,0.1500,2026-05-05 13:30:21.519220+08:00,2026-05-05 19:44:02.388314+08:00
000012.SZ,2007,3,2007-10-31,2007-10-31,,3052568439.00,3052568439.00,2607685983.00,2103686603.00,183155534.00,188866166.00,84818744.00,443764847.00,435833662.00,49709636.00,386124026.00,294275069.00,0.2900,2026-05-05 13:30:27.521163+08:00,2026-05-05 19:44:02.388314+08:00
000013.SZ,2007,4,2008-04-28,2008-04-28,1,0.00,0.00,80915184.15,0.00,NaN,894152.17,79846617.81,-80915184.15,-80915184.15,NaN,-80915184.15,-80915184.15,NaN,2026-05-05 13:08:18.813293+08:00,
000014.SZ,2007,1,2007-04-24,2007-04-24,,20683643.81,20683643.81,24917241.85,10146718.88,1132617.82,10499051.90,2027396.79,-4147946.71,-4067541.71,795.58,-4068337.29,-3402781.35,-0.0300,2026-05-05 13:30:15.714885+08:00,2026-05-05 19:44:02.866274+08:00
