ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2015,1,2015-04-24,2015-04-24,11495000000.00,NaN,23582000000.00,-22770000000.00,122185000000.00,35055000000.00,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000001.SZ,2015,3,2015-10-23,2015-10-23,91985000000.00,NaN,216404000000.00,-34761000000.00,577505000000.00,158457000000.00,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000001.SZ,2015,2,2015-08-14,2015-08-14,182522000000.00,NaN,204129000000.00,-49913000000.00,254182000000.00,71690000000.00,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000001.SZ,2015,4,2016-03-10,2016-03-10,-1826000000.00,NaN,77885000000.00,-96226000000.00,732920000000.00,174177000000.00,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000002.SZ,2015,1,2015-04-27,2015-04-27,-15344421452.01,31897122201.24,-23597813740.21,-1266872171.91,4748222.32,-6990299170.73,596327815.70,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000002.SZ,2015,2,2015-08-17,2015-08-17,-6808355734.53,75712394624.75,-17882794400.20,-3530657802.53,327125244.22,-7544316386.62,1550679485.07,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000002.SZ,2015,3,2015-10-28,2015-10-28,-4682998199.92,123311974411.24,-19583197906.51,-6983621587.13,501564117.18,-8025807684.34,1853741022.16,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000002.SZ,2015,4,2016-03-14,2016-03-14,16046020691.50,191908271754.68,-9905698500.36,-20947481175.17,718619794.03,-5103910754.91,4296046216.01,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000003.SZ,2015,4,2016-04-30,2016-04-30,2242688.50,11205698.08,2186340.98,-56347.52,NaN,NaN,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000003.SZ,2015,2,2015-09-01,2015-09-01,-356183.98,4718052.20,-356183.98,NaN,NaN,NaN,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000004.SZ,2015,4,2016-04-30,2016-04-30,9261869.98,143999946.44,11575712.76,-2460356.00,580000.00,4774198.78,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000004.SZ,2015,2,2015-08-27,2015-08-27,-6509453.03,69389254.14,-14143316.73,-4703863.00,580000.00,-2930000.70,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000004.SZ,2015,1,2015-04-30,2015-04-30,-11837122.20,36635905.97,-13782810.20,-1745688.00,580000.00,-200000.00,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000004.SZ,2015,3,2015-10-31,2015-10-31,-5791740.56,99904895.16,-4228458.76,-4041033.81,580000.00,5604315.61,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000005.SZ,2015,4,2016-04-27,2016-04-27,15794819.68,86408847.75,111997414.32,-14204217.72,NaN,110481365.59,132381862.80,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000005.SZ,2015,2,2015-07-25,2015-07-25,34662654.52,22176381.36,-160240.42,-6055045.29,NaN,-28767849.65,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000005.SZ,2015,3,2015-10-30,2015-10-30,33441870.54,24608692.13,-3139109.36,-6055045.29,NaN,-30525934.61,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000005.SZ,2015,1,2015-04-28,2015-04-28,17395613.22,9024370.85,7030475.60,-5102497.34,NaN,-5262640.28,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000006.SZ,2015,2,2015-08-29,2015-08-29,-630613944.41,1389534742.89,-224370401.46,-402975291.54,50000000.00,809220093.54,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000006.SZ,2015,4,2016-03-30,2016-03-30,-303662562.85,3046766486.51,476602597.26,-406035024.09,50000000.00,1186064416.81,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000006.SZ,2015,3,2015-10-28,2015-10-28,-891467674.29,1836151281.70,-133573750.00,-405052383.33,50000000.00,1162792345.32,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000006.SZ,2015,1,2015-04-24,2015-04-24,-739415098.21,709978032.23,227852162.08,-20036193.00,0.00,987287933.24,0.00,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000007.SZ,2015,2,2015-08-31,2015-08-31,63511881.16,59474738.56,-72381697.77,-160798.83,NaN,-135694247.95,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000007.SZ,2015,1,2015-04-30,2015-04-30,-16494816.38,28467747.71,-71904604.94,-4420.00,NaN,-55358247.95,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000007.SZ,2015,3,2015-10-30,2015-10-30,49049403.34,105331851.12,-73671673.03,-1964758.37,NaN,-120696219.77,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000007.SZ,2015,4,2016-04-23,2016-04-23,237362776.57,98090328.89,144177915.14,13038017.63,NaN,-106166243.14,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000008.SZ,2015,4,2016-04-27,2016-04-27,-72462379.66,959738025.20,231962087.56,-156177883.83,493319780.59,460602351.05,684030280.81,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000008.SZ,2015,1,2015-04-29,2015-04-29,-20136975.08,221115566.21,294274069.75,-288971104.84,20000000.00,603492923.31,705030280.81,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000008.SZ,2015,3,2015-10-31,2015-10-31,-90798209.26,629023240.76,58566003.64,-262558262.20,209414673.02,412003141.89,669030280.81,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000008.SZ,2015,2,2015-08-29,2015-08-29,-99904414.53,398774316.22,47883326.77,-264842477.32,209414673.02,412676360.82,669030280.81,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000009.SZ,2015,1,2015-04-29,2015-04-29,-109472530.59,1051996730.54,-233575991.53,-113327800.67,257296211.94,-9257661.50,2450000.00,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000009.SZ,2015,2,2015-08-28,2015-08-28,-80255954.17,2222258232.93,-518107697.75,-869737860.29,217727395.65,433448538.38,25468072.00,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000009.SZ,2015,4,2016-04-29,2016-04-29,12586391.58,5135790438.70,1716576228.43,-82565981.30,7396313081.49,1771429323.77,223710525.00,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000009.SZ,2015,3,2015-10-31,2015-10-31,-380943814.18,3319904754.10,634799106.45,477076254.41,407359608.74,534919917.70,59863015.00,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000010.SZ,2015,1,2015-04-29,2015-04-29,-98768283.14,50969519.03,-33094316.81,1484058.00,NaN,64189908.33,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000010.SZ,2015,3,2015-10-27,2015-10-27,-321031393.54,113446701.73,-191840110.99,-198202518.72,NaN,327393801.27,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000010.SZ,2015,4,2016-04-27,2016-04-27,-388026037.33,191221778.33,719630310.55,-604620008.51,NaN,1712276356.39,813399999.76,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000010.SZ,2015,2,2015-08-18,2015-08-18,-219721402.57,79617076.90,-64429938.52,-118480205.40,NaN,273771669.45,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000011.SZ,2015,3,2015-10-30,2015-10-30,-39562655.50,924011912.63,-128268567.28,-8021090.40,6511297.75,-82365414.10,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000011.SZ,2015,1,2015-04-30,2015-04-30,-129634375.83,162154708.13,-202111741.54,-14011460.10,NaN,-58656309.66,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000011.SZ,2015,2,2015-08-15,2015-08-15,-221909180.93,460272796.97,-325965954.84,-7669730.46,6511297.75,-96151660.47,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000011.SZ,2015,4,2016-03-31,2016-03-31,309767629.66,1696592242.82,124374439.09,-30227189.66,7091672.64,-157923608.74,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000012.SZ,2015,4,2016-03-25,2016-03-25,1092832497.00,8240680369.00,417906617.00,-578218613.00,166695803.00,-100083486.00,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000012.SZ,2015,1,2015-04-30,2015-04-30,37738405.00,1638344300.00,-22782274.00,-224398768.00,91792420.00,165126195.00,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000012.SZ,2015,2,2015-08-18,2015-08-18,352563820.00,3678762331.00,26681388.00,-519761302.00,153447723.00,194921774.00,0.00,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000012.SZ,2015,3,2015-10-28,2015-10-28,681145888.00,5851005595.00,17811297.00,-652329800.00,153447723.00,-10363611.00,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000014.SZ,2015,1,2015-04-25,2015-04-25,-85203799.27,61383065.04,-117199729.28,-19430.00,NaN,-31976500.01,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000014.SZ,2015,4,2016-03-31,2016-03-31,39894394.25,381911738.35,-120297083.58,-2920582.78,1038522.77,-157275372.67,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000014.SZ,2015,3,2015-10-29,2015-10-29,-8452990.71,209393477.76,-106804270.64,164297.95,1531323.95,-98515537.43,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000014.SZ,2015,2,2015-08-22,2015-08-22,-26145761.75,119931311.05,-114728505.07,-799446.00,NaN,-87783256.87,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000015.SZ,2015,4,2016-04-29,2016-04-29,51766946.01,174680475.95,47435631.29,-4331314.72,NaN,NaN,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000016.SZ,2015,1,2015-04-29,2015-04-29,277361649.37,4304120204.92,80192649.99,-106066002.69,20170536.85,-54029622.97,69408631.07,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000016.SZ,2015,3,2015-10-29,2015-10-29,1141022190.39,13985879580.25,1303012507.67,-67829339.58,144985946.85,255991588.69,71253725.44,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000016.SZ,2015,4,2016-04-08,2016-04-08,1289600482.66,18443639036.67,-152081985.73,-151922878.59,145165277.44,-1254153394.94,78701328.03,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000016.SZ,2015,2,2015-08-29,2015-08-29,70042909.63,9102327477.32,396244280.00,326173576.74,20170536.85,37779744.97,70678264.16,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000017.SZ,2015,1,2015-04-30,2015-04-30,-2814082.91,12337762.78,-2974766.67,-160683.76,NaN,NaN,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000017.SZ,2015,4,2016-04-25,2016-04-25,-3029023.82,93016514.64,-3411801.12,-382777.30,NaN,NaN,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000017.SZ,2015,3,2015-10-29,2015-10-29,-78235.71,71823069.90,-331582.32,-253346.61,NaN,NaN,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000017.SZ,2015,2,2015-08-20,2015-08-20,-5618253.35,34158138.33,-5840475.57,-222222.22,NaN,NaN,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000018.SZ,2015,2,2015-08-31,2015-08-31,911858.00,5569686.00,670900.00,-62873.00,NaN,NaN,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000018.SZ,2015,3,2015-10-31,2015-10-31,-327571330.51,1379577878.41,-130888286.80,-35910259.45,NaN,235414152.87,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000018.SZ,2015,4,2016-04-15,2016-04-15,-292051257.08,2882512458.95,338985801.91,-28710640.80,68.86,659061397.84,242223784.52,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000018.SZ,2015,1,2015-04-30,2015-04-30,1310984.00,3017384.00,1376214.00,-32287.00,NaN,NaN,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000019.SZ,2015,3,2015-10-27,2015-10-27,-19431555.66,321784116.52,-105613930.08,-52315683.39,123000000.00,-33859000.00,6300000.00,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000019.SZ,2015,1,2015-04-21,2015-04-21,24231791.99,110811196.79,-96502220.02,-84225374.96,NaN,-36484000.00,3675000.00,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000019.SZ,2015,2,2015-08-25,2015-08-25,21913616.18,231581682.29,-86373233.51,-74385187.66,60000000.00,-33859000.00,6300000.00,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000019.SZ,2015,4,2016-04-26,2016-04-26,-45963089.09,414424898.08,-119333891.29,-39717730.33,223000000.00,-33698769.08,6460000.00,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000020.SZ,2015,1,2015-04-28,2015-04-28,-2165279.32,73840710.41,-5369528.60,13737159.54,NaN,-16978699.15,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000020.SZ,2015,4,2016-04-30,2016-04-30,173486015.99,513469704.97,610454809.04,-27707402.09,NaN,459653679.70,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000020.SZ,2015,3,2015-10-27,2015-10-27,48060038.26,287471957.64,6909386.57,28210999.23,500000000.00,-69393557.81,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000020.SZ,2015,2,2015-08-25,2015-08-25,17028593.73,183618610.88,-1362306.90,10529763.03,NaN,-28950224.51,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000021.SZ,2015,3,2015-10-29,2015-10-29,-11719830.91,9620974475.20,-611151161.02,-1019626143.90,NaN,408733719.64,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000021.SZ,2015,4,2016-03-31,2016-03-31,490461263.53,14081143031.73,346478698.64,-1246016366.39,NaN,1056206183.25,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000021.SZ,2015,2,2015-08-28,2015-08-28,172966995.09,7040164714.77,-602489994.95,-490716811.46,NaN,-309668081.31,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000021.SZ,2015,1,2015-04-28,2015-04-28,-279593626.03,3529716027.09,-442133646.01,-326444866.34,NaN,142728562.64,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000023.SZ,2015,1,2015-04-28,2015-04-28,-33108031.34,212583722.83,-15657973.43,-1231961.00,NaN,18682018.91,NaN,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
000023.SZ,2015,3,2015-10-30,2015-10-30,6688911.45,595462366.43,21188121.30,-5235971.80,NaN,19735181.65,NaN,2026-04-19 18:15:34.731169+08:00,2026-05-04 19:52:48.944171+08:00
000023.SZ,2015,4,2016-03-10,2016-03-10,29471807.98,864196622.19,7111437.14,-8160811.41,NaN,-14199559.43,NaN,2026-04-19 18:15:36.412288+08:00,2026-05-04 19:52:50.742181+08:00
000023.SZ,2015,2,2015-08-05,2015-08-05,-36646724.92,359228822.89,-16738938.33,-1522938.00,NaN,21430724.59,NaN,2026-04-19 18:15:33.113862+08:00,2026-05-04 19:52:47.297176+08:00
000024.SZ,2015,1,2015-04-30,2015-04-30,-6851977379.07,9467176552.62,478182966.49,-149409113.69,NaN,7447288849.83,515300000.00,2026-04-19 18:15:31.475421+08:00,2026-05-04 19:52:45.203415+08:00
