ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2020,1,2020-04-21,2.5695,2.5569,NaN,0.2118,,8506000000.00,13.7685,13.3078,14.7999,91.4731,11.7276,NaN,NaN,16.7816,16.7816,,0.4000,14.5528,2026-04-19 21:13:52.144493+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2020,3,2020-10-22,6.6685,6.6441,NaN,0.5406,,22316000000.00,-5.8282,-6.0308,-5.1776,91.7465,12.1161,NaN,NaN,13.2151,13.2151,,1.1100,14.8834,2026-04-19 21:13:56.496683+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2020,4,2021-02-02,8.5445,8.5185,NaN,0.6881,,28840000000.00,1.7085,1.4183,2.5998,91.8512,12.2717,NaN,NaN,11.2962,11.2962,,1.4000,15.1596,2026-04-19 21:13:58.987033+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2020,2,2020-08-28,4.1175,4.0898,NaN,0.3370,,13586000000.00,-11.8680,-12.0782,-11.1991,91.5906,11.8915,NaN,NaN,15.4786,15.4786,,0.6600,14.5034,2026-04-19 21:13:54.378928+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2020,3,2020-10-30,10.1669,9.6686,2.5767,1.6969,29.9372,18889318112.36,0.4599,0.0316,8.8926,83.3206,5.9954,1.1414,0.4160,7.8497,7.8497,,1.7410,17.4453,2026-04-19 21:13:56.496683+08:00,2026-05-04 20:25:02.774217+08:00
000002.SZ,2020,2,2020-08-28,6.5198,6.3148,1.6608,1.0537,31.8089,12114207886.28,-4.6381,-4.6005,5.6222,83.8745,6.2014,1.1472,0.4388,5.0455,5.0455,,1.1100,16.8379,2026-04-19 21:13:54.378928+08:00,2026-05-04 20:24:59.863940+08:00
000002.SZ,2020,4,2021-03-31,20.1254,19.5059,4.6541,3.2952,29.2454,40237711134.26,4.3668,4.0978,6.8004,81.2835,5.3429,1.1745,0.4139,13.9219,13.9219,,3.6200,19.3249,2026-04-19 21:13:58.987033+08:00,2026-05-04 20:25:05.586613+08:00
000002.SZ,2020,1,2020-04-28,0.6633,0.5400,0.3775,0.1401,31.2754,1017202995.38,-18.0492,-18.3255,11.4876,84.2446,6.3470,1.1457,0.4299,-1.2409,-1.2409,,0.1110,16.6928,2026-04-19 21:13:52.144493+08:00,2026-05-04 20:24:57.273236+08:00
000003.SZ,2020,4,2021-05-01,-3.3826,-8.5641,-2.7071,-2.6931,25.3098,-3260741.26,87.7139,95.1098,95.1098,22.6453,1.2927,0.5968,0.5963,-6.5497,-6.5497,,-0.0020,0.0925,2026-04-19 21:13:58.987033+08:00,2026-05-04 20:25:05.586613+08:00
000003.SZ,2020,2,2020-08-29,-3.6892,-5.3386,-2.9849,-3.0228,20.4650,-2050565.09,34.4950,53.2955,53.2955,18.0048,1.2196,0.8891,0.8876,-13.5809,-13.5809,,-0.0035,0.0942,2026-04-19 21:13:54.378928+08:00,2026-05-04 20:24:59.863940+08:00
