ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2018,3,2018-10-24,2018-10-24,-11310000000.00,NaN,27586000000.00,73959000000.00,348914000000.00,-37081000000.00,NaN,2026-04-19 18:15:55.861269+08:00,2026-05-04 19:53:11.236993+08:00
000001.SZ,2018,1,2018-04-20,2018-04-20,41442000000.00,NaN,53864000000.00,3222000000.00,113266000000.00,10502000000.00,NaN,2026-04-19 18:15:52.440865+08:00,2026-05-04 19:53:07.452776+08:00
000001.SZ,2018,2,2018-08-16,2018-08-16,7455000000.00,NaN,83883000000.00,66507000000.00,241674000000.00,9403000000.00,NaN,2026-04-19 18:15:54.149074+08:00,2026-05-04 19:53:09.405246+08:00
000001.SZ,2018,4,2019-03-07,2019-03-07,-57323000000.00,NaN,24777000000.00,61382000000.00,440302000000.00,19021000000.00,NaN,2026-04-19 18:15:57.674259+08:00,2026-05-04 19:53:13.141591+08:00
000002.SZ,2018,2,2018-08-21,2018-08-21,-4255092906.29,180559377822.96,-14410324520.05,-48644731763.85,460415968.44,38396580074.74,14789795844.76,2026-04-19 18:15:54.149074+08:00,2026-05-04 19:53:09.405246+08:00
000002.SZ,2018,3,2018-10-26,2018-10-26,-25731174684.45,273935297509.89,-41209609673.47,-71135787690.02,1029459907.92,55195975996.51,17026478170.82,2026-04-19 18:15:55.861269+08:00,2026-05-04 19:53:11.236993+08:00
000002.SZ,2018,1,2018-04-26,2018-04-26,-27753653226.06,80706452702.94,-80363987088.14,-50306337674.09,390009293.91,-1956907854.40,4079235842.42,2026-04-19 18:15:52.440865+08:00,2026-05-04 19:53:07.452776+08:00
000002.SZ,2018,4,2019-03-26,2019-03-26,33618183388.52,398148270444.38,11342156167.35,-67364436029.86,1472713852.59,44797648094.08,19491299493.42,2026-04-19 18:15:57.674259+08:00,2026-05-04 19:53:13.141591+08:00
000003.SZ,2018,4,2019-04-27,2019-04-27,-20425603.86,22889227.32,-14436020.89,6435586.00,16000000.00,NaN,NaN,2026-04-19 18:15:57.674259+08:00,2026-05-04 19:53:13.141591+08:00
000003.SZ,2018,1,2018-04-27,2018-04-27,-6107093.32,10123889.26,3828376.51,10036862.12,10000000.00,NaN,NaN,2026-04-19 18:15:52.440865+08:00,2026-05-04 19:53:07.452776+08:00
000003.SZ,2018,3,2019-10-30,2019-10-30,-21808796.85,21106879.24,-6216426.56,16038373.32,16000000.00,NaN,NaN,2026-04-19 18:15:55.861269+08:00,2026-05-04 19:53:11.236993+08:00
000003.SZ,2018,2,2018-08-30,2018-08-30,-19253100.13,17971420.19,-5461661.73,14237441.43,15000000.00,NaN,NaN,2026-04-19 18:15:54.149074+08:00,2026-05-04 19:53:09.405246+08:00
000004.SZ,2018,3,2018-10-31,2018-10-31,-2431567.57,267207397.82,17071733.12,-1496699.31,NaN,21000000.00,21000000.00,2026-04-19 18:15:55.861269+08:00,2026-05-04 19:53:11.236993+08:00
000004.SZ,2018,4,2019-04-26,2019-04-26,-53310246.02,382366868.15,-51093025.12,-18782779.10,36896550.00,21000000.00,21000000.00,2026-04-19 18:15:57.674259+08:00,2026-05-04 19:53:13.141591+08:00
000004.SZ,2018,2,2018-08-25,2018-08-25,4474321.62,165639935.36,24763275.06,-711046.56,NaN,21000000.00,21000000.00,2026-04-19 18:15:54.149074+08:00,2026-05-04 19:53:09.405246+08:00
000004.SZ,2018,1,2018-04-28,2018-04-28,8873481.71,79869755.70,29654766.13,-218715.58,NaN,21000000.00,21000000.00,2026-04-19 18:15:52.440865+08:00,2026-05-04 19:53:07.452776+08:00
000005.SZ,2018,4,2019-04-25,2019-04-25,-94794814.73,394253096.01,-14204134.82,136252736.90,NaN,-55599169.66,227415.92,2026-04-19 18:15:57.674259+08:00,2026-05-04 19:53:13.141591+08:00
000005.SZ,2018,3,2018-10-30,2018-10-30,-33542016.06,341661712.00,-26896254.10,48583654.90,74800000.00,-41937892.94,NaN,2026-04-19 18:15:55.861269+08:00,2026-05-04 19:53:11.236993+08:00
000005.SZ,2018,2,2018-08-30,2018-08-30,-52281381.12,267147235.01,-29165808.01,48686933.15,74800000.00,-25571360.04,NaN,2026-04-19 18:15:54.149074+08:00,2026-05-04 19:53:09.405246+08:00
000005.SZ,2018,1,2018-04-21,2018-04-21,2903859.55,193182266.29,2461875.31,-775306.93,NaN,333322.69,NaN,2026-04-19 18:15:52.440865+08:00,2026-05-04 19:53:07.452776+08:00
000006.SZ,2018,3,2018-10-27,2018-10-27,682585383.55,1759154187.50,-451990768.09,142652182.24,141570000.00,-1277440556.51,0.00,2026-04-19 18:15:55.861269+08:00,2026-05-04 19:53:11.236993+08:00
