ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2008,4,2009-03-20,4.1761,4.2435,,0.1485,,623941000.00,-78.4138,-78.9858,-76.8280,96.5431,28.9277,,,34.2875,34.2875,,0.2000,5.2813,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000002.SZ,2008,4,2009-03-10,13.1866,13.2763,6.3866,4.2309,38.9993,4060585300.93,-16.8316,-17.2650,-16.7429,67.4441,3.0716,1.7575,0.4269,15.3833,15.3833,,0.3700,2.9005,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000003.SZ,2008,4,2009-04-30,,,-0.0439,-17.6493,90.9840,-83739221.31,-7.6367,-4.9149,-4.5609,758.1902,,0.1145,0.0406,160.7887,160.7887,,,-8.9470,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000004.SZ,2008,4,2009-04-20,-16.6644,-16.6472,-5.4002,-6.8028,46.7251,-11110953.30,-7.5716,-15.4010,-20.0185,49.1793,1.9677,1.3163,0.6946,7.0836,7.0836,,-0.1324,0.7286,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000005.SZ,2008,4,2009-04-28,1.3896,-4.0988,3.0574,0.7299,56.4775,-30971556.48,-149.6384,-83.8960,-87.9080,45.8645,1.8472,0.4397,0.3283,-63.6426,-63.6426,,0.0115,0.8224,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000006.SZ,2008,4,2009-04-25,9.0423,8.9254,4.0916,2.6147,68.1430,148278150.83,-43.0437,-43.8623,-40.4405,71.6675,3.5295,1.7384,0.0806,-0.2240,-0.2240,,0.2962,3.1587,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000007.SZ,2008,4,2009-04-24,,,-2.2625,-9.6462,78.1623,-56262377.96,-6471.9402,-683.5840,-629.9184,112.2615,,0.4585,0.4253,-14.2022,-14.2022,,-0.3310,-0.4572,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000008.SZ,2008,4,2009-03-07,1.0231,0.1875,0.8130,0.9469,20.8398,137056.29,-64.0639,-59.9857,-55.5332,7.4786,1.0808,7.3317,7.3317,15.4081,15.4081,,0.0100,0.9913,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000009.SZ,2008,4,2009-04-25,11.6688,14.3077,7.1395,4.5549,36.7819,245699029.36,-8.2864,-6.7898,-13.0248,58.9999,2.4390,1.6756,0.7652,48.4346,48.4346,,0.1900,1.6603,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000010.SZ,2008,4,2009-04-16,21.1343,-21.2649,9.0878,7.5179,38.8683,-15913114.63,1649.9345,201.3644,154.7835,64.6314,2.8274,1.2265,0.7723,-7.3766,-7.3766,,0.1100,0.2639,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000011.SZ,2008,4,2009-04-27,1.7297,4.0020,2.6247,0.4922,45.5351,22741788.35,181.9083,203.0461,135.9030,72.9266,3.6937,1.5490,0.4080,87.2351,87.2351,,0.0181,1.0532,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000012.SZ,2008,4,2009-03-31,9.8246,8.1925,7.0290,5.3134,29.9273,350296529.00,-27.6022,-20.8729,-2.6432,53.6142,2.1558,0.4120,0.3374,2.0395,2.0395,,0.3500,3.6736,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000013.SZ,2008,4,2010-04-27,,,-3.4801,-256.1110,,,-0.0430,-0.0430,-0.0430,6686.2284,,0.0012,0.0012,,,,,-10.6186,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000014.SZ,2008,4,2009-04-25,11.7613,13.4926,4.5447,3.1469,61.2211,49989132.90,2157.4470,1394.7460,1844.9826,74.3529,3.8991,1.5232,0.3006,67.4733,67.4733,,0.2160,1.9365,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000015.SZ,2008,4,2009-04-22,,,-2.3846,-43.2839,,-56363308.29,-3.8282,-3.8264,-3.8264,1326.2005,,0.0002,0.0002,,,,-0.3585,-10.1117,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000016.SZ,2008,4,2009-04-30,7.2909,6.9439,3.2420,2.6269,19.1467,254938313.48,9.8179,15.2511,29.2569,61.7391,2.6136,1.3824,0.9824,0.2976,0.2976,,0.2083,3.1576,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000017.SZ,2008,4,2009-04-25,,,26.4783,-21.9551,4.3483,-60660142.06,-8.6748,-161.0404,-171.2178,1044.3048,,0.0524,0.0324,16.8804,16.8804,,-0.0936,-3.7608,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000018.SZ,2008,4,2009-04-23,-17.3236,-18.0047,-12.1025,-12.3385,11.8169,-26977875.00,76.8101,78.9657,77.6916,32.1194,1.4732,1.4457,1.3743,-54.7341,-54.7341,,-0.1500,0.7690,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000019.SZ,2008,4,2009-03-21,3.8692,3.2951,4.6788,3.2027,21.9449,10756011.59,-6.7747,-60.1978,-71.0914,27.9769,1.3884,1.1115,0.7528,-21.3914,-21.3914,,0.0700,1.8290,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000020.SZ,2008,4,2009-04-27,3.0889,0.7417,2.6078,1.8444,18.0719,1817162.61,160.3249,-76.9972,-65.7032,44.5208,1.8025,0.9953,0.7411,-1.9890,-1.9890,,0.0267,0.8752,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000021.SZ,2008,4,2009-04-23,9.1054,8.4949,5.6461,6.6797,3.0136,295262414.85,-63.8481,-62.2120,-55.3754,20.0200,1.2503,3.2065,2.8241,6.5228,6.5228,,0.3598,3.9391,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000023.SZ,2008,4,2009-04-03,7.1898,5.2328,2.9429,2.4371,17.3321,15513453.04,42.8302,-10.2511,5.6982,69.0112,3.2270,1.1834,0.5337,-14.3645,-14.3645,,0.1536,2.1492,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000024.SZ,2008,4,2009-03-31,10.7848,11.0222,4.2750,3.4919,41.2912,1254636882.00,-2.7880,-10.4903,6.0229,56.5149,2.2996,2.2856,0.6068,-13.0960,-13.0960,,0.9408,8.6547,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000025.SZ,2008,4,2009-03-24,2.8535,-2.7199,2.0148,0.2542,15.0366,-4369676.82,-103.9343,-73.4681,-62.7649,69.5731,3.2866,0.4048,0.2439,-35.6334,-35.6334,,0.0208,0.7441,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000026.SZ,2008,4,2009-03-26,9.8279,9.4518,9.0308,5.2294,35.7048,62053467.83,-2.6946,3.8233,5.9884,52.8519,2.1210,1.3716,0.3717,34.9114,34.9114,,0.2590,2.6910,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000027.SZ,2008,4,2009-04-18,9.1827,6.5481,6.8057,4.3185,13.0519,737779102.63,-87.3935,-42.0786,-35.2437,53.4477,2.1481,0.7398,0.6263,2.7642,2.7642,,0.4700,5.1239,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000028.SZ,2008,4,2009-03-20,27.8405,25.0580,7.6371,4.9303,8.7621,139335035.00,8.8414,6.5148,23.9309,82.3731,5.6731,1.0450,0.7972,21.5467,21.5467,,0.5370,2.1794,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000029.SZ,2008,4,2009-04-22,1.6108,1.7975,2.8016,0.8383,32.9821,21340998.68,-14.7795,-20.5668,-50.9747,47.1620,1.8926,1.8634,0.5654,-16.4617,-16.4617,,0.0189,1.1944,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000030.SZ,2008,4,2009-04-08,,,-198.3922,-377.4665,,-25927109.36,-45.5817,-285.7213,-285.7213,9695.9314,,0.0037,0.0017,-5.7270,-5.7270,,-0.2952,-5.9758,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000031.SZ,2008,4,2009-04-27,4.2932,4.4304,3.2142,1.8355,55.4817,146555448.36,-62.6650,-63.6561,-69.5204,63.7839,2.7612,1.6529,0.5062,31.9357,31.9357,,0.0800,1.7502,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000032.SZ,2008,4,2009-04-18,9.5491,8.8525,6.7605,5.1261,19.2692,67903874.67,-5.3470,-3.0251,-15.9635,41.3141,1.7040,1.6827,0.7526,-10.9023,-10.9023,,0.3150,3.2275,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000033.SZ,2008,4,2009-04-10,1.5601,-4.8562,3.0985,0.9888,46.9381,-14891429.82,-128.4569,266.1952,152.9318,33.5176,1.5042,0.5225,0.5032,-2.4917,-2.4917,,0.0107,0.9382,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000034.SZ,2008,4,2009-04-28,,,-92.6516,-113.4570,9.0310,-165022422.79,2.6953,-28.2199,-19.7171,714.3951,,0.1544,0.0974,-26.5010,-26.5010,,-0.7200,-3.2020,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000035.SZ,2008,4,2009-04-30,,,12.6216,-1.9695,59.0471,5451489.07,-90.3933,-108.3258,-108.4426,329.5160,,0.0215,0.0215,-21.3340,-21.3340,,-0.0700,-8.2053,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000036.SZ,2008,4,2009-04-28,-28.6471,-28.5572,-4.8154,-4.9944,35.2400,-401284131.84,56.8236,56.3976,-4.5438,53.6554,2.1577,2.0850,0.8565,-98.4336,-98.4336,,-0.3582,1.0289,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
000037.SZ,2008,4,2009-04-09,0.6154,-3.2836,5.2584,0.2815,-43.0142,-57432714.45,-313.2943,-60.6945,-93.6844,61.1732,2.5755,0.7758,0.3089,-12.8054,-12.8054,,0.0200,2.9417,2026-05-07 00:33:20.947972+08:00,2026-05-07 00:33:20.948087+08:00
