ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2023,4,2024-03-15,2024-03-15,92461000000.00,NaN,75893000000.00,-26142000000.00,402105000000.00,8089000000.00,NaN,2026-04-19 18:16:35.111020+08:00,2026-05-05 13:31:48.369427+08:00
000001.SZ,2023,1,2023-04-25,2023-04-25,109156000000.00,NaN,67309000000.00,7025000000.00,91756000000.00,-48093000000.00,NaN,2026-04-19 18:16:29.327654+08:00,2026-05-05 13:31:15.607208+08:00
000001.SZ,2023,3,2023-10-25,2023-10-25,115930000000.00,NaN,78389000000.00,50029000000.00,313439000000.00,-91023000000.00,NaN,2026-04-19 18:16:33.077492+08:00,2026-05-05 13:31:37.545368+08:00
000001.SZ,2023,2,2023-08-24,2023-08-24,44241000000.00,NaN,77737000000.00,38709000000.00,210727000000.00,-8564000000.00,NaN,2026-04-19 18:16:31.229197+08:00,2026-05-05 13:31:26.113419+08:00
000002.SZ,2023,2,2023-08-31,2023-08-31,1864499635.13,160959767625.25,-14718771451.92,-293419231.45,2420199769.21,-16440283211.88,6663598398.49,2026-04-19 18:16:31.229197+08:00,2026-05-05 13:31:26.113419+08:00
000002.SZ,2023,1,2023-04-29,2023-04-29,7001300467.87,84308138943.47,2885423896.99,-337014583.76,2238242521.21,-3749992041.01,3512465932.78,2026-04-19 18:16:29.327654+08:00,2026-05-05 13:31:15.607208+08:00
000002.SZ,2023,4,2024-03-29,2024-03-29,3912323920.11,296649108624.00,-37482092863.99,-4615642106.31,5692277648.10,-36813164252.00,11867927076.75,2026-04-19 18:16:35.111020+08:00,2026-05-05 13:31:48.369427+08:00
000002.SZ,2023,3,2023-10-28,2023-10-28,235323600.88,219906922116.70,-33180264499.62,-2213182784.53,3298279306.03,-31334050924.03,6599790545.25,2026-04-19 18:16:33.077492+08:00,2026-05-05 13:31:37.545368+08:00
000003.SZ,2023,2,2023-09-01,2023-09-01,-1010658.22,5068459.44,-1022944.15,-12285.93,NaN,NaN,NaN,2026-04-19 18:16:31.229197+08:00,2026-05-05 13:31:26.113419+08:00
000003.SZ,2023,4,2024-05-01,2024-05-01,-592439.22,,-611112.72,-18673.50,,0.00,,2026-05-06 01:30:24.867935+08:00,2026-05-06 01:30:24.868043+08:00
000004.SZ,2023,1,2023-04-29,2023-04-29,-29931171.95,35769946.91,-69976924.71,-40045752.76,NaN,NaN,NaN,2026-04-19 18:16:29.327654+08:00,2026-05-05 13:31:15.607208+08:00
000004.SZ,2023,4,2024-04-30,2024-04-30,-36050910.29,,-37924177.32,406614.24,,-2279881.27,,2026-05-04 14:40:55.290221+08:00,
000004.SZ,2023,2,2023-08-24,2023-08-24,-40674292.31,59878647.20,-41620117.12,452639.72,NaN,-1398464.53,620000.00,2026-04-19 18:16:31.229197+08:00,2026-05-05 13:31:26.113419+08:00
000004.SZ,2023,3,2023-10-28,2023-10-28,-39399527.20,91063468.17,-40687349.10,405327.72,NaN,-1693149.62,1210000.00,2026-04-19 18:16:33.077492+08:00,2026-05-05 13:31:37.545368+08:00
000005.SZ,2023,4,2024-05-14,2024-05-14,-22535328.45,,-38817053.54,-5115908.99,,-11187052.64,,2026-05-06 01:30:24.909355+08:00,2026-05-06 01:30:24.909455+08:00
000005.SZ,2023,2,2023-08-30,2023-08-30,-39927754.02,118111694.44,-50135267.58,2459990.15,NaN,-12687245.53,NaN,2026-04-19 18:16:31.229197+08:00,2026-05-05 13:31:26.113419+08:00
000005.SZ,2023,1,2023-04-29,2023-04-29,-41909995.25,63151259.20,-48229262.80,-268190.58,NaN,-6051076.97,NaN,2026-04-19 18:16:29.327654+08:00,2026-05-05 13:31:15.607208+08:00
