ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2006,3,2006-10-26,2006-10-26,6253524904.00,,-2134612059.00,-8361412265.00,,NaN,,2026-05-05 13:30:13.435673+08:00,
000001.SZ,2006,1,2006-04-26,2006-04-26,13663330688.00,,816744493.00,-12844858367.00,,NaN,,2026-05-05 13:30:01.927869+08:00,
000001.SZ,2006,4,2007-03-22,2007-03-22,7410385467.00,,-1440384933.00,-8849543131.00,,-1227269.00,,2026-05-05 01:13:21.124470+08:00,2026-05-05 13:08:17.322112+08:00
000001.SZ,2006,2,2006-08-18,2006-08-18,2731155320.00,,-5052562907.00,-7770741873.00,,NaN,,2026-05-05 13:30:07.974662+08:00,
000002.SZ,2006,2,2007-08-28,2006-08-01,-3198738756.07,,177838641.64,-477185501.66,,3851940596.59,,2026-05-05 13:30:07.974662+08:00,
000002.SZ,2006,3,2007-10-30,2006-10-31,-4303268849.01,,2210954467.21,-962678559.31,,7472686685.26,,2026-05-05 13:30:13.435673+08:00,
000002.SZ,2006,1,2007-04-30,2006-04-25,-1722876262.04,,-369201976.92,-495431633.34,,1849763239.10,,2026-05-05 13:30:01.927869+08:00,
000002.SZ,2006,4,2008-03-21,2007-03-20,-3024121481.87,,7494660487.70,-1551820844.62,,12064160297.20,,2026-05-05 01:13:23.230539+08:00,2026-05-05 13:08:17.322112+08:00
000003.SZ,2006,4,2007-04-30,2007-04-30,5366678.09,,-439395.48,291206.82,,-6097280.39,,2026-05-05 13:08:17.322112+08:00,
000004.SZ,2006,2,2006-08-19,2006-08-19,20207947.15,,45230012.05,25869103.27,,-847038.37,,2026-05-05 13:30:07.974662+08:00,
000004.SZ,2006,1,2007-04-28,2006-04-28,-20621064.85,,-21245912.95,-257355.19,,-367492.91,,2026-05-05 13:30:01.927869+08:00,
000004.SZ,2006,3,2006-10-30,2006-10-30,33994864.16,,58097146.28,19399899.27,,4702382.85,,2026-05-05 13:30:13.435673+08:00,
000004.SZ,2006,4,2007-04-27,2007-04-27,6415831.22,,-25656556.21,-28548606.17,,-3523781.26,,2026-05-05 01:13:25.266059+08:00,2026-05-05 13:08:17.322112+08:00
000005.SZ,2006,3,2007-10-29,2006-10-28,23368928.53,,10091153.92,-2702862.40,,-10574912.21,,2026-05-05 13:30:13.435673+08:00,
000005.SZ,2006,2,2007-08-27,2006-08-26,21140598.59,,10863604.21,-2702862.40,,-7574131.98,,2026-05-05 13:30:07.974662+08:00,
000005.SZ,2006,4,2008-04-26,2007-04-30,2659119.27,,-2179364.00,-670029.45,,-4168453.82,,2026-05-05 13:08:17.322112+08:00,
000005.SZ,2006,1,2007-04-30,2006-04-28,7819494.11,,12042499.73,-2702862.40,,6925868.02,,2026-05-05 13:30:01.927869+08:00,
000006.SZ,2006,4,2008-03-29,2007-03-24,-489168972.61,,-140567623.25,-3157711.52,,351759060.88,,2026-05-05 01:13:27.286928+08:00,2026-05-05 13:08:17.322112+08:00
000006.SZ,2006,2,2007-08-16,2006-08-19,674424540.08,,135397776.76,-129018202.40,,-410008560.92,,2026-05-05 13:30:07.974662+08:00,
000006.SZ,2006,1,2007-04-21,2006-04-22,313600229.42,,-19096315.92,-129620021.13,,-203076524.21,,2026-05-05 13:30:01.927869+08:00,
000006.SZ,2006,3,2007-10-30,2006-10-24,350681600.77,,-151299464.96,-752961182.35,,250980116.62,,2026-05-05 13:30:13.435673+08:00,
000007.SZ,2006,3,2007-10-27,2006-10-26,23111001.82,,3729547.94,-3118811.96,,-16262641.92,,2026-05-05 13:30:13.435673+08:00,
000007.SZ,2006,2,2007-08-25,2006-08-26,16701813.93,,7512729.39,-3281909.16,,-5907175.38,,2026-05-05 13:30:07.974662+08:00,
000007.SZ,2006,4,2008-04-22,2007-04-20,24038286.54,,11444283.90,4564015.53,,-17140384.57,,2026-05-05 01:13:29.293605+08:00,2026-05-05 13:08:17.322112+08:00
