ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2023,2,2023-08-24,2023-08-24,2,88610000000.00,88610000000.00,56673000000.00,,,23438000000.00,,31937000000.00,31933000000.00,6546000000.00,25387000000.00,25387000000.00,1.2000,2026-04-19 18:12:32.980715+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2023,3,2023-10-25,2023-10-25,2,127634000000.00,127634000000.00,78587000000.00,,,33888000000.00,,49047000000.00,48993000000.00,9358000000.00,39635000000.00,39635000000.00,1.9400,2026-04-19 18:12:35.344063+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2023,1,2023-04-25,2023-04-25,2,45098000000.00,45098000000.00,26729000000.00,,,11807000000.00,,18369000000.00,18367000000.00,3765000000.00,14602000000.00,14602000000.00,0.6500,2026-04-19 18:12:30.588416+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2023,4,2024-03-15,2024-03-15,2,164699000000.00,164699000000.00,106771000000.00,,,45959000000.00,,57928000000.00,57718000000.00,11263000000.00,46455000000.00,46455000000.00,2.2500,2026-05-02 17:01:50.532873+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2023,1,2023-04-29,2023-04-29,1,68474007399.21,68474007399.21,65285599576.82,57896604145.98,1718423000.55,1552425670.72,1236814366.40,4091132174.69,4231722279.98,1398008685.65,2833713594.33,1445811341.87,0.1251,2026-04-19 18:12:30.588416+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2023,4,2024-03-29,2024-03-29,1,465739076702.23,465739076702.23,439526175913.04,394783859517.79,12272115679.08,5766947610.21,3714825488.38,29251702064.41,29805428126.44,9349869711.70,20455558414.74,12162684368.86,1.0300,2026-05-02 17:01:50.532873+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2023,3,2023-10-28,2023-10-28,1,290308491288.95,290308491288.95,264914488073.33,239270394543.29,7368570295.73,5044875572.51,2765585631.94,28212424140.19,28693741655.60,7666396655.00,21027345000.60,13621477419.62,1.1585,2026-04-19 18:12:35.344063+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2023,2,2023-08-31,2023-08-31,1,200892590067.22,200892590067.22,182578331928.84,162991174494.47,4653530710.26,3327454455.60,2406893865.28,20335189196.50,20702682313.25,5534467982.50,15168214330.75,9870472245.91,0.8400,2026-04-19 18:12:32.980715+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2023,4,2024-05-01,2024-05-01,1,10581679.85,10581679.85,13820137.83,9579178.01,,2930460.60,49303.33,-3021752.44,-3015524.27,,-3015524.27,-3015524.27,-0.0075,2026-05-02 17:01:50.532873+08:00,2026-05-05 14:56:01.903693+08:00
000003.SZ,2023,2,2023-09-01,2023-09-01,1,5353574.65,5353574.65,7784517.92,4829618.00,,1682326.21,20393.26,-2430943.27,-2353812.91,,-2353812.91,-2353812.91,-0.0059,2026-04-19 18:12:32.980715+08:00,2026-05-05 14:55:54.722380+08:00
