ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2006,4,2007-03-22,22.6025,21.2849,,0.5396,,1226956392.00,200.4834,233.5897,318.9307,97.5153,40.2463,,,30.9082,30.9082,,0.6800,3.3274,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000002.SZ,2006,4,2008-03-21,19.7768,17.7973,9.8026,6.7388,36.1477,2067878243.04,74.9876,73.7945,70.1679,65.0369,2.8602,2.1921,0.6402,69.6996,69.6996,,0.3900,3.4162,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000003.SZ,2006,4,2007-04-30,,,-1.3931,-13.2384,62.3160,-84298195.69,-0.8651,-0.6407,7.2094,663.5269,,0.1087,0.0308,-9.6053,-9.6053,,,-8.3400,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000004.SZ,2006,4,2007-04-27,0.8414,-4.8572,3.6457,1.6235,46.0797,-4034484.30,121.8129,128.1642,105.1476,46.0546,1.8537,1.8353,1.5537,-22.3343,-22.3343,,0.0083,0.9714,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000005.SZ,2006,4,2008-04-26,-9.5068,2.8183,-0.4418,-4.0894,52.3300,19255975.25,78.1476,77.7083,63.9767,53.9245,2.1704,0.3864,0.1770,628.5656,628.5656,,-0.0700,0.7725,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000006.SZ,2006,4,2008-03-29,16.8630,16.6393,9.7219,7.5907,38.7963,213387872.25,89.9072,117.1288,95.8764,51.3726,2.0565,1.7158,0.2755,-12.5065,-12.5065,,0.8500,5.8110,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000007.SZ,2006,4,2008-04-22,-463.0147,-197.5952,-11.2651,-15.9936,59.5907,-52357975.48,-6537.0107,-2159.1686,-1578.9507,100.9298,,0.3606,0.2852,-43.9539,-43.9539,,-0.6633,-0.1887,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000008.SZ,2006,4,2008-03-21,-2.5246,-3.4057,-2.1914,-2.0971,19.5665,-2368968.00,67.4857,67.8447,66.6553,6.9084,1.0742,7.1998,7.1998,-74.1803,-74.1803,,-0.0200,0.9712,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000009.SZ,2006,4,2008-03-08,10.3179,3.2865,6.8286,3.6487,29.2242,43202343.89,64.4352,66.9048,88.8938,64.1246,2.7874,1.3205,0.5786,22.6514,22.6514,,0.1400,1.5024,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000010.SZ,2006,4,2008-04-29,7.5186,-61.4968,6.4815,2.9352,45.8955,-34028181.07,147.0334,111.4652,105.1178,68.5744,3.1821,1.2878,0.9491,-42.6418,-42.6418,,0.0300,0.3527,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000011.SZ,2006,4,2008-04-15,-7.3907,-11.0278,-1.7512,-2.6029,26.0584,-67283745.29,-118.3108,-145.6710,-157.5016,64.2177,2.7947,1.4727,0.3323,-66.4729,-66.4729,,-0.0832,1.0896,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000012.SZ,2006,4,2008-03-19,13.1199,12.8504,9.0173,6.7777,32.1456,328227833.00,7.6662,10.7128,5.9098,56.5427,2.3011,0.4193,0.3146,28.7921,28.7921,,0.3300,2.5924,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000013.SZ,2006,4,2008-04-28,,,-13.9040,-324.4745,,-48972525.42,4.4299,4.4316,4.4316,20682.0714,,0.0014,0.0014,,,,,-10.0854,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000014.SZ,2006,4,2008-04-26,10.3222,9.5028,4.1755,3.1328,35.5443,31338690.34,-2.8309,-3.1601,7.9325,63.0419,2.7058,1.8277,0.3918,-22.3375,-22.3375,,0.2530,2.5691,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000015.SZ,2006,4,2008-04-23,,,-1.1367,-37.9268,,-57235578.27,22.9725,22.9721,22.9721,1138.9240,,0.0055,0.0055,,,,-0.3500,-9.4079,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000016.SZ,2006,4,2008-04-08,2.9414,3.1846,1.2042,1.0895,17.0191,104777537.60,198.9722,190.2298,34.5985,63.9433,2.7734,1.3356,0.7788,11.1304,11.1304,,0.1610,5.5966,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000017.SZ,2006,4,2008-04-30,,,7.5432,-4.0886,3.2750,-9681664.56,2.3883,-1408.5620,-421.3011,753.6812,,0.0445,0.0223,41.5916,41.5916,,-0.0251,-3.8533,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000018.SZ,2006,4,2008-04-30,10.3132,-17.3462,5.6640,4.1577,3.2053,-48764043.00,145.1033,148.2569,177.4294,32.6846,1.4855,1.8985,1.3361,-10.5791,-10.5791,,0.1700,1.7355,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000019.SZ,2006,4,2008-03-28,13.2011,-6.9061,7.8301,7.2011,14.7507,-17826078.19,288.2588,618.7797,515.0851,37.9278,1.6110,1.2234,0.9559,27.6926,27.6926,,0.1900,1.5194,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000020.SZ,2006,4,2008-04-29,-10.1364,-8.5451,-4.7641,-6.0801,11.7783,-19610828.58,-470.6299,-451.2795,-451.2795,41.4586,1.7082,0.9123,0.8177,76.4381,76.4381,,-0.0822,0.7774,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000021.SZ,2006,4,2008-04-19,10.5604,10.8996,7.5845,7.7096,3.9286,343773437.28,0.4636,2.5076,5.6222,21.2392,1.2697,3.1400,3.0107,28.8228,28.8228,,0.3787,3.9120,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000023.SZ,2006,4,2008-02-02,11.3370,10.4738,4.4978,3.0619,17.3638,26137034.78,189.6796,210.5923,199.3857,67.6011,3.0865,0.8228,0.6394,68.9005,68.9005,,0.2039,2.0032,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000024.SZ,2006,4,2008-02-20,17.4359,15.5834,7.3582,6.1893,37.6728,564332307.00,49.3610,47.5332,49.7735,70.5363,3.3940,2.0184,0.3278,5.6327,5.6327,,0.9610,5.6025,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000025.SZ,2006,4,2008-04-17,-47.1770,-4.2149,-8.5958,-9.8514,8.8106,-7861349.37,-102.1983,-906.7113,-1650.1535,76.1251,4.1885,0.5315,0.3604,9.1919,9.1919,,-0.4000,0.6680,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000026.SZ,2006,4,2008-04-11,5.5210,5.0670,5.6103,4.3813,36.8774,28000226.95,92.2472,87.7116,90.6008,25.2642,1.3380,2.5557,0.5746,44.0173,44.0173,,0.1220,2.2936,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000027.SZ,2006,4,2008-04-29,20.6845,10.5440,13.8629,11.3793,27.8166,704043138.72,33.8007,38.7987,83.4622,45.6600,1.8403,1.8307,1.6548,36.1584,36.1584,,0.6900,7.2841,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000028.SZ,2006,4,2008-03-27,20.4615,16.3138,7.2913,4.5763,10.8255,63962326.55,182.4670,178.2423,124.3080,84.3911,6.4066,1.0355,0.8014,249.0354,249.0354,,0.2780,1.3550,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
000029.SZ,2006,4,2008-04-22,1.8422,4.9677,1.7138,0.8672,24.5944,54338604.44,84.2689,92.7879,66.5292,53.3034,2.1415,1.1285,0.5707,16.8745,16.8745,,0.0199,1.1177,2026-05-07 00:33:03.201724+08:00,2026-05-07 00:33:03.201863+08:00
