ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2021,3,2021-10-21,2021-10-21,2,127190000000.00,127190000000.00,90361000000.00,,,35370000000.00,,36829000000.00,36787000000.00,7652000000.00,29135000000.00,29135000000.00,1.4000,2026-04-19 18:12:17.202400+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2021,1,2021-04-21,2021-04-21,2,41788000000.00,41788000000.00,28859000000.00,,,11750000000.00,,12929000000.00,12874000000.00,2742000000.00,10132000000.00,10132000000.00,0.4200,2026-04-19 18:12:12.806959+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2021,4,2022-03-10,2022-03-10,2,169383000000.00,169383000000.00,123398000000.00,,,47937000000.00,,45985000000.00,45879000000.00,9543000000.00,36336000000.00,36336000000.00,1.7300,2026-04-19 18:12:19.426721+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2021,2,2021-08-20,2021-08-20,2,84680000000.00,84680000000.00,62265000000.00,,,23160000000.00,,22415000000.00,22341000000.00,4758000000.00,17583000000.00,17583000000.00,0.8000,2026-04-19 18:12:14.882840+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2021,4,2022-03-31,2022-03-31,1,452797773974.14,452797773974.14,406904109802.66,353977137972.14,12808639133.72,10242281855.31,4383823853.73,52530997237.25,52222631202.95,14153104184.93,38069527018.02,22524033383.22,1.9400,2026-04-19 18:12:19.426721+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2021,3,2021-10-29,2021-10-29,1,271485774926.48,271485774926.48,242446305001.00,211492085577.93,7282560631.22,7229677824.51,3331385941.05,32935474499.19,33101303560.17,8496954106.76,24604349453.41,16688796291.88,1.4360,2026-04-19 18:12:17.202400+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2021,2,2021-08-30,2021-08-30,1,167110935244.56,167110935244.56,147994267658.21,128775220493.44,4303557044.27,4912001545.66,1747208767.76,21987575040.06,22080868650.38,5907349802.82,16173518847.56,11046937585.87,0.9500,2026-04-19 18:12:14.882840+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2021,1,2021-04-23,2021-04-23,1,62264095939.36,62264095939.36,58745443874.37,49555748273.78,1881782055.82,2818597054.50,1588675364.39,4045196796.35,4108071317.70,1601020641.88,2507050675.82,1292286264.34,0.1112,2026-04-19 18:12:12.806959+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2021,2,2021-08-27,2021-08-27,1,5191197.80,5191197.80,5832348.96,3535888.11,,2259239.24,18443.58,-709246.66,-603091.69,,-603091.69,-603091.69,-0.0015,2026-04-19 18:12:14.882840+08:00,2026-05-05 15:28:45.128404+08:00
000004.SZ,2021,2,2021-08-27,2021-08-27,1,93012256.34,93012256.34,88297850.30,38029859.56,16602435.99,9929208.73,-79896.59,6768829.64,6768829.64,637190.87,6131638.77,6087423.98,0.0369,2026-04-19 18:12:14.882840+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2021,4,2022-04-30,2022-04-30,1,288944181.62,288944181.62,790354819.86,126936298.85,34282102.37,20284607.14,-2031325.84,-499990853.77,-502194679.61,6379802.84,-508574482.45,-509107298.88,-3.1566,2026-04-19 18:12:19.426721+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2021,3,2021-10-27,2021-10-27,1,166211888.59,166211888.59,134180489.47,62970593.09,25160151.51,15216938.26,-710166.87,34438955.03,34443979.22,484987.74,33958991.48,33736616.71,0.2069,2026-04-19 18:12:17.202400+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2021,1,2021-04-28,2021-04-28,1,36531150.15,36531150.15,33039732.68,13001561.28,7691732.12,5204306.05,18542.39,4848550.89,4846544.57,547203.46,4299341.11,4299341.11,0.0260,2026-04-19 18:12:12.806959+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2021,2,2021-08-27,2021-08-27,1,163611677.78,163611677.78,196009978.54,131651919.04,3847540.76,34805687.19,11430543.02,7011540.11,200589300.53,8487693.40,192101607.13,193280426.78,0.1826,2026-04-19 18:12:14.882840+08:00,2026-05-05 15:28:45.128404+08:00
