ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2025,1,2025-04-19,2.8165,2.8059,NaN,0.2441,,14043000000.00,-8.8606,-8.8637,-5.5987,91.2405,11.4162,NaN,NaN,-13.0539,-13.0539,,0.6200,22.4755,2026-04-19 21:14:37.089974+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2025,2,2025-08-23,4.9497,4.9617,NaN,0.4272,,24930000000.00,-6.1863,-6.3952,-3.8989,91.3180,11.5181,NaN,NaN,-10.0438,-10.0438,,1.1800,22.6791,2026-04-19 21:14:39.124807+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2025,3,2025-10-25,7.5711,7.5573,NaN,0.6647,,38269000000.00,-3.7018,-3.8204,-3.4987,91.0187,11.1342,NaN,NaN,-9.7811,-9.7811,,1.8700,23.0846,2026-04-19 21:14:41.153013+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2025,4,2026-03-21,8.1514,8.1497,,0.7291,,42624000000.00,-6.8797,-6.5384,-4.2127,90.6985,10.7510,,,-10.3978,-10.3978,,2.0700,23.2522,2026-04-19 21:14:42.531043+08:00,2026-05-04 20:31:28.100817+08:00
000002.SZ,2025,1,2025-04-30,-3.1278,-3.0239,-0.3820,-0.5071,6.1003,-6038699619.35,-1079.8651,-1062.4443,-1625.6268,73.4756,3.7701,1.3034,0.5667,-38.3145,-38.3145,,-0.5268,16.4893,2026-04-19 21:14:37.089974+08:00,2026-05-04 20:25:57.047288+08:00
000002.SZ,2025,2,2025-08-23,-6.0626,-5.8822,-0.4789,-0.8761,9.9681,-11591023199.53,-14.1790,-13.4211,-21.2542,73.1055,3.7182,1.3086,0.5872,-26.2332,-26.2332,,-1.0075,16.0461,2026-04-19 21:14:39.124807+08:00,2026-05-04 20:25:59.984122+08:00
000002.SZ,2025,3,2025-10-31,-14.8067,-13.9982,-1.7282,-2.3309,9.5844,-26486137179.55,-64.0632,-66.9959,-56.1354,73.5147,3.7757,1.3056,0.6002,-26.6065,-26.6065,,-2.3578,14.7314,2026-04-19 21:14:41.153013+08:00,2026-05-04 20:26:02.372879+08:00
000002.SZ,2025,4,2026-04-01,-55.4220,-53.7703,-5.7894,-7.9597,9.4612,-85917363120.34,-55.5503,-56.6629,-78.9800,76.8906,4.3272,1.2339,0.5726,-31.9788,-31.9788,,-7.4453,9.7987,2026-04-19 21:14:42.531043+08:00,2026-05-04 20:31:28.100817+08:00
000003.SZ,2025,2,2025-08-30,NaN,NaN,-7.1762,-7.1743,11.7848,-836534.08,6.5606,6.4828,6.4828,157.0043,NaN,0.5308,0.5307,-2.6130,-2.6130,,-0.0019,-0.0148,2026-04-19 21:14:39.124807+08:00,2026-05-04 20:25:59.984122+08:00
000003.SZ,2025,4,2026-06-24,,,-26.7256,-26.7697,-3.2263,-2936067.65,66.6341,64.6893,91.5782,276.2756,,0.1837,0.1837,-4.0062,-4.0062,-0.0009,-0.0009,-0.0140,2026-08-30 21:26:01.149046+08:00,
