ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2015,1,2015-04-24,4.2062,4.2122,NaN,0.2507,,5637000000.00,10.9505,11.0497,11.3771,94.0687,16.8597,NaN,NaN,28.3913,28.3913,,0.4100,11.9653,2026-04-19 21:13:13.183181+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2015,2,2015-08-14,8.2213,8.2256,NaN,0.4871,,11591000000.00,14.4024,14.4883,15.0218,94.1303,17.0366,NaN,NaN,34.0944,34.0944,,0.8400,10.5444,2026-04-19 21:13:14.876513+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2015,3,2015-10-23,12.3158,12.3255,NaN,0.7414,,17754000000.00,12.1997,12.2325,13.0368,93.9541,16.5401,NaN,NaN,30.1934,30.1934,,1.2700,10.9816,2026-04-19 21:13:16.421794+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2015,4,2016-03-10,14.9530,14.9783,NaN,0.9317,,21902000000.00,10.0930,10.1245,10.4181,93.5584,15.5241,NaN,NaN,30.9998,30.9998,,1.5600,11.2866,2026-04-19 21:13:18.337746+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2015,1,2015-04-27,0.7346,0.7102,0.2375,0.1756,34.0017,628665189.14,-42.0234,-41.9250,-57.4867,77.9098,4.5269,1.3030,0.3915,-6.3479,-6.3479,,0.0590,8.0460,2026-04-19 21:13:13.183181+08:00,2026-05-04 20:24:05.775180+08:00
000002.SZ,2015,3,2015-10-28,7.7412,7.5269,2.3787,1.7677,29.0580,6664728667.95,29.2544,27.0952,6.1368,78.7795,4.7124,1.2933,0.4193,26.0639,26.0639,,0.6210,8.0479,2026-04-19 21:13:16.421794+08:00,2026-05-04 20:24:10.060943+08:00
000002.SZ,2015,2,2015-08-17,5.5248,5.4882,1.7017,1.2990,30.4495,4814204105.35,27.1675,23.2297,0.7702,78.0608,4.5581,1.2930,0.4141,22.7160,22.7160,,0.4390,7.8994,2026-04-19 21:13:14.876513+08:00,2026-05-04 20:24:07.911658+08:00
000002.SZ,2015,4,2016-03-14,19.2403,18.7057,6.1106,4.6351,29.3525,17615950216.12,32.6006,33.8592,15.0771,77.7015,4.4846,1.3022,0.4259,33.5828,33.5828,,1.6400,9.0651,2026-04-19 21:13:18.337746+08:00,2026-05-04 20:24:12.711917+08:00
000003.SZ,2015,2,2015-09-01,NaN,NaN,8.4552,-119.8349,46.9858,-10118438.15,-31.8349,35.3735,35.3735,52304.4976,NaN,0.0024,0.0024,6.3329,6.3329,,NaN,-9.9114,2026-04-19 21:13:14.876513+08:00,2026-05-04 20:24:07.911658+08:00
000003.SZ,2015,4,2016-04-30,NaN,NaN,16635.9432,16636.3705,57.9192,445369.44,5.0810,6398.1231,6398.1231,22599.2197,NaN,0.0024,0.0024,19.4993,19.4993,,2.4476,-5.3450,2026-04-19 21:13:18.337746+08:00,2026-05-04 20:24:12.711917+08:00
