ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2026,2,2026-08-15,2026-08-15,,70617000000.00,70617000000.00,39789000000.00,,,19108000000.00,,30828000000.00,30795000000.00,5099000000.00,25696000000.00,25696000000.00,1.2400,2026-08-30 21:25:15.384818+08:00,
000001.SZ,2026,1,2026-04-25,2026-04-25,2,35277000000.00,35277000000.00,17888000000.00,NaN,NaN,9512000000.00,NaN,17389000000.00,17399000000.00,2876000000.00,14523000000.00,14523000000.00,0.6700,2026-05-05 19:43:54.111872+08:00,
000002.SZ,2026,1,2026-04-30,2026-04-30,1,28927889365.26,28927889365.26,32045932092.26,26282323060.09,602263850.19,1243889677.48,1937186167.18,-4431993219.53,-4986517600.71,1105087155.11,-6091604755.82,-5952156227.34,-0.5000,2026-05-05 19:43:54.111872+08:00,
000002.SZ,2026,2,2026-08-28,2026-08-28,,70169108549.07,70169108549.07,79221658006.73,64599926734.44,1741586803.63,2500117809.95,4062246738.15,-12513029670.44,-13489988584.69,2531263931.46,-16021252516.15,-14951268522.50,-1.2500,2026-08-30 21:25:15.611232+08:00,
000004.SZ,2026,1,2026-04-28,2026-04-28,1,16622745.12,16622745.12,18754969.24,3325306.66,6235109.14,6259660.41,58424.84,-3407690.64,-3422823.48,541273.30,-3964096.78,-6388269.49,-0.0483,2026-05-05 19:43:54.111872+08:00,
000006.SZ,2026,2,2026-08-26,2026-08-26,,796432384.24,796432384.24,894535568.35,686889207.74,34892231.94,73326557.09,73772823.03,-95127272.68,-94381657.96,2649862.75,-97031520.71,-95731372.32,-0.0709,2026-08-30 21:25:15.566317+08:00,
000006.SZ,2026,1,2026-04-30,2026-04-30,1,525203370.71,525203370.71,511398490.21,443190943.68,23475119.10,35133381.27,34621713.06,14250870.45,14572197.63,836933.14,13735264.49,7527444.33,0.0056,2026-05-05 19:43:54.111872+08:00,
000007.SZ,2026,1,2026-04-29,2026-04-29,1,123755254.21,123755254.21,126882345.87,112021001.09,5780108.55,7585070.78,912020.41,-2918366.18,-2967512.68,169355.26,-3136867.94,-2170683.41,-0.0063,2026-05-05 19:43:54.111872+08:00,
000007.SZ,2026,2,2026-08-26,2026-08-26,,209166349.82,209166349.82,210392646.13,182893697.92,9938410.31,14474107.30,1404543.83,-958813.73,-2010059.44,1213605.67,-3223665.11,-2774097.17,-0.0080,2026-08-30 21:25:15.543142+08:00,
000008.SZ,2026,1,2026-04-30,2026-04-30,1,240894658.01,240894658.01,288949948.52,163001950.06,23512082.32,49887337.87,31962926.17,-30860984.56,-26902462.46,4229012.65,-31131475.11,-30401089.66,-0.0112,2026-05-05 19:43:54.111872+08:00,
000008.SZ,2026,2,2026-08-29,2026-08-29,,591113269.00,591113269.00,717573802.06,382852944.34,47350315.30,105046864.32,59023120.07,-57775659.99,-55179777.30,2212692.89,-57392470.19,-53387478.45,-0.0197,2026-08-30 21:25:15.611232+08:00,
000009.SZ,2026,2,2026-08-29,2026-08-29,,13353949551.43,13353949551.43,12591634574.76,10172273804.39,524652491.47,626882152.61,438775188.29,748847057.03,746341177.92,222298821.72,524042356.20,-29732872.50,-0.0115,2026-08-30 21:25:15.630410+08:00,
000009.SZ,2026,1,2026-04-30,2026-04-30,1,5822809313.66,5822809313.66,5444903694.28,4367004639.90,234639122.56,317624415.28,223891262.06,352464021.20,349106587.49,86793716.14,262312871.35,17462669.72,0.0068,2026-05-05 19:43:54.111872+08:00,
000010.SZ,2026,1,2026-04-29,2026-04-29,1,105592241.59,105592241.59,59013003.64,96846624.30,NaN,7782399.52,20586761.00,46604137.10,46283917.50,14228906.40,32055011.10,27071206.00,0.0235,2026-05-05 19:43:54.111872+08:00,
000011.SZ,2026,1,2026-04-29,2026-04-29,1,556225443.63,556225443.63,586388159.28,484619899.52,6200003.05,54532026.76,36011518.96,-30862361.47,-30712332.02,-627008.03,-30085323.99,-27235245.53,-0.0457,2026-05-05 19:43:54.111872+08:00,
000011.SZ,2026,2,2026-08-29,2026-08-29,,1205169675.91,1205169675.91,1287897217.95,1047738994.78,20325832.89,117385765.50,79144049.41,-81821470.44,-82021683.83,-5473353.27,-76548330.56,-68175381.59,-0.1144,2026-08-30 21:25:15.611232+08:00,
