ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2008,4,2009-03-20,2009-03-20,24342611000.00,,6569043000.00,-28214323000.00,,10440755000.00,,2026-05-05 01:13:21.030290+08:00,2026-05-05 13:08:27.519621+08:00
000001.SZ,2008,1,2008-04-24,2008-04-24,3826091000.00,,4239067000.00,-6067524000.00,,6480500000.00,,2026-05-05 13:30:36.566840+08:00,
000001.SZ,2008,3,2008-10-24,2008-10-24,39545668000.00,,17664146000.00,-30143563000.00,,8262041000.00,,2026-05-05 13:30:48.457380+08:00,
000001.SZ,2008,2,2008-08-21,2008-08-21,9286973000.00,,2816277000.00,-14208881000.00,,7738185000.00,,2026-05-05 13:30:43.076244+08:00,
000002.SZ,2008,4,2009-03-10,2009-03-10,-34151830.40,,2931781345.61,-2844137431.91,,5866340622.01,,2026-05-05 01:13:23.227970+08:00,2026-05-05 13:08:27.519621+08:00
000002.SZ,2008,2,2008-08-05,2008-08-05,-1488888722.76,,-1676658954.32,-2569582026.42,,2444783890.79,,2026-05-05 13:30:43.076244+08:00,
000002.SZ,2008,3,2008-10-28,2008-10-28,-1989140049.57,,2895913235.19,-2130423307.78,,7061361009.05,,2026-05-05 13:30:48.457380+08:00,
000002.SZ,2008,1,2008-04-25,2008-04-25,-1419962635.15,,-1420417263.85,-1624565841.43,,1630792734.96,,2026-05-05 13:30:36.566840+08:00,
000003.SZ,2008,2,2008-08-29,2008-08-29,2664851.78,,1015358.42,2876633.54,,-4526126.90,,2026-05-05 13:30:43.076244+08:00,
000003.SZ,2008,4,2009-04-30,2009-04-30,-852514.71,,651477.59,1503992.30,,NaN,,2026-05-05 13:08:27.519621+08:00,
000004.SZ,2008,3,2008-10-25,2008-10-25,5388821.93,,-33158940.66,-36332379.52,,-2215383.07,,2026-05-05 13:30:48.457380+08:00,
000004.SZ,2008,4,2009-04-20,2009-04-20,1428298.18,,-29065655.48,-27906843.87,,-2587109.79,,2026-05-05 01:13:25.264091+08:00,2026-05-05 13:08:27.519621+08:00
000004.SZ,2008,2,2008-08-20,2008-08-20,4046605.19,,-33863327.30,-36098906.15,,-1811026.34,,2026-05-05 13:30:43.076244+08:00,
000004.SZ,2008,1,2008-04-24,2008-04-24,1536957.68,,-25620975.42,-26774144.66,,-383788.44,,2026-05-05 13:30:36.566840+08:00,
000005.SZ,2008,1,2008-04-30,2008-04-30,-14584989.89,,795401.09,NaN,,15380390.98,,2026-05-05 13:30:36.566840+08:00,
000005.SZ,2008,2,2008-08-28,2008-08-28,-19779580.96,,-5021169.09,-877657.00,,15636068.87,,2026-05-05 13:30:43.076244+08:00,
000005.SZ,2008,4,2009-04-28,2009-04-28,-126053753.62,,9571821.84,128012275.92,,7613299.54,,2026-05-05 13:08:27.519621+08:00,
000005.SZ,2008,3,2008-10-29,2008-10-29,81221107.12,,67993105.28,-1130632.72,,-12097369.12,,2026-05-05 13:30:48.457380+08:00,
000006.SZ,2008,4,2009-04-25,2009-04-25,-1364121666.06,,-441419504.99,-8837761.13,,931809304.14,,2026-05-05 01:13:27.283888+08:00,2026-05-05 13:08:27.519621+08:00
000006.SZ,2008,2,2008-08-02,2008-08-02,-1213543332.62,,-91942923.16,-10446348.78,,1132046758.24,,2026-05-05 13:30:43.076244+08:00,
000006.SZ,2008,1,2008-04-22,2008-04-22,-289247886.32,,213867565.85,-10076726.00,,513192178.17,,2026-05-05 13:30:36.566840+08:00,
000006.SZ,2008,3,2008-10-15,2008-10-15,-1329831768.77,,-231211959.17,-8484046.38,,1107103855.98,,2026-05-05 13:30:48.457380+08:00,
000007.SZ,2008,3,2008-10-25,2008-10-25,-10837616.30,,-5029854.33,26520849.30,,-20712057.01,,2026-05-05 13:30:48.457380+08:00,
000007.SZ,2008,1,2008-04-29,2008-04-29,8694461.18,,-3770507.28,-3390759.00,,-9078154.83,,2026-05-05 13:30:36.566840+08:00,
