ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2024,4,2025-03-15,2025-03-15,2,146695000000.00,146695000000.00,91489000000.00,,,40582000000.00,,55206000000.00,54738000000.00,10230000000.00,44508000000.00,44508000000.00,2.1500,2026-05-02 17:01:52.683690+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2024,1,2024-04-20,2024-04-20,2,38770000000.00,38770000000.00,20216000000.00,,,10430000000.00,,18554000000.00,18525000000.00,3593000000.00,14932000000.00,14932000000.00,0.6600,2026-04-19 18:12:41.921854+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2024,2,2024-08-16,2024-08-16,2,77132000000.00,77132000000.00,45045000000.00,,,21109000000.00,,32087000000.00,31977000000.00,6098000000.00,25879000000.00,25879000000.00,1.2300,2026-04-19 18:12:44.244069+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2024,3,2024-10-19,2024-10-19,2,111582000000.00,111582000000.00,63713000000.00,,,30576000000.00,,47869000000.00,47744000000.00,8015000000.00,39729000000.00,39729000000.00,1.9400,2026-04-19 18:12:46.641174+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2024,3,2024-10-31,2024-10-31,1,219894827698.98,219894827698.98,232089184382.04,199000132929.58,6475307307.23,4812634266.67,3924941874.96,-14667239397.41,-15439975854.13,958134693.56,-16398110547.69,-17943298450.09,-1.5132,2026-04-19 18:12:46.641174+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2024,1,2024-04-30,2024-04-30,1,61594149065.84,61594149065.84,61952309097.62,54928689328.12,1633074419.45,1525713207.18,1092247233.58,679768746.05,699362660.23,368072315.61,331290344.62,-361967511.52,-0.0305,2026-04-19 18:12:41.921854+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2024,4,2025-04-01,2025-04-01,1,343176440712.96,343176440712.96,383416313508.00,308264871439.50,10383570472.95,6394205912.35,5938735987.29,-45643796280.61,-47186559181.39,1517375220.94,-48703934402.33,-49478429211.96,-4.1700,2026-05-02 17:01:52.683690+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2024,2,2024-08-31,2024-08-31,1,142778764079.80,142778764079.80,149666235370.10,131192038083.51,4105721430.17,3088212962.24,2204759370.04,-7728229035.40,-8057010974.13,463734038.68,-8520745012.81,-9852499598.84,-0.8300,2026-04-19 18:12:44.244069+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2024,2,2024-08-31,2024-08-31,1,5471969.78,5471969.78,6367239.16,4603848.24,,1368191.37,30310.24,-895269.38,-811246.91,,-811246.91,-811246.91,,2026-04-19 18:12:44.244069+08:00,2026-05-05 14:56:10.331417+08:00
000003.SZ,2024,4,2025-06-26,2025-06-26,1,12570650.56,12570650.56,18269834.72,10076720.45,,5253364.54,60361.35,-5490223.62,-5280352.00,16.91,-5280368.91,-4454286.46,-0.0056,2026-05-02 17:01:52.683690+08:00,2026-05-05 14:56:19.327249+08:00
