ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2021,4,2022-03-10,2022-03-10,-192733000000.00,NaN,-53728000000.00,-40455000000.00,483160000000.00,181064000000.00,NaN,2026-04-19 18:16:20.185277+08:00,2026-05-05 13:08:51.766391+08:00
000001.SZ,2021,1,2021-04-21,2021-04-21,-11553000000.00,NaN,4441000000.00,-13512000000.00,89125000000.00,29489000000.00,NaN,2026-04-19 18:16:14.297538+08:00,2026-05-04 19:53:31.991170+08:00
000001.SZ,2021,3,2021-10-21,2021-10-21,-125808000000.00,NaN,-4162000000.00,-29839000000.00,357583000000.00,152627000000.00,NaN,2026-04-19 18:16:18.249630+08:00,2026-05-04 19:54:58.934654+08:00
000001.SZ,2021,2,2021-08-20,2021-08-20,-115972000000.00,NaN,19167000000.00,-12506000000.00,220387000000.00,148699000000.00,NaN,2026-04-19 18:16:16.220693+08:00,2026-05-04 19:53:34.191530+08:00
000002.SZ,2021,3,2021-10-29,2021-10-29,1219687037.31,348389989194.38,-46996658745.77,-27562068579.35,261760761.16,-20631633510.98,27852851820.43,2026-04-19 18:16:18.249630+08:00,2026-05-04 19:54:58.934654+08:00
000002.SZ,2021,4,2022-03-31,2022-03-31,4113160948.20,464050811118.84,-44953920442.56,-26280786182.72,856446302.19,-23103767491.08,38793659881.18,2026-04-19 18:16:20.185277+08:00,2026-05-05 13:08:51.766391+08:00
000002.SZ,2021,1,2021-04-23,2021-04-23,16879434478.49,115294431999.30,3009136904.53,871680755.25,47256219.15,-14766827439.86,6190540142.73,2026-04-19 18:16:14.297538+08:00,2026-05-04 19:53:31.991170+08:00
000002.SZ,2021,2,2021-08-30,2021-08-30,6781560273.77,236290526937.88,1323398756.31,-6958308135.54,124775745.16,1512851230.63,17753752655.78,2026-04-19 18:16:16.220693+08:00,2026-05-04 19:53:34.191530+08:00
000003.SZ,2021,4,2022-04-29,2022-04-29,-1197749.26,,-1205299.26,-7550.00,,0.00,,2026-05-06 01:29:31.996592+08:00,2026-05-06 01:29:31.996704+08:00
000003.SZ,2021,2,2021-08-27,2021-08-27,-743920.73,5990301.49,-745010.73,-1090.00,NaN,NaN,NaN,2026-04-19 18:16:16.220693+08:00,2026-05-04 19:53:34.191530+08:00
000004.SZ,2021,3,2021-10-27,2021-10-27,-54043581.09,108234159.22,-70012792.50,-5829233.03,NaN,-10139978.38,NaN,2026-04-19 18:16:18.249630+08:00,2026-05-04 19:54:58.934654+08:00
000004.SZ,2021,1,2021-04-28,2021-04-28,-40256829.40,23075713.40,-47779341.32,-401116.08,NaN,-7121395.84,NaN,2026-04-19 18:16:14.297538+08:00,2026-05-04 19:53:31.991170+08:00
000004.SZ,2021,4,2022-04-30,2022-04-30,3101531.46,,-15717657.96,-10807019.42,,-8012170.00,,2026-05-04 14:40:55.285833+08:00,
000004.SZ,2021,2,2021-08-27,2021-08-27,-35286523.43,84903578.49,-61152686.45,-15736067.18,NaN,-10130095.84,NaN,2026-04-19 18:16:16.220693+08:00,2026-05-04 19:53:34.191530+08:00
000005.SZ,2021,3,2021-10-29,2021-10-29,-62752935.60,302776084.70,12129945.97,188000547.46,NaN,-113067002.43,NaN,2026-04-19 18:16:18.249630+08:00,2026-05-04 19:54:58.934654+08:00
000005.SZ,2021,4,2022-04-27,2022-04-27,279093997.09,450273538.11,-6301866.50,-166149977.48,NaN,-119222645.02,46666700.00,2026-04-19 18:16:20.185277+08:00,2026-05-05 13:08:51.766391+08:00
000005.SZ,2021,2,2021-08-27,2021-08-27,-79732183.68,233950764.33,-16088218.01,158156702.20,NaN,-94457280.98,NaN,2026-04-19 18:16:16.220693+08:00,2026-05-04 19:53:34.191530+08:00
000005.SZ,2021,1,2021-04-30,2021-04-30,-31904646.89,155443987.71,-49201206.43,-5509933.51,NaN,-11786626.03,NaN,2026-04-19 18:16:14.297538+08:00,2026-05-04 19:53:31.991170+08:00
000006.SZ,2021,2,2021-08-27,2021-08-27,-3538095975.08,1638454490.74,-621980208.06,1614174785.58,3122965597.26,1301940981.44,NaN,2026-04-19 18:16:16.220693+08:00,2026-05-04 19:53:34.191530+08:00
000006.SZ,2021,1,2021-04-29,2021-04-29,309582992.74,804697792.43,1283774284.72,520955272.22,1971578553.42,453236019.76,NaN,2026-04-19 18:16:14.297538+08:00,2026-05-04 19:53:31.991170+08:00
000006.SZ,2021,3,2021-10-29,2021-10-29,-3684622622.99,2594664115.95,-616892015.43,1642557998.72,3203363153.43,1425172608.84,4900000.00,2026-04-19 18:16:18.249630+08:00,2026-05-04 19:54:58.934654+08:00
000006.SZ,2021,4,2022-04-16,2022-04-16,-3874666592.53,4123031904.57,741364981.38,1668853131.54,3259748249.32,2947178442.37,53900000.00,2026-04-19 18:16:20.185277+08:00,2026-05-05 13:08:51.766391+08:00
000007.SZ,2021,4,2022-04-30,2023-04-29,-48706064.00,,7885272.02,-1284174.62,,57958950.94,,2026-05-04 14:40:56.175327+08:00,
000007.SZ,2021,1,2021-04-29,2021-04-29,5829954.66,14569731.15,9511728.03,5455976.05,5655976.05,-1774202.68,NaN,2026-04-19 18:16:14.297538+08:00,2026-05-04 19:53:31.991170+08:00
