ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2002,3,2002-10-25,2002-10-25,,3942442014.00,3942442014.00,NaN,NaN,1354752470.00,NaN,NaN,1651424827.00,548750037.00,129108005.00,419642032.00,419642032.00,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:43:04.787139+08:00
000001.SZ,2002,4,2003-04-24,2003-04-24,,3769717645.00,3769717645.00,3120449041.00,,1841899090.00,1841899090.00,,649268604.00,636550429.00,204325499.00,432224930.00,432224930.00,,2026-05-05 01:07:41.036169+08:00,2026-05-05 19:43:06.063355+08:00
000001.SZ,2002,1,2002-04-23,2002-04-23,,1095478623.00,1095478623.00,NaN,NaN,317236832.00,NaN,NaN,516597742.00,225689680.00,41738536.00,183951144.00,183951144.00,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:43:02.517622+08:00
000001.SZ,2002,2,2002-08-14,2002-08-14,,2412764949.00,2412764949.00,NaN,NaN,781420198.00,NaN,NaN,1225505911.00,386045530.00,71904188.00,314141342.00,314141342.00,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:43:03.441060+08:00
000002.SZ,2002,1,2002-04-23,2002-04-23,,549639027.03,549639027.03,508592088.21,383431057.53,32939691.15,64582350.45,-667636.79,39437341.59,42528687.35,11973875.75,30554811.60,30555992.96,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2002,2,2002-08-21,2002-08-21,,1501988961.63,1501988961.63,1325194467.54,1072018252.21,61520843.17,117028159.17,-1612649.35,174853541.46,174661008.45,32504088.20,142156920.25,142156920.25,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2002,3,2002-10-28,2002-10-28,,2354480155.61,2354480155.61,2115959941.05,1718973731.90,102790034.86,177298236.67,-3925427.82,234554781.79,232387766.28,45308261.58,187079504.70,187079504.70,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2002,4,2003-03-18,2003-03-18,,4574359629.05,4574359629.05,4062517300.03,3472885808.98,126595070.85,253026171.76,-5524494.33,522765450.82,520011132.06,121962824.42,398048307.64,382421274.06,,2026-05-05 01:07:41.973920+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2002,4,2004-04-30,2004-04-30,1,20700789.84,20700789.84,211448197.99,14853594.03,209473.00,120714056.70,75361728.25,-241700848.40,-244273849.38,NaN,-244273849.38,-244273849.38,,2026-05-05 13:08:00.317057+08:00,2026-05-05 19:43:06.063355+08:00
000003.SZ,2002,1,2002-05-10,2002-05-10,,4412600.00,4412600.00,0.00,NaN,NaN,NaN,NaN,NaN,-4411200.00,NaN,-4411200.00,-4411200.00,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:43:02.517622+08:00
000004.SZ,2002,1,2002-04-25,2002-04-25,,18935343.87,18935343.87,17152936.68,7190302.15,3125677.41,5868383.14,792025.21,-1801235.85,-1777353.91,NaN,-1777353.91,-2987421.91,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2002,2,2002-08-20,2002-08-20,,41920358.31,41920358.31,42520412.82,19286712.71,6903090.18,13944476.84,1961807.64,-4751522.27,-4654316.20,1109223.11,-5763539.31,-6935059.41,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2002,4,2003-04-16,2003-04-16,,121225612.76,121225612.76,112354931.44,64342276.35,16583371.32,25259809.48,4762791.21,6052797.99,8592439.01,1777552.29,8212732.31,5583067.67,,2026-05-05 01:07:42.722056+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2002,3,2002-10-29,2002-10-29,,66786221.42,66786221.42,62645546.28,27129268.90,12200657.37,18975638.06,3274396.73,-729215.17,711281.01,1264647.67,-553366.66,-1969673.80,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2002,2,2002-08-22,2002-08-22,,25322848.19,25322848.19,55482335.95,18727864.22,2467996.63,17512541.50,15533285.69,-31412025.80,-37468153.69,NaN,-29268053.29,-24921608.26,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:43:03.441060+08:00
000005.SZ,2002,3,2002-10-26,2002-10-26,,38753179.53,38753179.53,76338543.47,21900787.18,5193973.56,27470031.40,20023917.59,-39450477.06,-45172647.08,NaN,-34240201.48,-29189736.68,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:43:04.787139+08:00
000005.SZ,2002,1,2002-04-27,2002-04-27,,11028182.03,11028182.03,19559885.45,10815436.68,1811371.92,6122570.02,253208.70,-8484601.15,-8530536.13,NaN,-4895135.53,-4279412.91,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:43:02.517622+08:00
000005.SZ,2002,4,2003-04-15,2003-04-15,1,54943231.81,54943231.81,172138195.08,38739004.07,6064718.63,87366942.77,37221358.99,-119052896.89,-123646363.42,NaN,-93690182.72,-83590613.17,,2026-05-05 13:08:00.317057+08:00,2026-05-05 19:43:06.063355+08:00
000006.SZ,2002,2,2002-08-24,2002-08-24,,955878002.50,955878002.50,904722761.52,758950841.70,9623915.91,61984680.17,33692257.58,58571015.72,47741666.31,9686524.81,38055141.50,30681343.42,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2002,1,2002-04-26,2002-04-26,,457784400.00,457784400.00,0.00,NaN,NaN,NaN,NaN,-1280900.00,11072600.00,2060000.00,5011000.00,5011000.00,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2002,4,2003-04-26,2008-09-11,,2084211153.00,2084211153.00,2061463728.35,1757344623.39,24435742.28,163407226.91,27404340.57,45993434.44,27507807.64,24892359.67,5557626.42,-7346921.57,,2026-05-05 01:07:43.499199+08:00,2026-05-05 19:43:59.601658+08:00
000006.SZ,2002,3,2002-10-30,2002-10-30,,1513980221.66,1513980221.66,1442373347.26,1228760900.47,17029387.14,93929319.44,46441960.26,80165124.57,67318293.13,11787361.24,55530931.89,44627316.22,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:43:59.601658+08:00
000007.SZ,2002,2,2002-08-15,2002-08-15,,122332925.96,122332925.96,103305499.18,60330586.90,8457035.82,17123358.97,12604425.68,23756126.94,19915631.26,5099229.88,14816401.38,16735319.90,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2002,1,2002-04-25,2002-04-25,,55307056.96,55307056.96,50199485.16,30301357.04,4190911.00,7460188.80,5443112.87,6806251.57,5118927.74,949365.86,4169561.88,4597706.59,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2002,4,2003-04-12,2003-04-12,,227319830.34,227319830.34,206392971.31,81179196.50,30542065.09,55557260.94,27322902.69,30986396.02,20487212.02,11925677.79,8561534.23,21951951.34,,2026-05-05 01:07:44.233790+08:00,2026-05-05 19:44:00.030982+08:00
000007.SZ,2002,3,2002-10-26,2002-10-26,,150555034.15,150555034.15,125461312.37,64839839.67,11224618.57,22128084.63,19504457.54,32811833.86,28208748.89,7198347.31,21010401.58,24186996.33,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:44:00.030982+08:00
000008.SZ,2002,3,2002-10-26,2002-10-26,,4938763.95,4938763.95,11155847.01,2537930.77,117435.03,3739634.78,4511081.64,-5807215.96,-5845975.96,NaN,-4854189.11,-4854189.11,,2026-05-05 13:29:27.862326+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2002,2,2002-08-14,2002-08-14,,3274479.74,3274479.74,6497933.52,1720324.40,117435.03,1420676.43,3076255.32,-2995866.68,-3034626.68,NaN,-3630724.01,-3627899.92,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2002,4,2003-04-09,2003-04-09,,6735232.72,6735232.72,21184513.37,3303876.68,122128.03,11480520.26,5934697.90,-16061678.57,-17647443.79,,-10709520.93,-10709520.93,,2026-05-05 01:07:44.981129+08:00,2026-05-05 19:44:00.558967+08:00
000008.SZ,2002,1,2002-04-29,2002-04-29,,1603931.20,1603931.20,0.00,NaN,NaN,NaN,NaN,52080.00,-2328189.61,NaN,-1799367.66,-1799367.66,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:44:00.558967+08:00
000009.SZ,2002,4,2003-04-19,2003-04-19,,1018547723.76,1018547723.76,1028668867.55,724093001.98,108176015.34,87803575.89,84108715.21,50324933.65,27411985.04,15733677.76,34602901.47,13580922.31,,2026-05-05 01:07:45.726898+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2002,1,2002-04-20,2002-04-20,,129792025.47,129792025.47,154794801.73,88158575.57,10035173.39,21940630.97,29491186.66,5620978.24,9650288.59,1560314.99,8089973.60,4719787.43,,2026-05-05 13:29:21.839953+08:00,2026-05-05 19:44:01.019752+08:00
000009.SZ,2002,2,2002-08-24,2002-08-24,,252920826.51,252920826.51,290557892.37,145729361.76,45290369.98,41289139.12,52900401.96,17903169.29,22851220.48,4397099.67,18454120.81,7359854.31,,2026-05-05 13:29:24.995687+08:00,2026-05-05 19:44:01.019752+08:00
