ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2022,1,2022-04-27,3.2060,3.2117,NaN,0.2560,,12873000000.00,26.3826,25.7107,26.8259,92.0637,12.6003,NaN,NaN,10.5748,10.5748,,0.5600,17.3262,2026-04-19 21:14:11.337491+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2022,2,2022-08-18,5.4704,5.4590,NaN,0.4404,,22042000000.00,24.7424,24.3588,25.6213,91.9335,12.3970,NaN,NaN,8.6703,8.6703,,1.0300,17.6314,2026-04-19 21:14:13.864891+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2022,3,2022-10-25,8.9322,8.9171,NaN,0.7247,,36597000000.00,25.7026,25.3486,25.8246,91.8119,12.2128,NaN,NaN,8.7074,8.7074,,1.7800,18.3161,2026-04-19 21:14:16.345320+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2022,4,2023-03-09,10.9660,10.9398,NaN,0.8887,,45407000000.00,24.9864,24.7913,25.2642,91.8316,12.2423,NaN,NaN,6.2061,6.2061,,2.2000,18.7951,2026-04-19 21:14:18.732628+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2022,3,2022-10-29,7.1481,6.9175,2.0925,1.4449,19.6293,16500332177.34,13.6981,13.9868,2.1669,77.8477,4.5142,1.2687,0.4280,24.3797,24.3797,,1.4697,20.7302,2026-04-19 21:14:16.345320+08:00,2026-05-04 20:25:28.388064+08:00
000002.SZ,2022,1,2022-04-29,0.6045,0.4621,0.2645,0.1434,18.8748,1092556476.72,-1.8634,-0.6555,10.5788,79.8030,4.9512,1.2338,0.4083,0.6472,0.6472,,0.1229,20.3753,2026-04-19 21:14:11.337491+08:00,2026-05-04 20:25:21.595153+08:00
000002.SZ,2022,4,2023-03-31,9.4508,8.2575,2.9602,2.0321,19.5537,19762103017.38,-0.9976,0.3132,0.4162,76.9515,4.3387,1.3132,0.4716,11.2723,11.2723,,1.9500,20.8664,2026-04-19 21:14:18.732628+08:00,2026-05-04 20:25:31.590201+08:00
000002.SZ,2022,2,2022-08-31,5.1991,4.9857,1.3295,0.9483,20.4649,11720990962.68,10.2336,10.3181,10.6430,79.1556,4.7975,1.2367,0.4139,23.8197,23.8197,,1.0514,20.1486,2026-04-19 21:14:13.864891+08:00,2026-05-04 20:25:24.830928+08:00
000003.SZ,2022,4,2023-04-29,14.6538,12.1618,11.7256,11.7371,1.9781,4520928.78,278.7388,311.0612,311.0612,15.7174,1.1865,0.8812,0.8812,-4.7381,-4.7381,,0.0136,0.0997,2026-04-19 21:14:18.732628+08:00,2026-05-04 20:25:31.590201+08:00
000003.SZ,2022,2,2022-08-30,-1.4962,-2.2291,-1.1775,-1.1735,22.6238,-784329.81,-10.5863,12.7069,12.7069,18.7938,1.2314,0.5604,0.5587,-2.2327,-2.2327,,-0.0013,0.0898,2026-04-19 21:14:13.864891+08:00,2026-05-04 20:25:24.830928+08:00
