ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2007,4,2008-03-20,2008-03-20,17051576000.00,,8422187000.00,-11731777000.00,,3102388000.00,,2026-05-05 01:13:21.078900+08:00,2026-05-05 13:08:22.022057+08:00
000001.SZ,2007,3,2007-10-23,2007-10-23,20584238000.00,,11092390000.00,-9479182000.00,,-12666000.00,,2026-05-05 13:30:31.300958+08:00,
000001.SZ,2007,1,2007-04-26,2007-04-26,3719363531.00,,46848465.00,-3672515066.00,,NaN,,2026-05-05 13:30:19.866891+08:00,
000001.SZ,2007,2,2007-08-16,2007-08-16,13170709000.00,,10584878000.00,-2573190000.00,,-12641000.00,,2026-05-05 13:30:24.990079+08:00,
000002.SZ,2007,1,2007-04-30,2007-04-30,-3237626139.27,,-1519942565.69,-805448787.45,,2516252851.76,,2026-05-05 13:30:19.866891+08:00,
000002.SZ,2007,3,2007-10-30,2007-10-30,-5909449130.45,,11644261504.24,-2033033812.40,,19599119605.68,,2026-05-05 13:30:31.300958+08:00,
000002.SZ,2007,2,2007-08-28,2007-08-28,-2978922683.90,,1342239855.76,-2195058050.82,,6522575685.16,,2026-05-05 13:30:24.990079+08:00,
000002.SZ,2007,4,2008-03-21,2008-03-21,-10437715815.80,,6302809386.22,-4604035225.19,,21361001830.31,,2026-05-05 01:13:23.229603+08:00,2026-05-05 13:08:22.022057+08:00
000003.SZ,2007,4,2008-04-30,2008-04-30,17947823.74,,-674769.06,-1065926.60,,-17556666.20,,2026-05-05 13:08:22.022057+08:00,
000004.SZ,2007,1,2007-04-28,2007-04-28,-8238770.42,,-13781584.31,-218748.85,,-5324065.04,,2026-05-05 13:30:19.866891+08:00,
000004.SZ,2007,4,2008-04-24,2008-04-24,-6952156.30,,6325552.88,22942856.99,,-9665147.81,,2026-05-05 01:13:25.265250+08:00,2026-05-05 13:08:22.022057+08:00
000004.SZ,2007,2,2007-08-24,2007-08-24,16103715.69,,9914109.47,-439730.78,,-5749875.44,,2026-05-05 13:30:24.990079+08:00,
000004.SZ,2007,3,2007-10-27,2007-10-27,26380164.71,,18748698.83,-1436669.77,,-6194796.11,,2026-05-05 13:30:31.300958+08:00,
000005.SZ,2007,4,2008-04-26,2008-04-26,3146854.55,,10206471.77,98730360.27,,-91670743.05,,2026-05-05 13:08:22.022057+08:00,
000005.SZ,2007,2,2007-08-27,2007-08-27,85821473.31,,4575243.44,140753116.56,,-221999346.43,,2026-05-05 13:30:24.990079+08:00,
000005.SZ,2007,3,2007-10-29,2007-10-29,116659908.75,,565805.38,140743040.06,,-256837143.43,,2026-05-05 13:30:31.300958+08:00,
000005.SZ,2007,1,2007-04-30,2007-04-30,9235259.18,,-914837.73,NaN,,-10150096.91,,2026-05-05 13:30:19.866891+08:00,
000006.SZ,2007,1,2007-04-21,2007-04-21,-201664398.45,,-19158234.34,-525202.52,,183031366.63,,2026-05-05 13:30:19.866891+08:00,
000006.SZ,2007,2,2007-08-16,2007-08-16,-342266209.77,,-97683541.36,78606010.47,,165976657.94,,2026-05-05 13:30:24.990079+08:00,
000006.SZ,2007,4,2008-03-29,2008-03-29,-804871334.73,,274016543.29,63859373.90,,1015028504.12,,2026-05-05 01:13:27.285582+08:00,2026-05-05 13:08:22.022057+08:00
000006.SZ,2007,3,2007-10-30,2007-10-30,-20509955.61,,719220804.94,77980814.45,,661749946.10,,2026-05-05 13:30:31.300958+08:00,
000007.SZ,2007,2,2007-08-25,2007-08-25,11738173.89,,12796199.57,1677020.74,,-618477.98,,2026-05-05 13:30:24.990079+08:00,
000007.SZ,2007,1,2007-04-27,2007-04-27,4499954.13,,319189.23,-170960.00,,-4004993.47,,2026-05-05 13:30:19.866891+08:00,
000007.SZ,2007,4,2008-04-22,2008-04-22,87031105.53,,163276962.75,90821614.20,,-14592309.47,,2026-05-05 01:13:29.292550+08:00,2026-05-05 13:08:22.022057+08:00
000007.SZ,2007,3,2007-10-27,2007-10-27,36120566.21,,28554984.34,-2840735.96,,-4720034.48,,2026-05-05 13:30:31.300958+08:00,
000008.SZ,2007,1,2007-04-20,2007-04-20,26660.00,,1594042.02,1547971.57,,19410.45,,2026-05-05 13:30:19.866891+08:00,
000008.SZ,2007,3,2007-10-26,2007-10-26,-69317.03,,3131596.17,3170739.13,,30174.07,,2026-05-05 13:30:31.300958+08:00,
000008.SZ,2007,4,2008-03-21,2008-03-21,7405637.57,,13019060.65,5613423.08,,NaN,,2026-05-05 01:13:31.281869+08:00,2026-05-05 13:08:22.022057+08:00
000008.SZ,2007,2,2007-07-27,2007-07-27,196750.10,,2605365.30,2383668.01,,24947.19,,2026-05-05 13:30:24.990079+08:00,
000009.SZ,2007,1,2007-04-26,2007-04-26,-158617017.10,,-12346208.40,-7442308.09,,153973814.18,,2026-05-05 13:30:19.866891+08:00,
000009.SZ,2007,3,2007-10-27,2007-10-27,-153051548.47,,36268167.18,114494391.35,,76057270.82,,2026-05-05 13:30:31.300958+08:00,
000009.SZ,2007,4,2008-03-08,2008-03-08,-97865845.75,,-6958670.56,232214756.71,,-139084953.67,,2026-05-05 01:13:33.280832+08:00,2026-05-05 13:08:22.022057+08:00
000009.SZ,2007,2,2007-08-23,2007-08-23,-229044434.14,,61420454.96,11604222.58,,279662752.99,,2026-05-05 13:30:24.990079+08:00,
000010.SZ,2007,4,2008-04-29,2008-04-29,22869965.51,,2792588.29,-10450236.86,,-9627140.36,,2026-05-05 01:13:35.304849+08:00,2026-05-05 13:08:22.022057+08:00
000010.SZ,2007,3,2007-10-31,2007-10-31,4482113.19,,1938929.83,-8158056.82,,5614873.46,,2026-05-05 13:30:31.300958+08:00,
000010.SZ,2007,1,2007-04-24,2007-04-24,-4184616.44,,-1251181.56,-896770.00,,3830204.88,,2026-05-05 13:30:19.866891+08:00,
000010.SZ,2007,2,2007-08-07,2007-08-07,-930908.82,,-2161498.58,-6600565.34,,5369975.58,,2026-05-05 13:30:24.990079+08:00,
000011.SZ,2007,1,2007-04-30,2007-04-30,-27430793.27,,-18755749.03,415876.56,,8259167.68,,2026-05-05 13:30:19.866891+08:00,
000011.SZ,2007,2,2007-08-14,2007-08-14,-56188542.80,,37268191.55,18781448.29,,74726437.02,,2026-05-05 13:30:24.990079+08:00,
