ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2012,1,2012-04-26,2012-04-26,76827816000.00,,63135047000.00,-13353484000.00,,-374563000.00,,2026-04-19 18:15:12.586826+08:00,
000001.SZ,2012,2,2012-08-16,2012-08-16,144029780000.00,,119147976000.00,-24141411000.00,,-883063000.00,,2026-04-19 18:15:14.001110+08:00,
000001.SZ,2012,3,2012-10-26,2012-10-26,82782114000.00,,42715278000.00,-39165268000.00,,-889863000.00,,2026-04-19 18:15:15.561146+08:00,
000001.SZ,2012,4,2013-03-08,2013-03-08,185838461000.00,,104160557000.00,-80037008000.00,,-1488011000.00,,2026-04-19 18:15:17.134131+08:00,
000002.SZ,2012,1,2012-04-24,2012-04-24,1280120650.55,,4728566983.24,-169495119.76,,3622022452.27,,2026-04-19 18:15:12.586826+08:00,
000002.SZ,2012,2,2012-08-07,2012-08-07,2819195756.85,,12105616073.87,-864441207.30,,10170493654.16,,2026-04-19 18:15:14.001110+08:00,
000002.SZ,2012,3,2012-10-24,2012-10-24,-3490551173.49,,-1474303894.04,-2022282760.95,,4052546315.36,,2026-04-19 18:15:15.561146+08:00,
000002.SZ,2012,4,2013-02-28,2013-02-28,3725958472.52,,17506112427.57,-2453451737.29,,16285509088.95,,2026-04-19 18:15:17.134131+08:00,
000003.SZ,2012,2,2012-08-31,2012-08-31,,,,,,,,2026-04-19 18:15:14.001110+08:00,
000003.SZ,2012,4,2013-04-27,2013-04-27,318201.63,,308082.63,-10119.00,,,,2026-04-19 18:15:17.134131+08:00,
000004.SZ,2012,1,2012-04-21,2012-04-21,-1131948.72,,-7377121.52,-6245172.80,,,,2026-04-19 18:15:12.586826+08:00,
000004.SZ,2012,2,2012-08-09,2012-08-09,-4002366.10,,-12827558.50,-8825192.40,,0.00,,2026-04-19 18:15:14.001110+08:00,
000004.SZ,2012,3,2012-10-26,2012-10-26,-3191949.49,,-20841433.89,-17649484.40,,0.00,,2026-04-19 18:15:15.561146+08:00,
000004.SZ,2012,4,2013-04-20,2013-04-20,17562720.98,,-899125.47,-18461846.45,,,,2026-04-19 18:15:17.134131+08:00,
000005.SZ,2012,1,2012-04-24,2012-04-24,2513766.14,,-5240527.55,-345381.80,,-7408911.89,,2026-04-19 18:15:12.586826+08:00,
000005.SZ,2012,2,2012-08-29,2012-08-29,151511049.38,,-11505796.54,0.00,,-163016845.92,,2026-04-19 18:15:14.001110+08:00,
000005.SZ,2012,3,2012-10-27,2012-10-27,88889778.57,,-10180328.47,0.00,,-99070107.04,,2026-04-19 18:15:15.561146+08:00,
000005.SZ,2012,4,2013-04-24,2013-04-24,179474907.37,,2891427.95,-18678887.84,,-157894142.20,,2026-04-19 18:15:17.134131+08:00,
000006.SZ,2012,1,2012-04-19,2012-04-19,91181063.76,,-193455365.79,-55264.98,,-284580821.36,,2026-04-19 18:15:12.586826+08:00,
000006.SZ,2012,2,2012-08-11,2012-08-11,715265916.20,,178843613.84,-239680.98,,-536202917.63,,2026-04-19 18:15:14.001110+08:00,
000006.SZ,2012,3,2012-10-20,2012-10-20,1535706763.88,,854642493.82,6447927.11,,-687544935.05,,2026-04-19 18:15:15.561146+08:00,
000006.SZ,2012,4,2013-03-30,2013-03-30,2181610271.52,,1158844101.39,5912884.86,,-1028679768.62,,2026-04-19 18:15:17.134131+08:00,
000007.SZ,2012,1,2012-04-20,2012-04-20,-73969637.90,,-25573328.43,-127004.27,,48523313.74,,2026-04-19 18:15:12.586826+08:00,
000007.SZ,2012,2,2012-08-14,2012-08-14,-71070464.55,,-24044254.44,-354640.27,,47380850.38,,2026-04-19 18:15:14.001110+08:00,
000007.SZ,2012,3,2012-10-20,2012-10-20,105704566.31,,185568384.31,-403925.27,,80267743.27,,2026-04-19 18:15:15.561146+08:00,
000007.SZ,2012,4,2013-04-25,2013-04-25,-249413099.12,,10162084.30,-1869274.04,,261444457.46,,2026-04-19 18:15:17.134131+08:00,
000008.SZ,2012,1,2012-04-27,2012-04-27,2056454.68,,7103979.76,5047525.08,,,,2026-04-19 18:15:12.586826+08:00,
000008.SZ,2012,2,2012-08-07,2012-08-07,1316939.72,,6364464.80,5047525.08,,0.00,,2026-04-19 18:15:14.001110+08:00,
000008.SZ,2012,3,2012-10-27,2012-10-27,-1433965.26,,3612639.82,5046605.08,,0.00,,2026-04-19 18:15:15.561146+08:00,
000008.SZ,2012,4,2013-03-29,2013-03-29,86665538.20,,47922530.00,-27585737.25,,-11156400.00,,2026-04-19 18:15:17.134131+08:00,
000009.SZ,2012,1,2012-04-26,2012-04-26,-112847032.43,,91421715.97,-102182864.37,,306139715.49,,2026-04-19 18:15:12.586826+08:00,
000009.SZ,2012,2,2012-08-29,2012-08-29,116503790.30,,453514671.48,-92281475.75,,429614277.19,,2026-04-19 18:15:14.001110+08:00,
000009.SZ,2012,3,2012-10-27,2012-10-27,292462089.05,,695047323.80,-187321762.44,,590184066.91,,2026-04-19 18:15:15.561146+08:00,
000009.SZ,2012,4,2013-04-27,2013-04-27,350725776.37,,690388121.95,177020556.25,,162669317.62,,2026-04-19 18:15:17.134131+08:00,
000010.SZ,2012,1,2012-04-27,2012-04-27,-4254634.99,,-495533.03,-92866.00,,3851967.96,,2026-04-19 18:15:12.586826+08:00,
000010.SZ,2012,2,2012-08-28,2012-08-28,-5301360.79,,368175.99,-1551623.97,,7221160.75,,2026-04-19 18:15:14.001110+08:00,
000010.SZ,2012,3,2012-10-27,2012-10-27,-4103569.74,,2637134.90,-2193828.66,,8934533.30,,2026-04-19 18:15:15.561146+08:00,
000010.SZ,2012,4,2013-03-29,2013-03-29,-2202266.65,,3961500.29,4380105.63,,1783661.31,,2026-04-19 18:15:17.134131+08:00,
000011.SZ,2012,1,2012-04-25,2012-04-25,248705663.38,,-14596002.81,-37556.01,,-263263566.85,,2026-04-19 18:15:12.586826+08:00,
000011.SZ,2012,2,2012-08-23,2012-08-23,336111486.60,,183875903.99,4161446.39,,-156421856.92,,2026-04-19 18:15:14.001110+08:00,
000011.SZ,2012,3,2012-10-31,2012-10-31,587922305.81,,425191909.55,8021682.48,,-170791033.25,,2026-04-19 18:15:15.561146+08:00,
000011.SZ,2012,4,2013-03-30,2013-03-30,805714197.38,,328410569.80,6158784.80,,-483463515.74,,2026-04-19 18:15:17.134131+08:00,
000012.SZ,2012,1,2012-04-24,2012-04-24,257286802.00,,-170960651.00,-426532984.00,,-2164471.00,,2026-04-19 18:15:12.586826+08:00,
000012.SZ,2012,2,2012-08-21,2012-08-21,847912135.00,,-265805237.00,-664959589.00,,-448375489.00,,2026-04-19 18:15:14.001110+08:00,
000012.SZ,2012,3,2012-10-30,2012-10-30,1382917631.00,,-88750772.00,-962646906.00,,-509623444.00,,2026-04-19 18:15:15.561146+08:00,
000012.SZ,2012,4,2013-03-26,2013-03-26,1725795529.00,,-186680039.00,-1173000884.00,,-739722236.00,,2026-04-19 18:15:17.134131+08:00,
000014.SZ,2012,1,2012-04-26,2012-04-26,-47733889.72,,-50926900.26,-441455.00,,-2751555.54,,2026-04-19 18:15:12.586826+08:00,
000014.SZ,2012,2,2012-08-30,2012-08-30,-55525676.97,,-65246277.69,-393910.70,,-9327379.65,,2026-04-19 18:15:14.001110+08:00,
000014.SZ,2012,3,2012-10-31,2012-10-31,-86933607.49,,-107393464.64,1309649.30,,-21770196.08,,2026-04-19 18:15:15.561146+08:00,
000014.SZ,2012,4,2013-03-29,2013-03-29,92412303.62,,52948821.34,1311089.30,,-40773594.87,,2026-04-19 18:15:17.134131+08:00,
000015.SZ,2012,1,2012-04-24,2012-04-24,,,,,,,,2026-04-19 18:15:12.586826+08:00,
000016.SZ,2012,1,2012-04-27,2012-04-27,457733199.56,,312073878.57,129325950.30,,-273542984.03,,2026-04-19 18:15:12.586826+08:00,
000016.SZ,2012,2,2012-08-28,2012-08-28,1115585087.77,,645673472.24,626347799.26,,-1091566617.92,,2026-04-19 18:15:14.001110+08:00,
000016.SZ,2012,3,2012-10-26,2012-10-26,855593232.53,,1208600555.14,787298857.56,,-427280012.71,,2026-04-19 18:15:15.561146+08:00,
000016.SZ,2012,4,2013-04-27,2013-04-27,-359244914.58,,177592118.67,532057503.01,,13973785.10,,2026-04-19 18:15:17.134131+08:00,
000017.SZ,2012,1,2012-04-21,2012-04-21,-1167450.59,,-1171809.57,-4358.98,,,,2026-04-19 18:15:12.586826+08:00,
000017.SZ,2012,2,2012-08-17,2012-08-17,-2504014.01,,-2514180.99,-10166.98,,0.00,,2026-04-19 18:15:14.001110+08:00,
000017.SZ,2012,3,2012-10-26,2012-10-26,4257770.41,,4133103.43,-124666.98,,0.00,,2026-04-19 18:15:15.561146+08:00,
000017.SZ,2012,4,2013-04-27,2013-04-27,-7026573.55,,27848759.47,-124666.98,,35000000.00,,2026-04-19 18:15:17.134131+08:00,
000018.SZ,2012,1,2012-04-24,2012-04-24,571809.00,,573695.00,4819.00,,,,2026-04-19 18:15:12.586826+08:00,
000018.SZ,2012,2,2012-08-16,2012-08-16,165989.00,,267112.00,-31431.00,,0.00,,2026-04-19 18:15:14.001110+08:00,
000018.SZ,2012,3,2012-10-29,2012-10-29,788412.00,,947854.00,-63534.00,,0.00,,2026-04-19 18:15:15.561146+08:00,
000018.SZ,2012,4,2013-04-23,2013-04-23,-384418.00,,-1172054.00,-660127.00,,-126343.00,,2026-04-19 18:15:17.134131+08:00,
000019.SZ,2012,1,2012-04-27,2012-04-27,5881836.36,,136079655.50,-13434434.21,,143632253.35,,2026-04-19 18:15:12.586826+08:00,
000019.SZ,2012,2,2012-08-21,2012-08-21,3259065.52,,81855237.54,87409452.21,,-8816431.20,,2026-04-19 18:15:14.001110+08:00,
000019.SZ,2012,3,2012-10-23,2012-10-23,-11231687.70,,205116998.21,54109868.23,,162194562.91,,2026-04-19 18:15:15.561146+08:00,
000019.SZ,2012,4,2013-04-24,2013-04-24,-48434558.23,,-63920692.68,23641354.16,,-37308766.79,,2026-04-19 18:15:17.134131+08:00,
000020.SZ,2012,1,2012-04-26,2012-04-26,-90160095.82,,-54699618.46,-457566.69,,35992614.66,,2026-04-19 18:15:12.586826+08:00,
000020.SZ,2012,2,2012-08-28,2012-08-28,74868494.91,,112327516.59,-1983565.01,,39444490.54,,2026-04-19 18:15:14.001110+08:00,
000020.SZ,2012,3,2012-10-27,2012-10-27,-6919322.01,,5617608.08,-5913766.51,,18807053.74,,2026-04-19 18:15:15.561146+08:00,
000020.SZ,2012,4,2013-04-24,2013-04-24,18419090.98,,-7496224.95,-9920876.19,,-14468767.09,,2026-04-19 18:15:17.134131+08:00,
000021.SZ,2012,1,2012-04-27,2012-04-27,25203042.23,,2376679.35,-63015918.27,,50442399.72,,2026-04-19 18:15:12.586826+08:00,
000021.SZ,2012,2,2012-08-31,2012-08-31,66903020.82,,-11602183.60,-89928848.57,,18489845.28,,2026-04-19 18:15:14.001110+08:00,
000021.SZ,2012,3,2012-10-29,2012-10-29,-7968794.19,,-553489396.87,-250599320.53,,-284238407.26,,2026-04-19 18:15:15.561146+08:00,
000021.SZ,2012,4,2013-03-29,2013-03-29,287847989.29,,-380317490.49,-244659029.17,,-404100163.16,,2026-04-19 18:15:17.134131+08:00,
000023.SZ,2012,1,2012-04-26,2012-04-26,-17943731.05,,-19531001.31,-4509381.27,,2922111.01,,2026-04-19 18:15:12.586826+08:00,
000023.SZ,2012,2,2012-08-17,2012-08-17,15172209.18,,-26753342.90,-39603189.39,,-2322362.69,,2026-04-19 18:15:14.001110+08:00,
000023.SZ,2012,3,2012-10-25,2012-10-25,12025723.45,,-26238756.19,-28012242.56,,-10252237.08,,2026-04-19 18:15:15.561146+08:00,
000023.SZ,2012,4,2013-03-29,2013-03-29,-80753805.26,,58460617.42,144447221.85,,-5232799.17,,2026-04-19 18:15:17.134131+08:00,
000024.SZ,2012,1,2012-04-18,2012-04-18,-232454924.00,,2438749447.00,-94650147.00,,2765752175.00,,2026-04-19 18:15:12.586826+08:00,
000024.SZ,2012,2,2012-08-11,2012-08-11,2420308063.00,,3625453091.00,-225912197.00,,1421545612.00,,2026-04-19 18:15:14.001110+08:00,
000024.SZ,2012,3,2012-10-18,2012-10-18,3688261358.00,,2933284045.00,-430742869.00,,-335256451.00,,2026-04-19 18:15:15.561146+08:00,
000024.SZ,2012,4,2013-03-19,2013-03-19,5098777753.73,,4558532277.70,-644639224.30,,113635386.13,,2026-04-19 18:15:17.134131+08:00,
000025.SZ,2012,1,2012-04-25,2012-04-25,-15234783.72,,-10786493.95,3223564.10,,1224725.67,,2026-04-19 18:15:12.586826+08:00,
000025.SZ,2012,2,2012-08-16,2012-08-16,-5034466.47,,-16130371.60,1463630.64,,-12559339.38,,2026-04-19 18:15:14.001110+08:00,
000025.SZ,2012,3,2012-10-22,2012-10-22,-5625542.69,,9569788.90,6327521.71,,8868006.27,,2026-04-19 18:15:15.561146+08:00,
000025.SZ,2012,4,2013-04-10,2013-04-10,-7756382.47,,-781042.07,-32688758.47,,39665927.02,,2026-04-19 18:15:17.134131+08:00,
000026.SZ,2012,1,2012-04-17,2012-04-17,-65823575.63,,67365484.86,-48376340.09,,181418725.21,,2026-04-19 18:15:12.586826+08:00,
