ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2016,4,2017-03-17,12.4283,12.4321,NaN,0.8277,,22606000000.00,3.0594,3.7752,3.3570,93.1547,14.6086,NaN,NaN,12.0129,12.0129,,1.3200,10.6126,2026-04-19 21:13:25.820487+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2016,2,2016-08-12,6.9604,6.9615,NaN,0.4631,,12294000000.00,5.8230,5.8654,6.1027,93.1560,14.6113,NaN,NaN,17.5931,17.5931,,0.7200,10.0027,2026-04-19 21:13:21.924078+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2016,1,2016-04-21,3.4870,3.4807,NaN,0.2346,,6075000000.00,7.6138,7.9602,8.1187,93.0042,14.2943,NaN,NaN,33.1914,33.1914,,0.4300,11.7140,2026-04-19 21:13:20.054792+08:00,2026-05-04 21:07:07.998659+08:00
000001.SZ,2016,3,2016-10-21,10.4073,10.4006,NaN,0.7066,,18707000000.00,5.3207,5.4711,5.5186,92.8982,14.0809,NaN,NaN,15.2013,15.2013,,1.0900,10.3829,2026-04-19 21:13:23.729119+08:00,2026-05-04 21:07:07.998659+08:00
000002.SZ,2016,1,2016-04-28,0.8298,0.8018,0.3038,0.1968,31.7810,805115190.87,40.7564,42.4739,28.1439,78.9403,4.7484,1.2911,0.3874,64.2766,64.2766,,0.0750,9.1163,2026-04-19 21:13:20.054792+08:00,2026-05-04 20:24:14.782193+08:00
000002.SZ,2016,4,2017-03-27,19.6815,19.5941,5.5590,3.9322,29.4144,20929278864.67,17.8155,16.1260,16.0226,80.5367,5.1379,1.2436,0.4378,22.9754,22.9754,,1.9000,10.2766,2026-04-19 21:13:25.820487+08:00,2026-05-04 20:24:21.852829+08:00
000002.SZ,2016,3,2016-10-28,8.2382,8.0695,2.4309,1.6516,26.5271,8093232721.59,27.7941,27.7462,20.5403,81.0123,5.2666,1.2027,0.3949,47.0608,47.0608,,0.7480,9.0952,2026-04-19 21:13:23.729119+08:00,2026-05-04 20:24:19.279171+08:00
000002.SZ,2016,2,2016-08-22,5.4151,5.3994,1.5484,1.0720,26.3089,5335845153.10,13.5988,13.7101,10.4210,80.6019,5.1551,1.2452,0.4067,48.7966,48.7966,,0.4846,8.8286,2026-04-19 21:13:21.924078+08:00,2026-05-04 20:24:17.044884+08:00
000003.SZ,2016,2,2016-08-26,NaN,NaN,1861.2291,1861.2295,44.7773,440304.94,28.4417,32974.7546,32947.5604,3.5677,1.0370,27.4239,27.4234,24.3563,24.3563,,4.8498,0.4790,2026-04-19 21:13:21.924078+08:00,2026-05-04 20:24:17.044884+08:00
000003.SZ,2016,4,2017-04-27,NaN,NaN,2998.4962,2998.1335,44.1592,4495274.91,30.0777,98.1820,98.1343,26.2416,1.3558,3.6675,3.6515,123.9181,123.9181,,4.8496,0.2211,2026-04-19 21:13:25.820487+08:00,2026-05-04 20:24:21.852829+08:00
