ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
000001.SZ,2011,1,2011-04-27,2011-04-27,21346550000.00,,13191969000.00,-7782031000.00,,-372550000.00,,2026-04-19 18:15:06.230794+08:00,
000001.SZ,2011,3,2011-10-26,2011-10-26,17861633000.00,,-10543477000.00,-34271334000.00,,5866224000.00,,2026-04-19 18:15:09.475479+08:00,
000001.SZ,2011,4,2012-03-09,2012-03-09,-14439373000.00,,-241441000.00,8837272000.00,,5777857000.00,,2026-04-19 18:15:11.109474+08:00,
000001.SZ,2011,2,2011-08-18,2011-08-18,31573899000.00,,13089889000.00,-21668935000.00,,3184925000.00,,2026-04-19 18:15:07.894518+08:00,
000002.SZ,2011,2,2011-08-09,2011-08-09,3825848847.41,,4949834534.46,-3108026423.61,,4242599398.97,,2026-04-19 18:15:07.894518+08:00,
000002.SZ,2011,3,2011-10-25,2011-10-25,-1495378788.53,,-1947224332.22,-3339662575.74,,2899982967.99,,2026-04-19 18:15:09.475479+08:00,
000002.SZ,2011,4,2012-03-13,2012-03-13,3389424571.92,,-1482823892.44,-5652567740.05,,806858306.73,,2026-04-19 18:15:11.109474+08:00,
000002.SZ,2011,1,2011-04-20,2011-04-20,-1975209083.64,,-2861669154.46,-101226499.74,,-775418857.56,,2026-04-19 18:15:06.230794+08:00,
000003.SZ,2011,4,2013-04-27,2013-04-27,-18175.84,,-49925.84,-31750.00,,,,2026-04-19 18:15:11.109474+08:00,
000003.SZ,2011,2,2011-08-26,2011-08-26,-40070.09,,-33928.59,6141.50,,,,2026-04-19 18:15:07.894518+08:00,
000004.SZ,2011,3,2011-10-29,2011-10-29,13711618.88,,8958857.11,-4752761.77,,,,2026-04-19 18:15:09.475479+08:00,
000004.SZ,2011,4,2012-04-21,2012-04-21,19365739.89,,12044942.07,-7320797.82,,,,2026-04-19 18:15:11.109474+08:00,
000004.SZ,2011,1,2011-04-23,2011-04-23,10019614.46,,8402586.33,-1617028.13,,,,2026-04-19 18:15:06.230794+08:00,
000004.SZ,2011,2,2011-08-27,2011-08-27,11120112.60,,7847045.27,-3273067.33,,,,2026-04-19 18:15:07.894518+08:00,
000005.SZ,2011,1,2011-04-30,2011-04-30,18312488.43,,5519435.28,-430320.90,,-12362732.25,,2026-04-19 18:15:06.230794+08:00,
000005.SZ,2011,4,2012-04-24,2012-04-24,34773367.82,,-2626230.27,-8595332.74,,-28672357.07,,2026-04-19 18:15:11.109474+08:00,
000005.SZ,2011,2,2011-08-31,2011-08-31,15226327.97,,-8390463.29,-9749610.23,,-13867181.03,,2026-04-19 18:15:07.894518+08:00,
000005.SZ,2011,3,2011-10-29,2011-10-29,20426127.92,,-4920025.99,-11478972.88,,-13867181.03,,2026-04-19 18:15:09.475479+08:00,
000006.SZ,2011,2,2011-08-03,2011-08-03,780629244.56,,-855322350.62,9470316.32,,-1645326233.16,,2026-04-19 18:15:07.894518+08:00,
000006.SZ,2011,4,2012-04-18,2012-04-18,1198565275.40,,-992022974.81,7772843.73,,-2198166642.54,,2026-04-19 18:15:11.109474+08:00,
000006.SZ,2011,1,2011-04-22,2011-04-22,307048589.16,,-685852480.00,-233703.20,,-992667365.96,,2026-04-19 18:15:06.230794+08:00,
000006.SZ,2011,3,2011-10-29,2011-10-29,1002632271.11,,-1136524129.75,8919102.29,,-2147903718.73,,2026-04-19 18:15:09.475479+08:00,
000007.SZ,2011,2,2011-08-22,2011-08-22,-71922436.47,,58335585.59,-131680.00,,130389702.06,,2026-04-19 18:15:07.894518+08:00,
000007.SZ,2011,4,2012-02-23,2012-02-23,-16975705.12,,97802172.46,-723368.00,,115501245.58,,2026-04-19 18:15:11.109474+08:00,
000007.SZ,2011,3,2011-10-21,2011-10-21,-74211188.58,,54489135.98,-141629.00,,128841953.56,,2026-04-19 18:15:09.475479+08:00,
000007.SZ,2011,1,2011-04-28,2011-04-28,-1628290.82,,-1711270.33,,,-82979.51,,2026-04-19 18:15:06.230794+08:00,
000008.SZ,2011,1,2011-04-23,2011-04-23,-5159277.54,,-5401482.58,-242205.04,,,,2026-04-19 18:15:06.230794+08:00,
000008.SZ,2011,2,2011-07-30,2011-07-30,-5061799.37,,-5365903.88,-304104.51,,,,2026-04-19 18:15:07.894518+08:00,
000008.SZ,2011,3,2011-10-26,2011-10-26,-5026126.88,,-5149245.33,-123118.45,,,,2026-04-19 18:15:09.475479+08:00,
000008.SZ,2011,4,2012-03-03,2012-03-03,-1030070.92,,-8154511.09,-7124440.17,,,,2026-04-19 18:15:11.109474+08:00,
000009.SZ,2011,2,2011-08-26,2011-08-26,-255845303.01,,46148824.74,-106163535.34,,408722319.38,,2026-04-19 18:15:07.894518+08:00,
000009.SZ,2011,4,2012-04-26,2012-04-26,-828162002.35,,-451955062.28,-294474377.07,,670601027.06,,2026-04-19 18:15:11.109474+08:00,
000009.SZ,2011,1,2011-04-27,2011-04-27,-237991051.40,,-144873615.79,37547280.42,,55697585.37,,2026-04-19 18:15:06.230794+08:00,
000009.SZ,2011,3,2011-10-27,2011-10-27,-659834349.69,,195190423.02,-33384567.73,,889399758.63,,2026-04-19 18:15:09.475479+08:00,
