ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2007,4,2008-03-20,27.2057,26.7708,,0.8644,,2607545000.00,82.3553,78.0000,88.0000,96.3107,27.1054,,,38.2410,38.2410,,1.2200,5.6711,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000002.SZ,2007,4,2008-03-21,21.9160,21.6745,10.6875,7.0893,41.9946,4790833311.17,123.3179,122.5000,110.8100,66.1125,2.9509,1.9566,0.5938,98.2696,98.2696,,0.7300,4.2606,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000003.SZ,2007,4,2008-04-30,,,-0.4164,-16.1493,67.0494,-78390917.61,7.0076,7.2174,-17.0326,747.8978,,0.1171,0.0409,-58.8401,-58.8401,,,-8.6650,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000004.SZ,2007,4,2008-04-24,-12.0450,-13.2010,-4.2608,-5.4118,38.8608,-10156666.05,-301.4791,-256.3100,-1425.9900,42.4184,1.7367,1.9741,1.4604,-15.1443,-15.1443,,-0.1104,0.8610,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000005.SZ,2007,4,2008-04-26,11.8497,5.3198,8.4402,5.7486,62.9122,38982572.18,243.4168,287.8800,219.1200,48.9759,1.9599,0.3352,0.2231,-9.5865,-9.5865,,0.0846,0.8304,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000006.SZ,2007,4,2008-03-29,15.7922,12.9369,8.3347,5.6612,55.7061,206616454.47,12.0657,15.8900,19.1800,67.7418,3.1000,2.6599,0.5616,-18.3734,-18.3734,,1.0163,6.7849,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000007.SZ,2007,4,2008-04-22,,,6.9896,1.1436,72.4838,-37608951.69,98.9755,108.5402,109.4174,101.1334,,0.4323,0.4018,-5.6915,-5.6915,,0.0625,-0.1262,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000008.SZ,2007,4,2008-03-21,2.3245,-5.3551,2.8845,2.1577,14.9435,-3875553.18,230.7229,230.5600,195.7900,7.4290,1.0803,7.1020,7.1020,-4.3524,-4.3524,,0.0230,0.9940,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000009.SZ,2007,4,2008-03-08,14.6266,4.1379,8.6882,5.8006,31.2561,65177428.56,54.9683,59.6700,69.8600,59.1281,2.4467,1.7783,0.8396,-22.6888,-22.6888,,0.2400,1.7832,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
000010.SZ,2007,4,2008-04-29,-35.4831,-11.3918,-8.0618,-9.4587,36.3771,-9268287.18,-106.1381,-291.5100,-793.9100,53.2469,2.1389,1.1473,0.8615,23.5607,23.5607,,-0.2000,0.7541,2026-05-07 00:33:10.676858+08:00,2026-05-07 00:33:10.676968+08:00
