ts_code,report_year,report_type,ann_date,roe,roe_dt,roa,npta,grossprofit_margin,profit_dedt,op_yoy,ebt_yoy,netprofit_yoy,debt_to_assets,assets_to_eqt,current_ratio,quick_ratio,or_yoy,tr_yoy,basic_eps,dt_eps,bps,created_at,updated_at
000001.SZ,2011,4,2012-03-09,19.2441,19.0581,,1.0465,,10179272000.00,68.3691,66.7941,64.5493,94.0087,16.6909,,,64.9423,64.9423,,2.4700,14.3092,2026-04-19 21:12:52.687280+08:00,
000001.SZ,2011,3,2011-10-26,14.8946,14.7333,,0.8006,,7603896000.00,66.4947,65.6352,62.9257,94.0618,16.8401,,,57.5811,57.5811,,2.0100,13.6059,2026-04-19 21:12:51.178193+08:00,
000001.SZ,2011,1,2011-04-27,6.9165,6.8959,,0.3130,,2395044000.00,53.3697,53.6839,52.2192,95.5483,22.4633,,,42.3771,42.3771,,0.6900,10.3156,2026-04-19 21:12:48.460889+08:00,
000001.SZ,2011,2,2011-08-18,13.2051,13.1670,,0.5991,,4718078000.00,59.0057,56.6695,56.0026,95.5223,22.3329,,,42.8958,42.8958,,1.3600,10.9476,2026-04-19 21:12:49.832771+08:00,
000002.SZ,2011,1,2011-04-20,2.6851,2.6426,0.8087,0.5277,48.9505,1186061835.94,6.9354,7.9172,6.9732,76.1516,4.1932,1.4798,0.4861,6.1997,6.1997,,0.1100,4.1412,2026-04-19 21:12:48.460889+08:00,
000002.SZ,2011,4,2012-03-13,19.8042,19.6849,6.3521,4.5325,39.7792,9566931546.48,32.5210,32.3692,32.1531,77.0997,4.3668,1.4081,0.3702,41.5447,41.5447,,0.8800,4.8174,2026-04-19 21:12:52.687280+08:00,
000002.SZ,2011,2,2011-08-09,6.5855,6.5168,1.9387,1.3649,45.0057,2946808141.24,7.2740,7.3206,5.8793,77.8482,4.5143,1.4472,0.4543,19.2201,19.2201,,0.2700,4.2022,2026-04-19 21:12:49.832771+08:00,
000002.SZ,2011,3,2011-10-25,7.8656,7.7493,2.3435,1.6463,41.8445,3530915310.14,11.8794,11.6034,9.5326,78.9716,4.7555,1.3965,0.4053,30.9553,30.9553,,0.3260,4.2651,2026-04-19 21:12:51.178193+08:00,
000003.SZ,2011,2,2011-08-26,1.0458,,-1.0620,-8.0654,76.2869,-31645523.64,3.3130,3.3259,-0.2139,974.7588,-0.1143,0.0782,0.0012,10.7775,10.7775,,,-9.0770,2026-04-19 21:12:49.832771+08:00,2026-05-04 21:23:36.769783+08:00
000003.SZ,2011,4,2013-04-27,0.4186,,-1.0532,-4.5250,77.8237,-13767293.76,18.8574,19.3472,19.3472,2055.3415,-0.0511,0.0403,0.0403,13.2299,13.2299,,,-9.8307,2026-04-19 21:12:52.687280+08:00,2026-05-04 21:23:36.769783+08:00
000004.SZ,2011,1,2011-04-23,0.2336,0.2336,0.9956,0.7315,36.6106,169702.14,32.3114,32.3833,304.3835,30.9724,1.4487,1.8141,1.1251,55.8344,55.8344,,0.0020,0.8659,2026-04-19 21:12:48.460889+08:00,
000004.SZ,2011,4,2012-04-21,4.0436,4.0237,6.1404,4.8318,50.8275,2975224.54,-49.8639,-49.7084,-74.2785,29.4935,1.4183,1.9219,1.1883,-43.2705,-43.2705,,0.0356,0.8971,2026-04-19 21:12:52.687280+08:00,
000004.SZ,2011,3,2011-10-29,0.7184,0.6829,3.4213,2.4095,47.6081,497258.30,-70.7061,-70.7574,-94.4745,29.3768,1.4160,1.9154,1.2165,-44.8816,-44.8816,,0.0062,0.8702,2026-04-19 21:12:51.178193+08:00,
000004.SZ,2011,2,2011-08-27,0.3660,0.4022,2.2776,1.5498,42.8417,292307.13,-37.5167,-38.5626,-92.5175,30.8520,1.4462,1.8298,1.1575,16.5170,16.5170,,0.0032,0.8671,2026-04-19 21:12:49.832771+08:00,
000005.SZ,2011,2,2011-08-31,3.9010,-2.8616,2.8106,2.0948,26.2675,-19896426.12,-24.5430,269.4347,269.4347,44.8113,1.8120,0.3768,0.2839,28.5660,28.5660,,0.0300,0.7823,2026-04-19 21:12:49.832771+08:00,
000005.SZ,2011,3,2011-10-29,1.9834,-4.8519,2.1803,1.0566,11.1797,-33407932.45,-33.1132,151.4863,151.4863,45.6568,1.8402,0.3636,0.2721,25.7401,25.7401,,0.0150,0.7676,2026-04-19 21:12:51.178193+08:00,
000005.SZ,2011,4,2012-04-24,1.7097,-9.9631,2.9248,0.8938,4.8615,-66516286.63,-524.4738,282.1497,357.8774,47.6484,1.9102,0.3152,0.2880,-53.7034,-53.7034,,0.0125,0.7218,2026-04-19 21:12:52.687280+08:00,
000005.SZ,2011,1,2011-04-30,-0.9252,-0.9252,-0.2434,-0.4869,46.3540,-6291033.08,8.7386,8.7386,8.7386,46.9516,1.8851,0.3736,0.2847,-9.6903,-9.6903,,-0.0070,0.7487,2026-04-19 21:12:48.460889+08:00,
000006.SZ,2011,1,2011-04-22,2.1241,2.1245,1.2699,0.6464,46.0757,52686988.89,59.3793,59.4208,38.1642,67.7746,3.1031,1.8241,0.2731,73.7526,73.7526,,0.0690,3.2877,2026-04-19 21:12:48.460889+08:00,
000006.SZ,2011,2,2011-08-03,5.2227,5.2261,2.8302,1.6205,44.9923,130946986.46,54.9171,54.8318,32.2817,66.5005,2.9851,1.7249,0.2250,37.1332,37.1332,,0.1320,2.5809,2026-04-19 21:12:49.832771+08:00,
000006.SZ,2011,4,2012-04-18,16.5086,16.4896,7.3418,5.1404,52.3737,433466027.05,-11.3434,-11.1019,-9.8815,65.2855,2.8806,1.3927,0.1558,10.7127,10.7127,,0.4388,2.8297,2026-04-19 21:12:52.687280+08:00,
000006.SZ,2011,3,2011-10-29,10.6562,10.6465,5.0531,3.4015,49.8677,273967007.48,119.6447,121.1346,108.3955,63.8145,2.7635,1.5310,0.1445,59.7399,59.7399,,0.2770,2.7176,2026-04-19 21:12:51.178193+08:00,
000007.SZ,2011,4,2012-02-23,4.8244,4.0030,4.0916,2.3921,79.0609,4731013.49,194.0328,-56.0250,-51.9104,19.3420,1.2398,2.0805,1.8052,15.3864,15.3864,,0.0269,1.2098,2026-04-19 21:12:52.687280+08:00,
000007.SZ,2011,2,2011-08-22,-0.6652,-0.5781,1.0778,-0.2131,80.1696,-664493.84,-99.5997,-100.8406,-189.4249,15.4876,1.1833,2.5241,2.0822,14.0909,14.0909,,-0.0040,1.1818,2026-04-19 21:12:49.832771+08:00,
000007.SZ,2011,1,2011-04-28,0.1153,,1.0731,-0.1122,77.3792,-3197476.90,68.5619,102.0270,99.4845,111.8402,-6.4864,0.1834,0.1144,11.7045,11.7045,,-0.0003,-0.2330,2026-04-19 21:12:48.460889+08:00,2026-05-04 21:23:36.769783+08:00
000007.SZ,2011,3,2011-10-21,0.1372,-1.2936,1.9629,0.2853,78.6375,-1492944.52,-98.1202,-25.6057,102.9698,12.7476,1.1461,2.6665,2.1828,14.7368,14.7368,,0.0008,1.1858,2026-04-19 21:12:51.178193+08:00,
000008.SZ,2011,4,2012-03-03,-0.7277,-0.6069,-1.7481,-0.6953,21.1981,-449929.36,-148.2752,-148.3342,-160.6843,4.3705,1.0457,13.6174,13.5322,33.9574,33.9574,,-0.0073,1.0028,2026-04-19 21:12:52.687280+08:00,
000008.SZ,2011,3,2011-10-26,-0.5943,-0.4728,-0.6395,-0.5678,19.4307,-350251.01,-499.4077,-491.5861,-602.0335,4.4000,1.0460,13.3997,13.3080,47.4631,47.4631,,-0.0060,1.0017,2026-04-19 21:12:51.178193+08:00,
