ts_code,report_year,report_type,ann_date,f_ann_date,n_cashflow_act,cash_recp_sg_and_rs,n_incr_cash_cash_equ,n_cashflow_inv_act,cash_recp_disp_withdrw_invest,n_cash_flows_fnc_act,cash_recp_cap_contrib,created_at,updated_at
00007.HK,2001,2,2001-09-30,2001-09-30,-16642549.80,,-14238696.60,2615833.20,,-211980.00,,2026-07-09 09:09:21.575488+08:00,
00007.HK,2001,4,2001-03-31,2001-03-31,-35207699.40,,39345036.60,11825057.40,,62727678.60,,2026-07-09 01:13:07.607193+08:00,
00010.HK,2001,4,2001-06-30,2001-06-30,-3980136720.00,,-1032229240.00,-551717880.00,,3499625360.00,,2026-07-09 01:13:07.929292+08:00,
00018.HK,2001,4,2001-03-31,2001-03-31,524667002.40,,481480759.20,79374676.20,,-122560919.40,,2026-07-09 01:13:08.952004+08:00,
00018.HK,2001,2,2001-09-30,2001-09-30,61754013.60,,67108628.40,19608150.00,,-14253535.20,,2026-07-09 09:09:23.325194+08:00,
00021.HK,2001,4,2001-12-31,2001-12-31,21636240.00,,-123559900.00,-145196140.00,,,,2026-07-09 01:13:09.421472+08:00,
00021.HK,2001,2,2001-06-30,2001-06-30,14326200.00,,-46692800.00,-61019000.00,,,,2026-07-09 09:09:23.667663+08:00,
00022.HK,2001,2,2001-09-30,2001-09-30,540615773.70,,387779253.60,48494664.60,,-197303564.70,,2026-07-09 09:09:23.834565+08:00,
00022.HK,2001,4,2001-03-31,2001-03-31,55898631.00,,2874271.20,-123588354.60,,74623849.80,,2026-07-09 01:13:09.972119+08:00,
00025.HK,2001,4,2001-03-31,2001-03-31,424645973.40,,176416355.40,-288889729.20,,46131628.20,,2026-07-09 01:13:35.003361+08:00,
00025.HK,2001,2,2001-09-30,2001-09-30,-53538728.70,,-130116503.70,-102649195.20,,21713111.40,,2026-07-09 09:09:25.016981+08:00,
00029.HK,2001,4,2001-06-30,2001-06-30,155982604.40,,81904477.20,3380983.20,,-77645881.60,,2026-07-09 01:13:35.524635+08:00,
00029.HK,2001,2,2001-12-31,2001-12-31,19637009.00,,-44642775.20,-60136020.00,,-4242400.00,,2026-07-09 09:09:25.403998+08:00,
00030.HK,2001,4,2001-03-31,2001-03-31,-34517262.95,,-184861016.19,-188684646.01,,38420033.93,,2026-07-09 01:13:35.525788+08:00,
00030.HK,2001,2,2001-09-30,2001-09-30,-25147151.36,,-23588719.98,-4293496.97,,409523.10,,2026-07-09 09:09:25.531867+08:00,
00035.HK,2001,2,2001-09-30,2001-09-30,93684561.00,,35608400.40,-39598923.90,,-17261531.40,,2026-07-09 09:09:26.980955+08:00,
00037.HK,2001,4,2001-03-31,2001-03-31,6180453.66,,-11744535.35,-17893712.73,,-37940.80,,2026-07-09 01:13:37.370292+08:00,
00037.HK,2001,2,2001-09-30,2001-09-30,-692927.64,,-377606.33,-61203408.27,,61518729.58,,2026-07-09 09:09:27.335858+08:00,
00040.HK,2001,2,2001-09-30,2001-09-30,30158394.60,,73757381.10,-51097779.00,,98422314.00,,2026-07-09 09:09:28.387312+08:00,
00050.HK,2001,4,2001-12-31,2001-12-31,751917673.00,,49986078.00,-65571595.00,,-636360000.00,,2026-07-09 01:13:38.790706+08:00,
00050.HK,2001,2,2001-06-30,2001-06-30,-92261789.20,,-87145744.00,5116045.20,,,,2026-07-09 09:09:29.824711+08:00,
