ts_code,report_year,report_type,ann_date,f_ann_date,comp_type,total_revenue,revenue,total_cogs,oper_cost,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,basic_eps,created_at,updated_at
000001.SZ,2011,1,2011-04-27,2011-04-27,2,5815038000.00,5815038000.00,2755081000.00,,,2067870000.00,,3059957000.00,3069099000.00,666900000.00,2402199000.00,2402199000.00,0.6900,2026-04-19 18:10:55.376532+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2011,3,2011-10-26,2011-10-26,2,20701401000.00,20701401000.00,10882540000.00,,,7957965000.00,,9818861000.00,9924443000.00,2179366000.00,7745077000.00,7687182000.00,2.0100,2026-04-19 18:10:58.724004+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2011,2,2011-08-18,2011-08-18,2,12140590000.00,12140590000.00,6090696000.00,,,4406926000.00,,6049894000.00,6065846000.00,1334100000.00,4731746000.00,4731746000.00,1.3600,2026-04-19 18:10:57.125469+08:00,2026-05-05 19:43:57.657372+08:00
000001.SZ,2011,4,2012-03-09,2012-03-09,2,29643061000.00,29643061000.00,16510360000.00,,,11855442000.00,,13132701000.00,13257489000.00,2866998000.00,10390491000.00,10278631000.00,2.4700,2026-04-19 18:11:00.353704+08:00,2026-05-05 19:43:57.657372+08:00
000002.SZ,2011,4,2012-03-13,2012-03-13,1,71782749800.68,71782749800.68,56716379546.64,43228163602.13,2556775062.26,2578214642.30,509812978.62,15763216697.19,15805882420.32,4206276208.55,11599606211.77,9624875268.23,0.8800,2026-04-19 18:11:00.353704+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2011,3,2011-10-25,2011-10-25,1,29308369223.23,29308369223.23,23783476901.17,17044419257.51,1689365264.12,1271355291.69,194880218.21,5603083790.69,5650195653.25,1543846650.58,4106349002.67,3583910174.21,0.3260,2026-04-19 18:10:58.724004+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2011,1,2011-04-20,2011-04-20,1,7970255508.29,7970255508.29,6307071301.08,4068773609.46,393521353.24,562678787.41,149239657.85,1648888822.88,1674454722.54,484490001.77,1189964720.77,1205138559.33,0.1100,2026-04-19 18:10:55.376532+08:00,2026-05-05 19:43:58.498099+08:00
000002.SZ,2011,2,2011-08-09,2011-08-09,1,19988838077.14,19988838077.14,15602924379.16,10992730405.83,956748185.17,870243389.76,191674254.48,4417871993.33,4451808658.22,1199291123.90,3252517534.32,2977854653.10,0.2700,2026-04-19 18:10:57.125469+08:00,2026-05-05 19:43:58.498099+08:00
000003.SZ,2011,2,2011-08-26,2011-08-26,1,3408486.00,3408486.00,41844404.87,808257.78,,6772524.59,34135620.84,-38309566.37,-38303424.87,,-31651665.14,-31651665.14,,2026-04-19 18:10:57.125469+08:00,
000003.SZ,2011,4,2013-04-27,2013-04-27,1,7289382.74,7289382.74,21056676.50,1616515.56,,8642453.27,10535790.65,-13767293.76,-13722698.98,,-13722698.98,-13722698.98,,2026-04-19 18:11:00.353704+08:00,
000004.SZ,2011,4,2012-04-21,2012-04-21,1,74503718.53,74503718.53,61904748.96,36635309.02,5463422.39,18993280.75,-670961.45,12393007.62,12389715.96,3196648.14,9193067.82,2989891.05,0.0356,2026-04-19 18:11:00.353704+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2011,1,2011-04-23,2011-04-23,1,26223719.93,26223719.93,24092662.61,16623058.99,1291982.71,5379085.78,-225704.06,2079697.14,2080827.66,717780.81,1363046.85,169702.14,0.0020,2026-04-19 18:10:55.376532+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2011,2,2011-08-27,2011-08-27,1,43157326.02,43157326.02,38278348.79,24667991.15,2950859.82,9751802.44,-405888.75,4757904.13,4696893.64,1788724.91,2908168.73,266016.91,0.0032,2026-04-19 18:10:57.125469+08:00,2026-05-05 19:43:58.936867+08:00
000004.SZ,2011,3,2011-10-29,2011-10-29,1,57827814.52,57827814.52,50802573.52,30297084.65,4870788.03,14525761.30,-439310.13,6831115.80,6829495.90,2329133.05,4500362.85,523100.96,0.0062,2026-04-19 18:10:58.724004+08:00,2026-05-05 19:43:58.936867+08:00
000005.SZ,2011,3,2011-10-29,2011-10-29,1,43028934.43,43028934.43,76436866.88,38218433.44,2279480.60,18501428.37,14523435.60,-33407932.45,13656651.93,,13656651.93,13656651.93,0.0150,2026-04-19 18:10:58.724004+08:00,
